step,best_idx,offset,steer,free_ahead,speed
558,534,-0.0111,-0.0039,18.2136,4.0000
559,533,-0.0130,-0.0045,14.4808,4.0000
560,533,-0.0130,-0.0045,18.1850,4.0000
561,533,-0.0130,-0.0045,14.4502,4.0000
562,533,-0.0130,-0.0045,18.1314,4.0000
563,533,-0.0130,-0.0045,14.4450,4.0000
564,533,-0.0130,-0.0045,18.0978,4.0000
565,535,-0.0093,-0.0032,14.4259,4.0000
566,533,-0.0130,-0.0045,18.0734,4.0000
567,535,-0.0093,-0.0032,14.3326,4.0000
568,533,-0.0130,-0.0045,18.0579,4.0000
569,535,-0.0093,-0.0032,14.2850,4.0000
570,533,-0.0130,-0.0045,18.0300,4.0000
571,534,-0.0111,-0.0039,14.2296,4.0000
572,535,-0.0093,-0.0032,17.9773,4.0000
573,535,-0.0093,-0.0032,14.2030,4.0000
574,534,-0.0111,-0.0039,17.9292,4.0000
575,534,-0.0111,-0.0039,14.2088,4.0000
576,534,-0.0111,-0.0039,17.8833,4.0000
577,534,-0.0111,-0.0039,14.1341,4.0000
578,535,-0.0093,-0.0032,17.8455,4.0000
579,534,-0.0111,-0.0039,14.1317,4.0000
580,534,-0.0111,-0.0039,17.8463,4.0000
581,534,-0.0111,-0.0039,14.0996,4.0000
582,533,-0.0130,-0.0045,17.7868,4.0000
583,534,-0.0111,-0.0039,14.0294,4.0000
584,534,-0.0111,-0.0039,17.7792,4.0000
585,534,-0.0111,-0.0039,14.0260,4.0000
586,534,-0.0111,-0.0039,17.7095,4.0000
587,534,-0.0111,-0.0039,14.0211,4.0000
588,534,-0.0111,-0.0039,17.6564,4.0000
589,534,-0.0111,-0.0039,14.0057,4.0000
590,534,-0.0111,-0.0039,17.6093,4.0000
591,534,-0.0111,-0.0039,13.9617,4.0000
592,535,-0.0093,-0.0032,17.6683,4.0000
593,534,-0.0111,-0.0039,13.9352,4.0000
594,535,-0.0093,-0.0032,17.5935,4.0000
595,534,-0.0111,-0.0039,13.8675,4.0000
596,535,-0.0093,-0.0032,17.5531,4.0000
597,534,-0.0111,-0.0039,13.8289,4.0000
598,534,-0.0111,-0.0039,17.5259,4.0000
599,534,-0.0111,-0.0039,13.7499,4.0000
600,535,-0.0093,-0.0032,17.4977,4.0000
601,534,-0.0111,-0.0039,13.7223,4.0000
602,535,-0.0093,-0.0032,17.4317,4.0000
603,534,-0.0111,-0.0039,13.6674,4.0000
604,536,-0.0074,-0.0026,17.3245,4.0000
605,535,-0.0093,-0.0032,13.6184,4.0000
606,535,-0.0093,-0.0032,17.3197,4.0000
607,535,-0.0093,-0.0032,13.5972,4.0000
608,535,-0.0093,-0.0032,17.2773,4.0000
609,534,-0.0111,-0.0039,13.5813,4.0000
610,536,-0.0074,-0.0026,17.2687,4.0000
611,534,-0.0111,-0.0039,13.4920,4.0000
612,536,-0.0074,-0.0026,17.2448,4.0000
613,534,-0.0111,-0.0039,13.5076,4.0000
614,536,-0.0074,-0.0026,17.1848,4.0000
615,534,-0.0111,-0.0039,13.4948,4.0000
616,535,-0.0093,-0.0032,17.2157,4.0000
617,534,-0.0111,-0.0039,13.4536,4.0000
618,536,-0.0074,-0.0026,17.1726,4.0000
619,535,-0.0093,-0.0032,13.4008,4.0000
620,537,-0.0056,-0.0019,17.1446,4.0000
621,534,-0.0111,-0.0039,13.3673,4.0000
622,537,-0.0056,-0.0019,17.0921,4.0000
623,534,-0.0111,-0.0039,13.3242,4.0000
624,536,-0.0074,-0.0026,17.0555,4.0000
625,534,-0.0111,-0.0039,13.2800,4.0000
626,536,-0.0074,-0.0026,16.9611,4.0000
627,534,-0.0111,-0.0039,13.2348,4.0000
628,537,-0.0056,-0.0019,16.9649,4.0000
629,536,-0.0074,-0.0026,13.2013,4.0000
630,537,-0.0056,-0.0019,16.8884,4.0000
631,536,-0.0074,-0.0026,13.1429,4.0000
632,537,-0.0056,-0.0019,16.8325,4.0000
633,536,-0.0074,-0.0026,13.1309,4.0000
634,537,-0.0056,-0.0019,16.7737,4.0000
635,536,-0.0074,-0.0026,13.0664,4.0000
636,537,-0.0056,-0.0019,16.7599,4.0000
637,535,-0.0093,-0.0032,13.0335,4.0000
638,537,-0.0056,-0.0019,16.7331,4.0000
639,535,-0.0093,-0.0032,12.9900,4.0000
640,537,-0.0056,-0.0019,16.6834,4.0000
641,535,-0.0093,-0.0032,12.9455,4.0000
642,537,-0.0056,-0.0019,16.6617,4.0000
643,535,-0.0093,-0.0032,12.9400,4.0000
644,537,-0.0056,-0.0019,16.7000,4.0000
645,535,-0.0093,-0.0032,12.9047,4.0000
646,537,-0.0056,-0.0019,16.6316,4.0000
647,535,-0.0093,-0.0032,12.8311,4.0000
648,538,-0.0037,-0.0013,16.6226,4.0000
649,536,-0.0074,-0.0026,12.8073,4.0000
650,538,-0.0037,-0.0013,16.5253,4.0000
651,535,-0.0093,-0.0032,12.7742,4.0000
652,538,-0.0037,-0.0013,16.4827,4.0000
653,536,-0.0074,-0.0026,12.7201,4.0000
654,538,-0.0037,-0.0013,16.5141,4.0000
655,535,-0.0093,-0.0032,12.6783,4.0000
656,538,-0.0037,-0.0013,16.3968,4.0000
657,535,-0.0093,-0.0032,12.6170,4.0000
658,538,-0.0037,-0.0013,16.3954,4.0000
659,537,-0.0056,-0.0019,12.5851,4.0000
660,538,-0.0037,-0.0013,16.3152,4.0000
661,536,-0.0074,-0.0026,12.5514,4.0000
662,538,-0.0037,-0.0013,16.3079,4.0000
663,537,-0.0056,-0.0019,12.5271,4.0000
664,539,-0.0019,-0.0006,16.2831,4.0000
665,536,-0.0074,-0.0026,12.5017,4.0000
666,539,-0.0019,-0.0006,16.2062,4.0000
667,536,-0.0074,-0.0026,12.4392,4.0000
668,540,0.0000,0.0000,16.2315,4.0000
669,536,-0.0074,-0.0026,12.4220,4.0000
670,539,-0.0019,-0.0006,16.1356,4.0000
671,536,-0.0074,-0.0026,12.3499,4.0000
672,539,-0.0019,-0.0006,16.1285,4.0000
673,535,-0.0093,-0.0032,12.3219,4.0000
674,539,-0.0019,-0.0006,16.0683,4.0000
675,535,-0.0093,-0.0032,12.2627,4.0000
676,539,-0.0019,-0.0006,16.1015,4.0000
677,536,-0.0074,-0.0026,12.2451,4.0000
678,541,0.0019,0.0006,16.0104,4.0000
679,536,-0.0074,-0.0026,12.2100,4.0000
680,540,0.0000,0.0000,16.0297,4.0000
681,536,-0.0074,-0.0026,12.1899,4.0000
682,540,0.0000,0.0000,15.9309,4.0000
683,536,-0.0074,-0.0026,12.1302,4.0000
684,540,0.0000,0.0000,15.9151,4.0000
685,536,-0.0074,-0.0026,12.1157,4.0000
686,540,0.0000,0.0000,15.8463,4.0000
687,536,-0.0074,-0.0026,12.0520,4.0000
688,540,0.0000,0.0000,15.8235,4.0000
689,536,-0.0074,-0.0026,12.0126,4.0000
690,540,0.0000,0.0000,15.8071,4.0000
691,536,-0.0074,-0.0026,11.9892,4.0000
692,540,0.0000,0.0000,15.7560,4.0000
693,536,-0.0074,-0.0026,11.9537,4.0000
694,541,0.0019,0.0006,3.9904,2.8000
695,536,-0.0074,-0.0026,11.8988,4.0000
696,542,0.0037,0.0013,3.8953,2.8000
697,537,-0.0056,-0.0019,11.8587,4.0000
698,541,0.0019,0.0006,3.7938,2.8000
699,536,-0.0074,-0.0026,11.8721,4.0000
700,541,0.0019,0.0006,3.6889,2.8000
701,536,-0.0074,-0.0026,11.8514,4.0000
702,541,0.0019,0.0006,3.5827,2.8000
703,536,-0.0074,-0.0026,11.8043,4.0000
704,541,0.0019,0.0006,3.4768,2.8000
705,537,-0.0056,-0.0019,11.7700,4.0000
706,541,0.0019,0.0006,3.4587,2.8000
707,536,-0.0074,-0.0026,11.7258,4.0000
708,542,0.0037,0.0013,3.4647,2.8000
709,537,-0.0056,-0.0019,11.6956,4.0000
710,542,0.0037,0.0013,3.4715,2.8000
711,537,-0.0056,-0.0019,11.6328,4.0000
712,542,0.0037,0.0013,3.4788,2.8000
713,537,-0.0056,-0.0019,11.5994,4.0000
714,542,0.0037,0.0013,3.4867,2.8000
715,537,-0.0056,-0.0019,11.5741,4.0000
716,542,0.0037,0.0013,3.4950,2.8000
717,537,-0.0056,-0.0019,11.4667,4.0000
718,542,0.0037,0.0013,3.5038,2.8000
719,537,-0.0056,-0.0019,11.5002,4.0000
720,542,0.0037,0.0013,3.5130,2.8000
721,537,-0.0056,-0.0019,11.3944,4.0000
722,542,0.0037,0.0013,3.5224,2.8000
723,537,-0.0056,-0.0019,11.4000,4.0000
724,543,0.0056,0.0019,3.5322,2.8000
725,537,-0.0056,-0.0019,11.3209,4.0000
726,543,0.0056,0.0019,3.5422,2.8000
727,537,-0.0056,-0.0019,11.2600,4.0000
728,543,0.0056,0.0019,3.5525,2.8000
729,537,-0.0056,-0.0019,11.2279,4.0000
730,545,0.0093,0.0032,3.5630,2.8000
731,537,-0.0056,-0.0019,11.2616,4.0000
732,543,0.0056,0.0019,3.5736,2.8000
733,537,-0.0056,-0.0019,11.1449,4.0000
734,543,0.0056,0.0019,3.5844,2.8000
735,537,-0.0056,-0.0019,11.0999,4.0000
736,543,0.0056,0.0019,3.5954,2.8000
737,537,-0.0056,-0.0019,11.0775,4.0000
738,543,0.0056,0.0019,3.6064,2.8000
739,539,-0.0019,-0.0006,11.0487,4.0000
740,543,0.0056,0.0019,3.6176,2.8000
741,539,-0.0019,-0.0006,10.9855,4.0000
742,543,0.0056,0.0019,3.6289,2.8000
743,537,-0.0056,-0.0019,11.0033,4.0000
744,543,0.0056,0.0019,3.6403,2.8000
745,538,-0.0037,-0.0013,10.9941,4.0000
746,543,0.0056,0.0019,3.6517,2.8000
747,537,-0.0056,-0.0019,10.9497,4.0000
748,544,0.0074,0.0026,3.6632,2.8000
749,538,-0.0037,-0.0013,10.9312,4.0000
750,544,0.0074,0.0026,3.6748,2.8000
751,538,-0.0037,-0.0013,10.8599,4.0000
752,546,0.0111,0.0039,3.6864,2.8000
753,537,-0.0056,-0.0019,10.8399,4.0000
754,544,0.0074,0.0026,3.6981,2.8000
755,539,-0.0019,-0.0006,10.7963,4.0000
756,546,0.0111,0.0039,3.7098,2.8000
757,537,-0.0056,-0.0019,10.7441,4.0000
758,544,0.0074,0.0026,3.7216,2.8000
759,537,-0.0056,-0.0019,10.7027,4.0000
760,546,0.0111,0.0039,3.7333,2.8000
761,538,-0.0037,-0.0013,10.6847,4.0000
762,545,0.0093,0.0032,3.7452,2.8000
763,538,-0.0037,-0.0013,10.6169,4.0000
764,546,0.0111,0.0039,3.7570,2.8000
765,538,-0.0037,-0.0013,10.5897,4.0000
766,545,0.0093,0.0032,3.7689,2.8000
767,538,-0.0037,-0.0013,10.5423,4.0000
768,545,0.0093,0.0032,3.7807,2.8000
769,538,-0.0037,-0.0013,10.5000,4.0000
770,545,0.0093,0.0032,3.7926,2.8000
771,538,-0.0037,-0.0013,10.4953,4.0000
772,545,0.0093,0.0032,3.8045,2.8000
773,538,-0.0037,-0.0013,10.4362,4.0000
774,545,0.0093,0.0032,3.8165,2.8000
775,539,-0.0019,-0.0006,10.3820,4.0000
776,545,0.0093,0.0032,3.8284,2.8000
777,538,-0.0037,-0.0013,10.3633,4.0000
778,545,0.0093,0.0032,3.8403,2.8000
779,538,-0.0037,-0.0013,10.3168,4.0000
780,545,0.0093,0.0032,3.8523,2.8000
781,538,-0.0037,-0.0013,10.2892,4.0000
782,546,0.0111,0.0039,3.8642,2.8000
783,538,-0.0037,-0.0013,10.2465,4.0000
784,544,0.0074,0.0026,3.8762,2.8000
785,539,-0.0019,-0.0006,10.2163,4.0000
786,546,0.0111,0.0039,3.8882,2.8000
787,539,-0.0019,-0.0006,10.1494,4.0000
788,546,0.0111,0.0039,3.9002,2.8000
789,539,-0.0019,-0.0006,10.1167,4.0000
790,544,0.0074,0.0026,3.9122,2.8000
791,539,-0.0019,-0.0006,10.0545,4.0000
792,544,0.0074,0.0026,3.9241,2.8000
793,539,-0.0019,-0.0006,10.0492,4.0000
794,544,0.0074,0.0026,3.9361,2.8000
795,539,-0.0019,-0.0006,10.0274,4.0000
796,544,0.0074,0.0026,3.9481,2.8000
797,539,-0.0019,-0.0006,9.9834,4.0000
798,545,0.0093,0.0032,3.9601,2.8000
799,539,-0.0019,-0.0006,9.9449,4.0000
800,544,0.0074,0.0026,3.9721,2.8000
801,538,-0.0037,-0.0013,9.9063,4.0000
802,544,0.0074,0.0026,3.9841,2.8000
803,539,-0.0019,-0.0006,9.8534,4.0000
804,545,0.0093,0.0032,3.9961,2.8000
805,539,-0.0019,-0.0006,9.7862,4.0000
806,545,0.0093,0.0032,4.0081,2.8000
807,539,-0.0019,-0.0006,9.7873,4.0000
808,545,0.0093,0.0032,4.0201,2.8000
809,539,-0.0019,-0.0006,9.6876,4.0000
810,546,0.0111,0.0039,4.0321,2.8000
811,539,-0.0019,-0.0006,9.6624,4.0000
812,545,0.0093,0.0032,4.0441,2.8000
813,539,-0.0019,-0.0006,9.6493,4.0000
814,545,0.0093,0.0032,4.0561,2.8000
815,539,-0.0019,-0.0006,9.6166,4.0000
816,546,0.0111,0.0039,4.0682,2.8000
817,541,0.0019,0.0006,9.5837,4.0000
818,545,0.0093,0.0032,4.0802,2.8000
819,539,-0.0019,-0.0006,9.5541,4.0000
820,546,0.0111,0.0039,4.0922,2.8000
821,539,-0.0019,-0.0006,9.5029,4.0000
822,546,0.0111,0.0039,4.1042,2.8000
823,539,-0.0019,-0.0006,9.4654,4.0000
824,546,0.0111,0.0039,4.1162,2.8000
825,539,-0.0019,-0.0006,9.4114,4.0000
826,545,0.0093,0.0032,4.1282,2.8000
827,539,-0.0019,-0.0006,9.3959,4.0000
828,545,0.0093,0.0032,4.1402,2.8000
829,540,0.0000,0.0000,9.3382,4.0000
830,546,0.0111,0.0039,4.1522,2.8000
831,540,0.0000,0.0000,9.3621,4.0000
832,546,0.0111,0.0039,4.1642,2.8000
833,539,-0.0019,-0.0006,9.2748,4.0000
834,546,0.0111,0.0039,4.1762,2.8000
835,539,-0.0019,-0.0006,9.2128,4.0000
836,547,0.0130,0.0045,4.1882,2.8000
837,539,-0.0019,-0.0006,9.1791,4.0000
838,545,0.0093,0.0032,4.2002,2.8000
839,539,-0.0019,-0.0006,9.1558,4.0000
840,546,0.0111,0.0039,4.2123,2.8000
841,539,-0.0019,-0.0006,9.1080,4.0000
842,546,0.0111,0.0039,4.2243,2.8000
843,539,-0.0019,-0.0006,9.0805,4.0000
844,546,0.0111,0.0039,4.2363,2.8000
845,540,0.0000,0.0000,9.0837,4.0000
846,545,0.0093,0.0032,4.2483,2.8000
847,540,0.0000,0.0000,8.9906,4.0000
848,546,0.0111,0.0039,4.2603,2.8000
849,540,0.0000,0.0000,9.0028,4.0000
850,546,0.0111,0.0039,4.2723,2.8000
851,540,0.0000,0.0000,8.9171,4.0000
852,546,0.0111,0.0039,4.2843,2.8000
853,540,0.0000,0.0000,8.8743,4.0000
854,546,0.0111,0.0039,4.2963,2.8000
855,540,0.0000,0.0000,8.8329,4.0000
856,546,0.0111,0.0039,4.3083,2.8000
857,540,0.0000,0.0000,8.7914,4.0000
858,546,0.0111,0.0039,4.3203,2.8000
859,540,0.0000,0.0000,8.7869,4.0000
860,544,0.0074,0.0026,4.3323,2.8000
861,540,0.0000,0.0000,8.7005,4.0000
862,544,0.0074,0.0026,4.3443,2.8000
863,540,0.0000,0.0000,8.7138,4.0000
864,545,0.0093,0.0032,4.3563,2.8000
865,541,0.0019,0.0006,8.6266,4.0000
866,545,0.0093,0.0032,4.3683,2.8000
867,540,0.0000,0.0000,8.5836,4.0000
868,544,0.0074,0.0026,4.3803,2.8000
869,539,-0.0019,-0.0006,8.5338,4.0000
870,546,0.0111,0.0039,4.3924,2.8000
871,540,0.0000,0.0000,8.4932,4.0000
872,544,0.0074,0.0026,4.4044,2.8000
873,540,0.0000,0.0000,8.5110,4.0000
874,544,0.0074,0.0026,4.4164,2.8000
875,539,-0.0019,-0.0006,8.4188,4.0000
876,544,0.0074,0.0026,4.4284,2.8000
877,540,0.0000,0.0000,8.3699,4.0000
878,544,0.0074,0.0026,4.4404,2.8000
879,540,0.0000,0.0000,8.3698,4.0000
880,545,0.0093,0.0032,4.4524,2.8000
881,540,0.0000,0.0000,8.3095,4.0000
882,544,0.0074,0.0026,4.4644,2.8000
883,541,0.0019,0.0006,8.2688,4.0000
884,545,0.0093,0.0032,4.4764,2.8000
885,540,0.0000,0.0000,8.2559,4.0000
886,544,0.0074,0.0026,4.4884,2.8000
887,541,0.0019,0.0006,8.1719,4.0000
888,544,0.0074,0.0026,4.5004,2.8000
889,540,0.0000,0.0000,8.1885,4.0000
890,544,0.0074,0.0026,4.5124,2.8000
891,540,0.0000,0.0000,8.1392,4.0000
892,544,0.0074,0.0026,4.5244,2.8000
893,539,-0.0019,-0.0006,8.0590,4.0000
894,545,0.0093,0.0032,4.5364,2.8000
895,540,0.0000,0.0000,8.0802,4.0000
896,544,0.0074,0.0026,4.5484,2.8000
897,540,0.0000,0.0000,8.0335,4.0000
898,544,0.0074,0.0026,4.5604,2.8000
899,541,0.0019,0.0006,7.9247,4.0000
900,545,0.0093,0.0032,4.5724,2.8000
901,540,0.0000,0.0000,7.9485,4.0000
902,545,0.0093,0.0032,4.5844,2.8000
903,540,0.0000,0.0000,7.9230,4.0000
904,545,0.0093,0.0032,4.5965,2.8000
905,541,0.0019,0.0006,7.8259,4.0000
906,545,0.0093,0.0032,4.6085,2.8000
907,540,0.0000,0.0000,7.8262,4.0000
908,545,0.0093,0.0032,4.6205,2.8000
909,541,0.0019,0.0006,7.7432,4.0000
910,545,0.0093,0.0032,4.6325,2.8000
911,540,0.0000,0.0000,7.7437,4.0000
912,544,0.0074,0.0026,4.6445,2.8000
913,541,0.0019,0.0006,7.6624,4.0000
914,545,0.0093,0.0032,4.6565,2.8000
915,540,0.0000,0.0000,7.6605,4.0000
916,544,0.0074,0.0026,4.6685,2.8000
917,541,0.0019,0.0006,7.5997,4.0000
918,544,0.0074,0.0026,4.6805,2.8000
919,540,0.0000,0.0000,7.5329,4.0000
920,543,0.0056,0.0019,4.6925,2.8000
921,542,0.0037,0.0013,7.5103,4.0000
922,544,0.0074,0.0026,4.7045,2.8000
923,540,0.0000,0.0000,7.5143,4.0000
924,545,0.0093,0.0032,4.7165,2.8000
925,541,0.0019,0.0006,7.3810,4.0000
926,544,0.0074,0.0026,4.7285,2.8000
927,541,0.0019,0.0006,7.4197,4.0000
928,544,0.0074,0.0026,4.7405,2.8000
929,540,0.0000,0.0000,7.3954,4.0000
930,545,0.0093,0.0032,4.7525,2.8000
931,542,0.0037,0.0013,7.3141,4.0000
932,544,0.0074,0.0026,4.7645,2.8000
933,541,0.0019,0.0006,7.2764,4.0000
934,544,0.0074,0.0026,4.7765,2.8000
935,541,0.0019,0.0006,7.2484,4.0000
936,544,0.0074,0.0026,4.7886,2.8000
937,541,0.0019,0.0006,7.2078,4.0000
938,543,0.0056,0.0019,4.8006,2.8000
939,541,0.0019,0.0006,7.1300,4.0000
940,544,0.0074,0.0026,4.8126,2.8000
941,541,0.0019,0.0006,7.1065,4.0000
942,543,0.0056,0.0019,4.8246,2.8000
943,541,0.0019,0.0006,7.0642,4.0000
944,544,0.0074,0.0026,4.8366,2.8000
945,542,0.0037,0.0013,6.9962,4.0000
946,543,0.0056,0.0019,4.8486,2.8000
947,542,0.0037,0.0013,6.9775,4.0000
948,544,0.0074,0.0026,4.8606,2.8000
949,541,0.0019,0.0006,6.9171,4.0000
950,544,0.0074,0.0026,4.8726,2.8000
951,540,0.0000,0.0000,6.9184,4.0000
952,544,0.0074,0.0026,4.8846,2.8000
953,542,0.0037,0.0013,6.8838,4.0000
954,546,0.0111,0.0039,4.8966,2.8000
955,542,0.0037,0.0013,6.8539,4.0000
956,544,0.0074,0.0026,4.9086,2.8000
957,540,0.0000,0.0000,6.8319,4.0000
958,542,0.0037,0.0013,4.9206,2.8000
959,542,0.0037,0.0013,6.7275,4.0000
960,542,0.0037,0.0013,4.9326,2.8000
961,542,0.0037,0.0013,6.6893,4.0000
962,543,0.0056,0.0019,4.9446,2.8000
963,541,0.0019,0.0006,6.6489,4.0000
964,543,0.0056,0.0019,4.9567,2.8000
965,540,0.0000,0.0000,6.6889,4.0000
966,543,0.0056,0.0019,4.9687,2.8000
967,542,0.0037,0.0013,6.5973,4.0000
968,544,0.0074,0.0026,4.9807,2.8000
969,542,0.0037,0.0013,6.5438,4.0000
970,543,0.0056,0.0019,4.9927,2.8000
971,540,0.0000,0.0000,6.5132,4.0000
972,544,0.0074,0.0026,5.0047,2.8000
973,540,0.0000,0.0000,6.4867,4.0000
974,544,0.0074,0.0026,5.0167,2.8000
975,540,0.0000,0.0000,6.4428,4.0000
976,544,0.0074,0.0026,5.0287,2.8000
977,542,0.0037,0.0013,6.3778,4.0000
978,544,0.0074,0.0026,5.0407,2.8000
979,541,0.0019,0.0006,6.3195,4.0000
980,544,0.0074,0.0026,5.0127,2.8000
981,543,0.0056,0.0019,4.9847,2.8000
982,541,0.0019,0.0006,6.3187,4.0000
983,542,0.0037,0.0013,4.9570,2.8000
984,541,0.0019,0.0006,6.3164,4.0000
985,542,0.0037,0.0013,4.9299,2.8000
986,541,0.0019,0.0006,6.3396,4.0000
987,543,0.0056,0.0019,4.9038,2.8000
988,541,0.0019,0.0006,6.3202,4.0000
989,543,0.0056,0.0019,4.8787,2.8000
990,541,0.0019,0.0006,6.3360,4.0000
991,542,0.0037,0.0013,4.8545,2.8000
992,542,0.0037,0.0013,6.3502,4.0000
993,542,0.0037,0.0013,4.8313,2.8000
994,540,0.0000,0.0000,6.3797,4.0000
995,545,0.0093,0.0032,4.8090,2.8000
996,542,0.0037,0.0013,6.3204,4.0000
997,543,0.0056,0.0019,4.7876,2.8000
998,542,0.0037,0.0013,6.3513,4.0000
999,541,0.0019,0.0006,4.7672,2.8000
1000,542,0.0037,0.0013,6.3377,4.0000
1001,543,0.0056,0.0019,4.7478,2.8000
1002,543,0.0056,0.0019,6.2908,4.0000
1003,542,0.0037,0.0013,4.7293,2.8000
1004,542,0.0037,0.0013,6.3046,4.0000
1005,543,0.0056,0.0019,4.7118,2.8000
1006,542,0.0037,0.0013,6.3051,4.0000
1007,543,0.0056,0.0019,4.6952,2.8000
1008,542,0.0037,0.0013,6.2969,4.0000
1009,543,0.0056,0.0019,4.6796,2.8000
1010,541,0.0019,0.0006,6.2757,4.0000
1011,543,0.0056,0.0019,4.6649,2.8000
1012,542,0.0037,0.0013,6.2655,4.0000
1013,543,0.0056,0.0019,4.6512,2.8000
1014,542,0.0037,0.0013,6.2555,4.0000
1015,542,0.0037,0.0013,4.6384,2.8000
1016,542,0.0037,0.0013,6.2299,4.0000
1017,542,0.0037,0.0013,4.6104,2.8000
1018,542,0.0037,0.0013,4.5824,2.8000
1019,542,0.0037,0.0013,6.2208,4.0000
1020,541,0.0019,0.0006,4.5546,2.8000
1021,542,0.0037,0.0013,6.2569,4.0000
1022,542,0.0037,0.0013,4.5276,2.8000
1023,542,0.0037,0.0013,6.2333,4.0000
1024,541,0.0019,0.0006,4.5015,2.8000
1025,542,0.0037,0.0013,6.1915,4.0000
1026,543,0.0056,0.0019,4.4763,2.8000
1027,542,0.0037,0.0013,6.1907,4.0000
1028,541,0.0019,0.0006,4.4522,2.8000
1029,542,0.0037,0.0013,6.2240,4.0000
1030,543,0.0056,0.0019,4.4289,2.8000
1031,542,0.0037,0.0013,6.2195,4.0000
1032,542,0.0037,0.0013,4.4066,2.8000
1033,542,0.0037,0.0013,6.1785,4.0000
1034,541,0.0019,0.0006,4.3853,2.8000
1035,542,0.0037,0.0013,6.1899,4.0000
1036,541,0.0019,0.0006,4.3649,2.8000
1037,542,0.0037,0.0013,6.2064,4.0000
1038,542,0.0037,0.0013,4.3455,2.8000
1039,542,0.0037,0.0013,6.1719,4.0000
1040,542,0.0037,0.0013,4.3270,2.8000
1041,540,0.0000,0.0000,6.2213,4.0000
1042,541,0.0019,0.0006,4.2990,2.8000
1043,541,0.0019,0.0006,4.2710,2.8000
1044,542,0.0037,0.0013,6.2129,4.0000
1045,541,0.0019,0.0006,4.2433,2.8000
1046,542,0.0037,0.0013,6.1449,4.0000
1047,542,0.0037,0.0013,4.2162,2.8000
1048,542,0.0037,0.0013,6.1706,4.0000
1049,542,0.0037,0.0013,10.5141,4.0000
1050,542,0.0037,0.0013,6.1857,4.0000
1051,540,0.0000,0.0000,10.4998,4.0000
1052,542,0.0037,0.0013,6.1833,4.0000
1053,543,0.0056,0.0019,10.4414,4.0000
1054,542,0.0037,0.0013,6.1692,4.0000
1055,543,0.0056,0.0019,10.4164,4.0000
1056,542,0.0037,0.0013,6.1230,4.0000
1057,543,0.0056,0.0019,10.3975,4.0000
1058,542,0.0037,0.0013,6.1374,4.0000
1059,541,0.0019,0.0006,10.3544,4.0000
1060,542,0.0037,0.0013,6.1736,4.0000
1061,540,0.0000,0.0000,10.3448,4.0000
1062,542,0.0037,0.0013,6.1595,4.0000
1063,540,0.0000,0.0000,10.3059,4.0000
1064,542,0.0037,0.0013,6.1073,4.0000
1065,540,0.0000,0.0000,10.2814,4.0000
1066,542,0.0037,0.0013,6.1258,4.0000
1067,541,0.0019,0.0006,10.2635,4.0000
1068,541,0.0019,0.0006,10.1844,4.0000
1069,542,0.0037,0.0013,6.1307,4.0000
1070,540,0.0000,0.0000,10.1993,4.0000
1071,542,0.0037,0.0013,6.1438,4.0000
1072,542,0.0037,0.0013,10.1394,4.0000
1073,542,0.0037,0.0013,6.1293,4.0000
1074,542,0.0037,0.0013,10.1191,4.0000
1075,542,0.0037,0.0013,6.1441,4.0000
1076,541,0.0019,0.0006,10.0910,4.0000
1077,542,0.0037,0.0013,6.1139,4.0000
1078,543,0.0056,0.0019,10.0468,4.0000
1079,540,0.0000,0.0000,6.1090,4.0000
1080,540,0.0000,0.0000,10.0439,4.0000
1081,542,0.0037,0.0013,6.1163,4.0000
1082,540,0.0000,0.0000,10.0022,4.0000
1083,542,0.0037,0.0013,6.0787,4.0000
1084,540,0.0000,0.0000,9.9767,4.0000
1085,540,0.0000,0.0000,6.1207,4.0000
1086,541,0.0019,0.0006,9.9189,4.0000
1087,542,0.0037,0.0013,9.8754,4.0000
1088,542,0.0037,0.0013,6.0972,4.0000
1089,540,0.0000,0.0000,9.8685,4.0000
1090,542,0.0037,0.0013,6.1139,4.0000
1091,542,0.0037,0.0013,9.8197,4.0000
1092,542,0.0037,0.0013,6.1027,4.0000
1093,541,0.0019,0.0006,9.7829,4.0000
1094,542,0.0037,0.0013,6.1013,4.0000
1095,541,0.0019,0.0006,9.7698,4.0000
1096,542,0.0037,0.0013,9.7210,4.0000
1097,542,0.0037,0.0013,6.1041,4.0000
1098,541,0.0019,0.0006,9.6680,4.0000
1099,542,0.0037,0.0013,6.1121,4.0000
1100,541,0.0019,0.0006,9.6557,4.0000
1101,542,0.0037,0.0013,9.5854,4.0000
1102,542,0.0037,0.0013,6.1017,4.0000
1103,541,0.0019,0.0006,9.5687,4.0000
1104,542,0.0037,0.0013,6.1045,4.0000
1105,539,-0.0019,-0.0006,9.5356,4.0000
1106,542,0.0037,0.0013,6.1090,4.0000
1107,542,0.0037,0.0013,9.4761,4.0000
1108,542,0.0037,0.0013,9.4676,4.0000
1109,542,0.0037,0.0013,6.1013,4.0000
1110,542,0.0037,0.0013,9.4156,4.0000
1111,542,0.0037,0.0013,9.4058,4.0000
1112,542,0.0037,0.0013,6.1148,4.0000
1113,542,0.0037,0.0013,9.3751,4.0000
1114,542,0.0037,0.0013,6.1188,4.0000
1115,542,0.0037,0.0013,9.3083,4.0000
1116,540,0.0000,0.0000,9.3037,4.0000
1117,542,0.0037,0.0013,6.1190,4.0000
