step,best_idx,offset,steer,free_ahead,speed
1118,539,-0.0019,-0.0006,9.2407,4.0000
1119,542,0.0037,0.0013,6.1034,4.0000
1120,542,0.0037,0.0013,9.1985,4.0000
1121,542,0.0037,0.0013,6.0872,4.0000
1122,542,0.0037,0.0013,9.1560,4.0000
1123,542,0.0037,0.0013,9.1612,4.0000
1124,542,0.0037,0.0013,6.1274,4.0000
1125,540,0.0000,0.0000,9.1170,4.0000
1126,542,0.0037,0.0013,6.1087,4.0000
1127,540,0.0000,0.0000,9.0519,4.0000
1128,540,0.0000,0.0000,9.0460,4.0000
1129,542,0.0037,0.0013,6.1076,4.0000
1130,542,0.0037,0.0013,8.9781,4.0000
1131,542,0.0037,0.0013,6.1022,4.0000
1132,539,-0.0019,-0.0006,8.9397,4.0000
1133,542,0.0037,0.0013,6.0594,4.0000
1134,540,0.0000,0.0000,8.9250,4.0000
1135,539,-0.0019,-0.0006,8.8782,4.0000
1136,542,0.0037,0.0013,6.0790,4.0000
1137,539,-0.0019,-0.0006,8.8353,4.0000
1138,542,0.0037,0.0013,6.0747,4.0000
1139,540,0.0000,0.0000,8.7995,4.0000
1140,540,0.0000,0.0000,8.7646,4.0000
1141,542,0.0037,0.0013,6.0746,4.0000
1142,540,0.0000,0.0000,8.7543,4.0000
1143,542,0.0037,0.0013,6.0898,4.0000
1144,539,-0.0019,-0.0006,8.6785,4.0000
1145,542,0.0037,0.0013,6.0658,4.0000
1146,540,0.0000,0.0000,8.6437,4.0000
1147,541,0.0019,0.0006,6.0618,4.0000
1148,540,0.0000,0.0000,8.6285,4.0000
1149,538,-0.0037,-0.0013,8.5855,4.0000
1150,541,0.0019,0.0006,6.0775,4.0000
1151,538,-0.0037,-0.0013,8.5276,4.0000
1152,541,0.0019,0.0006,6.0779,4.0000
1153,538,-0.0037,-0.0013,8.5008,4.0000
1154,541,0.0019,0.0006,6.0668,4.0000
1155,538,-0.0037,-0.0013,8.4562,4.0000
1156,541,0.0019,0.0006,6.0777,4.0000
1157,538,-0.0037,-0.0013,8.4338,4.0000
1158,541,0.0019,0.0006,6.0847,4.0000
1159,541,0.0019,0.0006,8.3783,4.0000
1160,538,-0.0037,-0.0013,8.3607,4.0000
1161,541,0.0019,0.0006,6.0815,4.0000
1162,538,-0.0037,-0.0013,8.3044,4.0000
1163,541,0.0019,0.0006,6.0744,4.0000
1164,538,-0.0037,-0.0013,8.2676,4.0000
1165,540,0.0000,0.0000,8.2538,4.0000
1166,541,0.0019,0.0006,6.0964,4.0000
1167,541,0.0019,0.0006,8.1997,4.0000
1168,541,0.0019,0.0006,6.0847,4.0000
1169,538,-0.0037,-0.0013,8.1306,4.0000
1170,542,0.0037,0.0013,6.0680,4.0000
1171,539,-0.0019,-0.0006,8.1185,4.0000
1172,538,-0.0037,-0.0013,8.0650,4.0000
1173,542,0.0037,0.0013,6.0704,4.0000
1174,539,-0.0019,-0.0006,8.0315,4.0000
1175,540,0.0000,0.0000,8.0225,4.0000
1176,542,0.0037,0.0013,6.0990,4.0000
1177,539,-0.0019,-0.0006,7.9639,4.0000
1178,542,0.0037,0.0013,6.0801,4.0000
1179,537,-0.0056,-0.0019,7.8497,4.0000
1180,542,0.0037,0.0013,6.0587,4.0000
1181,538,-0.0037,-0.0013,7.8616,4.0000
1182,541,0.0019,0.0006,6.0639,4.0000
1183,540,0.0000,0.0000,7.8516,4.0000
1184,540,0.0000,0.0000,6.1101,4.0000
1185,537,-0.0056,-0.0019,7.7830,4.0000
1186,542,0.0037,0.0013,6.0259,4.0000
1187,537,-0.0056,-0.0019,7.7404,4.0000
1188,542,0.0037,0.0013,6.0646,4.0000
1189,537,-0.0056,-0.0019,7.7040,4.0000
1190,537,-0.0056,-0.0019,7.6439,4.0000
1191,542,0.0037,0.0013,6.0579,4.0000
1192,537,-0.0056,-0.0019,7.6252,4.0000
1193,542,0.0037,0.0013,6.0752,4.0000
1194,538,-0.0037,-0.0013,7.5707,4.0000
1195,542,0.0037,0.0013,6.0757,4.0000
1196,537,-0.0056,-0.0019,7.5411,4.0000
1197,542,0.0037,0.0013,6.0750,4.0000
1198,537,-0.0056,-0.0019,7.4876,4.0000
1199,540,0.0000,0.0000,6.0629,4.0000
1200,537,-0.0056,-0.0019,7.4566,4.0000
1201,542,0.0037,0.0013,6.0307,4.0000
1202,537,-0.0056,-0.0019,7.3890,4.0000
1203,536,-0.0074,-0.0026,7.3681,4.0000
1204,542,0.0037,0.0013,6.0218,4.0000
1205,536,-0.0074,-0.0026,7.3461,4.0000
1206,542,0.0037,0.0013,6.0342,4.0000
1207,536,-0.0074,-0.0026,7.3045,4.0000
1208,540,0.0000,0.0000,6.0571,4.0000
1209,536,-0.0074,-0.0026,7.2670,4.0000
1210,542,0.0037,0.0013,6.0539,4.0000
1211,536,-0.0074,-0.0026,7.2392,4.0000
1212,536,-0.0074,-0.0026,7.2024,4.0000
1213,542,0.0037,0.0013,6.0518,4.0000
1214,537,-0.0056,-0.0019,7.1694,4.0000
1215,537,-0.0056,-0.0019,7.0900,4.0000
1216,542,0.0037,0.0013,6.0508,4.0000
1217,536,-0.0074,-0.0026,7.0620,4.0000
1218,542,0.0037,0.0013,6.0529,4.0000
1219,537,-0.0056,-0.0019,7.0057,4.0000
1220,542,0.0037,0.0013,6.0484,4.0000
1221,537,-0.0056,-0.0019,6.9848,4.0000
1222,539,-0.0019,-0.0006,6.9424,4.0000
1223,542,0.0037,0.0013,6.0614,4.0000
1224,537,-0.0056,-0.0019,6.9097,4.0000
1225,542,0.0037,0.0013,6.0631,4.0000
1226,534,-0.0111,-0.0039,6.8755,4.0000
1227,541,0.0019,0.0006,6.0553,4.0000
1228,534,-0.0111,-0.0039,6.8220,4.0000
1229,541,0.0019,0.0006,6.0329,4.0000
1230,534,-0.0111,-0.0039,6.8002,4.0000
1231,542,0.0037,0.0013,6.0117,4.0000
1232,534,-0.0111,-0.0039,6.7659,4.0000
1233,542,0.0037,0.0013,6.0434,4.0000
1234,535,-0.0093,-0.0032,6.6809,4.0000
1235,541,0.0019,0.0006,6.0031,4.0000
1236,534,-0.0111,-0.0039,6.6463,4.0000
1237,540,0.0000,0.0000,6.0371,4.0000
1238,534,-0.0111,-0.0039,6.6447,4.0000
1239,542,0.0037,0.0013,6.0262,4.0000
1240,533,-0.0130,-0.0045,6.6055,4.0000
1241,542,0.0037,0.0013,6.0114,4.0000
1242,534,-0.0111,-0.0039,6.5755,4.0000
1243,540,0.0000,0.0000,6.0213,4.0000
1244,533,-0.0130,-0.0045,6.5282,4.0000
1245,542,0.0037,0.0013,5.9800,2.8000
1246,558,0.0333,0.0117,6.4975,4.0000
1247,594,0.1000,0.0350,6.1189,4.0000
1248,580,0.0741,0.0259,5.4487,2.8000
1249,594,0.1000,0.0350,6.1416,4.0000
1250,580,0.0741,0.0259,5.4713,2.8000
1251,594,0.1000,0.0350,6.1499,4.0000
1252,580,0.0741,0.0259,5.4741,2.8000
1253,594,0.1000,0.0350,6.1451,4.0000
1254,580,0.0741,0.0259,5.4693,2.8000
1255,594,0.1000,0.0350,6.1100,4.0000
1256,580,0.0741,0.0259,5.4496,2.8000
1257,594,0.1000,0.0350,6.1076,4.0000
1258,581,0.0759,0.0266,5.4472,2.8000
1259,594,0.1000,0.0350,6.1184,4.0000
1260,580,0.0741,0.0259,5.4668,2.8000
1261,594,0.1000,0.0350,6.1351,4.0000
1262,581,0.0759,0.0266,5.4780,2.8000
1263,594,0.1000,0.0350,6.0906,4.0000
1264,581,0.0759,0.0266,5.4452,2.8000
1265,594,0.1000,0.0350,6.0837,4.0000
1266,580,0.0741,0.0259,5.4293,2.8000
1267,594,0.1000,0.0350,6.0889,4.0000
1268,580,0.0741,0.0259,5.4257,2.8000
1269,594,0.1000,0.0350,6.0631,4.0000
1270,580,0.0741,0.0259,5.4206,2.8000
1271,594,0.1000,0.0350,6.0659,4.0000
1272,580,0.0741,0.0259,5.4110,2.8000
1273,594,0.1000,0.0350,6.0658,4.0000
1274,580,0.0741,0.0259,5.4058,2.8000
1275,594,0.1000,0.0350,6.3179,4.0000
1276,579,0.0722,0.0253,5.4096,2.8000
1277,594,0.1000,0.0350,6.3116,4.0000
1278,579,0.0722,0.0253,5.4181,2.8000
1279,594,0.1000,0.0350,6.2897,4.0000
1280,579,0.0722,0.0253,5.3962,2.8000
1281,594,0.1000,0.0350,6.2735,4.0000
1282,580,0.0741,0.0259,5.4187,2.8000
1283,594,0.1000,0.0350,6.2457,4.0000
1284,580,0.0741,0.0259,5.4090,2.8000
1285,594,0.1000,0.0350,6.2109,4.0000
1286,580,0.0741,0.0259,5.3605,2.8000
1287,594,0.1000,0.0350,6.1987,4.0000
1288,580,0.0741,0.0259,5.3483,2.8000
1289,594,0.1000,0.0350,6.2258,4.0000
1290,579,0.0722,0.0253,5.3438,2.8000
1291,594,0.1000,0.0350,6.2131,4.0000
1292,579,0.0722,0.0253,5.3318,2.8000
1293,594,0.1000,0.0350,6.1418,4.0000
1294,579,0.0722,0.0253,5.3085,2.8000
1295,594,0.1000,0.0350,6.1194,4.0000
1296,579,0.0722,0.0253,5.2896,2.8000
1297,594,0.1000,0.0350,6.0979,4.0000
1298,579,0.0722,0.0253,5.2687,2.8000
1299,594,0.1000,0.0350,6.0945,4.0000
1300,580,0.0741,0.0259,5.2703,2.8000
1301,594,0.1000,0.0350,6.0457,4.0000
1302,579,0.0722,0.0253,5.2289,2.8000
1303,594,0.1000,0.0350,6.0479,4.0000
1304,579,0.0722,0.0253,5.2260,2.8000
1305,594,0.1000,0.0350,6.0252,4.0000
1306,579,0.0722,0.0253,5.2082,2.8000
1307,594,0.1000,0.0350,5.9917,2.8000
1308,579,0.0722,0.0253,5.1842,2.8000
1309,594,0.1000,0.0350,5.9764,2.8000
1310,579,0.0722,0.0253,5.1502,2.8000
1311,593,0.0981,0.0344,5.9768,2.8000
1312,579,0.0722,0.0253,5.3885,2.8000
1313,593,0.0981,0.0344,5.9164,2.8000
1314,579,0.0722,0.0253,5.3582,2.8000
1315,593,0.0981,0.0344,6.2456,4.0000
1316,578,0.0704,0.0246,5.3305,2.8000
1317,593,0.0981,0.0344,6.1846,4.0000
1318,578,0.0704,0.0246,5.3222,2.8000
1319,593,0.0981,0.0344,6.1253,4.0000
1320,578,0.0704,0.0246,5.3038,2.8000
1321,593,0.0981,0.0344,6.1224,4.0000
1322,578,0.0704,0.0246,5.2545,2.8000
1323,592,0.0963,0.0337,6.0842,4.0000
1324,578,0.0704,0.0246,5.2436,2.8000
1325,592,0.0963,0.0337,6.0667,4.0000
1326,578,0.0704,0.0246,5.2323,2.8000
1327,592,0.0963,0.0337,6.0366,4.0000
1328,577,0.0685,0.0240,5.1765,2.8000
1329,592,0.0963,0.0337,6.0610,4.0000
1330,577,0.0685,0.0240,5.2102,2.8000
1331,592,0.0963,0.0337,6.0178,4.0000
1332,577,0.0685,0.0240,5.1902,2.8000
1333,592,0.0963,0.0337,6.1955,4.0000
1334,577,0.0685,0.0240,5.1349,2.8000
1335,591,0.0944,0.0331,6.1873,4.0000
1336,577,0.0685,0.0240,5.1139,2.8000
1337,591,0.0944,0.0331,6.1361,4.0000
1338,576,0.0667,0.0233,5.0760,2.8000
1339,591,0.0944,0.0331,6.1488,4.0000
1340,576,0.0667,0.0233,5.0973,2.8000
1341,591,0.0944,0.0331,6.1329,4.0000
1342,576,0.0667,0.0233,5.0636,2.8000
1343,590,0.0926,0.0324,6.1200,4.0000
1344,577,0.0685,0.0240,5.0316,2.8000
1345,590,0.0926,0.0324,6.3477,4.0000
1346,576,0.0667,0.0233,5.3007,2.8000
1347,590,0.0926,0.0324,6.3242,4.0000
1348,576,0.0667,0.0233,5.2782,2.8000
1349,590,0.0926,0.0324,6.3075,4.0000
1350,576,0.0667,0.0233,5.2107,2.8000
1351,589,0.0907,0.0318,6.2821,4.0000
1352,576,0.0667,0.0233,5.2516,2.8000
1353,589,0.0907,0.0318,6.2506,4.0000
1354,575,0.0648,0.0227,5.2200,2.8000
1355,589,0.0907,0.0318,6.2082,4.0000
1356,575,0.0648,0.0227,5.1911,2.8000
1357,589,0.0907,0.0318,6.4490,4.0000
1358,575,0.0648,0.0227,5.1194,2.8000
1359,588,0.0889,0.0311,6.4158,4.0000
1360,576,0.0667,0.0233,5.1019,2.8000
1361,588,0.0889,0.0311,6.4154,4.0000
1362,574,0.0630,0.0220,5.0862,2.8000
1363,588,0.0889,0.0311,6.6885,4.0000
1364,574,0.0630,0.0220,5.4180,2.8000
1365,587,0.0870,0.0305,6.6126,4.0000
1366,574,0.0630,0.0220,5.3549,2.8000
1367,587,0.0870,0.0305,6.6375,4.0000
1368,574,0.0630,0.0220,5.3609,2.8000
1369,587,0.0870,0.0305,6.5689,4.0000
1370,573,0.0611,0.0214,5.3476,2.8000
1371,586,0.0852,0.0298,6.5182,4.0000
1372,573,0.0611,0.0214,5.3139,2.8000
1373,586,0.0852,0.0298,6.7947,4.0000
1374,573,0.0611,0.0214,5.2638,2.8000
1375,586,0.0852,0.0298,6.7396,4.0000
1376,573,0.0611,0.0214,5.2493,2.8000
1377,585,0.0833,0.0292,6.6742,4.0000
1378,573,0.0611,0.0214,5.2038,2.8000
1379,585,0.0833,0.0292,7.0148,4.0000
1380,574,0.0630,0.0220,5.4607,2.8000
1381,585,0.0833,0.0292,6.9691,4.0000
1382,573,0.0611,0.0214,5.4361,2.8000
1383,584,0.0815,0.0285,6.9166,4.0000
1384,572,0.0593,0.0207,5.4247,2.8000
1385,584,0.0815,0.0285,7.1479,4.0000
1386,572,0.0593,0.0207,5.3741,2.8000
1387,583,0.0796,0.0279,7.1181,4.0000
1388,572,0.0593,0.0207,5.3550,2.8000
1389,583,0.0796,0.0279,7.0836,4.0000
1390,571,0.0574,0.0201,5.3521,2.8000
1391,583,0.0796,0.0279,7.2658,4.0000
1392,571,0.0574,0.0201,5.3177,2.8000
1393,582,0.0778,0.0272,7.2725,4.0000
1394,571,0.0574,0.0201,5.2934,2.8000
1395,582,0.0778,0.0272,7.2021,4.0000
1396,570,0.0556,0.0194,5.2200,2.8000
1397,581,0.0759,0.0266,7.5446,4.0000
1398,570,0.0556,0.0194,5.2157,2.8000
1399,581,0.0759,0.0266,7.4777,4.0000
1400,570,0.0556,0.0194,5.5434,2.8000
1401,580,0.0741,0.0259,7.4447,4.0000
1402,570,0.0556,0.0194,5.4986,2.8000
1403,580,0.0741,0.0259,7.6553,4.0000
1404,570,0.0556,0.0194,5.4826,2.8000
1405,579,0.0722,0.0253,7.9656,4.0000
1406,569,0.0537,0.0188,5.4382,2.8000
1407,579,0.0722,0.0253,7.9770,4.0000
1408,569,0.0537,0.0188,5.4262,2.8000
1409,579,0.0722,0.0253,7.9173,4.0000
1410,568,0.0519,0.0181,5.6733,2.8000
1411,578,0.0704,0.0246,8.1559,4.0000
1412,568,0.0519,0.0181,5.6656,2.8000
1413,578,0.0704,0.0246,8.3534,4.0000
1414,568,0.0519,0.0181,5.6556,2.8000
1415,577,0.0685,0.0240,8.3210,4.0000
1416,567,0.0500,0.0175,5.5929,2.8000
1417,577,0.0685,0.0240,8.5592,4.0000
1418,568,0.0519,0.0181,5.5363,2.8000
1419,576,0.0667,0.0233,8.5437,4.0000
1420,568,0.0519,0.0181,5.5251,2.8000
1421,576,0.0667,0.0233,2.6309,1.0000
1422,567,0.0500,0.0175,5.4894,2.8000
1423,575,0.0648,0.0227,2.4630,1.0000
1424,567,0.0500,0.0175,5.7323,2.8000
1425,574,0.0630,0.0220,2.2860,1.0000
1426,567,0.0500,0.0175,5.7290,2.8000
1427,573,0.0611,0.0214,2.1215,1.0000
1428,566,0.0481,0.0169,5.7209,2.8000
1429,573,0.0611,0.0214,2.1145,1.0000
1430,566,0.0481,0.0169,5.6572,2.8000
1431,572,0.0593,0.0207,2.1086,1.0000
1432,566,0.0481,0.0169,5.6495,2.8000
1433,571,0.0574,0.0201,2.1037,1.0000
1434,565,0.0463,0.0162,5.6067,2.8000
1435,570,0.0556,0.0194,2.0997,1.0000
1436,565,0.0463,0.0162,5.8551,2.8000
1437,569,0.0537,0.0188,2.0968,1.0000
1438,565,0.0463,0.0162,5.8373,2.8000
1439,568,0.0519,0.0181,2.0949,1.0000
1440,564,0.0444,0.0156,5.7982,2.8000
1441,567,0.0500,0.0175,2.0939,1.0000
1442,564,0.0444,0.0156,5.7426,2.8000
1443,566,0.0481,0.0169,2.0940,1.0000
1444,564,0.0444,0.0156,5.7268,2.8000
1445,564,0.0444,0.0156,2.0950,1.0000
1446,563,0.0426,0.0149,6.0722,4.0000
1447,563,0.0426,0.0149,2.0972,1.0000
1448,563,0.0426,0.0149,5.9820,2.8000
1449,562,0.0407,0.0143,2.1005,1.0000
1450,563,0.0426,0.0149,5.9712,2.8000
1451,561,0.0389,0.0136,2.1049,1.0000
1452,562,0.0407,0.0143,5.9377,2.8000
1453,560,0.0370,0.0130,2.1101,1.0000
1454,562,0.0407,0.0143,5.8976,2.8000
1455,559,0.0352,0.0123,2.1163,1.0000
1456,563,0.0426,0.0149,6.1507,4.0000
1457,558,0.0333,0.0117,2.1237,1.0000
1458,562,0.0407,0.0143,6.1769,4.0000
1459,557,0.0315,0.0110,2.1324,1.0000
1460,562,0.0407,0.0143,6.1114,4.0000
1461,556,0.0296,0.0104,2.1424,1.0000
1462,562,0.0407,0.0143,6.1075,4.0000
1463,556,0.0296,0.0104,2.1538,1.0000
1464,562,0.0407,0.0143,6.0306,4.0000
1465,555,0.0278,0.0097,2.1664,1.0000
1466,561,0.0389,0.0136,6.0067,4.0000
1467,554,0.0259,0.0091,2.1802,1.0000
1468,561,0.0389,0.0136,5.9867,2.8000
1469,553,0.0241,0.0084,2.1948,1.0000
1470,561,0.0389,0.0136,6.2417,4.0000
1471,552,0.0222,0.0078,2.2101,1.0000
1472,561,0.0389,0.0136,6.2010,4.0000
1473,552,0.0222,0.0078,2.2263,1.0000
1474,560,0.0370,0.0130,6.1438,4.0000
1475,551,0.0204,0.0071,2.2433,1.0000
1476,560,0.0370,0.0130,6.1155,4.0000
1477,550,0.0185,0.0065,2.2610,1.0000
1478,559,0.0352,0.0123,6.0886,4.0000
1479,551,0.0204,0.0071,2.2795,1.0000
1480,559,0.0352,0.0123,6.3187,4.0000
1481,549,0.0167,0.0058,2.2986,1.0000
1482,559,0.0352,0.0123,6.3092,4.0000
1483,549,0.0167,0.0058,2.3184,1.0000
1484,558,0.0333,0.0117,6.2673,4.0000
1485,548,0.0148,0.0052,2.3387,1.0000
1486,558,0.0333,0.0117,6.4908,4.0000
1487,547,0.0130,0.0045,2.3594,1.0000
1488,558,0.0333,0.0117,6.1629,4.0000
1489,547,0.0130,0.0045,2.3807,1.0000
1490,558,0.0333,0.0117,6.4091,4.0000
1491,546,0.0111,0.0039,2.4024,1.0000
1492,557,0.0315,0.0110,6.3875,4.0000
1493,547,0.0130,0.0045,2.4245,1.0000
1494,557,0.0315,0.0110,6.6177,4.0000
1495,545,0.0093,0.0032,2.4470,1.0000
1496,557,0.0315,0.0110,6.5981,4.0000
1497,545,0.0093,0.0032,2.4699,1.0000
1498,556,0.0296,0.0104,6.5704,4.0000
1499,544,0.0074,0.0026,2.4931,1.0000
1500,559,0.0352,0.0123,6.5271,4.0000
1501,544,0.0074,0.0026,2.5166,1.0000
1502,556,0.0296,0.0104,6.4795,4.0000
1503,543,0.0056,0.0019,2.5403,1.0000
1504,557,0.0315,0.0110,6.7993,4.0000
1505,543,0.0056,0.0019,2.5644,1.0000
1506,557,0.0315,0.0110,6.7605,4.0000
1507,543,0.0056,0.0019,2.5887,1.0000
1508,555,0.0278,0.0097,7.0261,4.0000
1509,543,0.0056,0.0019,2.6132,1.0000
1510,555,0.0278,0.0097,6.9407,4.0000
1511,542,0.0037,0.0013,2.6380,1.0000
1512,555,0.0278,0.0097,7.2050,4.0000
1513,541,0.0019,0.0006,2.6630,1.0000
1514,555,0.0278,0.0097,6.8768,4.0000
1515,541,0.0019,0.0006,2.6882,1.0000
1516,554,0.0259,0.0091,6.8678,4.0000
1517,541,0.0019,0.0006,2.7136,1.0000
1518,554,0.0259,0.0091,7.0989,4.0000
1519,540,0.0000,0.0000,23.1348,4.0000
1520,554,0.0259,0.0091,7.0430,4.0000
1521,540,0.0000,0.0000,23.1189,4.0000
1522,553,0.0241,0.0084,7.3071,4.0000
1523,539,-0.0019,-0.0006,23.1159,4.0000
1524,553,0.0241,0.0084,7.2782,4.0000
1525,540,0.0000,0.0000,23.1006,4.0000
1526,553,0.0241,0.0084,7.4839,4.0000
1527,539,-0.0019,-0.0006,23.0574,4.0000
1528,552,0.0222,0.0078,7.4508,4.0000
1529,538,-0.0037,-0.0013,23.0562,4.0000
1530,552,0.0222,0.0078,7.4001,4.0000
1531,538,-0.0037,-0.0013,23.0210,4.0000
1532,553,0.0241,0.0084,7.3607,4.0000
1533,538,-0.0037,-0.0013,23.0296,4.0000
1534,551,0.0204,0.0071,7.3097,4.0000
1535,537,-0.0056,-0.0019,23.0190,4.0000
1536,551,0.0204,0.0071,7.5728,4.0000
1537,537,-0.0056,-0.0019,22.9526,4.0000
1538,551,0.0204,0.0071,7.5448,4.0000
1539,537,-0.0056,-0.0019,22.9101,4.0000
1540,551,0.0204,0.0071,7.7495,4.0000
1541,536,-0.0074,-0.0026,22.8880,4.0000
1542,550,0.0185,0.0065,7.7275,4.0000
1543,536,-0.0074,-0.0026,22.8513,4.0000
1544,550,0.0185,0.0065,7.6740,4.0000
1545,536,-0.0074,-0.0026,22.8333,4.0000
1546,550,0.0185,0.0065,7.9410,4.0000
1547,535,-0.0093,-0.0032,22.8135,4.0000
1548,549,0.0167,0.0058,7.8319,4.0000
1549,536,-0.0074,-0.0026,22.8564,4.0000
1550,549,0.0167,0.0058,8.0878,4.0000
1551,535,-0.0093,-0.0032,22.8128,4.0000
1552,549,0.0167,0.0058,8.0315,4.0000
1553,534,-0.0111,-0.0039,22.7987,4.0000
1554,548,0.0148,0.0052,8.0068,4.0000
1555,534,-0.0111,-0.0039,22.7321,4.0000
1556,548,0.0148,0.0052,8.2151,4.0000
1557,534,-0.0111,-0.0039,22.7432,4.0000
1558,548,0.0148,0.0052,8.2298,4.0000
1559,533,-0.0130,-0.0045,22.6227,4.0000
1560,548,0.0148,0.0052,8.7968,4.0000
1561,533,-0.0130,-0.0045,22.6577,4.0000
1562,548,0.0148,0.0052,8.7610,4.0000
1563,533,-0.0130,-0.0045,22.5722,4.0000
1564,549,0.0167,0.0058,8.7192,4.0000
1565,532,-0.0148,-0.0052,22.5829,4.0000
1566,547,0.0130,0.0045,8.8927,4.0000
1567,532,-0.0148,-0.0052,22.5793,4.0000
1568,547,0.0130,0.0045,8.8932,4.0000
1569,532,-0.0148,-0.0052,22.4555,4.0000
1570,547,0.0130,0.0045,9.1222,4.0000
1571,532,-0.0148,-0.0052,22.4261,4.0000
1572,548,0.0148,0.0052,9.0871,4.0000
1573,532,-0.0148,-0.0052,22.4128,4.0000
1574,546,0.0111,0.0039,9.0346,4.0000
1575,531,-0.0167,-0.0058,22.3972,4.0000
1576,546,0.0111,0.0039,9.5313,4.0000
1577,531,-0.0167,-0.0058,22.3787,4.0000
1578,546,0.0111,0.0039,9.5005,4.0000
1579,531,-0.0167,-0.0058,22.3250,4.0000
1580,546,0.0111,0.0039,9.4645,4.0000
1581,530,-0.0185,-0.0065,22.2248,4.0000
1582,546,0.0111,0.0039,10.0489,4.0000
1583,531,-0.0167,-0.0058,22.2064,4.0000
1584,546,0.0111,0.0039,9.7049,4.0000
1585,531,-0.0167,-0.0058,22.1818,4.0000
1586,545,0.0093,0.0032,9.6700,4.0000
1587,530,-0.0185,-0.0065,22.1152,4.0000
1588,545,0.0093,0.0032,10.1621,4.0000
1589,531,-0.0167,-0.0058,22.0933,4.0000
1590,545,0.0093,0.0032,10.1370,4.0000
1591,530,-0.0185,-0.0065,22.0892,4.0000
1592,544,0.0074,0.0026,10.0900,4.0000
1593,530,-0.0185,-0.0065,22.0699,4.0000
1594,544,0.0074,0.0026,10.9150,4.0000
1595,530,-0.0185,-0.0065,22.0457,4.0000
1596,544,0.0074,0.0026,10.9064,4.0000
1597,529,-0.0204,-0.0071,22.0284,4.0000
1598,543,0.0056,0.0019,10.8582,4.0000
1599,529,-0.0204,-0.0071,21.9943,4.0000
1600,543,0.0056,0.0019,11.7361,4.0000
1601,529,-0.0204,-0.0071,21.8936,4.0000
1602,543,0.0056,0.0019,11.6673,4.0000
1603,529,-0.0204,-0.0071,21.8678,4.0000
1604,543,0.0056,0.0019,11.6429,4.0000
1605,529,-0.0204,-0.0071,21.8503,4.0000
1606,542,0.0037,0.0013,13.5001,4.0000
1607,529,-0.0204,-0.0071,21.8212,4.0000
1608,542,0.0037,0.0013,13.1831,4.0000
1609,529,-0.0204,-0.0071,21.8387,4.0000
1610,542,0.0037,0.0013,13.1536,4.0000
1611,529,-0.0204,-0.0071,21.6944,4.0000
1612,542,0.0037,0.0013,13.8840,4.0000
1613,529,-0.0204,-0.0071,21.6728,4.0000
1614,542,0.0037,0.0013,13.8594,4.0000
1615,529,-0.0204,-0.0071,21.6677,4.0000
1616,542,0.0037,0.0013,13.8106,4.0000
1617,529,-0.0204,-0.0071,21.6632,4.0000
1618,541,0.0019,0.0006,14.9759,4.0000
1619,529,-0.0204,-0.0071,21.5630,4.0000
1620,541,0.0019,0.0006,14.9128,4.0000
1621,529,-0.0204,-0.0071,21.5323,4.0000
1622,541,0.0019,0.0006,14.8763,4.0000
1623,529,-0.0204,-0.0071,21.4886,4.0000
1624,541,0.0019,0.0006,14.8473,4.0000
1625,529,-0.0204,-0.0071,21.5166,4.0000
1626,540,0.0000,0.0000,18.3525,4.0000
1627,529,-0.0204,-0.0071,21.4726,4.0000
1628,540,0.0000,0.0000,18.3063,4.0000
1629,528,-0.0222,-0.0078,21.3710,4.0000
1630,540,0.0000,0.0000,18.2555,4.0000
1631,528,-0.0222,-0.0078,21.3650,4.0000
1632,540,0.0000,0.0000,18.2139,4.0000
1633,528,-0.0222,-0.0078,21.3273,4.0000
1634,540,0.0000,0.0000,18.1286,4.0000
1635,528,-0.0222,-0.0078,21.2621,4.0000
1636,540,0.0000,0.0000,18.0638,4.0000
1637,528,-0.0222,-0.0078,21.2381,4.0000
1638,539,-0.0019,-0.0006,18.0312,4.0000
1639,528,-0.0222,-0.0078,21.2285,4.0000
1640,539,-0.0019,-0.0006,18.0140,4.0000
1641,528,-0.0222,-0.0078,21.1884,4.0000
1642,539,-0.0019,-0.0006,17.9104,4.0000
1643,528,-0.0222,-0.0078,21.1572,4.0000
1644,539,-0.0019,-0.0006,17.8504,4.0000
1645,528,-0.0222,-0.0078,21.1467,4.0000
1646,539,-0.0019,-0.0006,17.8434,4.0000
1647,528,-0.0222,-0.0078,21.0923,4.0000
1648,539,-0.0019,-0.0006,17.7899,4.0000
1649,528,-0.0222,-0.0078,21.0321,4.0000
1650,538,-0.0037,-0.0013,17.7623,4.0000
1651,528,-0.0222,-0.0078,20.9886,4.0000
1652,538,-0.0037,-0.0013,17.6881,4.0000
1653,529,-0.0204,-0.0071,20.9752,4.0000
1654,538,-0.0037,-0.0013,17.6187,4.0000
1655,529,-0.0204,-0.0071,20.8876,4.0000
1656,538,-0.0037,-0.0013,17.5828,4.0000
1657,528,-0.0222,-0.0078,20.9058,4.0000
1658,538,-0.0037,-0.0013,17.5687,4.0000
1659,528,-0.0222,-0.0078,20.8579,4.0000
1660,538,-0.0037,-0.0013,17.5162,4.0000
1661,529,-0.0204,-0.0071,20.8062,4.0000
1662,538,-0.0037,-0.0013,17.4795,4.0000
1663,529,-0.0204,-0.0071,20.7859,4.0000
1664,537,-0.0056,-0.0019,17.4463,4.0000
1665,530,-0.0185,-0.0065,20.7227,4.0000
