"Step","dqn - train/reward_mean","dqn - train/reward_mean__MIN","dqn - train/reward_mean__MAX"
"443","-83.18167999185563","-83.18167999185563","-83.18167999185563"
"444","-83.16886059753539","-83.16886059753539","-83.16886059753539"
"445","-82.86738434614556","-82.86738434614556","-82.86738434614556"
"446","-82.89024223648404","-82.89024223648404","-82.89024223648404"
"447","-82.91990792841112","-82.91990792841112","-82.91990792841112"
"448","-83.1083355205918","-83.1083355205918","-83.1083355205918"
"449","-83.25176232714598","-83.25176232714598","-83.25176232714598"
"450","-83.31494391819855","-83.31494391819855","-83.31494391819855"
"451","-83.64817955675463","-83.64817955675463","-83.64817955675463"
"452","-83.48647545795815","-83.48647545795815","-83.48647545795815"
"453","-83.60562152480634","-83.60562152480634","-83.60562152480634"
"454","-83.6802085520087","-83.6802085520087","-83.6802085520087"
"455","-83.67255857967699","-83.67255857967699","-83.67255857967699"
"456","-83.60696744372063","-83.60696744372063","-83.60696744372063"
"457","-83.63406146174223","-83.63406146174223","-83.63406146174223"
"458","-83.67202005607004","-83.67202005607004","-83.67202005607004"
"459","-83.67718987951913","-83.67718987951913","-83.67718987951913"
"460","-83.4035125880169","-83.4035125880169","-83.4035125880169"
"461","-83.6809179581415","-83.6809179581415","-83.6809179581415"
"462","-83.50111580252108","-83.50111580252108","-83.50111580252108"
"463","-83.44257665087862","-83.44257665087862","-83.44257665087862"
"464","-83.35887406334209","-83.35887406334209","-83.35887406334209"
"465","-83.44449997681586","-83.44449997681586","-83.44449997681586"
"466","-83.7246004252175","-83.7246004252175","-83.7246004252175"
"467","-82.88394879589251","-82.88394879589251","-82.88394879589251"
"468","-82.79231379850229","-82.79231379850229","-82.79231379850229"
"469","-82.76883004667165","-82.76883004667165","-82.76883004667165"
"470","-82.93922981169003","-82.93922981169003","-82.93922981169003"
"471","-82.9624377310455","-82.9624377310455","-82.9624377310455"
"472","-82.99314256723898","-82.99314256723898","-82.99314256723898"
"473","-82.74892692733484","-82.74892692733484","-82.74892692733484"
"474","-82.63876215524898","-82.63876215524898","-82.63876215524898"
"475","-82.67866548673642","-82.67866548673642","-82.67866548673642"
"476","-82.68438474223876","-82.68438474223876","-82.68438474223876"
"477","-82.84667291741745","-82.84667291741745","-82.84667291741745"
"478","-82.69758290278652","-82.69758290278652","-82.69758290278652"
"479","-82.58503354309055","-82.58503354309055","-82.58503354309055"
"480","-82.59611144099311","-82.59611144099311","-82.59611144099311"
"481","-82.610014780489","-82.610014780489","-82.610014780489"
"482","-82.60372256501505","-82.60372256501505","-82.60372256501505"
"483","-82.59180720355289","-82.59180720355289","-82.59180720355289"
"484","-82.63152056230159","-82.63152056230159","-82.63152056230159"
"485","-82.993264684858","-82.993264684858","-82.993264684858"
"486","-83.44604313966745","-83.44604313966745","-83.44604313966745"
"487","-83.49303273230719","-83.49303273230719","-83.49303273230719"
"488","-83.53798276062501","-83.53798276062501","-83.53798276062501"
"489","-83.26604509943543","-83.26604509943543","-83.26604509943543"
"490","-83.33173980501859","-83.33173980501859","-83.33173980501859"
"491","-83.34026291133283","-83.34026291133283","-83.34026291133283"
"492","-82.7000098820441","-82.7000098820441","-82.7000098820441"
"493","-82.75222800426563","-82.75222800426563","-82.75222800426563"
"494","-82.71150685761968","-82.71150685761968","-82.71150685761968"
"495","-83.12204421191389","-83.12204421191389","-83.12204421191389"
"496","-83.22515442456962","-83.22515442456962","-83.22515442456962"
"497","-82.96317618899891","-82.96317618899891","-82.96317618899891"
"498","-82.73871564711823","-82.73871564711823","-82.73871564711823"
"499","-83.08204810961993","-83.08204810961993","-83.08204810961993"
"500","-83.05997063647868","-83.05997063647868","-83.05997063647868"
"501","-83.10100793402555","-83.10100793402555","-83.10100793402555"
"502","-83.24267448549071","-83.24267448549071","-83.24267448549071"
"503","-83.14444371719757","-83.14444371719757","-83.14444371719757"
"504","-83.181149760861","-83.181149760861","-83.181149760861"
"505","-83.02296485914296","-83.02296485914296","-83.02296485914296"
"506","-83.11458855368575","-83.11458855368575","-83.11458855368575"
"507","-83.09680523279967","-83.09680523279967","-83.09680523279967"
"508","-83.43384593274357","-83.43384593274357","-83.43384593274357"
"509","-83.74461441677907","-83.74461441677907","-83.74461441677907"
"510","-83.56440860972653","-83.56440860972653","-83.56440860972653"
"511","-83.47004735029681","-83.47004735029681","-83.47004735029681"
"512","-83.21700141584414","-83.21700141584414","-83.21700141584414"
"513","-82.81374098097818","-82.81374098097818","-82.81374098097818"
"514","-82.39338115503459","-82.39338115503459","-82.39338115503459"
"515","-82.82134437774687","-82.82134437774687","-82.82134437774687"
"516","-82.22007935054047","-82.22007935054047","-82.22007935054047"
"517","-82.24898145904677","-82.24898145904677","-82.24898145904677"
"518","-82.30233149857624","-82.30233149857624","-82.30233149857624"
"519","-82.38514997051927","-82.38514997051927","-82.38514997051927"
"520","-83.01619666697356","-83.01619666697356","-83.01619666697356"
"521","-82.88951800044524","-82.88951800044524","-82.88951800044524"
"522","-82.96775005934659","-82.96775005934659","-82.96775005934659"
"523","-83.28837665891639","-83.28837665891639","-83.28837665891639"
"524","-83.69877459657306","-83.69877459657306","-83.69877459657306"
"525","-83.3434884781616","-83.3434884781616","-83.3434884781616"
"526","-83.10340902031793","-83.10340902031793","-83.10340902031793"
"527","-83.13663122760991","-83.13663122760991","-83.13663122760991"
"528","-83.18350590898582","-83.18350590898582","-83.18350590898582"
"529","-83.21589381457234","-83.21589381457234","-83.21589381457234"
"530","-83.66046989519542","-83.66046989519542","-83.66046989519542"
"531","-83.48490530375318","-83.48490530375318","-83.48490530375318"
"532","-83.7284566950558","-83.7284566950558","-83.7284566950558"
"533","-83.54318443911544","-83.54318443911544","-83.54318443911544"
"534","-83.89305463295358","-83.89305463295358","-83.89305463295358"
"535","-83.89465751826691","-83.89465751826691","-83.89465751826691"
"536","-83.93582397200095","-83.93582397200095","-83.93582397200095"
"537","-83.93047963316013","-83.93047963316013","-83.93047963316013"
"538","-83.97321609282328","-83.97321609282328","-83.97321609282328"
"539","-83.92473239102793","-83.92473239102793","-83.92473239102793"
"540","-83.7506205283005","-83.7506205283005","-83.7506205283005"
"541","-83.76051688519233","-83.76051688519233","-83.76051688519233"
"542","-83.39806265204635","-83.39806265204635","-83.39806265204635"
"543","-82.99827607363419","-82.99827607363419","-82.99827607363419"
"544","-83.03283990839452","-83.03283990839452","-83.03283990839452"
"545","-83.19335023403124","-83.19335023403124","-83.19335023403124"
"546","-83.2036836011379","-83.2036836011379","-83.2036836011379"
"547","-83.12724807737831","-83.12724807737831","-83.12724807737831"
"548","-82.44004056674399","-82.44004056674399","-82.44004056674399"
"549","-82.12856388120883","-82.12856388120883","-82.12856388120883"
"550","-82.18487645660498","-82.18487645660498","-82.18487645660498"
"551","-82.26806538437464","-82.26806538437464","-82.26806538437464"
"552","-82.64215248514404","-82.64215248514404","-82.64215248514404"
"553","-82.52076461669029","-82.52076461669029","-82.52076461669029"
"554","-82.34570593294193","-82.34570593294193","-82.34570593294193"
"555","-82.31917058230349","-82.31917058230349","-82.31917058230349"
"556","-81.9725922783694","-81.9725922783694","-81.9725922783694"
"557","-81.9354778692915","-81.9354778692915","-81.9354778692915"
"558","-81.69806671009836","-81.69806671009836","-81.69806671009836"
"559","-81.91719870509085","-81.91719870509085","-81.91719870509085"
"560","-82.03491775643516","-82.03491775643516","-82.03491775643516"
"561","-81.70678944549495","-81.70678944549495","-81.70678944549495"
"562","-81.75313441942417","-81.75313441942417","-81.75313441942417"
"563","-81.55037278423988","-81.55037278423988","-81.55037278423988"
"564","-81.56298663930006","-81.56298663930006","-81.56298663930006"
"565","-81.7712674735437","-81.7712674735437","-81.7712674735437"
"566","-81.76720051388693","-81.76720051388693","-81.76720051388693"
"567","-82.24043469359603","-82.24043469359603","-82.24043469359603"
"568","-82.25018378890556","-82.25018378890556","-82.25018378890556"
"569","-82.39641336699452","-82.39641336699452","-82.39641336699452"
"570","-82.09246290239011","-82.09246290239011","-82.09246290239011"
"571","-82.07922668327083","-82.07922668327083","-82.07922668327083"
"572","-82.11992204372741","-82.11992204372741","-82.11992204372741"
"573","-82.1059624921807","-82.1059624921807","-82.1059624921807"
"574","-82.130253227418","-82.130253227418","-82.130253227418"
"575","-82.14120565584831","-82.14120565584831","-82.14120565584831"
"576","-81.86260505048064","-81.86260505048064","-81.86260505048064"
"577","-81.97553743489989","-81.97553743489989","-81.97553743489989"
"578","-82.02029493939102","-82.02029493939102","-82.02029493939102"
"579","-82.1075609130782","-82.1075609130782","-82.1075609130782"
"580","-82.14117632311275","-82.14117632311275","-82.14117632311275"
"581","-81.81427809329209","-81.81427809329209","-81.81427809329209"
"582","-81.97441855243844","-81.97441855243844","-81.97441855243844"
"583","-81.9978501462654","-81.9978501462654","-81.9978501462654"
"584","-81.40672612932481","-81.40672612932481","-81.40672612932481"
"585","-81.40106646952191","-81.40106646952191","-81.40106646952191"
"586","-81.36600819329702","-81.36600819329702","-81.36600819329702"
"587","-81.2943728066978","-81.2943728066978","-81.2943728066978"
"588","-81.11257909892578","-81.11257909892578","-81.11257909892578"
"589","-81.10745186187313","-81.10745186187313","-81.10745186187313"
"590","-80.84546047242344","-80.84546047242344","-80.84546047242344"
"591","-81.18479691181318","-81.18479691181318","-81.18479691181318"
"592","-81.72075230353963","-81.72075230353963","-81.72075230353963"
"593","-81.70264745374661","-81.70264745374661","-81.70264745374661"
"594","-81.52002730871536","-81.52002730871536","-81.52002730871536"
"595","-81.44085185830467","-81.44085185830467","-81.44085185830467"
"596","-81.44923946606447","-81.44923946606447","-81.44923946606447"
"597","-81.28248206307632","-81.28248206307632","-81.28248206307632"
"598","-80.84826370857176","-80.84826370857176","-80.84826370857176"
"599","-80.9501022999872","-80.9501022999872","-80.9501022999872"
"600","-80.99408360687535","-80.99408360687535","-80.99408360687535"
"601","-80.79669123529908","-80.79669123529908","-80.79669123529908"
"602","-80.73547227579155","-80.73547227579155","-80.73547227579155"
"603","-80.72995947943055","-80.72995947943055","-80.72995947943055"
"604","-80.5768390013602","-80.5768390013602","-80.5768390013602"
"605","-80.7218662815493","-80.7218662815493","-80.7218662815493"
"606","-80.61326775697977","-80.61326775697977","-80.61326775697977"
"607","-80.48029483092934","-80.48029483092934","-80.48029483092934"
"608","-80.31732367358155","-80.31732367358155","-80.31732367358155"
"609","-80.2034835202711","-80.2034835202711","-80.2034835202711"
"610","-79.97919121290542","-79.97919121290542","-79.97919121290542"
"611","-80.25971134372507","-80.25971134372507","-80.25971134372507"
"612","-80.33488503756453","-80.33488503756453","-80.33488503756453"
"613","-80.69825094659332","-80.69825094659332","-80.69825094659332"
"614","-81.03159301605993","-81.03159301605993","-81.03159301605993"
"615","-80.96787929751896","-80.96787929751896","-80.96787929751896"
"616","-81.50869743733652","-81.50869743733652","-81.50869743733652"
"617","-81.78009861751445","-81.78009861751445","-81.78009861751445"
"618","-81.80410379325505","-81.80410379325505","-81.80410379325505"
"619","-81.43265755071305","-81.43265755071305","-81.43265755071305"
"620","-81.30732181473635","-81.30732181473635","-81.30732181473635"
"621","-81.72831023187842","-81.72831023187842","-81.72831023187842"
"622","-81.79347330590244","-81.79347330590244","-81.79347330590244"
"623","-81.50495635285043","-81.50495635285043","-81.50495635285043"
"624","-81.64578775678761","-81.64578775678761","-81.64578775678761"
"625","-81.85904573139734","-81.85904573139734","-81.85904573139734"
"626","-81.868066927162","-81.868066927162","-81.868066927162"
"627","-81.68268808460795","-81.68268808460795","-81.68268808460795"
"628","-81.65556744812987","-81.65556744812987","-81.65556744812987"
"629","-81.91967964843847","-81.91967964843847","-81.91967964843847"
"630","-81.8388317639241","-81.8388317639241","-81.8388317639241"
"631","-82.00213085277937","-82.00213085277937","-82.00213085277937"
"632","-81.7640165678691","-81.7640165678691","-81.7640165678691"
"633","-81.53468793631531","-81.53468793631531","-81.53468793631531"
"634","-81.4208533298783","-81.4208533298783","-81.4208533298783"
"635","-81.40975333621725","-81.40975333621725","-81.40975333621725"
"636","-81.38852813242003","-81.38852813242003","-81.38852813242003"
"637","-81.38861296861899","-81.38861296861899","-81.38861296861899"
"638","-81.31571430358571","-81.31571430358571","-81.31571430358571"
"639","-81.6399098811578","-81.6399098811578","-81.6399098811578"
"640","-81.39636846084613","-81.39636846084613","-81.39636846084613"
"641","-81.5400310992822","-81.5400310992822","-81.5400310992822"
"642","-81.90398394759744","-81.90398394759744","-81.90398394759744"
"643","-82.30528093476315","-82.30528093476315","-82.30528093476315"
"644","-82.28420412820299","-82.28420412820299","-82.28420412820299"
"645","-82.24352164126933","-82.24352164126933","-82.24352164126933"
"646","-82.22725419689901","-82.22725419689901","-82.22725419689901"
"647","-82.22499361486175","-82.22499361486175","-82.22499361486175"
"648","-82.92314508846495","-82.92314508846495","-82.92314508846495"
"649","-83.0177714739088","-83.0177714739088","-83.0177714739088"
"650","-82.89382269819266","-82.89382269819266","-82.89382269819266"
"651","-82.85569313979708","-82.85569313979708","-82.85569313979708"
"652","-82.83811991626862","-82.83811991626862","-82.83811991626862"
"653","-82.70341740087606","-82.70341740087606","-82.70341740087606"
"654","-82.88561550900806","-82.88561550900806","-82.88561550900806"
"655","-82.95967079814524","-82.95967079814524","-82.95967079814524"
"656","-83.3460078860959","-83.3460078860959","-83.3460078860959"
"657","-83.27460227699484","-83.27460227699484","-83.27460227699484"
"658","-83.27619706885423","-83.27619706885423","-83.27619706885423"
"659","-83.0042128544068","-83.0042128544068","-83.0042128544068"
"660","-82.77022693488748","-82.77022693488748","-82.77022693488748"
"661","-82.66330610902514","-82.66330610902514","-82.66330610902514"
"662","-82.67676839448046","-82.67676839448046","-82.67676839448046"
"663","-82.78667232246603","-82.78667232246603","-82.78667232246603"
"664","-82.97960676477756","-82.97960676477756","-82.97960676477756"
"665","-82.94849439649843","-82.94849439649843","-82.94849439649843"
"666","-83.11154930347577","-83.11154930347577","-83.11154930347577"
"667","-82.68732678515372","-82.68732678515372","-82.68732678515372"
"668","-82.57837768462952","-82.57837768462952","-82.57837768462952"
"669","-82.55813900038135","-82.55813900038135","-82.55813900038135"
"670","-83.01879312291742","-83.01879312291742","-83.01879312291742"
"671","-83.03851018996909","-83.03851018996909","-83.03851018996909"
"672","-82.99041066087317","-82.99041066087317","-82.99041066087317"
"673","-83.0081801200984","-83.0081801200984","-83.0081801200984"
"674","-82.62650715878233","-82.62650715878233","-82.62650715878233"
"675","-82.51797417153139","-82.51797417153139","-82.51797417153139"
"676","-82.74584450358525","-82.74584450358525","-82.74584450358525"
"677","-82.3708145997161","-82.3708145997161","-82.3708145997161"
"678","-82.35552088309545","-82.35552088309545","-82.35552088309545"
"679","-82.37222151669208","-82.37222151669208","-82.37222151669208"
"680","-82.35052367929369","-82.35052367929369","-82.35052367929369"
"681","-82.61530156484339","-82.61530156484339","-82.61530156484339"
"682","-82.45138555927667","-82.45138555927667","-82.45138555927667"
"683","-82.15897570644971","-82.15897570644971","-82.15897570644971"
"684","-82.80624310340266","-82.80624310340266","-82.80624310340266"
"685","-82.68495053532999","-82.68495053532999","-82.68495053532999"
"686","-82.90752141318283","-82.90752141318283","-82.90752141318283"
"687","-82.65148644669448","-82.65148644669448","-82.65148644669448"
"688","-82.78753087386954","-82.78753087386954","-82.78753087386954"
"689","-82.7849407134112","-82.7849407134112","-82.7849407134112"
"690","-83.00012516833841","-83.00012516833841","-83.00012516833841"
"691","-83.01342732755467","-83.01342732755467","-83.01342732755467"
"692","-82.82556472452357","-82.82556472452357","-82.82556472452357"
"693","-82.80165627080015","-82.80165627080015","-82.80165627080015"
"694","-82.70270144955255","-82.70270144955255","-82.70270144955255"
"695","-83.06580170758534","-83.06580170758534","-83.06580170758534"
"696","-83.32938503999263","-83.32938503999263","-83.32938503999263"
"697","-83.14193498793989","-83.14193498793989","-83.14193498793989"
"698","-83.53043081862852","-83.53043081862852","-83.53043081862852"
"699","-83.41375956943259","-83.41375956943259","-83.41375956943259"
"700","-83.40670773796737","-83.40670773796737","-83.40670773796737"
"701","-83.59857806290965","-83.59857806290965","-83.59857806290965"
"702","-83.03844544300344","-83.03844544300344","-83.03844544300344"
"703","-83.11889641539659","-83.11889641539659","-83.11889641539659"
"704","-83.27327693694737","-83.27327693694737","-83.27327693694737"
"705","-83.12139912815299","-83.12139912815299","-83.12139912815299"
"706","-83.12181090229191","-83.12181090229191","-83.12181090229191"
"707","-82.74933670555707","-82.74933670555707","-82.74933670555707"
"708","-82.84482352160383","-82.84482352160383","-82.84482352160383"
"709","-82.84316932611632","-82.84316932611632","-82.84316932611632"
"710","-82.90811828182991","-82.90811828182991","-82.90811828182991"
"711","-82.40809661421906","-82.40809661421906","-82.40809661421906"
"712","-82.27329474452864","-82.27329474452864","-82.27329474452864"
"713","-82.4392741088381","-82.4392741088381","-82.4392741088381"
"714","-82.16428577510622","-82.16428577510622","-82.16428577510622"
"715","-82.05848245104757","-82.05848245104757","-82.05848245104757"
"716","-82.04763359131273","-82.04763359131273","-82.04763359131273"
"717","-81.78134844604396","-81.78134844604396","-81.78134844604396"
"718","-81.6636844940994","-81.6636844940994","-81.6636844940994"
"719","-81.89112750004493","-81.89112750004493","-81.89112750004493"
"720","-81.75493493986764","-81.75493493986764","-81.75493493986764"
"721","-81.61459262448345","-81.61459262448345","-81.61459262448345"
"722","-81.16037868611497","-81.16037868611497","-81.16037868611497"
"723","-81.03138504439947","-81.03138504439947","-81.03138504439947"
"724","-80.84438462581467","-80.84438462581467","-80.84438462581467"
"725","-80.84813819773943","-80.84813819773943","-80.84813819773943"
"726","-81.04906138634756","-81.04906138634756","-81.04906138634756"
"727","-81.23473862365336","-81.23473862365336","-81.23473862365336"
"728","-81.47330322182253","-81.47330322182253","-81.47330322182253"
"729","-81.06792260933649","-81.06792260933649","-81.06792260933649"
"730","-81.3040991639996","-81.3040991639996","-81.3040991639996"
"731","-81.1069968803132","-81.1069968803132","-81.1069968803132"
"732","-81.15171439939161","-81.15171439939161","-81.15171439939161"
"733","-81.49737416886707","-81.49737416886707","-81.49737416886707"
"734","-81.84702025116403","-81.84702025116403","-81.84702025116403"
"735","-81.69195778080244","-81.69195778080244","-81.69195778080244"
"736","-81.49310344613139","-81.49310344613139","-81.49310344613139"
"737","-81.31354592724219","-81.31354592724219","-81.31354592724219"
"738","-81.60696107290201","-81.60696107290201","-81.60696107290201"
"739","-81.24370761346985","-81.24370761346985","-81.24370761346985"
"740","-81.59973922524583","-81.59973922524583","-81.59973922524583"
"741","-81.56577842273265","-81.56577842273265","-81.56577842273265"
"742","-81.17212882558331","-81.17212882558331","-81.17212882558331"
"743","-81.3338654103687","-81.3338654103687","-81.3338654103687"
"744","-81.2950742576642","-81.2950742576642","-81.2950742576642"
"745","-81.29607298179046","-81.29607298179046","-81.29607298179046"
"746","-81.38876135242154","-81.38876135242154","-81.38876135242154"
"747","-81.4208476872461","-81.4208476872461","-81.4208476872461"
"748","-81.08537656742129","-81.08537656742129","-81.08537656742129"
"749","-81.1146291191033","-81.1146291191033","-81.1146291191033"
"750","-81.27462033524131","-81.27462033524131","-81.27462033524131"
"751","-81.12720820165192","-81.12720820165192","-81.12720820165192"
"752","-80.85075373415788","-80.85075373415788","-80.85075373415788"
"753","-80.93351634764065","-80.93351634764065","-80.93351634764065"
"754","-81.16528106541791","-81.16528106541791","-81.16528106541791"
"755","-81.14044816544232","-81.14044816544232","-81.14044816544232"
"756","-81.36950050415425","-81.36950050415425","-81.36950050415425"
"757","-81.35496495401439","-81.35496495401439","-81.35496495401439"
"758","-81.35541075291064","-81.35541075291064","-81.35541075291064"
"759","-81.37809310546098","-81.37809310546098","-81.37809310546098"
"760","-81.41166843605646","-81.41166843605646","-81.41166843605646"
"761","-81.61175073857343","-81.61175073857343","-81.61175073857343"
"762","-81.60954877435154","-81.60954877435154","-81.60954877435154"
"763","-81.47259643730631","-81.47259643730631","-81.47259643730631"
"764","-81.20787873382604","-81.20787873382604","-81.20787873382604"
"765","-80.88964540294761","-80.88964540294761","-80.88964540294761"
"766","-80.91950720765085","-80.91950720765085","-80.91950720765085"
"767","-81.30390881537383","-81.30390881537383","-81.30390881537383"
"768","-81.40270998268312","-81.40270998268312","-81.40270998268312"
"769","-81.44681965942418","-81.44681965942418","-81.44681965942418"
"770","-81.33740371856761","-81.33740371856761","-81.33740371856761"
"771","-81.22034893624408","-81.22034893624408","-81.22034893624408"
"772","-81.20795602623296","-81.20795602623296","-81.20795602623296"
"773","-81.18464635470805","-81.18464635470805","-81.18464635470805"
"774","-81.48131737165076","-81.48131737165076","-81.48131737165076"
"775","-81.48759350636898","-81.48759350636898","-81.48759350636898"
"776","-81.09761706717701","-81.09761706717701","-81.09761706717701"
"777","-80.78623108940589","-80.78623108940589","-80.78623108940589"
"778","-80.66585469030233","-80.66585469030233","-80.66585469030233"
"779","-80.25198957284836","-80.25198957284836","-80.25198957284836"
"780","-80.21442641249782","-80.21442641249782","-80.21442641249782"
"781","-80.50091044534388","-80.50091044534388","-80.50091044534388"
"782","-80.62024599139502","-80.62024599139502","-80.62024599139502"
"783","-80.50374753773136","-80.50374753773136","-80.50374753773136"
"784","-80.32070791982504","-80.32070791982504","-80.32070791982504"
"785","-80.35635212282108","-80.35635212282108","-80.35635212282108"
"786","-80.11713965474551","-80.11713965474551","-80.11713965474551"
"787","-80.35728059863129","-80.35728059863129","-80.35728059863129"
"788","-80.20223342481458","-80.20223342481458","-80.20223342481458"
"789","-80.19255014009232","-80.19255014009232","-80.19255014009232"
"790","-79.73150945006327","-79.73150945006327","-79.73150945006327"
"791","-79.53614846330991","-79.53614846330991","-79.53614846330991"
"792","-79.80608930158353","-79.80608930158353","-79.80608930158353"
"793","-80.04300855265853","-80.04300855265853","-80.04300855265853"
"794","-79.76971764764207","-79.76971764764207","-79.76971764764207"
"795","-79.32627277039846","-79.32627277039846","-79.32627277039846"
"796","-78.88428690607583","-78.88428690607583","-78.88428690607583"
"797","-79.03201965208089","-79.03201965208089","-79.03201965208089"
"798","-79.17128166415652","-79.17128166415652","-79.17128166415652"
"799","-79.54004572489688","-79.54004572489688","-79.54004572489688"
"800","-79.6257683024315","-79.6257683024315","-79.6257683024315"
"801","-79.62660038117242","-79.62660038117242","-79.62660038117242"
"802","-80.15066149014903","-80.15066149014903","-80.15066149014903"
"803","-80.10196227909921","-80.10196227909921","-80.10196227909921"
"804","-80.16616290924995","-80.16616290924995","-80.16616290924995"
"805","-79.52297646721749","-79.52297646721749","-79.52297646721749"
"806","-79.50323331030941","-79.50323331030941","-79.50323331030941"
"807","-80.06819339082034","-80.06819339082034","-80.06819339082034"
"808","-80.10702219393494","-80.10702219393494","-80.10702219393494"
"809","-80.38078076888264","-80.38078076888264","-80.38078076888264"
"810","-80.5335897942906","-80.5335897942906","-80.5335897942906"
"811","-80.82226226308325","-80.82226226308325","-80.82226226308325"
"812","-80.96101242150122","-80.96101242150122","-80.96101242150122"
"813","-80.86615986511984","-80.86615986511984","-80.86615986511984"
"814","-81.08431909244915","-81.08431909244915","-81.08431909244915"
"815","-81.20329535859113","-81.20329535859113","-81.20329535859113"
"816","-81.21789941326192","-81.21789941326192","-81.21789941326192"
"817","-81.38427461405692","-81.38427461405692","-81.38427461405692"
"818","-81.31731529093754","-81.31731529093754","-81.31731529093754"
"819","-81.34366325891985","-81.34366325891985","-81.34366325891985"
"820","-81.45449550935474","-81.45449550935474","-81.45449550935474"
"821","-81.18468401751423","-81.18468401751423","-81.18468401751423"
"822","-81.70780235588492","-81.70780235588492","-81.70780235588492"
"823","-81.97735791586281","-81.97735791586281","-81.97735791586281"
"824","-82.08851057419001","-82.08851057419001","-82.08851057419001"
"825","-81.78651631045068","-81.78651631045068","-81.78651631045068"
"826","-81.58520723012188","-81.58520723012188","-81.58520723012188"
"827","-81.6072345815497","-81.6072345815497","-81.6072345815497"
"828","-81.40545618432486","-81.40545618432486","-81.40545618432486"
"829","-81.50613681367977","-81.50613681367977","-81.50613681367977"
"830","-81.40515553732315","-81.40515553732315","-81.40515553732315"
"831","-81.5209037984992","-81.5209037984992","-81.5209037984992"
"832","-81.36432681808161","-81.36432681808161","-81.36432681808161"
"833","-81.34307223778131","-81.34307223778131","-81.34307223778131"
"834","-81.15923449936236","-81.15923449936236","-81.15923449936236"
"835","-81.29535041314462","-81.29535041314462","-81.29535041314462"
"836","-81.5718574405872","-81.5718574405872","-81.5718574405872"
"837","-81.67354467759753","-81.67354467759753","-81.67354467759753"
"838","-81.6532725989251","-81.6532725989251","-81.6532725989251"
"839","-81.57913991835812","-81.57913991835812","-81.57913991835812"
"840","-81.11947213388892","-81.11947213388892","-81.11947213388892"
"841","-81.03643817160192","-81.03643817160192","-81.03643817160192"
"842","-81.20227459525603","-81.20227459525603","-81.20227459525603"
"843","-80.65304084699514","-80.65304084699514","-80.65304084699514"
"844","-80.70323422258167","-80.70323422258167","-80.70323422258167"
"845","-80.42323548700108","-80.42323548700108","-80.42323548700108"
"846","-79.97144421887496","-79.97144421887496","-79.97144421887496"
"847","-80.0486020409959","-80.0486020409959","-80.0486020409959"
"848","-80.29278252137271","-80.29278252137271","-80.29278252137271"
"849","-80.20567411235942","-80.20567411235942","-80.20567411235942"
"850","-80.03466265450639","-80.03466265450639","-80.03466265450639"
"851","-80.2167396071687","-80.2167396071687","-80.2167396071687"
"852","-80.35417831927015","-80.35417831927015","-80.35417831927015"
"853","-80.28303341647086","-80.28303341647086","-80.28303341647086"
"854","-80.12453087876493","-80.12453087876493","-80.12453087876493"
"855","-80.12418257853889","-80.12418257853889","-80.12418257853889"
"856","-79.86700745910348","-79.86700745910348","-79.86700745910348"
"857","-80.03476428215785","-80.03476428215785","-80.03476428215785"
"858","-80.18551210270657","-80.18551210270657","-80.18551210270657"
"859","-80.25631188101528","-80.25631188101528","-80.25631188101528"
"860","-80.49535886868296","-80.49535886868296","-80.49535886868296"
"861","-80.39597799374678","-80.39597799374678","-80.39597799374678"
"862","-80.55516235958741","-80.55516235958741","-80.55516235958741"
"863","-80.41874759292186","-80.41874759292186","-80.41874759292186"
"864","-80.51320655947508","-80.51320655947508","-80.51320655947508"
"865","-80.65391591405918","-80.65391591405918","-80.65391591405918"
"866","-80.6023637369131","-80.6023637369131","-80.6023637369131"
"867","-80.77799142349933","-80.77799142349933","-80.77799142349933"
"868","-80.67367480811154","-80.67367480811154","-80.67367480811154"
"869","-80.56133558592249","-80.56133558592249","-80.56133558592249"
"870","-80.67406437575774","-80.67406437575774","-80.67406437575774"
"871","-80.78858642099381","-80.78858642099381","-80.78858642099381"
"872","-80.8104829551508","-80.8104829551508","-80.8104829551508"
"873","-80.27915119054218","-80.27915119054218","-80.27915119054218"
"874","-80.35165111696304","-80.35165111696304","-80.35165111696304"
"875","-80.17504382397937","-80.17504382397937","-80.17504382397937"
"876","-80.41484167840288","-80.41484167840288","-80.41484167840288"
"877","-80.85085464363874","-80.85085464363874","-80.85085464363874"
"878","-80.8141870381865","-80.8141870381865","-80.8141870381865"
"879","-81.47883110987445","-81.47883110987445","-81.47883110987445"
"880","-81.50953825247896","-81.50953825247896","-81.50953825247896"
"881","-81.32156786690888","-81.32156786690888","-81.32156786690888"
"882","-81.21606107960412","-81.21606107960412","-81.21606107960412"
"883","-81.38755542517596","-81.38755542517596","-81.38755542517596"
"884","-81.47786084576","-81.47786084576","-81.47786084576"
"885","-81.6599830110879","-81.6599830110879","-81.6599830110879"
"886","-81.78226420543578","-81.78226420543578","-81.78226420543578"
"887","-82.02971841508014","-82.02971841508014","-82.02971841508014"
"888","-82.30880040244621","-82.30880040244621","-82.30880040244621"
"889","-82.43621002785352","-82.43621002785352","-82.43621002785352"
"890","-82.805964845204","-82.805964845204","-82.805964845204"
"891","-83.16529263602031","-83.16529263602031","-83.16529263602031"
"892","-82.7190264677575","-82.7190264677575","-82.7190264677575"
