"Step","dqn - train/reward_mean","dqn - train/reward_mean__MIN","dqn - train/reward_mean__MAX"
"1332","-77.6839244499104","-77.6839244499104","-77.6839244499104"
"1333","-77.77705247404519","-77.77705247404519","-77.77705247404519"
"1334","-77.89484281260985","-77.89484281260985","-77.89484281260985"
"1335","-77.72923739800696","-77.72923739800696","-77.72923739800696"
"1336","-76.91157319859136","-76.91157319859136","-76.91157319859136"
"1337","-76.77558716001455","-76.77558716001455","-76.77558716001455"
"1338","-76.73495802660007","-76.73495802660007","-76.73495802660007"
"1339","-76.65478800021577","-76.65478800021577","-76.65478800021577"
"1340","-76.31815898176748","-76.31815898176748","-76.31815898176748"
"1341","-76.47400894389487","-76.47400894389487","-76.47400894389487"
"1342","-76.48790054215584","-76.48790054215584","-76.48790054215584"
"1343","-76.2629066745611","-76.2629066745611","-76.2629066745611"
"1344","-76.37390857791529","-76.37390857791529","-76.37390857791529"
"1345","-76.39301555797458","-76.39301555797458","-76.39301555797458"
"1346","-76.45592596963048","-76.45592596963048","-76.45592596963048"
"1347","-76.32805261641741","-76.32805261641741","-76.32805261641741"
"1348","-76.31667676253244","-76.31667676253244","-76.31667676253244"
"1349","-76.38988103207201","-76.38988103207201","-76.38988103207201"
"1350","-76.20340592602733","-76.20340592602733","-76.20340592602733"
"1351","-75.79145130151417","-75.79145130151417","-75.79145130151417"
"1352","-75.91718440219294","-75.91718440219294","-75.91718440219294"
"1353","-75.89125810481143","-75.89125810481143","-75.89125810481143"
"1354","-76.20181951090228","-76.20181951090228","-76.20181951090228"
"1355","-76.20268508662936","-76.20268508662936","-76.20268508662936"
"1356","-76.14758289981168","-76.14758289981168","-76.14758289981168"
"1357","-76.112384495656","-76.112384495656","-76.112384495656"
"1358","-75.60162235723342","-75.60162235723342","-75.60162235723342"
"1359","-75.32126673934516","-75.32126673934516","-75.32126673934516"
"1360","-75.27970754779409","-75.27970754779409","-75.27970754779409"
"1361","-75.54363146818709","-75.54363146818709","-75.54363146818709"
"1362","-75.50710089279805","-75.50710089279805","-75.50710089279805"
"1363","-75.79202746910974","-75.79202746910974","-75.79202746910974"
"1364","-75.6771845594421","-75.6771845594421","-75.6771845594421"
"1365","-76.11320796588436","-76.11320796588436","-76.11320796588436"
"1366","-76.42213698619045","-76.42213698619045","-76.42213698619045"
"1367","-76.29625769332517","-76.29625769332517","-76.29625769332517"
"1368","-76.03461189116817","-76.03461189116817","-76.03461189116817"
"1369","-76.17475561338942","-76.17475561338942","-76.17475561338942"
"1370","-76.26759424863849","-76.26759424863849","-76.26759424863849"
"1371","-76.87586373890285","-76.87586373890285","-76.87586373890285"
"1372","-76.78876113036182","-76.78876113036182","-76.78876113036182"
"1373","-76.6448874690989","-76.6448874690989","-76.6448874690989"
"1374","-77.02369541459717","-77.02369541459717","-77.02369541459717"
"1375","-77.08143332343549","-77.08143332343549","-77.08143332343549"
"1376","-77.11885254360736","-77.11885254360736","-77.11885254360736"
"1377","-77.35933615054469","-77.35933615054469","-77.35933615054469"
"1378","-77.51944336125162","-77.51944336125162","-77.51944336125162"
"1379","-77.15165536997374","-77.15165536997374","-77.15165536997374"
"1380","-77.29924378070514","-77.29924378070514","-77.29924378070514"
"1381","-77.36469770088326","-77.36469770088326","-77.36469770088326"
"1382","-77.58282519196626","-77.58282519196626","-77.58282519196626"
"1383","-77.3006174042914","-77.3006174042914","-77.3006174042914"
"1384","-77.38556805246975","-77.38556805246975","-77.38556805246975"
"1385","-77.3098303094227","-77.3098303094227","-77.3098303094227"
"1386","-77.02860040028114","-77.02860040028114","-77.02860040028114"
"1387","-77.00833091179375","-77.00833091179375","-77.00833091179375"
"1388","-76.98032596931327","-76.98032596931327","-76.98032596931327"
"1389","-76.93626153686084","-76.93626153686084","-76.93626153686084"
"1390","-76.73685207732953","-76.73685207732953","-76.73685207732953"
"1391","-76.4275922347745","-76.4275922347745","-76.4275922347745"
"1392","-76.18056420490146","-76.18056420490146","-76.18056420490146"
"1393","-76.3492150962213","-76.3492150962213","-76.3492150962213"
"1394","-76.29818800930865","-76.29818800930865","-76.29818800930865"
"1395","-75.88328860436566","-75.88328860436566","-75.88328860436566"
"1396","-76.21892884961329","-76.21892884961329","-76.21892884961329"
"1397","-76.07812935835682","-76.07812935835682","-76.07812935835682"
"1398","-75.72425899430644","-75.72425899430644","-75.72425899430644"
"1399","-75.70482267550659","-75.70482267550659","-75.70482267550659"
"1400","-74.76668995838146","-74.76668995838146","-74.76668995838146"
"1401","-74.82044480193872","-74.82044480193872","-74.82044480193872"
"1402","-74.73449028755073","-74.73449028755073","-74.73449028755073"
"1403","-74.52533609506673","-74.52533609506673","-74.52533609506673"
"1404","-73.97729599519633","-73.97729599519633","-73.97729599519633"
"1405","-73.99081626026891","-73.99081626026891","-73.99081626026891"
"1406","-73.95943211200647","-73.95943211200647","-73.95943211200647"
"1407","-73.68031342228875","-73.68031342228875","-73.68031342228875"
"1408","-73.86507448624819","-73.86507448624819","-73.86507448624819"
"1409","-74.18695177343675","-74.18695177343675","-74.18695177343675"
"1410","-75.32265089177527","-75.32265089177527","-75.32265089177527"
"1411","-75.33451481628232","-75.33451481628232","-75.33451481628232"
"1412","-75.4391699765157","-75.4391699765157","-75.4391699765157"
"1413","-75.67238238123245","-75.67238238123245","-75.67238238123245"
"1414","-75.67424023938365","-75.67424023938365","-75.67424023938365"
"1415","-75.87352038200478","-75.87352038200478","-75.87352038200478"
"1416","-75.95332688319962","-75.95332688319962","-75.95332688319962"
"1417","-76.17599672849755","-76.17599672849755","-76.17599672849755"
"1418","-76.51388534808066","-76.51388534808066","-76.51388534808066"
"1419","-76.49721979876048","-76.49721979876048","-76.49721979876048"
"1420","-76.35366192241199","-76.35366192241199","-76.35366192241199"
"1421","-76.38426876424812","-76.38426876424812","-76.38426876424812"
"1422","-76.54451125013642","-76.54451125013642","-76.54451125013642"
"1423","-77.01374339965172","-77.01374339965172","-77.01374339965172"
"1424","-77.08766707503237","-77.08766707503237","-77.08766707503237"
"1425","-76.6114143934194","-76.6114143934194","-76.6114143934194"
"1426","-76.79065915043466","-76.79065915043466","-76.79065915043466"
"1427","-76.20977791890968","-76.20977791890968","-76.20977791890968"
"1428","-76.27088949691039","-76.27088949691039","-76.27088949691039"
"1429","-76.61450143683236","-76.61450143683236","-76.61450143683236"
"1430","-76.36973124839365","-76.36973124839365","-76.36973124839365"
"1431","-75.9671624856349","-75.9671624856349","-75.9671624856349"
"1432","-75.7262723848503","-75.7262723848503","-75.7262723848503"
"1433","-75.41642137335613","-75.41642137335613","-75.41642137335613"
"1434","-75.36385669074953","-75.36385669074953","-75.36385669074953"
"1435","-75.64566942883656","-75.64566942883656","-75.64566942883656"
"1436","-76.51432423012331","-76.51432423012331","-76.51432423012331"
"1437","-76.70013892413117","-76.70013892413117","-76.70013892413117"
"1438","-77.01490906872765","-77.01490906872765","-77.01490906872765"
"1439","-77.27223008562788","-77.27223008562788","-77.27223008562788"
"1440","-77.44253158003535","-77.44253158003535","-77.44253158003535"
"1441","-77.312059590332","-77.312059590332","-77.312059590332"
"1442","-77.27891427576986","-77.27891427576986","-77.27891427576986"
"1443","-77.35405398715265","-77.35405398715265","-77.35405398715265"
"1444","-77.45909947411602","-77.45909947411602","-77.45909947411602"
"1445","-77.8184974691223","-77.8184974691223","-77.8184974691223"
"1446","-77.68240816136334","-77.68240816136334","-77.68240816136334"
"1447","-77.90298868970459","-77.90298868970459","-77.90298868970459"
"1448","-78.03374012607594","-78.03374012607594","-78.03374012607594"
"1449","-78.01608720436205","-78.01608720436205","-78.01608720436205"
"1450","-78.36793805457164","-78.36793805457164","-78.36793805457164"
"1451","-79.23075149505377","-79.23075149505377","-79.23075149505377"
"1452","-79.08425864816621","-79.08425864816621","-79.08425864816621"
"1453","-79.11207988859132","-79.11207988859132","-79.11207988859132"
"1454","-78.84642102668971","-78.84642102668971","-78.84642102668971"
"1455","-78.92837015041128","-78.92837015041128","-78.92837015041128"
"1456","-78.56386216578983","-78.56386216578983","-78.56386216578983"
"1457","-78.68178565570132","-78.68178565570132","-78.68178565570132"
"1458","-79.09733998729826","-79.09733998729826","-79.09733998729826"
"1459","-79.21552403866292","-79.21552403866292","-79.21552403866292"
"1460","-79.49199832965598","-79.49199832965598","-79.49199832965598"
"1461","-79.15943080746547","-79.15943080746547","-79.15943080746547"
"1462","-79.03219050495863","-79.03219050495863","-79.03219050495863"
"1463","-77.67869586644207","-77.67869586644207","-77.67869586644207"
"1464","-77.46884288673733","-77.46884288673733","-77.46884288673733"
"1465","-77.08245978893224","-77.08245978893224","-77.08245978893224"
"1466","-77.09399802409061","-77.09399802409061","-77.09399802409061"
"1467","-77.12056845574124","-77.12056845574124","-77.12056845574124"
"1468","-76.62147566530336","-76.62147566530336","-76.62147566530336"
"1469","-76.37569446829097","-76.37569446829097","-76.37569446829097"
"1470","-76.362114194198","-76.362114194198","-76.362114194198"
"1471","-76.39353472586204","-76.39353472586204","-76.39353472586204"
"1472","-76.6351789017296","-76.6351789017296","-76.6351789017296"
"1473","-76.859323976831","-76.859323976831","-76.859323976831"
"1474","-77.11001234408883","-77.11001234408883","-77.11001234408883"
"1475","-76.98802371886974","-76.98802371886974","-76.98802371886974"
"1476","-77.00972427764391","-77.00972427764391","-77.00972427764391"
"1477","-76.95809849873135","-76.95809849873135","-76.95809849873135"
"1478","-77.11007472379082","-77.11007472379082","-77.11007472379082"
"1479","-77.45048001103052","-77.45048001103052","-77.45048001103052"
"1480","-77.32448577685231","-77.32448577685231","-77.32448577685231"
"1481","-77.15912107768418","-77.15912107768418","-77.15912107768418"
"1482","-76.91750226126001","-76.91750226126001","-76.91750226126001"
"1483","-76.3333748641186","-76.3333748641186","-76.3333748641186"
"1484","-75.49558266164219","-75.49558266164219","-75.49558266164219"
"1485","-75.48289783714289","-75.48289783714289","-75.48289783714289"
"1486","-75.46918191829646","-75.46918191829646","-75.46918191829646"
"1487","-75.76312857070887","-75.76312857070887","-75.76312857070887"
"1488","-75.49354087249326","-75.49354087249326","-75.49354087249326"
"1489","-75.93357781045088","-75.93357781045088","-75.93357781045088"
"1490","-76.02911310651288","-76.02911310651288","-76.02911310651288"
"1491","-75.90771913849233","-75.90771913849233","-75.90771913849233"
"1492","-76.00820878790641","-76.00820878790641","-76.00820878790641"
"1493","-75.51288248823904","-75.51288248823904","-75.51288248823904"
"1494","-75.22469397503366","-75.22469397503366","-75.22469397503366"
"1495","-75.65684039614578","-75.65684039614578","-75.65684039614578"
"1496","-75.44361627216865","-75.44361627216865","-75.44361627216865"
"1497","-75.40457933250298","-75.40457933250298","-75.40457933250298"
"1498","-75.77719478555905","-75.77719478555905","-75.77719478555905"
"1499","-76.23902895947387","-76.23902895947387","-76.23902895947387"
"1500","-77.50024964108532","-77.50024964108532","-77.50024964108532"
"1501","-77.45423653624421","-77.45423653624421","-77.45423653624421"
"1502","-77.551214618007","-77.551214618007","-77.551214618007"
"1503","-77.06306358744325","-77.06306358744325","-77.06306358744325"
"1504","-77.45555732342349","-77.45555732342349","-77.45555732342349"
"1505","-77.08889706748006","-77.08889706748006","-77.08889706748006"
"1506","-77.32246587718306","-77.32246587718306","-77.32246587718306"
"1507","-77.3212076099257","-77.3212076099257","-77.3212076099257"
"1508","-76.57920029631285","-76.57920029631285","-76.57920029631285"
"1509","-76.97577038868731","-76.97577038868731","-76.97577038868731"
"1510","-76.09760671592717","-76.09760671592717","-76.09760671592717"
"1511","-76.1708996327727","-76.1708996327727","-76.1708996327727"
"1512","-76.29469970557308","-76.29469970557308","-76.29469970557308"
"1513","-76.43164937217189","-76.43164937217189","-76.43164937217189"
"1514","-76.08586364806098","-76.08586364806098","-76.08586364806098"
"1515","-75.98575441001384","-75.98575441001384","-75.98575441001384"
"1516","-76.02229365095896","-76.02229365095896","-76.02229365095896"
"1517","-75.89634114586217","-75.89634114586217","-75.89634114586217"
"1518","-75.29025618691848","-75.29025618691848","-75.29025618691848"
"1519","-75.20465989184486","-75.20465989184486","-75.20465989184486"
"1520","-75.21503672440457","-75.21503672440457","-75.21503672440457"
"1521","-75.15509821672379","-75.15509821672379","-75.15509821672379"
"1522","-75.2040090764725","-75.2040090764725","-75.2040090764725"
"1523","-75.15293868573768","-75.15293868573768","-75.15293868573768"
"1524","-75.17528042523575","-75.17528042523575","-75.17528042523575"
"1525","-75.65516170668336","-75.65516170668336","-75.65516170668336"
"1526","-75.94043382492768","-75.94043382492768","-75.94043382492768"
"1527","-76.81373139375275","-76.81373139375275","-76.81373139375275"
"1528","-76.69533425011126","-76.69533425011126","-76.69533425011126"
"1529","-76.49214364692955","-76.49214364692955","-76.49214364692955"
"1530","-76.71364252889914","-76.71364252889914","-76.71364252889914"
"1531","-76.44149172715296","-76.44149172715296","-76.44149172715296"
"1532","-77.0912604512406","-77.0912604512406","-77.0912604512406"
"1533","-77.41175328465565","-77.41175328465565","-77.41175328465565"
"1534","-77.50053611560179","-77.50053611560179","-77.50053611560179"
"1535","-77.39814705277247","-77.39814705277247","-77.39814705277247"
"1536","-77.4608482045905","-77.4608482045905","-77.4608482045905"
"1537","-77.27941303574866","-77.27941303574866","-77.27941303574866"
"1538","-77.17569313391519","-77.17569313391519","-77.17569313391519"
"1539","-76.9690005534835","-76.9690005534835","-76.9690005534835"
"1540","-77.31417942291067","-77.31417942291067","-77.31417942291067"
"1541","-77.64766657406406","-77.64766657406406","-77.64766657406406"
"1542","-77.61829013759213","-77.61829013759213","-77.61829013759213"
"1543","-77.435578445149","-77.435578445149","-77.435578445149"
"1544","-77.43204028479697","-77.43204028479697","-77.43204028479697"
"1545","-77.12488981177972","-77.12488981177972","-77.12488981177972"
"1546","-77.35439707543642","-77.35439707543642","-77.35439707543642"
"1547","-77.32723898844735","-77.32723898844735","-77.32723898844735"
"1548","-76.62364908479096","-76.62364908479096","-76.62364908479096"
"1549","-76.53016804505081","-76.53016804505081","-76.53016804505081"
"1550","-76.4870787458861","-76.4870787458861","-76.4870787458861"
"1551","-76.47969254514145","-76.47969254514145","-76.47969254514145"
"1552","-76.67582115978875","-76.67582115978875","-76.67582115978875"
"1553","-76.63519115467497","-76.63519115467497","-76.63519115467497"
"1554","-76.55322734911402","-76.55322734911402","-76.55322734911402"
"1555","-76.44453913003613","-76.44453913003613","-76.44453913003613"
"1556","-76.95996692150307","-76.95996692150307","-76.95996692150307"
"1557","-76.79675013689732","-76.79675013689732","-76.79675013689732"
"1558","-76.69016939914727","-76.69016939914727","-76.69016939914727"
"1559","-76.38889766960347","-76.38889766960347","-76.38889766960347"
"1560","-76.05265728932747","-76.05265728932747","-76.05265728932747"
"1561","-76.37056479613238","-76.37056479613238","-76.37056479613238"
"1562","-76.68439140693692","-76.68439140693692","-76.68439140693692"
"1563","-77.49157576549274","-77.49157576549274","-77.49157576549274"
"1564","-77.8740679546952","-77.8740679546952","-77.8740679546952"
"1565","-78.36247675246966","-78.36247675246966","-78.36247675246966"
"1566","-77.36455161765655","-77.36455161765655","-77.36455161765655"
"1567","-77.60031042190705","-77.60031042190705","-77.60031042190705"
"1568","-78.3104949710748","-78.3104949710748","-78.3104949710748"
"1569","-78.27720036518731","-78.27720036518731","-78.27720036518731"
"1570","-78.16132469348959","-78.16132469348959","-78.16132469348959"
"1571","-77.89412968097604","-77.89412968097604","-77.89412968097604"
"1572","-77.8981693552609","-77.8981693552609","-77.8981693552609"
"1573","-77.62978713208693","-77.62978713208693","-77.62978713208693"
"1574","-76.80325925702112","-76.80325925702112","-76.80325925702112"
"1575","-76.95082752516377","-76.95082752516377","-76.95082752516377"
"1576","-77.01510096188518","-77.01510096188518","-77.01510096188518"
"1577","-76.41752289136755","-76.41752289136755","-76.41752289136755"
"1578","-76.43492246447015","-76.43492246447015","-76.43492246447015"
"1579","-75.87951936958241","-75.87951936958241","-75.87951936958241"
"1580","-75.86810961464303","-75.86810961464303","-75.86810961464303"
"1581","-76.014731347583","-76.014731347583","-76.014731347583"
"1582","-76.10510376446298","-76.10510376446298","-76.10510376446298"
"1583","-76.67819349078346","-76.67819349078346","-76.67819349078346"
"1584","-77.17028357948992","-77.17028357948992","-77.17028357948992"
"1585","-76.94437591968453","-76.94437591968453","-76.94437591968453"
"1586","-77.21735202734243","-77.21735202734243","-77.21735202734243"
"1587","-77.04183421234484","-77.04183421234484","-77.04183421234484"
"1588","-77.11115433921921","-77.11115433921921","-77.11115433921921"
"1589","-77.32773393075797","-77.32773393075797","-77.32773393075797"
"1590","-77.5773378453299","-77.5773378453299","-77.5773378453299"
"1591","-77.33354375778116","-77.33354375778116","-77.33354375778116"
"1592","-77.03587341783917","-77.03587341783917","-77.03587341783917"
"1593","-77.25318834407604","-77.25318834407604","-77.25318834407604"
"1594","-77.27974184620544","-77.27974184620544","-77.27974184620544"
"1595","-77.2108303070895","-77.2108303070895","-77.2108303070895"
"1596","-77.17052495210315","-77.17052495210315","-77.17052495210315"
"1597","-77.22723741250928","-77.22723741250928","-77.22723741250928"
"1598","-77.23234849833767","-77.23234849833767","-77.23234849833767"
"1599","-77.17904148400194","-77.17904148400194","-77.17904148400194"
"1600","-76.21089152522283","-76.21089152522283","-76.21089152522283"
"1601","-75.91353618239881","-75.91353618239881","-75.91353618239881"
"1602","-76.08164271140369","-76.08164271140369","-76.08164271140369"
"1603","-76.15644032700817","-76.15644032700817","-76.15644032700817"
"1604","-75.61698427881478","-75.61698427881478","-75.61698427881478"
"1605","-76.07829224731671","-76.07829224731671","-76.07829224731671"
"1606","-75.972274040169","-75.972274040169","-75.972274040169"
"1607","-76.1370588876064","-76.1370588876064","-76.1370588876064"
"1608","-76.84895061445786","-76.84895061445786","-76.84895061445786"
"1609","-76.30312575733653","-76.30312575733653","-76.30312575733653"
"1610","-77.05652582070223","-77.05652582070223","-77.05652582070223"
"1611","-77.08228632912403","-77.08228632912403","-77.08228632912403"
"1612","-76.96732105007759","-76.96732105007759","-76.96732105007759"
"1613","-76.77631467924817","-76.77631467924817","-76.77631467924817"
"1614","-77.11047482339097","-77.11047482339097","-77.11047482339097"
"1615","-77.13015337749748","-77.13015337749748","-77.13015337749748"
"1616","-77.13321351289181","-77.13321351289181","-77.13321351289181"
"1617","-77.13985848187832","-77.13985848187832","-77.13985848187832"
"1618","-77.43230589578306","-77.43230589578306","-77.43230589578306"
"1619","-77.32910614697641","-77.32910614697641","-77.32910614697641"
"1620","-76.94226175967982","-76.94226175967982","-76.94226175967982"
"1621","-76.9646827860261","-76.9646827860261","-76.9646827860261"
"1622","-76.95015869471158","-76.95015869471158","-76.95015869471158"
"1623","-77.29010605283925","-77.29010605283925","-77.29010605283925"
"1624","-77.24319344582881","-77.24319344582881","-77.24319344582881"
"1625","-77.26955435334152","-77.26955435334152","-77.26955435334152"
"1626","-76.53414484601846","-76.53414484601846","-76.53414484601846"
"1627","-75.57433662336697","-75.57433662336697","-75.57433662336697"
"1628","-75.77708713215688","-75.77708713215688","-75.77708713215688"
"1629","-75.75768178838217","-75.75768178838217","-75.75768178838217"
"1630","-75.68826974890108","-75.68826974890108","-75.68826974890108"
"1631","-76.0329699129882","-76.0329699129882","-76.0329699129882"
"1632","-75.50579803914675","-75.50579803914675","-75.50579803914675"
"1633","-75.37557141632686","-75.37557141632686","-75.37557141632686"
"1634","-75.34113650751213","-75.34113650751213","-75.34113650751213"
"1635","-75.40583660512144","-75.40583660512144","-75.40583660512144"
"1636","-75.1573160984079","-75.1573160984079","-75.1573160984079"
"1637","-75.25057088323781","-75.25057088323781","-75.25057088323781"
"1638","-75.08258245299483","-75.08258245299483","-75.08258245299483"
"1639","-75.05247704357753","-75.05247704357753","-75.05247704357753"
"1640","-75.0269475192661","-75.0269475192661","-75.0269475192661"
"1641","-74.8002399230274","-74.8002399230274","-74.8002399230274"
"1642","-74.77818540726702","-74.77818540726702","-74.77818540726702"
"1643","-74.85953070918941","-74.85953070918941","-74.85953070918941"
"1644","-73.73887580958107","-73.73887580958107","-73.73887580958107"
"1645","-73.8958887009407","-73.8958887009407","-73.8958887009407"
"1646","-73.86769964010368","-73.86769964010368","-73.86769964010368"
"1647","-73.75833973229776","-73.75833973229776","-73.75833973229776"
"1648","-74.44633566114032","-74.44633566114032","-74.44633566114032"
"1649","-74.31617178649554","-74.31617178649554","-74.31617178649554"
"1650","-74.48179010346911","-74.48179010346911","-74.48179010346911"
"1651","-74.47108319983265","-74.47108319983265","-74.47108319983265"
"1652","-74.3077349263188","-74.3077349263188","-74.3077349263188"
"1653","-74.33326939923136","-74.33326939923136","-74.33326939923136"
"1654","-74.39131822783412","-74.39131822783412","-74.39131822783412"
"1655","-74.41005307042884","-74.41005307042884","-74.41005307042884"
"1656","-74.40607167761685","-74.40607167761685","-74.40607167761685"
"1657","-74.18476845601487","-74.18476845601487","-74.18476845601487"
"1658","-74.12274066095618","-74.12274066095618","-74.12274066095618"
"1659","-74.54481464156328","-74.54481464156328","-74.54481464156328"
"1660","-74.8538404701036","-74.8538404701036","-74.8538404701036"
"1661","-74.77906236031471","-74.77906236031471","-74.77906236031471"
"1662","-74.70922739632806","-74.70922739632806","-74.70922739632806"
"1663","-74.88365832228592","-74.88365832228592","-74.88365832228592"
"1664","-74.88235430349509","-74.88235430349509","-74.88235430349509"
"1665","-74.75983303424815","-74.75983303424815","-74.75983303424815"
"1666","-75.53451468089973","-75.53451468089973","-75.53451468089973"
"1667","-75.24813979939005","-75.24813979939005","-75.24813979939005"
"1668","-75.37652551358944","-75.37652551358944","-75.37652551358944"
"1669","-75.51607299993194","-75.51607299993194","-75.51607299993194"
"1670","-75.53197064042557","-75.53197064042557","-75.53197064042557"
"1671","-75.46735722069162","-75.46735722069162","-75.46735722069162"
"1672","-75.44279845487792","-75.44279845487792","-75.44279845487792"
"1673","-75.85258606639225","-75.85258606639225","-75.85258606639225"
"1674","-76.33539430028293","-76.33539430028293","-76.33539430028293"
"1675","-76.30416141277645","-76.30416141277645","-76.30416141277645"
"1676","-76.27344872525427","-76.27344872525427","-76.27344872525427"
"1677","-76.6852700556675","-76.6852700556675","-76.6852700556675"
"1678","-76.67158916825895","-76.67158916825895","-76.67158916825895"
"1679","-77.06018486869056","-77.06018486869056","-77.06018486869056"
"1680","-76.6264075272344","-76.6264075272344","-76.6264075272344"
"1681","-75.95702954355161","-75.95702954355161","-75.95702954355161"
"1682","-75.71843300124165","-75.71843300124165","-75.71843300124165"
"1683","-75.77469831862953","-75.77469831862953","-75.77469831862953"
"1684","-75.77239599702415","-75.77239599702415","-75.77239599702415"
"1685","-75.92950769179501","-75.92950769179501","-75.92950769179501"
"1686","-75.76358135253656","-75.76358135253656","-75.76358135253656"
"1687","-75.7571858879039","-75.7571858879039","-75.7571858879039"
"1688","-76.08566483226139","-76.08566483226139","-76.08566483226139"
"1689","-75.89347944159526","-75.89347944159526","-75.89347944159526"
"1690","-75.63410363089758","-75.63410363089758","-75.63410363089758"
"1691","-75.9540245118644","-75.9540245118644","-75.9540245118644"
"1692","-76.4350178965088","-76.4350178965088","-76.4350178965088"
"1693","-75.91619914534502","-75.91619914534502","-75.91619914534502"
"1694","-75.97092384690418","-75.97092384690418","-75.97092384690418"
"1695","-75.97493843392003","-75.97493843392003","-75.97493843392003"
"1696","-75.97267699305434","-75.97267699305434","-75.97267699305434"
"1697","-75.9319339578459","-75.9319339578459","-75.9319339578459"
"1698","-75.92715433121194","-75.92715433121194","-75.92715433121194"
"1699","-75.67735117715318","-75.67735117715318","-75.67735117715318"
"1700","-76.34833386621438","-76.34833386621438","-76.34833386621438"
"1701","-76.25017039376311","-76.25017039376311","-76.25017039376311"
"1702","-76.1090840769466","-76.1090840769466","-76.1090840769466"
"1703","-76.30089879401028","-76.30089879401028","-76.30089879401028"
"1704","-76.89448350803461","-76.89448350803461","-76.89448350803461"
"1705","-76.89959131756332","-76.89959131756332","-76.89959131756332"
"1706","-76.87421613445039","-76.87421613445039","-76.87421613445039"
"1707","-76.70213353240862","-76.70213353240862","-76.70213353240862"
"1708","-76.49470737857744","-76.49470737857744","-76.49470737857744"
"1709","-76.68908123381436","-76.68908123381436","-76.68908123381436"
"1710","-76.67767761169002","-76.67767761169002","-76.67767761169002"
"1711","-76.53844575542956","-76.53844575542956","-76.53844575542956"
"1712","-76.63674053421244","-76.63674053421244","-76.63674053421244"
"1713","-76.56373758183793","-76.56373758183793","-76.56373758183793"
"1714","-76.54491513114422","-76.54491513114422","-76.54491513114422"
"1715","-76.4864225000143","-76.4864225000143","-76.4864225000143"
"1716","-76.40745323519222","-76.40745323519222","-76.40745323519222"
"1717","-76.34899802532513","-76.34899802532513","-76.34899802532513"
"1718","-76.32583507190458","-76.32583507190458","-76.32583507190458"
"1719","-76.33020957122557","-76.33020957122557","-76.33020957122557"
"1720","-76.76649708931335","-76.76649708931335","-76.76649708931335"
"1721","-76.23710077501833","-76.23710077501833","-76.23710077501833"
"1722","-76.22804118525237","-76.22804118525237","-76.22804118525237"
"1723","-75.80005982723087","-75.80005982723087","-75.80005982723087"
"1724","-75.83391110636293","-75.83391110636293","-75.83391110636293"
"1725","-75.91729805698618","-75.91729805698618","-75.91729805698618"
"1726","-76.34394707245752","-76.34394707245752","-76.34394707245752"
"1727","-77.08268881162628","-77.08268881162628","-77.08268881162628"
"1728","-76.80649792160374","-76.80649792160374","-76.80649792160374"
"1729","-76.75312017090152","-76.75312017090152","-76.75312017090152"
"1730","-76.23457895967644","-76.23457895967644","-76.23457895967644"
"1731","-76.30061331651639","-76.30061331651639","-76.30061331651639"
"1732","-76.44075177289079","-76.44075177289079","-76.44075177289079"
"1733","-76.56332637339365","-76.56332637339365","-76.56332637339365"
"1734","-76.57590500279795","-76.57590500279795","-76.57590500279795"
"1735","-76.41375400341582","-76.41375400341582","-76.41375400341582"
"1736","-76.56626888125669","-76.56626888125669","-76.56626888125669"
"1737","-76.56297937768977","-76.56297937768977","-76.56297937768977"
"1738","-76.34420218908694","-76.34420218908694","-76.34420218908694"
"1739","-76.44872736174148","-76.44872736174148","-76.44872736174148"
"1740","-76.44556168833282","-76.44556168833282","-76.44556168833282"
"1741","-76.4134821373364","-76.4134821373364","-76.4134821373364"
"1742","-76.42503210376482","-76.42503210376482","-76.42503210376482"
"1743","-76.43332012533676","-76.43332012533676","-76.43332012533676"
"1744","-77.31869568366092","-77.31869568366092","-77.31869568366092"
"1745","-77.06587213744875","-77.06587213744875","-77.06587213744875"
"1746","-76.56045570695773","-76.56045570695773","-76.56045570695773"
"1747","-76.54034222671763","-76.54034222671763","-76.54034222671763"
"1748","-76.5460427494906","-76.5460427494906","-76.5460427494906"
"1749","-76.58591774653644","-76.58591774653644","-76.58591774653644"
"1750","-76.3845303025702","-76.3845303025702","-76.3845303025702"
"1751","-76.37312016319949","-76.37312016319949","-76.37312016319949"
"1752","-76.28330645388458","-76.28330645388458","-76.28330645388458"
"1753","-76.29732814578806","-76.29732814578806","-76.29732814578806"
"1754","-76.2059662578581","-76.2059662578581","-76.2059662578581"
"1755","-76.09600294589531","-76.09600294589531","-76.09600294589531"
"1756","-76.25889970120508","-76.25889970120508","-76.25889970120508"
"1757","-76.55080781860742","-76.55080781860742","-76.55080781860742"
"1758","-76.48839828312863","-76.48839828312863","-76.48839828312863"
"1759","-76.33233103076462","-76.33233103076462","-76.33233103076462"
"1760","-76.1174173728237","-76.1174173728237","-76.1174173728237"
"1761","-76.44732856436633","-76.44732856436633","-76.44732856436633"
"1762","-76.1675702292053","-76.1675702292053","-76.1675702292053"
"1763","-76.1354670735402","-76.1354670735402","-76.1354670735402"
"1764","-76.11181406126357","-76.11181406126357","-76.11181406126357"
"1765","-76.2113226374377","-76.2113226374377","-76.2113226374377"
"1766","-76.19138374752816","-76.19138374752816","-76.19138374752816"
"1767","-76.3317478520934","-76.3317478520934","-76.3317478520934"
