"Step","td3 - train/reward_mean","td3 - train/reward_mean__MIN","td3 - train/reward_mean__MAX"
"88","92.95063181334108","92.95063181334108","92.95063181334108"
"89","91.46712377825612","91.46712377825612","91.46712377825612"
"90","90.85878202879145","90.85878202879145","90.85878202879145"
"91","89.40974207223655","89.40974207223655","89.40974207223655"
"92","87.93142956334496","87.93142956334496","87.93142956334496"
"93","87.36272950199228","87.36272950199228","87.36272950199228"
"94","86.3474909215538","86.3474909215538","86.3474909215538"
"95","86.0531068327755","86.0531068327755","86.0531068327755"
"96","85.97078483138142","85.97078483138142","85.97078483138142"
"97","85.69827556619389","85.69827556619389","85.69827556619389"
"98","84.84340011789526","84.84340011789526","84.84340011789526"
"99","83.23250916313931","83.23250916313931","83.23250916313931"
"100","81.65681378815012","81.65681378815012","81.65681378815012"
"101","81.11486789463387","81.11486789463387","81.11486789463387"
"102","81.00331222673437","81.00331222673437","81.00331222673437"
"103","81.9302096500576","81.9302096500576","81.9302096500576"
"104","81.942896030426","81.942896030426","81.942896030426"
"105","81.92921347882164","81.92921347882164","81.92921347882164"
"106","82.35201323008974","82.35201323008974","82.35201323008974"
"107","81.38002066410024","81.38002066410024","81.38002066410024"
"108","81.20356753212278","81.20356753212278","81.20356753212278"
"109","80.90693243107637","80.90693243107637","80.90693243107637"
"110","80.92831144635095","80.92831144635095","80.92831144635095"
"111","79.40778612368268","79.40778612368268","79.40778612368268"
"112","78.2723533885972","78.2723533885972","78.2723533885972"
"113","78.00259524563788","78.00259524563788","78.00259524563788"
"114","76.37131196174299","76.37131196174299","76.37131196174299"
"115","74.5504020940186","74.5504020940186","74.5504020940186"
"116","72.67267473373091","72.67267473373091","72.67267473373091"
"117","70.6382583783613","70.6382583783613","70.6382583783613"
"118","68.7137078028614","68.7137078028614","68.7137078028614"
"119","66.56661019640737","66.56661019640737","66.56661019640737"
"120","64.04940630829189","64.04940630829189","64.04940630829189"
"121","62.56024546931725","62.56024546931725","62.56024546931725"
"122","61.15256376425265","61.15256376425265","61.15256376425265"
"123","59.78733925439877","59.78733925439877","59.78733925439877"
"124","58.73644349574572","58.73644349574572","58.73644349574572"
"125","58.18220039368136","58.18220039368136","58.18220039368136"
"126","57.51010531360744","57.51010531360744","57.51010531360744"
"127","56.93610405099573","56.93610405099573","56.93610405099573"
"128","56.15188298516901","56.15188298516901","56.15188298516901"
"129","56.14132570512587","56.14132570512587","56.14132570512587"
"130","56.08819106003148","56.08819106003148","56.08819106003148"
"131","56.00410840113991","56.00410840113991","56.00410840113991"
"132","55.49573430375307","55.49573430375307","55.49573430375307"
"133","54.8612313125899","54.8612313125899","54.8612313125899"
"134","54.31674915053993","54.31674915053993","54.31674915053993"
"135","53.30638375808596","53.30638375808596","53.30638375808596"
"136","52.2089650311076","52.2089650311076","52.2089650311076"
"137","51.1201558573625","51.1201558573625","51.1201558573625"
"138","50.04490444160876","50.04490444160876","50.04490444160876"
"139","49.87122204355774","49.87122204355774","49.87122204355774"
"140","49.844847464280846","49.844847464280846","49.844847464280846"
"141","48.46172706422274","48.46172706422274","48.46172706422274"
"142","48.05577162016993","48.05577162016993","48.05577162016993"
"143","47.92601660798182","47.92601660798182","47.92601660798182"
"144","48.23138907158858","48.23138907158858","48.23138907158858"
"145","47.30764721412788","47.30764721412788","47.30764721412788"
"146","46.789703834652265","46.789703834652265","46.789703834652265"
"147","46.290228122432694","46.290228122432694","46.290228122432694"
"148","45.54887034355381","45.54887034355381","45.54887034355381"
"149","45.64018049374872","45.64018049374872","45.64018049374872"
"150","45.635964575099734","45.635964575099734","45.635964575099734"
"151","45.99982608547443","45.99982608547443","45.99982608547443"
"152","45.08332038600007","45.08332038600007","45.08332038600007"
"153","43.803155485186814","43.803155485186814","43.803155485186814"
"154","41.61540193792907","41.61540193792907","41.61540193792907"
"155","37.53845029596714","37.53845029596714","37.53845029596714"
"156","33.77518855747776","33.77518855747776","33.77518855747776"
"157","30.589418588755745","30.589418588755745","30.589418588755745"
"158","28.483424226055014","28.483424226055014","28.483424226055014"
"159","26.39228995088497","26.39228995088497","26.39228995088497"
"160","25.57827457935733","25.57827457935733","25.57827457935733"
"161","24.683651982689135","24.683651982689135","24.683651982689135"
"162","23.87795030043586","23.87795030043586","23.87795030043586"
"163","22.661350096401637","22.661350096401637","22.661350096401637"
"164","19.348703808917545","19.348703808917545","19.348703808917545"
"165","16.21259456429898","16.21259456429898","16.21259456429898"
"166","13.062253946728651","13.062253946728651","13.062253946728651"
"167","10.620822444969436","10.620822444969436","10.620822444969436"
"168","8.313607814036423","8.313607814036423","8.313607814036423"
"169","6.191410045317952","6.191410045317952","6.191410045317952"
"170","4.026574060580224","4.026574060580224","4.026574060580224"
"171","3.13499819103954","3.13499819103954","3.13499819103954"
"172","1.6499986697486566","1.6499986697486566","1.6499986697486566"
"173","1.1631947425538964","1.1631947425538964","1.1631947425538964"
"174","-0.14380867028798094","-0.14380867028798094","-0.14380867028798094"
"175","-2.3393089277004764","-2.3393089277004764","-2.3393089277004764"
"176","-4.041639966693328","-4.041639966693328","-4.041639966693328"
"177","-6.467051534478523","-6.467051534478523","-6.467051534478523"
"178","-8.365190535628209","-8.365190535628209","-8.365190535628209"
"179","-9.176919607092533","-9.176919607092533","-9.176919607092533"
"180","-11.9465304449209","-11.9465304449209","-11.9465304449209"
"181","-14.774999859648197","-14.774999859648197","-14.774999859648197"
"182","-17.505330453476308","-17.505330453476308","-17.505330453476308"
"183","-17.929950098878145","-17.929950098878145","-17.929950098878145"
"184","-18.17176407052055","-18.17176407052055","-18.17176407052055"
"185","-18.626129492573344","-18.626129492573344","-18.626129492573344"
"186","-20.02680034748828","-20.02680034748828","-20.02680034748828"
"187","-20.249537099381815","-20.249537099381815","-20.249537099381815"
"188","-20.749709959408175","-20.749709959408175","-20.749709959408175"
"189","-21.224585187429003","-21.224585187429003","-21.224585187429003"
"190","-22.45708215824645","-22.45708215824645","-22.45708215824645"
"191","-22.91277498078849","-22.91277498078849","-22.91277498078849"
"192","-23.312152373449315","-23.312152373449315","-23.312152373449315"
"193","-24.527881578592023","-24.527881578592023","-24.527881578592023"
"194","-25.312888995426146","-25.312888995426146","-25.312888995426146"
"195","-26.762374248149243","-26.762374248149243","-26.762374248149243"
"196","-28.4092579962112","-28.4092579962112","-28.4092579962112"
"197","-29.870368011443315","-29.870368011443315","-29.870368011443315"
"198","-30.754942282208614","-30.754942282208614","-30.754942282208614"
"199","-30.87396801734194","-30.87396801734194","-30.87396801734194"
"200","-30.995984462069718","-30.995984462069718","-30.995984462069718"
"201","-31.711240766081865","-31.711240766081865","-31.711240766081865"
"202","-32.62285409828266","-32.62285409828266","-32.62285409828266"
"203","-33.55919116207948","-33.55919116207948","-33.55919116207948"
"204","-33.908170984402204","-33.908170984402204","-33.908170984402204"
"205","-34.4792137511502","-34.4792137511502","-34.4792137511502"
"206","-35.473963724231254","-35.473963724231254","-35.473963724231254"
"207","-36.277926272755394","-36.277926272755394","-36.277926272755394"
"208","-36.703090962661335","-36.703090962661335","-36.703090962661335"
"209","-38.0101783164273","-38.0101783164273","-38.0101783164273"
"210","-39.27997010119809","-39.27997010119809","-39.27997010119809"
"211","-40.32886922006114","-40.32886922006114","-40.32886922006114"
"212","-41.63169960698662","-41.63169960698662","-41.63169960698662"
"213","-42.683976479252706","-42.683976479252706","-42.683976479252706"
"214","-43.75615770163564","-43.75615770163564","-43.75615770163564"
"215","-44.61203131151935","-44.61203131151935","-44.61203131151935"
"216","-45.452720267629154","-45.452720267629154","-45.452720267629154"
"217","-46.234019512101916","-46.234019512101916","-46.234019512101916"
"218","-47.28896831208458","-47.28896831208458","-47.28896831208458"
"219","-48.0440309633649","-48.0440309633649","-48.0440309633649"
"220","-48.67537787494799","-48.67537787494799","-48.67537787494799"
"221","-49.199418460769486","-49.199418460769486","-49.199418460769486"
"222","-49.82133655102542","-49.82133655102542","-49.82133655102542"
"223","-50.35661318014925","-50.35661318014925","-50.35661318014925"
"224","-51.16449055461762","-51.16449055461762","-51.16449055461762"
"225","-52.30556816015942","-52.30556816015942","-52.30556816015942"
"226","-53.44119290447412","-53.44119290447412","-53.44119290447412"
"227","-54.568765450907776","-54.568765450907776","-54.568765450907776"
"228","-55.47838444062127","-55.47838444062127","-55.47838444062127"
"229","-56.49513910964681","-56.49513910964681","-56.49513910964681"
"230","-58.211024009255596","-58.211024009255596","-58.211024009255596"
"231","-59.8527948800669","-59.8527948800669","-59.8527948800669"
"232","-60.96482656674543","-60.96482656674543","-60.96482656674543"
"233","-62.06114944286728","-62.06114944286728","-62.06114944286728"
"234","-63.16930013788948","-63.16930013788948","-63.16930013788948"
"235","-63.907968488075674","-63.907968488075674","-63.907968488075674"
"236","-64.55526094343597","-64.55526094343597","-64.55526094343597"
"237","-65.2239228196078","-65.2239228196078","-65.2239228196078"
"238","-66.106195848436","-66.106195848436","-66.106195848436"
"239","-67.37195746842855","-67.37195746842855","-67.37195746842855"
"240","-68.83426218831995","-68.83426218831995","-68.83426218831995"
"241","-68.85645517224529","-68.85645517224529","-68.85645517224529"
"242","-69.70571337089027","-69.70571337089027","-69.70571337089027"
"243","-71.23407368471929","-71.23407368471929","-71.23407368471929"
"244","-72.8818389593632","-72.8818389593632","-72.8818389593632"
"245","-73.98894445180977","-73.98894445180977","-73.98894445180977"
"246","-75.05794003289276","-75.05794003289276","-75.05794003289276"
"247","-76.11776512404987","-76.11776512404987","-76.11776512404987"
"248","-77.17832705438221","-77.17832705438221","-77.17832705438221"
"249","-78.97265710344622","-78.97265710344622","-78.97265710344622"
"250","-80.67835252592424","-80.67835252592424","-80.67835252592424"
"251","-82.39938771198878","-82.39938771198878","-82.39938771198878"
"252","-83.45857390414366","-83.45857390414366","-83.45857390414366"
"253","-84.52256718756074","-84.52256718756074","-84.52256718756074"
"254","-85.62890731894785","-85.62890731894785","-85.62890731894785"
"255","-85.62877901452968","-85.62877901452968","-85.62877901452968"
"256","-85.62749651114831","-85.62749651114831","-85.62749651114831"
"257","-85.62639945449682","-85.62639945449682","-85.62639945449682"
"258","-85.62587873012203","-85.62587873012203","-85.62587873012203"
"259","-85.61882805847938","-85.61882805847938","-85.61882805847938"
"260","-85.61738502224351","-85.61738502224351","-85.61738502224351"
"261","-85.6020140346084","-85.6020140346084","-85.6020140346084"
"262","-85.60235028106163","-85.60235028106163","-85.60235028106163"
"263","-85.59850291545878","-85.59850291545878","-85.59850291545878"
"264","-85.58829322819973","-85.58829322819973","-85.58829322819973"
"265","-85.588629273003","-85.588629273003","-85.588629273003"
"266","-85.54715607877264","-85.54715607877264","-85.54715607877264"
"267","-85.52864171295802","-85.52864171295802","-85.52864171295802"
"268","-85.49301930460756","-85.49301930460756","-85.49301930460756"
"269","-85.46620915881965","-85.46620915881965","-85.46620915881965"
"270","-85.44784593559478","-85.44784593559478","-85.44784593559478"
"271","-85.42793731953626","-85.42793731953626","-85.42793731953626"
"272","-85.40382486255515","-85.40382486255515","-85.40382486255515"
"273","-85.49510967493097","-85.49510967493097","-85.49510967493097"
"274","-85.46587310818065","-85.46587310818065","-85.46587310818065"
"275","-85.43114496132166","-85.43114496132166","-85.43114496132166"
"276","-85.42389747095102","-85.42389747095102","-85.42389747095102"
"277","-85.38610608140745","-85.38610608140745","-85.38610608140745"
"278","-85.34817715185501","-85.34817715185501","-85.34817715185501"
"279","-86.52748460205272","-86.52748460205272","-86.52748460205272"
"280","-86.52798496808856","-86.52798496808856","-86.52798496808856"
"281","-86.52659171106293","-86.52659171106293","-86.52659171106293"
"282","-86.52660409655422","-86.52660409655422","-86.52660409655422"
"283","-86.5265661119111","-86.5265661119111","-86.5265661119111"
"284","-86.52659444186837","-86.52659444186837","-86.52659444186837"
"285","-86.52623412394897","-86.52623412394897","-86.52623412394897"
"286","-86.5262842350267","-86.5262842350267","-86.5262842350267"
"287","-86.5262924659811","-86.5262924659811","-86.5262924659811"
"288","-86.52598533606157","-86.52598533606157","-86.52598533606157"
"289","-86.52561582149937","-86.52561582149937","-86.52561582149937"
"290","-86.52565409583971","-86.52565409583971","-86.52565409583971"
"291","-86.52465695636347","-86.52465695636347","-86.52465695636347"
"292","-86.52336634127423","-86.52336634127423","-86.52336634127423"
"293","-86.52344939386472","-86.52344939386472","-86.52344939386472"
"294","-86.52310439351946","-86.52310439351946","-86.52310439351946"
"295","-86.52280325036496","-86.52280325036496","-86.52280325036496"
"296","-86.52206955229863","-86.52206955229863","-86.52206955229863"
"297","-86.52170785756782","-86.52170785756782","-86.52170785756782"
"298","-86.52174630369991","-86.52174630369991","-86.52174630369991"
"299","-86.52107670815661","-86.52107670815661","-86.52107670815661"
"300","-86.52100912733003","-86.52100912733003","-86.52100912733003"
"301","-86.52003691565245","-86.52003691565245","-86.52003691565245"
"302","-86.51923898311333","-86.51923898311333","-86.51923898311333"
"303","-86.51861202850938","-86.51861202850938","-86.51861202850938"
"304","-86.51856423085556","-86.51856423085556","-86.51856423085556"
"305","-86.5185496138595","-86.5185496138595","-86.5185496138595"
"306","-86.51728226598352","-86.51728226598352","-86.51728226598352"
"307","-86.517322261706","-86.517322261706","-86.517322261706"
"308","-86.51731590000912","-86.51731590000912","-86.51731590000912"
"309","-86.51630581526086","-86.51630581526086","-86.51630581526086"
"310","-86.51512967703864","-86.51512967703864","-86.51512967703864"
"311","-86.51414146726951","-86.51414146726951","-86.51414146726951"
"312","-86.51322361920029","-86.51322361920029","-86.51322361920029"
"313","-86.51225473782047","-86.51225473782047","-86.51225473782047"
"314","-86.51162305660546","-86.51162305660546","-86.51162305660546"
"315","-86.51119000421836","-86.51119000421836","-86.51119000421836"
"316","-86.51022725893185","-86.51022725893185","-86.51022725893185"
"317","-86.51059855232015","-86.51059855232015","-86.51059855232015"
"318","-86.51068982722238","-86.51068982722238","-86.51068982722238"
"319","-86.51038896121085","-86.51038896121085","-86.51038896121085"
"320","-86.5094703726843","-86.5094703726843","-86.5094703726843"
"321","-86.50820537885652","-86.50820537885652","-86.50820537885652"
"322","-86.5073289440386","-86.5073289440386","-86.5073289440386"
"323","-86.50621479162946","-86.50621479162946","-86.50621479162946"
"324","-86.50526204975321","-86.50526204975321","-86.50526204975321"
"325","-86.50373524736614","-86.50373524736614","-86.50373524736614"
"326","-86.50080381883308","-86.50080381883308","-86.50080381883308"
"327","-86.4982912328653","-86.4982912328653","-86.4982912328653"
"328","-86.49599368458614","-86.49599368458614","-86.49599368458614"
"329","-86.49372569942847","-86.49372569942847","-86.49372569942847"
"330","-86.48995151175185","-86.48995151175185","-86.48995151175185"
"331","-86.18145782026617","-86.18145782026617","-86.18145782026617"
"332","-85.56293497575334","-85.56293497575334","-85.56293497575334"
"333","-84.9561060616848","-84.9561060616848","-84.9561060616848"
"334","-84.34304754925103","-84.34304754925103","-84.34304754925103"
"335","-83.73836972508454","-83.73836972508454","-83.73836972508454"
"336","-83.12484362143724","-83.12484362143724","-83.12484362143724"
"337","-82.51966323365936","-82.51966323365936","-82.51966323365936"
"338","-81.92635098018977","-81.92635098018977","-81.92635098018977"
"339","-81.31498405424617","-81.31498405424617","-81.31498405424617"
"340","-80.70907997621495","-80.70907997621495","-80.70907997621495"
"341","-80.1043733951485","-80.1043733951485","-80.1043733951485"
"342","-79.37865957686938","-79.37865957686938","-79.37865957686938"
"343","-78.69323282054448","-78.69323282054448","-78.69323282054448"
"344","-77.95921964630082","-77.95921964630082","-77.95921964630082"
"345","-77.22315313464078","-77.22315313464078","-77.22315313464078"
"346","-75.5256003471655","-75.5256003471655","-75.5256003471655"
"347","-73.76573554344523","-73.76573554344523","-73.76573554344523"
"348","-72.20233332159978","-72.20233332159978","-72.20233332159978"
"349","-70.8993237110791","-70.8993237110791","-70.8993237110791"
"350","-69.76200131593322","-69.76200131593322","-69.76200131593322"
"351","-68.66527270032796","-68.66527270032796","-68.66527270032796"
"352","-67.56007449873496","-67.56007449873496","-67.56007449873496"
"353","-66.15950379821244","-66.15950379821244","-66.15950379821244"
"354","-65.10554884087416","-65.10554884087416","-65.10554884087416"
"355","-63.960882419194434","-63.960882419194434","-63.960882419194434"
"356","-62.842554249043516","-62.842554249043516","-62.842554249043516"
"357","-61.34825724966713","-61.34825724966713","-61.34825724966713"
"358","-59.98265694150125","-59.98265694150125","-59.98265694150125"
"359","-58.57553621506672","-58.57553621506672","-58.57553621506672"
"360","-57.207226967759254","-57.207226967759254","-57.207226967759254"
"361","-55.58293556121533","-55.58293556121533","-55.58293556121533"
"362","-53.90593566040863","-53.90593566040863","-53.90593566040863"
"363","-52.395369077039696","-52.395369077039696","-52.395369077039696"
"364","-50.870621860952866","-50.870621860952866","-50.870621860952866"
"365","-49.23673427725566","-49.23673427725566","-49.23673427725566"
"366","-47.5889461705613","-47.5889461705613","-47.5889461705613"
"367","-45.84963838300498","-45.84963838300498","-45.84963838300498"
"368","-44.29819694281387","-44.29819694281387","-44.29819694281387"
"369","-42.67014803228963","-42.67014803228963","-42.67014803228963"
"370","-41.18150243074697","-41.18150243074697","-41.18150243074697"
"371","-39.54074980581242","-39.54074980581242","-39.54074980581242"
"372","-37.86876129689224","-37.86876129689224","-37.86876129689224"
"373","-36.203075645012476","-36.203075645012476","-36.203075645012476"
"374","-34.543691863516045","-34.543691863516045","-34.543691863516045"
"375","-32.82734373398654","-32.82734373398654","-32.82734373398654"
"376","-31.214074485307254","-31.214074485307254","-31.214074485307254"
"377","-29.451693195815324","-29.451693195815324","-29.451693195815324"
"378","-27.011897058918265","-27.011897058918265","-27.011897058918265"
"379","-24.903602940815627","-24.903602940815627","-24.903602940815627"
"380","-22.623226271420727","-22.623226271420727","-22.623226271420727"
"381","-20.13128024546896","-20.13128024546896","-20.13128024546896"
"382","-17.837569674453707","-17.837569674453707","-17.837569674453707"
"383","-15.196515836925254","-15.196515836925254","-15.196515836925254"
"384","-12.786924999789345","-12.786924999789345","-12.786924999789345"
"385","-10.138746858816605","-10.138746858816605","-10.138746858816605"
"386","-8.08481141878293","-8.08481141878293","-8.08481141878293"
"387","-5.440945448293362","-5.440945448293362","-5.440945448293362"
"388","-3.3720579496352117","-3.3720579496352117","-3.3720579496352117"
"389","-1.5759738688683251","-1.5759738688683251","-1.5759738688683251"
"390","0.6653244366217291","0.6653244366217291","0.6653244366217291"
"391","2.5540992928389348","2.5540992928389348","2.5540992928389348"
"392","4.588609602237109","4.588609602237109","4.588609602237109"
"393","6.419526870222751","6.419526870222751","6.419526870222751"
"394","7.930972114102904","7.930972114102904","7.930972114102904"
"395","9.335575145417813","9.335575145417813","9.335575145417813"
"396","10.471640757014963","10.471640757014963","10.471640757014963"
"397","12.325180450023606","12.325180450023606","12.325180450023606"
"398","13.786778635752842","13.786778635752842","13.786778635752842"
"399","15.148546288532659","15.148546288532659","15.148546288532659"
"400","16.248662060049817","16.248662060049817","16.248662060049817"
"401","17.345600267329708","17.345600267329708","17.345600267329708"
"402","18.431242013440922","18.431242013440922","18.431242013440922"
"403","19.56848525993292","19.56848525993292","19.56848525993292"
"404","20.64491139190969","20.64491139190969","20.64491139190969"
"405","21.72995550407969","21.72995550407969","21.72995550407969"
"406","23.014724196072194","23.014724196072194","23.014724196072194"
"407","24.607542583018066","24.607542583018066","24.607542583018066"
"408","25.963915667084503","25.963915667084503","25.963915667084503"
"409","26.82988906765123","26.82988906765123","26.82988906765123"
"410","28.3398852238967","28.3398852238967","28.3398852238967"
"411","29.911676642314987","29.911676642314987","29.911676642314987"
"412","30.903539497207376","30.903539497207376","30.903539497207376"
"413","31.870674511503886","31.870674511503886","31.870674511503886"
"414","32.396220820953594","32.396220820953594","32.396220820953594"
"415","32.78368831922998","32.78368831922998","32.78368831922998"
"416","33.24655564177082","33.24655564177082","33.24655564177082"
"417","33.82837338984245","33.82837338984245","33.82837338984245"
"418","34.389453270139626","34.389453270139626","34.389453270139626"
"419","34.88273744412464","34.88273744412464","34.88273744412464"
"420","35.22894078541779","35.22894078541779","35.22894078541779"
"421","35.71510484151774","35.71510484151774","35.71510484151774"
"422","37.51027876721927","37.51027876721927","37.51027876721927"
"423","39.234942010643415","39.234942010643415","39.234942010643415"
"424","40.32947631405899","40.32947631405899","40.32947631405899"
"425","42.473010490017465","42.473010490017465","42.473010490017465"
"426","44.20811685802647","44.20811685802647","44.20811685802647"
"427","46.3701028179028","46.3701028179028","46.3701028179028"
"428","48.25983098842435","48.25983098842435","48.25983098842435"
"429","50.39931347156175","50.39931347156175","50.39931347156175"
"430","52.69394907040753","52.69394907040753","52.69394907040753"
"431","54.7511887754492","54.7511887754492","54.7511887754492"
"432","56.350226136060684","56.350226136060684","56.350226136060684"
"433","57.5151766530223","57.5151766530223","57.5151766530223"
"434","58.87051323015245","58.87051323015245","58.87051323015245"
"435","60.441791676885586","60.441791676885586","60.441791676885586"
"436","61.778882758878424","61.778882758878424","61.778882758878424"
"437","63.452481909556845","63.452481909556845","63.452481909556845"
"438","64.91366438991717","64.91366438991717","64.91366438991717"
"439","65.85782111649524","65.85782111649524","65.85782111649524"
"440","67.3468912086585","67.3468912086585","67.3468912086585"
"441","68.4829508656221","68.4829508656221","68.4829508656221"
"442","69.79330419622775","69.79330419622775","69.79330419622775"
"443","71.27560122597937","71.27560122597937","71.27560122597937"
"444","72.80034315679903","72.80034315679903","72.80034315679903"
"445","74.4780764946967","74.4780764946967","74.4780764946967"
"446","74.83796474698666","74.83796474698666","74.83796474698666"
"447","76.29858233384057","76.29858233384057","76.29858233384057"
"448","76.90033752700514","76.90033752700514","76.90033752700514"
"449","77.89226002560197","77.89226002560197","77.89226002560197"
"450","80.07255116538344","80.07255116538344","80.07255116538344"
"451","81.74993944630037","81.74993944630037","81.74993944630037"
"452","83.73029394889174","83.73029394889174","83.73029394889174"
"453","85.44773949853345","85.44773949853345","85.44773949853345"
"454","87.6408082162085","87.6408082162085","87.6408082162085"
"455","87.87551320283204","87.87551320283204","87.87551320283204"
"456","87.979394805484","87.979394805484","87.979394805484"
"457","89.35901385526023","89.35901385526023","89.35901385526023"
"458","89.42038419474233","89.42038419474233","89.42038419474233"
"459","89.42031834469027","89.42031834469027","89.42031834469027"
"460","91.74242721740939","91.74242721740939","91.74242721740939"
"461","92.85201016580537","92.85201016580537","92.85201016580537"
"462","94.73698169736042","94.73698169736042","94.73698169736042"
"463","95.20500308581013","95.20500308581013","95.20500308581013"
"464","96.21848361524488","96.21848361524488","96.21848361524488"
"465","98.20627015634174","98.20627015634174","98.20627015634174"
"466","99.4243495159849","99.4243495159849","99.4243495159849"
"467","100.53684493909965","100.53684493909965","100.53684493909965"
"468","101.88900811738011","101.88900811738011","101.88900811738011"
"469","103.2848261288917","103.2848261288917","103.2848261288917"
"470","104.82043886660041","104.82043886660041","104.82043886660041"
"471","106.96651272674465","106.96651272674465","106.96651272674465"
"472","108.99824380561385","108.99824380561385","108.99824380561385"
