Frame,Sub Frame,"Position - Limo_04",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","°","°","°"
2816,0,"-1964.15","646.871","141.791","-0.092884","-0.104745","94.8399"
2817,0,"-1963.88","649.353","141.888","-0.0233507","-0.239643","94.6333"
2818,0,"-1963.86","651.188","141.978","-0.0720319","-0.0725127","94.6604"
2819,0,"-1963.97","653.239","142.003","-0.0466477","-0.132774","94.4208"
2820,0,"-1964.2","655.066","141.634","-0.141482","-0.274147","94.3734"
2821,0,"-1964.25","657.122","141.924","0.0132825","0.020284","94.2396"
2822,0,"-1964.11","659.243","142.025","-0.0836562","-0.0333785","94.1639"
2823,0,"-1964.54","660.983","142.068","0.149861","0.227957","93.9447"
2824,0,"-1964.44","662.846","141.813","0.128403","-0.0829472","93.6816"
2825,0,"-1964.61","664.106","141.775","0.0730453","0.0526855","93.8131"
2826,0,"-1964.6","666.124","141.838","0.026433","-0.156013","93.5846"
2827,0,"-1964.35","666.973","141.806","0.0563522","-0.119022","93.6243"
2828,0,"-1964.31","667.376","141.81","0.0113699","-0.0631985","93.6881"
2829,0,"-1964.41","667.532","141.822","-0.0444859","-0.0736972","93.664"
2830,0,"-1964.38","667.808","141.905","-0.0487805","-0.0418006","93.601"
2831,0,"-1964.41","668.044","141.838","-0.0400218","-0.0609703","93.5731"
2832,0,"-1964.4","668.25","141.886","0.0369684","0.0179574","93.6044"
2833,0,"-1964.41","668.371","141.925","0.0177686","0.0686454","93.5862"
2834,0,"-1964.47","668.458","141.828","0.0302665","0.0252466","93.5407"
2835,0,"-1964.49","668.554","141.768","0.000305481","-0.0253783","93.5172"
2836,0,"-1964.42","668.701","141.852","-0.0241906","0.0299983","93.489"
2837,0,"-1964.45","668.562","141.857","-0.0158307","0.143558","93.5216"
2838,0,"-1964.33","668.675","141.823","-0.0729959","0.0827565","93.4965"
2839,0,"-1964.41","668.503","141.801","-0.100578","0.198215","93.4868"
2840,0,"-1964.45","668.327","141.721","-0.212662","0.245975","93.5479"
2841,0,"-1964.43","668.267","141.708","-0.257736","0.325258","93.5454"
2842,0,"-1964.44","668.149","141.62","-0.337574","0.249276","93.5197"
2843,0,"-1964.38","668.086","141.645","-0.336389","0.404791","93.5618"
2844,0,"-1964.42","667.965","141.635","-0.365876","0.450359","93.5706"
2845,0,"-1964.37","668.008","141.537","-0.430803","0.339227","93.523"
2846,0,"-1964.38","667.912","141.527","-0.472325","0.361804","93.549"
2847,0,"-1964.41","667.826","141.489","-0.49268","0.374761","93.5496"
2848,0,"-1964.37","667.78","141.504","-0.505981","0.396851","93.5601"
2849,0,"-1964.36","667.735","141.559","-0.474252","0.459121","93.5639"
2850,0,"-1964.4","667.713","141.553","-0.485479","0.427819","93.5564"
2851,0,"-1964.38","667.706","141.57","-0.488551","0.463716","93.5822"
2852,0,"-1964.41","667.603","141.526","-0.517114","0.480782","93.6141"
2853,0,"-1964.36","667.737","141.595","-0.486781","0.484922","93.5898"
2854,0,"-1964.43","667.674","141.552","-0.450052","0.477052","93.5451"
2855,0,"-1964.38","667.755","141.524","-0.493319","0.43185","93.5508"
2856,0,"-1964.36","667.721","141.542","-0.524956","0.420162","93.5822"
2857,0,"-1964.37","667.7","141.535","-0.489158","0.488192","93.5947"
2858,0,"-1964.37","667.746","141.509","-0.489563","0.391771","93.5311"
2859,0,"-1964.42","667.72","141.572","-0.41925","0.434507","93.58"
2860,0,"-1964.4","667.664","141.542","-0.4781","0.483493","93.5712"
2861,0,"-1964.38","667.676","141.565","-0.49664","0.482073","93.5977"
2862,0,"-1964.41","667.613","141.54","-0.524012","0.460239","93.5931"
2863,0,"-1964.39","667.659","141.549","-0.474283","0.469149","93.5688"
2864,0,"-1964.38","667.666","141.462","-0.543714","0.394119","93.579"
2865,0,"-1964.41","667.619","141.533","-0.511357","0.470699","93.581"
2866,0,"-1964.39","667.629","141.543","-0.486909","0.475791","93.5798"
2867,0,"-1964.4","667.614","141.545","-0.487262","0.487662","93.5856"
2868,0,"-1964.39","667.702","141.547","-0.483152","0.443124","93.5522"
2869,0,"-1964.4","667.624","141.562","-0.510185","0.493013","93.6088"
2870,0,"-1964.35","667.713","141.599","-0.484882","0.469431","93.5826"
2871,0,"-1964.36","667.719","141.588","-0.470557","0.453622","93.5585"
2872,0,"-1964.37","667.695","141.577","-0.463992","0.468754","93.5638"
2873,0,"-1964.4","667.631","141.558","-0.481876","0.488937","93.5853"
2874,0,"-1964.35","667.772","141.54","-0.453442","0.39271","93.5497"
2875,0,"-1964.41","667.711","141.573","-0.428544","0.429596","93.586"
2876,0,"-1964.37","667.692","141.549","-0.500072","0.441231","93.5886"
2877,0,"-1964.39","667.665","141.568","-0.504267","0.460537","93.576"
2878,0,"-1964.4","667.678","141.58","-0.472288","0.484601","93.5675"
2879,0,"-1964.43","667.648","141.522","-0.467421","0.467513","93.5636"
2880,0,"-1964.36","667.765","141.53","-0.486602","0.389625","93.5472"
2881,0,"-1964.41","667.664","141.551","-0.475138","0.457606","93.5612"
2882,0,"-1964.39","667.696","141.554","-0.457942","0.439474","93.5774"
2883,0,"-1964.35","667.671","141.554","-0.514257","0.453921","93.5962"
2884,0,"-1964.38","667.7","141.55","-0.454773","0.442659","93.5753"
2885,0,"-1964.42","667.582","141.528","-0.505771","0.472485","93.5955"
2886,0,"-1964.4","667.65","141.554","-0.519094","0.47411","93.5953"
2887,0,"-1964.41","667.652","141.556","-0.475113","0.435031","93.5844"
2888,0,"-1964.37","667.701","141.57","-0.472197","0.453712","93.5833"
2889,0,"-1964.38","667.651","141.565","-0.490882","0.471937","93.5754"
2890,0,"-1964.37","667.696","141.544","-0.483871","0.457584","93.5652"
2891,0,"-1964.39","667.704","141.543","-0.463858","0.439683","93.5344"
2892,0,"-1964.37","667.692","141.552","-0.500482","0.461633","93.5762"
2893,0,"-1964.37","667.708","141.568","-0.471732","0.442655","93.5676"
2894,0,"-1964.37","667.686","141.548","-0.503608","0.468661","93.5811"
2895,0,"-1964.39","667.659","141.525","-0.4767","0.463396","93.5695"
2896,0,"-1964.41","667.645","141.529","-0.476981","0.479682","93.5742"
2897,0,"-1964.38","667.628","141.568","-0.510478","0.469232","93.6"
2898,0,"-1964.39","667.658","141.547","-0.478668","0.486024","93.5765"
2899,0,"-1964.4","667.66","141.545","-0.488918","0.451421","93.56"
2900,0,"-1964.37","667.691","141.528","-0.515268","0.45366","93.5966"
2901,0,"-1964.43","667.672","141.542","-0.454802","0.423615","93.5775"
2902,0,"-1964.37","667.689","141.545","-0.477128","0.479091","93.5772"
2903,0,"-1964.34","667.713","141.56","-0.504512","0.419595","93.5761"
2904,0,"-1964.39","667.689","141.532","-0.480069","0.490308","93.583"
2905,0,"-1964.37","667.689","141.57","-0.488475","0.467632","93.5754"
2906,0,"-1964.4","667.652","141.491","-0.521175","0.437688","93.5798"
2907,0,"-1964.38","667.68","141.534","-0.494319","0.432648","93.5535"
2908,0,"-1964.38","667.684","141.52","-0.477903","0.443779","93.553"
2909,0,"-1964.37","667.666","141.53","-0.493974","0.443339","93.5744"
2910,0,"-1964.36","667.669","141.561","-0.507463","0.446768","93.5991"
2911,0,"-1964.39","667.699","141.558","-0.447348","0.422085","93.5509"
2912,0,"-1964.38","667.674","141.563","-0.477952","0.460742","93.5779"
2913,0,"-1964.39","667.704","141.497","-0.496565","0.40233","93.5479"
2914,0,"-1964.39","667.666","141.567","-0.492081","0.49282","93.5874"
2915,0,"-1964.41","667.645","141.525","-0.509964","0.451262","93.5814"
2916,0,"-1964.38","667.691","141.548","-0.480121","0.466342","93.5624"
2917,0,"-1964.37","667.695","141.543","-0.506776","0.45049","93.5779"
2918,0,"-1964.36","667.738","141.552","-0.468346","0.417478","93.5637"
2919,0,"-1964.33","667.729","141.558","-0.48424","0.464434","93.5743"
2920,0,"-1964.38","667.705","141.562","-0.465217","0.431773","93.5797"
2921,0,"-1964.35","667.771","141.582","-0.45895","0.394425","93.5769"
2922,0,"-1964.37","667.676","141.537","-0.480779","0.452848","93.5557"
2923,0,"-1964.37","667.708","141.568","-0.45635","0.433923","93.5743"
2924,0,"-1964.4","667.667","141.543","-0.474258","0.437085","93.5877"
2925,0,"-1964.36","667.691","141.55","-0.480639","0.468062","93.5676"
2926,0,"-1964.35","667.688","141.573","-0.492954","0.451934","93.5709"
2927,0,"-1964.41","667.61","141.506","-0.496454","0.468876","93.5732"
2928,0,"-1964.36","667.705","141.569","-0.473157","0.449377","93.5755"
2929,0,"-1964.35","667.757","141.578","-0.455006","0.427779","93.5382"
2930,0,"-1964.36","667.67","141.543","-0.502092","0.449012","93.587"
2931,0,"-1964.37","667.719","141.545","-0.477055","0.449651","93.5582"
2932,0,"-1964.41","667.644","141.541","-0.484862","0.474684","93.5792"
2933,0,"-1964.42","667.618","141.527","-0.488904","0.489954","93.5834"
2934,0,"-1964.42","667.666","141.538","-0.458287","0.421425","93.5771"
2935,0,"-1964.39","667.639","141.524","-0.506305","0.476203","93.5958"
2936,0,"-1964.38","667.617","141.51","-0.519619","0.4519","93.5881"
2937,0,"-1964.35","667.714","141.538","-0.53972","0.410321","93.574"
2938,0,"-1964.41","667.625","141.541","-0.496636","0.471252","93.5778"
2939,0,"-1964.38","667.63","141.543","-0.527269","0.473958","93.6051"
2940,0,"-1964.42","667.618","141.503","-0.492089","0.468701","93.5757"
2941,0,"-1964.34","667.817","141.529","-0.487276","0.37846","93.5365"
2942,0,"-1964.41","667.626","141.512","-0.490783","0.452001","93.5723"
2943,0,"-1964.39","667.664","141.536","-0.49321","0.473534","93.5905"
2944,0,"-1964.35","667.744","141.551","-0.477639","0.420849","93.5664"
2945,0,"-1964.35","667.731","141.484","-0.533283","0.405795","93.5774"
2946,0,"-1964.33","667.74","141.574","-0.490503","0.443448","93.5593"
2947,0,"-1964.38","667.656","141.55","-0.494106","0.492563","93.6062"
2948,0,"-1964.36","667.678","141.571","-0.502188","0.456823","93.5827"
2949,0,"-1964.38","667.682","141.552","-0.473878","0.427237","93.5849"
2950,0,"-1964.38","667.624","141.56","-0.519152","0.457624","93.5892"
2951,0,"-1964.42","667.613","141.505","-0.501352","0.469065","93.585"
2952,0,"-1964.39","667.638","141.539","-0.516488","0.464384","93.5992"
2953,0,"-1964.38","667.667","141.533","-0.486569","0.471137","93.5778"
2954,0,"-1964.39","667.694","141.562","-0.456875","0.436957","93.5722"
2955,0,"-1964.34","667.716","141.557","-0.493372","0.451177","93.5729"
2956,0,"-1964.36","667.677","141.534","-0.503638","0.455566","93.5804"
2957,0,"-1964.39","667.706","141.467","-0.506528","0.407094","93.5574"
2958,0,"-1964.4","667.699","141.541","-0.461682","0.443239","93.55"
2959,0,"-1964.41","667.622","141.515","-0.489826","0.466479","93.5782"
2960,0,"-1964.39","667.624","141.507","-0.518258","0.461819","93.5942"
2961,0,"-1964.39","667.661","141.549","-0.487833","0.470178","93.5917"
2962,0,"-1964.37","667.67","141.531","-0.50257","0.432199","93.5697"
2963,0,"-1964.42","667.601","141.511","-0.512613","0.463751","93.582"
2964,0,"-1964.39","667.646","141.531","-0.48172","0.459396","93.5776"
2965,0,"-1964.39","667.646","141.547","-0.482945","0.461744","93.5718"
2966,0,"-1964.38","667.639","141.541","-0.51413","0.473498","93.5989"
2967,0,"-1964.36","667.677","141.582","-0.486817","0.468923","93.604"
2968,0,"-1964.37","667.687","141.534","-0.495752","0.449762","93.5725"
2969,0,"-1964.41","667.647","141.538","-0.474793","0.459001","93.5781"
2970,0,"-1964.36","667.751","141.506","-0.497449","0.372311","93.556"
2971,0,"-1964.39","667.656","141.54","-0.502197","0.452213","93.5835"
2972,0,"-1964.4","667.658","141.518","-0.489255","0.44126","93.5843"
2973,0,"-1964.41","667.654","141.537","-0.449121","0.440912","93.5595"
2974,0,"-1964.37","667.683","141.541","-0.490859","0.472978","93.5798"
2975,0,"-1964.37","667.645","141.547","-0.516004","0.458365","93.6005"
2976,0,"-1964.38","667.717","141.6","-0.44601","0.425361","93.5959"
2977,0,"-1964.41","667.682","141.574","-0.447205","0.451214","93.5839"
2978,0,"-1964.4","667.672","141.52","-0.489977","0.449755","93.5669"
2979,0,"-1964.39","667.63","141.561","-0.533294","0.469127","93.6073"
2980,0,"-1964.4","667.665","141.51","-0.485768","0.462426","93.5638"
2981,0,"-1964.42","667.631","141.487","-0.487227","0.456397","93.5704"
2982,0,"-1964.37","667.707","141.534","-0.488208","0.453525","93.5739"
2983,0,"-1964.41","667.636","141.501","-0.497208","0.443187","93.5626"
2984,0,"-1964.34","667.821","141.567","-0.423594","0.384715","93.5447"
2985,0,"-1964.39","667.658","141.519","-0.503839","0.437535","93.576"
2986,0,"-1964.4","667.642","141.542","-0.490574","0.461115","93.5924"
2987,0,"-1964.4","667.629","141.546","-0.500145","0.460574","93.579"
2988,0,"-1964.38","667.676","141.538","-0.470779","0.44757","93.5454"
2989,0,"-1964.37","667.655","141.528","-0.507853","0.454759","93.5857"
2990,0,"-1964.36","667.708","141.544","-0.485787","0.434912","93.5561"
2991,0,"-1964.39","667.671","141.544","-0.510579","0.459244","93.5814"
2992,0,"-1964.38","667.674","141.562","-0.487565","0.481458","93.5843"
2993,0,"-1964.38","667.748","141.581","-0.450408","0.411156","93.5714"
2994,0,"-1964.41","667.663","141.552","-0.502243","0.484379","93.5821"
2995,0,"-1964.41","667.642","141.517","-0.505755","0.436285","93.5759"
2996,0,"-1964.43","667.657","141.463","-0.496489","0.432447","93.5597"
2997,0,"-1964.38","667.673","141.534","-0.505248","0.43445","93.6011"
2998,0,"-1964.32","667.748","141.576","-0.488642","0.444698","93.5627"
2999,0,"-1964.35","667.643","141.547","-0.530794","0.44974","93.6052"
3000,0,"-1964.37","667.753","141.522","-0.461534","0.359329","93.5587"
3001,0,"-1964.38","667.668","141.498","-0.482046","0.428723","93.546"
3002,0,"-1964.39","667.678","141.532","-0.482724","0.46486","93.5834"
3003,0,"-1964.37","667.696","141.555","-0.523843","0.434692","93.5769"
3004,0,"-1964.39","667.69","141.553","-0.459421","0.448163","93.5784"
3005,0,"-1964.38","667.695","141.513","-0.497834","0.442219","93.5791"
3006,0,"-1964.39","667.652","141.547","-0.516335","0.477957","93.5918"
3007,0,"-1964.42","667.624","141.506","-0.508048","0.4552","93.5862"
3008,0,"-1964.36","667.714","141.536","-0.468978","0.449648","93.5596"
3009,0,"-1964.35","667.704","141.536","-0.492917","0.420047","93.578"
3010,0,"-1964.38","667.681","141.549","-0.480537","0.436041","93.5877"
3011,0,"-1964.36","667.694","141.557","-0.498778","0.441369","93.5721"
3012,0,"-1964.42","667.649","141.531","-0.464393","0.435966","93.5948"
3013,0,"-1964.35","667.739","141.583","-0.48514","0.443253","93.5743"
3014,0,"-1964.38","667.646","141.549","-0.520684","0.458824","93.5916"
3015,0,"-1964.35","667.664","141.547","-0.529641","0.440051","93.5966"
3016,0,"-1964.37","667.647","141.537","-0.51664","0.468427","93.6002"
3017,0,"-1964.39","667.725","141.551","-0.440434","0.432585","93.5549"
3018,0,"-1964.39","667.62","141.515","-0.512734","0.454323","93.5817"
3019,0,"-1964.4","667.705","141.476","-0.519056","0.402828","93.5571"
3020,0,"-1964.36","667.684","141.555","-0.513097","0.464195","93.5938"
3021,0,"-1964.39","667.755","141.478","-0.494315","0.378335","93.5551"
3022,0,"-1964.37","667.681","141.558","-0.513377","0.457185","93.5867"
3023,0,"-1964.39","667.699","141.527","-0.480695","0.415849","93.5555"
3024,0,"-1964.39","667.624","141.52","-0.521751","0.465041","93.6043"
3025,0,"-1964.35","667.729","141.562","-0.48465","0.434096","93.5605"
3026,0,"-1964.36","667.678","141.526","-0.486119","0.421098","93.5968"
3027,0,"-1964.4","667.617","141.505","-0.504628","0.462055","93.5848"
3028,0,"-1964.35","667.693","141.569","-0.50009","0.466026","93.588"
3029,0,"-1964.35","667.687","141.564","-0.491413","0.457984","93.5757"
3030,0,"-1964.38","667.721","141.581","-0.457425","0.412173","93.5751"
3031,0,"-1964.37","667.682","141.551","-0.505121","0.456408","93.5835"
3032,0,"-1964.37","667.704","141.537","-0.499795","0.419195","93.5812"
3033,0,"-1964.35","667.746","141.56","-0.483518","0.434628","93.5827"
3034,0,"-1964.4","667.718","141.489","-0.48087","0.38668","93.5239"
3035,0,"-1964.36","667.678","141.531","-0.531628","0.44463","93.5958"
3036,0,"-1964.35","667.695","141.545","-0.497782","0.438115","93.5689"
3037,0,"-1964.36","667.743","141.511","-0.484219","0.397283","93.5531"
3038,0,"-1964.41","667.611","141.505","-0.503043","0.44404","93.5727"
3039,0,"-1964.42","667.636","141.538","-0.462372","0.45153","93.5833"
3040,0,"-1964.35","667.749","141.512","-0.503088","0.380299","93.5479"
3041,0,"-1964.38","667.728","141.53","-0.493645","0.405751","93.5811"
3042,0,"-1964.37","667.71","141.539","-0.470135","0.439128","93.5508"
3043,0,"-1964.38","667.699","141.525","-0.473077","0.430802","93.5509"
3044,0,"-1964.35","667.702","141.511","-0.481885","0.438366","93.5669"
3045,0,"-1964.39","667.698","141.551","-0.459376","0.461273","93.5935"
3046,0,"-1964.36","667.731","141.561","-0.481296","0.416936","93.5715"
3047,0,"-1964.36","667.686","141.564","-0.499929","0.474282","93.5911"
3048,0,"-1964.38","667.643","141.518","-0.524409","0.456795","93.592"
3049,0,"-1964.38","667.722","141.495","-0.517921","0.414767","93.5637"
3050,0,"-1964.35","667.793","141.604","-0.444073","0.378674","93.5799"
3051,0,"-1964.4","667.663","141.575","-0.49716","0.472443","93.6028"
3052,0,"-1964.35","667.753","141.531","-0.506911","0.380485","93.5803"
3053,0,"-1964.39","667.62","141.526","-0.499592","0.491143","93.5901"
3054,0,"-1964.42","667.593","141.483","-0.53103","0.446203","93.5903"
3055,0,"-1964.35","667.694","141.543","-0.513646","0.445429","93.608"
3056,0,"-1964.33","667.73","141.549","-0.522251","0.41533","93.5843"
3057,0,"-1964.36","667.792","141.576","-0.420557","0.402752","93.5716"
3058,0,"-1964.36","667.677","141.533","-0.523076","0.431145","93.5811"
3059,0,"-1964.36","667.687","141.55","-0.502512","0.451508","93.5781"
3060,0,"-1964.33","667.74","141.545","-0.499372","0.41487","93.5614"
3061,0,"-1964.34","667.787","141.524","-0.485624","0.385593","93.555"
3062,0,"-1964.41","667.662","141.505","-0.459187","0.424755","93.5609"
3063,0,"-1964.38","667.689","141.518","-0.484073","0.43371","93.5466"
3064,0,"-1964.37","667.663","141.535","-0.488136","0.454558","93.5669"
3065,0,"-1964.39","667.716","141.515","-0.442137","0.398247","93.5675"
3066,0,"-1964.39","667.698","141.543","-0.481459","0.437599","93.5704"
3067,0,"-1964.4","667.641","141.519","-0.479896","0.475199","93.5837"
3068,0,"-1964.39","667.638","141.521","-0.526831","0.464112","93.6018"
3069,0,"-1964.41","667.663","141.528","-0.469012","0.429096","93.5894"
3070,0,"-1964.38","667.751","141.48","-0.506035","0.357282","93.5583"
3071,0,"-1964.4","667.648","141.54","-0.522868","0.464916","93.5872"
3072,0,"-1964.33","667.791","141.51","-0.527093","0.369861","93.5522"
3073,0,"-1964.41","667.649","141.515","-0.491132","0.446386","93.5799"
3074,0,"-1964.37","667.699","141.537","-0.492935","0.426162","93.5638"
3075,0,"-1964.41","667.628","141.533","-0.500383","0.462275","93.5852"
3076,0,"-1964.36","667.714","141.526","-0.524585","0.422003","93.5682"
3077,0,"-1964.37","667.675","141.551","-0.493642","0.447563","93.5709"
3078,0,"-1964.4","667.634","141.524","-0.471693","0.456877","93.547"
3079,0,"-1964.36","667.728","141.574","-0.457318","0.411677","93.5853"
3080,0,"-1964.4","667.684","141.474","-0.518444","0.38682","93.573"
3081,0,"-1964.4","667.665","141.513","-0.459213","0.410895","93.5557"
3082,0,"-1964.38","667.783","141.541","-0.414751","0.376105","93.5718"
3083,0,"-1964.4","667.649","141.535","-0.505477","0.467249","93.5837"
3084,0,"-1964.41","667.673","141.51","-0.465379","0.44345","93.5507"
3085,0,"-1964.39","667.748","141.48","-0.502659","0.358516","93.5573"
3086,0,"-1964.38","667.719","141.539","-0.456285","0.459935","93.5436"
3087,0,"-1964.4","667.631","141.526","-0.499183","0.44959","93.5678"
3088,0,"-1964.39","667.656","141.525","-0.491395","0.473669","93.5915"
3089,0,"-1964.38","667.657","141.502","-0.489812","0.433001","93.5578"
3090,0,"-1964.37","667.614","141.515","-0.509401","0.472671","93.5955"
3091,0,"-1964.39","667.618","141.521","-0.505222","0.452324","93.5773"
3092,0,"-1964.37","667.709","141.558","-0.453203","0.429424","93.5671"
3093,0,"-1964.41","667.657","141.528","-0.494841","0.432961","93.5703"
3094,0,"-1964.43","667.701","141.536","-0.434088","0.444199","93.5718"
3095,0,"-1964.41","667.628","141.535","-0.517647","0.461625","93.5832"
3096,0,"-1964.42","667.694","141.467","-0.483213","0.429522","93.5437"
3097,0,"-1964.4","667.622","141.492","-0.527243","0.465296","93.5989"
3098,0,"-1964.38","667.717","141.563","-0.461147","0.438132","93.5851"
3099,0,"-1964.39","667.675","141.531","-0.476236","0.436375","93.5533"
3100,0,"-1964.37","667.687","141.531","-0.476975","0.437279","93.5783"
3101,0,"-1964.4","667.627","141.506","-0.516646","0.457885","93.589"
3102,0,"-1964.38","667.639","141.517","-0.517756","0.444655","93.5981"
3103,0,"-1964.38","667.633","141.547","-0.51446","0.458328","93.5845"
3104,0,"-1964.35","667.653","141.543","-0.519485","0.458342","93.6067"
3105,0,"-1964.38","667.705","141.513","-0.455969","0.410488","93.565"
3106,0,"-1964.35","667.761","141.58","-0.419292","0.400421","93.5805"
3107,0,"-1964.39","667.721","141.489","-0.499132","0.391413","93.5599"
3108,0,"-1964.41","667.627","141.496","-0.48592","0.44885","93.5645"
3109,0,"-1964.39","667.667","141.527","-0.483944","0.438404","93.5716"
3110,0,"-1964.36","667.695","141.54","-0.495492","0.453417","93.574"
3111,0,"-1964.38","667.761","141.529","-0.486652","0.373812","93.5433"
3112,0,"-1964.39","667.655","141.532","-0.490973","0.465085","93.5706"
3113,0,"-1964.41","667.63","141.516","-0.491342","0.45695","93.5723"
3114,0,"-1964.37","667.687","141.548","-0.48653","0.45252","93.5773"
3115,0,"-1964.35","667.667","141.547","-0.501702","0.472309","93.5845"
3116,0,"-1964.38","667.635","141.524","-0.492648","0.474925","93.5908"
3117,0,"-1964.36","667.661","141.531","-0.496526","0.44272","93.568"
3118,0,"-1964.38","667.762","141.597","-0.41283","0.410305","93.5764"
3119,0,"-1964.37","667.673","141.542","-0.484679","0.469388","93.5733"
3120,0,"-1964.34","667.738","141.601","-0.489116","0.460554","93.5779"
3121,0,"-1964.39","667.712","141.553","-0.444797","0.409969","93.5725"
3122,0,"-1964.39","667.686","141.538","-0.484692","0.472028","93.5816"
3123,0,"-1964.36","667.737","141.507","-0.51918","0.417543","93.5611"
3124,0,"-1964.41","667.664","141.533","-0.472313","0.458363","93.5694"
3125,0,"-1964.41","667.682","141.504","-0.454134","0.428948","93.5487"
3126,0,"-1964.37","667.672","141.546","-0.494186","0.455836","93.5737"
3127,0,"-1964.36","667.654","141.558","-0.499184","0.457526","93.5932"
3128,0,"-1964.38","667.655","141.53","-0.486673","0.457546","93.5657"
3129,0,"-1964.39","667.672","141.531","-0.476983","0.447203","93.5548"
3130,0,"-1964.37","667.662","141.548","-0.502973","0.442652","93.599"
3131,0,"-1964.34","667.702","141.522","-0.488497","0.436391","93.5779"
3132,0,"-1964.37","667.689","141.549","-0.49628","0.449405","93.5753"
3133,0,"-1964.37","667.669","141.54","-0.513836","0.470946","93.6015"
3134,0,"-1964.33","667.72","141.53","-0.503754","0.416915","93.5663"
3135,0,"-1964.39","667.71","141.491","-0.507536","0.439693","93.5731"
3136,0,"-1964.38","667.703","141.473","-0.529669","0.384335","93.5624"
3137,0,"-1964.36","667.705","141.527","-0.463454","0.457936","93.5515"
3138,0,"-1964.42","667.651","141.525","-0.483453","0.453901","93.5593"
3139,0,"-1964.34","667.728","141.579","-0.467478","0.452226","93.5561"
3140,0,"-1964.35","667.734","141.506","-0.528245","0.37768","93.5584"
3141,0,"-1964.34","667.702","141.544","-0.528231","0.426548","93.5806"
3142,0,"-1964.36","667.693","141.538","-0.505513","0.435147","93.5887"
3143,0,"-1964.39","667.634","141.506","-0.502871","0.456808","93.5765"
3144,0,"-1964.35","667.682","141.546","-0.501323","0.436236","93.5816"
3145,0,"-1964.37","667.661","141.535","-0.477157","0.466307","93.5691"
3146,0,"-1964.37","667.652","141.496","-0.50523","0.437298","93.5814"
3147,0,"-1964.41","667.609","141.522","-0.500172","0.493165","93.5907"
3148,0,"-1964.36","667.717","141.55","-0.519844","0.428556","93.5756"
3149,0,"-1964.37","667.697","141.532","-0.475282","0.455036","93.5516"
3150,0,"-1964.39","667.635","141.528","-0.519443","0.444767","93.5832"
3151,0,"-1964.37","667.661","141.529","-0.495429","0.476232","93.5817"
3152,0,"-1964.32","667.694","141.563","-0.515865","0.438445","93.5923"
3153,0,"-1964.34","667.691","141.538","-0.50684","0.434479","93.5833"
3154,0,"-1964.38","667.684","141.536","-0.485855","0.431958","93.5546"
3155,0,"-1964.41","667.635","141.536","-0.476171","0.463822","93.5924"
3156,0,"-1964.36","667.68","141.565","-0.510144","0.449278","93.5813"
3157,0,"-1964.36","667.755","141.532","-0.464984","0.390332","93.5789"
3158,0,"-1964.37","667.662","141.524","-0.520293","0.451246","93.593"
3159,0,"-1964.39","667.678","141.511","-0.471286","0.44413","93.5543"
3160,0,"-1964.39","667.634","141.519","-0.505406","0.477263","93.5893"
3161,0,"-1964.33","667.736","141.596","-0.472183","0.43524","93.5716"
3162,0,"-1964.4","667.66","141.485","-0.479095","0.432743","93.5555"
3163,0,"-1964.38","667.641","141.524","-0.493059","0.464095","93.5848"
3164,0,"-1964.38","667.683","141.541","-0.469305","0.435571","93.569"
3165,0,"-1964.37","667.694","141.53","-0.476451","0.448198","93.569"
3166,0,"-1964.39","667.64","141.53","-0.502652","0.457974","93.5766"
3167,0,"-1964.34","667.717","141.576","-0.476446","0.448896","93.5712"
3168,0,"-1964.41","667.626","141.506","-0.505514","0.462703","93.5781"
3169,0,"-1964.37","667.633","141.526","-0.52997","0.462108","93.6083"
3170,0,"-1964.35","667.706","141.543","-0.49034","0.451866","93.5745"
3171,0,"-1964.39","667.668","141.545","-0.490472","0.459268","93.6122"
3172,0,"-1964.37","667.729","141.555","-0.489218","0.426375","93.5724"
3173,0,"-1964.35","667.741","141.543","-0.472656","0.433387","93.553"
3174,0,"-1964.38","667.689","141.503","-0.485065","0.44094","93.5874"
3175,0,"-1964.41","667.62","141.521","-0.489671","0.477408","93.584"
3176,0,"-1964.39","667.663","141.522","-0.494734","0.457596","93.5731"
3177,0,"-1964.35","667.667","141.516","-0.492996","0.45038","93.5862"
3178,0,"-1964.37","667.611","141.5","-0.521915","0.45407","93.604"
3179,0,"-1964.38","667.649","141.538","-0.520411","0.434051","93.5777"
3180,0,"-1964.38","667.704","141.495","-0.495024","0.375657","93.5523"
3181,0,"-1964.37","667.678","141.543","-0.503464","0.453216","93.5805"
3182,0,"-1964.37","667.771","141.526","-0.480214","0.386197","93.5603"
3183,0,"-1964.35","667.719","141.57","-0.519777","0.418407","93.5728"
3184,0,"-1964.38","667.664","141.552","-0.513524","0.468707","93.5906"
3185,0,"-1964.39","667.65","141.536","-0.500645","0.455003","93.5847"
3186,0,"-1964.38","667.68","141.499","-0.481981","0.44968","93.5555"
3187,0,"-1964.38","667.745","141.556","-0.444686","0.410274","93.5657"
3188,0,"-1964.4","667.632","141.502","-0.479935","0.450417","93.5946"
3189,0,"-1964.38","667.666","141.495","-0.492966","0.41001","93.5761"
3190,0,"-1964.36","667.696","141.487","-0.468703","0.437559","93.5532"
3191,0,"-1964.4","667.677","141.485","-0.498954","0.407333","93.5761"
