Frame,Sub Frame,"Position - Limo_04",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","°","°","°"
6092,0,"68.7978","4.10363","144.17","-0.340708","-0.515456","-178.49"
6093,0,"68.7946","3.89495","144.165","-0.373869","-0.669886","-178.472"
6094,0,"68.9288","3.73833","144.265","-0.338436","-1.01845","-178.54"
6095,0,"68.9636","2.96974","145.04","0.173587","-2.22752","-178.497"
6096,0,"69.0011","2.98382","145.03","0.226619","-2.29725","-178.658"
6097,0,"68.95","3.7096","144.426","-0.254309","-0.933468","-178.403"
6098,0,"68.887","3.88764","144.148","-0.384245","-0.734903","-178.469"
6099,0,"69.0242","2.83154","145.013","0.289084","-2.32543","-178.554"
6100,0,"68.929","3.78428","144.153","-0.38879","-0.719772","-178.453"
6101,0,"68.9846","2.77121","144.957","0.169632","-2.32343","-178.583"
6102,0,"69.1278","2.56002","145.213","0.342673","-2.64177","-178.514"
6103,0,"69.1193","2.53994","145.112","0.354638","-2.65081","-178.589"
6104,0,"68.9156","3.73503","144.372","-0.208306","-1.01238","-178.457"
6105,0,"69.1529","2.47683","145.113","0.282754","-2.75621","-178.589"
6106,0,"68.9786","2.9","145.018","0.232294","-2.37334","-178.598"
6107,0,"68.9825","3.63737","144.366","-0.217425","-1.06515","-178.423"
6108,0,"68.9997","2.89294","145.024","0.225137","-2.27638","-178.588"
6109,0,"69.0079","2.81029","145.095","0.215721","-2.41873","-178.6"
6110,0,"68.7767","4.08042","144.222","-0.357373","-0.689138","-178.55"
6111,0,"69.0386","2.71068","145.039","0.250457","-2.48772","-178.612"
6112,0,"68.8473","3.9552","144.218","-0.302675","-0.710038","-178.467"
6113,0,"68.9238","3.73236","144.195","-0.345356","-0.906735","-178.472"
6114,0,"68.9946","3.60311","144.341","-0.254543","-1.04487","-178.424"
6115,0,"68.9838","2.68755","144.979","0.24247","-2.47709","-178.628"
6116,0,"69.0706","2.78364","145.176","0.343408","-2.67897","-178.69"
6117,0,"69.0033","2.85706","144.978","0.184348","-2.4158","-178.586"
6118,0,"68.9861","2.69157","145.01","0.204275","-2.4791","-178.605"
6119,0,"68.7971","4.02391","144.139","-0.432518","-0.415842","-178.417"
6120,0,"68.8295","3.873","144.211","-0.251816","-0.745203","-178.51"
6121,0,"69.1433","2.52515","145.153","0.274194","-2.78908","-178.587"
6122,0,"68.8209","3.93","144.038","-0.441917","-0.447422","-178.443"
6123,0,"68.8359","4.0925","144.029","-0.426728","-0.373114","-178.454"
6124,0,"68.9709","2.93648","145.055","0.209817","-2.26918","-178.53"
6125,0,"69.0558","2.83513","145.092","0.285414","-2.4482","-178.539"
6126,0,"68.7676","4.17195","144.034","-0.392296","-0.362647","-178.473"
6127,0,"68.9901","2.86982","145.024","0.284519","-2.30964","-178.572"
6128,0,"68.9466","3.76872","144.376","-0.253396","-0.971238","-178.437"
6129,0,"68.7933","4.11287","144.114","-0.332864","-0.567365","-178.464"
6130,0,"68.8423","3.97249","144.049","-0.410448","-0.530635","-178.455"
6131,0,"68.9321","2.78089","144.95","0.0203895","-2.25216","-178.537"
6132,0,"69.1027","2.70119","145.181","0.367174","-2.61271","-178.591"
6133,0,"68.7559","4.14987","144.102","-0.446059","-0.402231","-178.443"
6134,0,"69.1658","3.51372","144.465","-0.133646","-1.29266","-178.389"
6135,0,"69.1098","2.52938","145.261","0.309949","-2.68282","-178.479"
6136,0,"69.1037","2.63335","145.209","0.318481","-2.58999","-178.546"
6137,0,"68.7994","4.06904","143.995","-0.479472","-0.513449","-178.609"
6138,0,"68.9104","4.00288","144.242","-0.282194","-0.774845","-178.539"
6139,0,"68.9526","3.76828","144.276","-0.238577","-0.99543","-178.448"
6140,0,"69.0095","2.66393","145.087","0.296099","-2.62305","-178.626"
6141,0,"69.0577","2.70962","145.006","0.251426","-2.44499","-178.55"
6142,0,"69.0029","2.70765","144.966","0.246753","-2.35842","-178.626"
6143,0,"68.9381","3.80104","144.303","-0.303322","-0.844398","-178.388"
6144,0,"68.8304","3.91821","144.138","-0.384791","-0.644838","-178.471"
6145,0,"69.0833","2.76873","145.09","0.330023","-2.52689","-178.624"
6146,0,"68.9912","2.79199","145.175","0.321923","-2.63041","-178.686"
6147,0,"69.0914","2.67529","145.234","0.308656","-2.75206","-178.669"
6148,0,"69.0127","3.62923","144.375","-0.181689","-1.06965","-178.446"
6149,0,"69.084","2.49991","145.243","0.297396","-2.69926","-178.544"
6150,0,"68.9443","3.75589","144.309","-0.226561","-0.87958","-178.403"
6151,0,"69.0848","2.68995","145.204","0.389896","-2.71993","-178.616"
6152,0,"69.1354","2.50582","145.324","0.444672","-2.95689","-178.656"
6153,0,"68.818","4.00941","144.159","-0.278908","-0.561139","-178.475"
6154,0,"68.8423","3.88389","144.286","-0.231477","-0.845569","-178.473"
6155,0,"68.9346","3.1678","144.957","0.176922","-2.14623","-178.652"
6156,0,"68.9652","2.92252","144.934","0.0951033","-2.05548","-178.542"
6157,0,"68.7726","4.00135","144.189","-0.378959","-0.540957","-178.444"
6158,0,"68.9913","3.6667","144.276","-0.217069","-1.05934","-178.488"
6159,0,"68.7824","4.11615","144.13","-0.338472","-0.367708","-178.463"
6160,0,"68.8239","3.83622","144.263","-0.228377","-0.756647","-178.5"
6161,0,"68.8687","3.85957","144.187","-0.285909","-0.752021","-178.523"
6162,0,"68.9652","2.77388","144.996","0.0137283","-2.37577","-178.562"
6163,0,"68.8891","3.89715","144.306","-0.323106","-0.759989","-178.521"
6164,0,"68.8184","4.00274","144.115","-0.411882","-0.725669","-178.604"
6165,0,"68.7901","4.0806","144.016","-0.388241","-0.343837","-178.449"
6166,0,"68.8498","3.93737","144.086","-0.360829","-0.690986","-178.499"
6167,0,"68.8998","3.9034","144.232","-0.251161","-0.744956","-178.426"
6168,0,"68.7845","3.96447","144.074","-0.395549","-0.551781","-178.482"
6169,0,"69.127","2.54427","145.275","0.379841","-2.85748","-178.629"
6170,0,"69.0887","2.62758","145.138","0.252326","-2.56639","-178.538"
6171,0,"68.8037","4.09164","144.143","-0.332098","-0.416102","-178.437"
6172,0,"68.7698","4.10006","144.043","-0.379241","-0.393361","-178.486"
6173,0,"68.8081","4.0863","144.118","-0.368751","-0.37317","-178.447"
6174,0,"68.7724","4.11495","144.009","-0.465131","-0.270112","-178.43"
6175,0,"69.1021","2.61271","145.213","0.301305","-2.62737","-178.529"
6176,0,"69.1262","2.61493","145.222","0.357055","-2.73933","-178.514"
6177,0,"68.8229","4.1459","144.065","-0.421125","-0.308449","-178.435"
6178,0,"68.8135","4.10344","144.113","-0.420115","-0.327326","-178.478"
6179,0,"69.107","2.79805","145.113","0.319187","-2.43728","-178.577"
6180,0,"68.7959","4.1664","144.114","-0.403423","-0.478571","-178.547"
6181,0,"68.7809","3.93362","144.143","-0.455806","-0.664796","-178.546"
6182,0,"68.7884","3.9997","144.111","-0.429546","-0.572814","-178.463"
6183,0,"68.9573","2.94436","144.974","0.19222","-2.127","-178.566"
6184,0,"68.9745","2.86609","145.063","0.255273","-2.30533","-178.596"
6185,0,"68.9802","3.5223","144.411","-0.215215","-1.19991","-178.474"
6186,0,"68.7713","3.98403","144.031","-0.465686","-0.468499","-178.477"
6187,0,"69.1367","2.70154","145.168","0.338723","-2.66327","-178.504"
6188,0,"68.9917","3.00048","144.947","0.209142","-2.12279","-178.614"
6189,0,"69.0136","2.74733","144.952","0.236367","-2.3519","-178.636"
6190,0,"69.0033","2.99942","145.021","0.218245","-2.43082","-178.667"
6191,0,"69.0113","2.94135","145.032","0.155252","-2.29843","-178.507"
6192,0,"68.9183","3.88669","144.236","-0.237041","-0.780949","-178.448"
6193,0,"68.8171","3.69448","144.437","-0.214236","-1.08784","-178.489"
6194,0,"69.1085","2.67484","145.134","0.387402","-2.64977","-178.532"
6195,0,"68.9682","2.82538","145.073","0.213948","-2.25791","-178.545"
6196,0,"68.9739","3.65384","144.439","-0.134387","-1.16546","-178.455"
6197,0,"68.7845","3.90906","144.235","-0.341628","-0.730115","-178.467"
6198,0,"68.9497","3.87411","144.194","-0.386487","-0.635254","-178.394"
6199,0,"68.7926","4.0438","144.159","-0.380011","-0.432692","-178.461"
6200,0,"69.1183","2.61113","145.258","0.359701","-2.73357","-178.561"
6201,0,"69.0198","2.82904","145.102","0.258028","-2.41656","-178.508"
6202,0,"68.9519","3.8521","144.357","-0.210275","-1.04589","-178.558"
6203,0,"69.0226","3.62458","144.299","-0.177651","-1.13139","-178.497"
6204,0,"69.1426","2.3908","145.211","0.366724","-2.77393","-178.636"
6205,0,"69.1103","2.6631","145.167","0.370026","-2.60503","-178.588"
6206,0,"68.9647","3.72571","144.37","-0.223455","-1.08317","-178.429"
6207,0,"69.1433","2.48212","145.141","0.315135","-2.81115","-178.604"
6208,0,"68.7601","4.02469","143.959","-0.402447","-0.307536","-178.5"
6209,0,"69.1601","2.56411","145.168","0.35951","-2.72891","-178.535"
6210,0,"69.1246","2.43898","145.113","0.274823","-2.75283","-178.582"
6211,0,"68.9858","3.82942","144.321","-0.270123","-1.09025","-178.557"
6212,0,"68.7886","3.9063","144.314","-0.431036","-0.718385","-178.412"
6213,0,"69.0476","2.85691","145.078","0.239726","-2.46434","-178.606"
6214,0,"69.016","2.90762","145.054","0.213706","-2.31135","-178.537"
6215,0,"69.1464","2.60542","145.159","0.368792","-2.63325","-178.542"
6216,0,"69.0033","2.90574","145.034","0.227035","-2.27177","-178.57"
6217,0,"69.2251","3.36645","144.498","-0.103739","-1.40826","-178.423"
6218,0,"68.9594","2.8862","145.063","0.189949","-2.29038","-178.539"
6219,0,"68.8133","4.08527","144.125","-0.353361","-0.479555","-178.468"
6220,0,"68.951","2.94273","145.071","0.238514","-2.33126","-178.645"
6221,0,"68.792","4.02514","144.152","-0.3248","-0.570295","-178.471"
6222,0,"68.802","3.97446","144.183","-0.265808","-0.65017","-178.455"
6223,0,"68.7273","4.14742","144.08","-0.436111","-0.400991","-178.466"
6224,0,"68.7619","4.00338","144.076","-0.463455","-0.470283","-178.459"
6225,0,"68.8112","4.03404","144.133","-0.445617","-0.508552","-178.42"
6226,0,"68.936","3.8064","144.291","-0.31542","-0.688962","-178.416"
6227,0,"68.9725","2.75733","144.963","0.0630243","-2.27112","-178.523"
6228,0,"69.1306","2.57321","145.087","0.268057","-2.53568","-178.554"
6229,0,"68.8249","4.04882","144.041","-0.38895","-0.58594","-178.476"
6230,0,"68.9723","3.65643","144.266","-0.273605","-1.00788","-178.457"
6231,0,"68.897","3.81076","144.213","-0.291216","-0.880019","-178.512"
6232,0,"68.9909","2.90679","144.99","0.213473","-2.30542","-178.579"
6233,0,"68.9817","2.97591","144.941","0.231244","-2.27894","-178.57"
6234,0,"68.8491","3.76071","144.233","-0.363096","-0.714869","-178.447"
6235,0,"68.9845","3.61573","144.267","-0.40114","-0.940425","-178.357"
6236,0,"68.9873","2.96542","145.08","0.191092","-2.39807","-178.683"
6237,0,"69.151","2.59688","145.191","0.363527","-2.70769","-178.553"
6238,0,"68.9625","3.80266","144.261","-0.26751","-0.784176","-178.486"
6239,0,"68.816","4.00074","144.192","-0.249715","-0.640639","-178.502"
6240,0,"68.9834","3.74108","144.323","-0.225483","-0.778017","-178.399"
6241,0,"68.7758","4.13782","144.122","-0.482555","-0.434436","-178.537"
6242,0,"68.8076","4.10029","144.104","-0.360246","-0.496515","-178.471"
6243,0,"68.7678","4.1735","144.132","-0.368571","-0.533363","-178.577"
6244,0,"68.9604","2.75156","144.941","0.152352","-2.34533","-178.611"
6245,0,"68.8074","4.00478","144.178","-0.307118","-0.559913","-178.452"
6246,0,"68.9397","3.7805","144.359","-0.165882","-1.03697","-178.47"
6247,0,"68.7984","4.07505","143.965","-0.405622","-0.454323","-178.513"
6248,0,"68.7849","3.93518","144.087","-0.369601","-0.586477","-178.51"
6249,0,"68.97","2.78373","145.101","0.202419","-2.64981","-178.663"
6250,0,"68.9522","3.84098","144.294","-0.21607","-0.93432","-178.453"
6251,0,"69.0411","2.83021","144.997","0.290728","-2.52972","-178.576"
6252,0,"68.9687","2.99807","145.019","0.0974325","-2.26601","-178.662"
6253,0,"68.9994","2.80775","145.012","0.167311","-2.56538","-178.675"
6254,0,"69.1497","2.56238","145.249","0.343613","-2.74598","-178.559"
6255,0,"69.0122","2.79889","145.052","0.244917","-2.38915","-178.547"
6256,0,"68.7936","4.12529","144.115","-0.329127","-0.465108","-178.468"
6257,0,"68.7885","3.93922","144.26","-0.323582","-0.717168","-178.446"
6258,0,"68.7221","4.05077","144.237","-0.357987","-0.601216","-178.538"
6259,0,"68.9753","3.42975","144.473","-0.288727","-1.17178","-178.385"
6260,0,"69.1242","2.48652","145.245","0.34717","-2.73457","-178.524"
6261,0,"68.6557","4.06868","144.238","-0.501381","-0.494661","-178.509"
6262,0,"68.7605","4.07813","144.128","-0.414553","-0.447221","-178.477"
6263,0,"68.7709","4.00782","144.192","-0.370579","-0.499561","-178.479"
6264,0,"68.8189","3.98757","144.227","-0.286453","-0.64987","-178.443"
6265,0,"68.9519","3.73711","144.335","-0.284309","-0.862394","-178.415"
6266,0,"69.0619","2.74626","144.989","0.238242","-2.49495","-178.594"
6267,0,"68.7853","3.74568","144.228","-0.421675","-0.743543","-178.412"
6268,0,"68.8319","3.98748","144.062","-0.388807","-0.442818","-178.494"
6269,0,"68.8293","3.93011","144.221","-0.392308","-0.577826","-178.407"
6270,0,"68.9755","3.02455","144.993","0.245405","-2.32842","-178.585"
6271,0,"69.1331","2.31789","145.239","0.383218","-2.80605","-178.608"
6272,0,"69.1701","2.47513","145.102","0.332632","-2.73856","-178.568"
6273,0,"69.1576","2.35395","145.231","0.428691","-2.94576","-178.584"
6274,0,"68.968","3.73241","144.244","-0.228386","-0.937681","-178.464"
6275,0,"68.8168","4.02308","144.051","-0.401754","-0.494143","-178.481"
6276,0,"69.0022","2.91585","144.914","0.159363","-2.25736","-178.575"
6277,0,"69.1154","2.37299","145.123","0.263646","-2.65821","-178.586"
6278,0,"69.0531","2.83514","145.043","0.288225","-2.31671","-178.568"
6279,0,"68.9677","2.76549","145.101","0.158062","-2.33233","-178.5"
6280,0,"68.7423","4.08427","144.142","-0.51001","-0.340119","-178.42"
6281,0,"68.9046","3.82935","144.263","-0.334398","-0.785338","-178.524"
6282,0,"68.9627","3.64439","144.402","-0.329471","-0.956961","-178.372"
6283,0,"68.9404","3.67092","144.248","-0.289965","-0.888974","-178.46"
6284,0,"68.7672","4.13534","144.083","-0.450839","-0.29066","-178.431"
6285,0,"68.7998","3.8493","144.235","-0.271145","-0.737932","-178.494"
6286,0,"68.9776","2.98505","144.964","0.24091","-2.23004","-178.557"
6287,0,"69.1362","2.70618","145.129","0.334436","-2.48528","-178.56"
6288,0,"68.9465","2.96985","145.016","0.20466","-2.33746","-178.561"
6289,0,"68.9504","2.83383","144.978","0.197531","-2.17547","-178.582"
6290,0,"69.0535","2.84051","145.083","0.296675","-2.53063","-178.552"
6291,0,"68.8407","3.82942","144.09","-0.405963","-0.712011","-178.465"
6292,0,"69.012","2.92073","144.99","0.192502","-2.2032","-178.548"
6293,0,"69.3683","1.97511","145.308","0.404452","-3.22022","-178.549"
6294,0,"69.1723","2.42983","145.125","0.334457","-2.78043","-178.626"
6295,0,"68.822","3.81766","144.19","-0.201874","-0.759995","-178.557"
6296,0,"69.0902","2.81077","145.091","0.265922","-2.52527","-178.652"
6297,0,"68.977","2.58096","145.081","0.259448","-2.57608","-178.653"
6298,0,"68.9779","2.92958","145.003","0.237718","-2.27007","-178.598"
6299,0,"69.0155","2.87438","144.903","0.148521","-2.21187","-178.566"
6300,0,"69.0872","2.71442","145.164","0.333897","-2.60041","-178.517"
6301,0,"68.8008","3.93305","144.214","-0.330666","-0.617939","-178.5"
6302,0,"68.9765","3.02456","144.936","0.198799","-2.18997","-178.545"
6303,0,"68.7894","4.05133","144.144","-0.385979","-0.552409","-178.418"
6304,0,"69.0799","2.7759","145.245","0.350852","-2.74148","-178.648"
6305,0,"68.796","4.2334","144.071","-0.429918","-0.364314","-178.55"
6306,0,"68.9807","2.88408","145.028","0.276831","-2.27447","-178.601"
6307,0,"69.0456","2.83564","145.131","0.290577","-2.51848","-178.576"
6308,0,"68.8406","4.06007","144.11","-0.336115","-0.45034","-178.421"
6309,0,"68.8815","3.82662","144.324","-0.242523","-0.791518","-178.458"
6310,0,"68.8398","4.02394","144.153","-0.344364","-0.548892","-178.408"
6311,0,"68.749","4.03639","144.13","-0.404477","-0.457171","-178.458"
6312,0,"68.8025","4.02742","144.167","-0.369485","-0.437004","-178.506"
6313,0,"68.7933","4.03039","144.134","-0.330891","-0.544754","-178.444"
6314,0,"69.1528","2.49404","145.148","0.31628","-2.74399","-178.548"
6315,0,"68.7809","4.00536","144.199","-0.3328","-0.643038","-178.447"
6316,0,"69.1359","2.65598","145.164","0.295641","-2.57129","-178.559"
6317,0,"69.1457","2.46536","145.167","0.34551","-2.95762","-178.715"
6318,0,"68.9413","3.83732","144.251","-0.300318","-0.696216","-178.431"
6319,0,"68.995","3.85692","144.265","-0.247521","-0.894732","-178.444"
6320,0,"69.1742","2.55945","145.15","0.336143","-2.73877","-178.592"
6321,0,"68.8039","3.97772","144.061","-0.508326","-0.423844","-178.489"
6322,0,"68.808","4.00131","144.156","-0.322286","-0.530781","-178.477"
6323,0,"68.9848","3.72059","144.365","-0.15225","-1.05861","-178.441"
6324,0,"69.0414","2.69106","145.008","0.230356","-2.51006","-178.608"
6325,0,"68.9532","3.87023","144.237","-0.24937","-0.832493","-178.464"
6326,0,"69.1052","2.55023","145.108","0.230532","-2.54247","-178.535"
6327,0,"68.9505","3.76837","144.386","-0.118427","-1.07882","-178.433"
6328,0,"68.9752","3.63256","144.266","-0.186337","-1.06682","-178.489"
6329,0,"68.9707","2.99448","145.024","0.186146","-2.35531","-178.631"
6330,0,"69.1267","2.69848","145.165","0.360731","-2.64014","-178.607"
6331,0,"69.0355","2.86002","145.059","0.209649","-2.39145","-178.525"
6332,0,"69.1577","2.61582","145.187","0.359897","-2.62823","-178.58"
6333,0,"69.1639","2.44214","145.169","0.436265","-2.86732","-178.606"
6334,0,"69.0018","2.84032","144.972","0.246395","-2.25737","-178.575"
6335,0,"68.8413","3.9789","144.049","-0.37618","-0.646089","-178.515"
6336,0,"68.972","2.72886","145.077","0.0767853","-2.26783","-178.474"
6337,0,"68.8125","4.02055","144.041","-0.409411","-0.471418","-178.459"
6338,0,"68.7837","3.93139","144.041","-0.393472","-0.626112","-178.531"
6339,0,"69.0067","2.89514","144.969","0.231","-2.31938","-178.551"
6340,0,"69.0757","2.42551","145.298","0.240176","-2.78676","-178.541"
6341,0,"69.1841","2.5088","145.162","0.3375","-2.90601","-178.608"
6342,0,"68.7846","3.9603","144.143","-0.382525","-0.521278","-178.449"
6343,0,"68.8188","4.05476","144.2","-0.296916","-0.61442","-178.476"
6344,0,"68.7904","4.14876","144.094","-0.348892","-0.382012","-178.469"
6345,0,"68.8164","4.06021","144.141","-0.343528","-0.603522","-178.51"
6346,0,"69.1398","2.59234","145.178","0.339343","-2.59816","-178.555"
6347,0,"68.8115","3.93842","144.129","-0.324863","-0.751905","-178.491"
6348,0,"69.0094","2.78","145.103","0.20313","-2.34708","-178.535"
6349,0,"69.0896","2.7377","145.161","0.367597","-2.63207","-178.598"
6350,0,"69.1325","2.42123","145.147","0.379964","-2.79228","-178.582"
6351,0,"68.9588","2.96323","145.008","0.17219","-2.36724","-178.623"
6352,0,"68.9582","3.75392","144.355","-0.19413","-1.03316","-178.442"
6353,0,"68.8006","3.99088","144.129","-0.369166","-0.687568","-178.624"
6354,0,"68.8126","4.07122","144.223","-0.365048","-0.812591","-178.572"
6355,0,"68.953","3.8104","144.304","-0.315119","-0.889356","-178.405"
6356,0,"69.0114","2.77642","144.988","0.155765","-2.47752","-178.596"
6357,0,"68.9062","3.80173","144.321","-0.408339","-0.828615","-178.342"
6358,0,"68.8098","4.02573","144.189","-0.396241","-0.619567","-178.46"
6359,0,"69.1687","2.52622","145.283","0.349307","-2.90472","-178.67"
6360,0,"68.9545","3.77364","144.221","-0.177348","-0.921214","-178.487"
6361,0,"69.1418","2.60256","145.214","0.399821","-2.69522","-178.572"
6362,0,"68.8833","3.92189","144.24","-0.249603","-0.689937","-178.462"
6363,0,"69.0984","2.45792","145.229","0.329327","-2.71131","-178.582"
6364,0,"68.983","2.98036","144.991","0.226583","-2.29901","-178.573"
6365,0,"68.9495","2.58925","145.046","0.0761138","-2.40788","-178.56"
6366,0,"68.8011","4.09662","144.101","-0.391921","-0.491668","-178.419"
6367,0,"69.1203","2.50441","145.188","0.299007","-2.61004","-178.554"
6368,0,"69.1867","2.45002","145.109","0.314401","-2.62917","-178.55"
6369,0,"68.9372","3.85464","144.268","-0.315773","-0.747889","-178.392"
6370,0,"69.1767","2.55197","145.213","0.40373","-2.75018","-178.536"
6371,0,"68.8894","3.91077","144.278","-0.273806","-0.897837","-178.519"
6372,0,"68.7892","4.15156","144.14","-0.298656","-0.636962","-178.567"
6373,0,"68.9661","2.75678","145.058","0.161185","-2.48591","-178.679"
6374,0,"68.8267","4.1283","144.08","-0.364232","-0.42126","-178.451"
6375,0,"68.7992","3.95524","144.153","-0.353559","-0.72468","-178.58"
6376,0,"69.1466","2.61172","145.157","0.347827","-2.63982","-178.567"
6377,0,"68.949","2.56806","145.068","0.0673101","-2.45089","-178.523"
6378,0,"68.7665","4.16373","144.06","-0.360313","-0.388205","-178.472"
6379,0,"68.9975","2.92825","144.993","0.233521","-2.29189","-178.539"
6380,0,"68.8257","3.93979","144.086","-0.339586","-0.576106","-178.505"
6381,0,"68.7757","4.00376","144.033","-0.392983","-0.474009","-178.501"
6382,0,"69.1841","2.45523","145.141","0.368274","-2.8802","-178.604"
6383,0,"68.7942","4.03396","144.177","-0.423553","-0.39893","-178.448"
6384,0,"68.9869","2.92545","145.154","0.329517","-2.47276","-178.675"
6385,0,"69.1351","2.34372","145.199","0.172501","-2.76784","-178.532"
6386,0,"68.7719","4.15762","144.093","-0.409898","-0.400746","-178.483"
6387,0,"68.8173","3.87941","144.116","-0.42204","-0.557061","-178.509"
6388,0,"68.9718","3.85137","144.269","-0.239933","-0.843077","-178.475"
6389,0,"69.0033","2.67649","145.016","0.254865","-2.48278","-178.639"
6390,0,"69.1255","2.70773","145.078","0.344587","-2.51034","-178.553"
6391,0,"68.9828","2.85689","144.978","0.180212","-2.21221","-178.545"
6392,0,"68.9864","2.92448","145.088","0.270992","-2.55237","-178.639"
6393,0,"69.0482","2.65184","145.145","0.27324","-2.55278","-178.508"
6394,0,"68.943","3.86292","144.256","-0.258592","-0.868347","-178.458"
6395,0,"68.9941","2.83024","144.993","0.227837","-2.30889","-178.521"
6396,0,"69.1712","2.6248","145.181","0.382007","-2.72438","-178.564"
6397,0,"68.9767","3.55041","144.375","-0.25311","-1.0754","-178.454"
6398,0,"68.8119","4.14453","144.055","-0.422996","-0.381803","-178.477"
6399,0,"69.007","2.86725","144.987","0.274448","-2.32361","-178.556"
6400,0,"68.8009","4.01789","144.117","-0.401109","-0.519397","-178.404"
6401,0,"68.9833","2.80684","145.118","0.315207","-2.47788","-178.581"
6402,0,"69.0174","2.79259","144.944","0.19659","-2.40384","-178.618"
6403,0,"68.9334","3.79652","144.301","-0.211914","-0.938964","-178.429"
6404,0,"68.9888","2.82582","144.986","0.250235","-2.39639","-178.618"
6405,0,"69.0265","2.73698","144.955","0.203624","-2.42027","-178.591"
6406,0,"68.7743","3.9998","144.07","-0.471923","-0.383738","-178.466"
6407,0,"68.9392","3.68156","144.291","-0.322346","-1.02977","-178.444"
6408,0,"68.9942","2.61753","145.038","0.0596741","-2.44807","-178.546"
6409,0,"68.9737","3.65018","144.303","-0.198764","-1.08417","-178.5"
6410,0,"68.7457","4.13597","144.165","-0.420453","-0.449284","-178.543"
6411,0,"69.0094","3.6715","144.26","-0.164475","-1.00127","-178.487"
6412,0,"68.7846","4.01334","144.151","-0.453531","-0.393656","-178.44"
6413,0,"69.1954","2.44749","145.062","0.331666","-2.75483","-178.588"
6414,0,"68.7764","3.93431","144.039","-0.582553","-0.451656","-178.402"
6415,0,"68.9665","2.81231","144.998","0.172983","-2.25721","-178.557"
6416,0,"68.9165","3.92699","144.228","-0.248967","-0.781512","-178.53"
6417,0,"68.7812","4.15952","144.138","-0.383793","-0.556565","-178.6"
6418,0,"68.8259","3.93813","144.225","-0.329718","-0.730637","-178.481"
6419,0,"68.8368","3.91395","144.185","-0.29939","-0.695279","-178.443"
6420,0,"68.9938","2.83483","145.005","0.167651","-2.22253","-178.515"
6421,0,"68.7106","4.11155","144.123","-0.521316","-0.418896","-178.538"
6422,0,"68.9102","3.84846","144.229","-0.312014","-0.913719","-178.453"
6423,0,"68.8065","4.15232","144.067","-0.333264","-0.382878","-178.515"
6424,0,"69.1435","2.50935","145.312","0.393317","-2.77131","-178.532"
6425,0,"68.8376","3.96467","144.183","-0.304627","-0.534752","-178.46"
6426,0,"69.1416","2.34261","145.122","0.283122","-2.78037","-178.551"
6427,0,"68.7969","3.89923","144.145","-0.377929","-0.621421","-178.496"
6428,0,"68.7676","3.9762","144.163","-0.419036","-0.455977","-178.425"
6429,0,"69.1221","2.41784","145.171","0.284887","-2.78252","-178.578"
6430,0,"69.1198","2.48744","145.167","0.306971","-2.73647","-178.579"
6431,0,"69.0506","2.74209","144.818","0.140078","-2.34051","-178.569"
6432,0,"68.7741","4.13098","144.053","-0.387446","-0.389904","-178.472"
6433,0,"69.0547","2.93286","144.805","0.0956912","-2.14209","-178.55"
6434,0,"68.8","3.85839","144.229","-0.282696","-0.790906","-178.63"
6435,0,"68.9791","3.71899","144.303","-0.134197","-0.983109","-178.439"
6436,0,"68.7931","4.13172","144.062","-0.409526","-0.290999","-178.475"
6437,0,"68.9904","2.76775","145.087","0.230967","-2.40576","-178.564"
6438,0,"69.1077","2.64829","145.177","0.352213","-2.67143","-178.583"
6439,0,"68.8302","4.11583","144.102","-0.355833","-0.385538","-178.445"
6440,0,"68.9731","2.85591","145.07","0.321514","-2.34998","-178.641"
6441,0,"69.146","2.61406","145.13","0.318345","-2.60194","-178.53"
6442,0,"68.813","3.93957","144.209","-0.385387","-0.598328","-178.398"
6443,0,"68.7645","4.07399","144.135","-0.408343","-0.49096","-178.416"
6444,0,"69.0194","3.7186","144.349","-0.198557","-0.934892","-178.429"
6445,0,"69.1035","2.66792","145.186","0.296599","-2.65849","-178.562"
6446,0,"68.7574","3.66262","144.316","-0.386696","-0.889805","-178.455"
6447,0,"68.8104","4.08528","144.072","-0.41503","-0.471093","-178.471"
6448,0,"68.9645","3.75805","144.219","-0.231648","-0.901906","-178.485"
6449,0,"68.8207","3.99295","144.055","-0.353957","-0.450582","-178.512"
6450,0,"68.9854","2.88644","145.009","0.250867","-2.41723","-178.626"
6451,0,"68.9852","2.93405","144.971","0.206113","-2.12892","-178.596"
6452,0,"68.8196","4.05199","144.137","-0.349602","-0.432112","-178.455"
6453,0,"69.1303","2.53904","145.269","0.367164","-2.75902","-178.563"
6454,0,"68.7999","3.97777","144.073","-0.421208","-0.504935","-178.467"
6455,0,"68.9343","2.7561","144.893","0.198269","-2.25874","-178.572"
6456,0,"68.731","4.06338","144.215","-0.357544","-0.642661","-178.552"
6457,0,"68.9911","2.83449","145.039","0.176134","-2.25764","-178.538"
6458,0,"68.9404","3.02566","144.94","0.11198","-2.18331","-178.687"
6459,0,"68.789","3.95598","144.127","-0.414901","-0.477119","-178.468"
6460,0,"68.9987","3.0312","144.966","0.182062","-2.23845","-178.655"
6461,0,"68.8082","4.10423","144.149","-0.481387","-0.381132","-178.437"
6462,0,"69.0151","3.7379","144.299","-0.177402","-0.913089","-178.432"
