"Step","a2c - train/reward_mean","a2c - train/reward_mean__MIN","a2c - train/reward_mean__MAX"
"88","-1.1223024891240294","-1.1223024891240294","-1.1223024891240294"
"89","-1.5945824728300926","-1.5945824728300926","-1.5945824728300926"
"90","-1.8977659333927375","-1.8977659333927375","-1.8977659333927375"
"91","-2.1857573967750037","-2.1857573967750037","-2.1857573967750037"
"92","-2.4518926020869203","-2.4518926020869203","-2.4518926020869203"
"93","-3.2344145025693067","-3.2344145025693067","-3.2344145025693067"
"94","-3.93898732844459","-3.93898732844459","-3.93898732844459"
"95","-3.8616650889495903","-3.8616650889495903","-3.8616650889495903"
"96","-4.061225525289349","-4.061225525289349","-4.061225525289349"
"97","-3.9704660357845607","-3.9704660357845607","-3.9704660357845607"
"98","-4.177250215642651","-4.177250215642651","-4.177250215642651"
"99","-4.458489775160537","-4.458489775160537","-4.458489775160537"
"100","-5.320868141340616","-5.320868141340616","-5.320868141340616"
"101","-6.2959453501660025","-6.2959453501660025","-6.2959453501660025"
"102","-7.408052258804965","-7.408052258804965","-7.408052258804965"
"103","-8.049923745134437","-8.049923745134437","-8.049923745134437"
"104","-9.310162360520627","-9.310162360520627","-9.310162360520627"
"105","-9.915627780008654","-9.915627780008654","-9.915627780008654"
"106","-10.610824278813089","-10.610824278813089","-10.610824278813089"
"107","-11.179762167377339","-11.179762167377339","-11.179762167377339"
"108","-11.330762377680221","-11.330762377680221","-11.330762377680221"
"109","-11.80700385056989","-11.80700385056989","-11.80700385056989"
"110","-12.304184971564391","-12.304184971564391","-12.304184971564391"
"111","-12.762415582189279","-12.762415582189279","-12.762415582189279"
"112","-13.46024337106006","-13.46024337106006","-13.46024337106006"
"113","-14.96678143410565","-14.96678143410565","-14.96678143410565"
"114","-15.647296831607527","-15.647296831607527","-15.647296831607527"
"115","-16.345340399201667","-16.345340399201667","-16.345340399201667"
"116","-16.801807992327667","-16.801807992327667","-16.801807992327667"
"117","-15.961039416379936","-15.961039416379936","-15.961039416379936"
"118","-16.179484283607163","-16.179484283607163","-16.179484283607163"
"119","-16.710308385467798","-16.710308385467798","-16.710308385467798"
"120","-16.768309628418354","-16.768309628418354","-16.768309628418354"
"121","-16.74120583232929","-16.74120583232929","-16.74120583232929"
"122","-15.953563989200338","-15.953563989200338","-15.953563989200338"
"123","-14.826016047466256","-14.826016047466256","-14.826016047466256"
"124","-14.622409712765075","-14.622409712765075","-14.622409712765075"
"125","-14.782906701345636","-14.782906701345636","-14.782906701345636"
"126","-14.229800345622643","-14.229800345622643","-14.229800345622643"
"127","-14.191043903575919","-14.191043903575919","-14.191043903575919"
"128","-13.668871273179247","-13.668871273179247","-13.668871273179247"
"129","-12.995217237686447","-12.995217237686447","-12.995217237686447"
"130","-12.644333404348872","-12.644333404348872","-12.644333404348872"
"131","-12.063566252477177","-12.063566252477177","-12.063566252477177"
"132","-12.069203934445687","-12.069203934445687","-12.069203934445687"
"133","-12.150779825057544","-12.150779825057544","-12.150779825057544"
"134","-11.248288275990344","-11.248288275990344","-11.248288275990344"
"135","-11.482027540374256","-11.482027540374256","-11.482027540374256"
"136","-11.577850448544778","-11.577850448544778","-11.577850448544778"
"137","-10.7746240351905","-10.7746240351905","-10.7746240351905"
"138","-10.337092544040352","-10.337092544040352","-10.337092544040352"
"139","-10.83710131544125","-10.83710131544125","-10.83710131544125"
"140","-10.923261410393462","-10.923261410393462","-10.923261410393462"
"141","-10.416790114137985","-10.416790114137985","-10.416790114137985"
"142","-10.526390733886219","-10.526390733886219","-10.526390733886219"
"143","-10.70137830116757","-10.70137830116757","-10.70137830116757"
"144","-10.893128559207252","-10.893128559207252","-10.893128559207252"
"145","-11.353237540824047","-11.353237540824047","-11.353237540824047"
"146","-12.002119950921916","-12.002119950921916","-12.002119950921916"
"147","-12.37953557259374","-12.37953557259374","-12.37953557259374"
"148","-12.436916768597149","-12.436916768597149","-12.436916768597149"
"149","-12.450841654380492","-12.450841654380492","-12.450841654380492"
"150","-12.699596367282503","-12.699596367282503","-12.699596367282503"
"151","-12.802163864886097","-12.802163864886097","-12.802163864886097"
"152","-12.863046146100096","-12.863046146100096","-12.863046146100096"
"153","-12.510581008433073","-12.510581008433073","-12.510581008433073"
"154","-12.15820843471185","-12.15820843471185","-12.15820843471185"
"155","-11.771079268469185","-11.771079268469185","-11.771079268469185"
"156","-11.740698243579537","-11.740698243579537","-11.740698243579537"
"157","-10.808237258153676","-10.808237258153676","-10.808237258153676"
"158","-10.836548343184113","-10.836548343184113","-10.836548343184113"
"159","-10.826697238511114","-10.826697238511114","-10.826697238511114"
"160","-10.744719418524474","-10.744719418524474","-10.744719418524474"
"161","-10.534786511244892","-10.534786511244892","-10.534786511244892"
"162","-9.671882752063393","-9.671882752063393","-9.671882752063393"
"163","-9.557969998004555","-9.557969998004555","-9.557969998004555"
"164","-9.410720360851556","-9.410720360851556","-9.410720360851556"
"165","-9.281554653043568","-9.281554653043568","-9.281554653043568"
"166","-9.15579605762352","-9.15579605762352","-9.15579605762352"
"167","-9.010034235205676","-9.010034235205676","-9.010034235205676"
"168","-8.875226122529421","-8.875226122529421","-8.875226122529421"
"169","-8.335759461035195","-8.335759461035195","-8.335759461035195"
"170","-7.520470300924208","-7.520470300924208","-7.520470300924208"
"171","-6.107602233916696","-6.107602233916696","-6.107602233916696"
"172","-4.547931926049496","-4.547931926049496","-4.547931926049496"
"173","-3.9123905412146995","-3.9123905412146995","-3.9123905412146995"
"174","-3.271703041893634","-3.271703041893634","-3.271703041893634"
"175","-2.495559992929193","-2.495559992929193","-2.495559992929193"
"176","-1.837091798423062","-1.837091798423062","-1.837091798423062"
"177","-1.2567421090630524","-1.2567421090630524","-1.2567421090630524"
"178","-0.33122860934134224","-0.33122860934134224","-0.33122860934134224"
"179","1.1459151032006776","1.1459151032006776","1.1459151032006776"
"180","2.167884297801793","2.167884297801793","2.167884297801793"
"181","2.6067182494305596","2.6067182494305596","2.6067182494305596"
"182","3.3016048856476847","3.3016048856476847","3.3016048856476847"
"183","3.5140895778515553","3.5140895778515553","3.5140895778515553"
"184","3.9596301075948577","3.9596301075948577","3.9596301075948577"
"185","4.666916352417757","4.666916352417757","4.666916352417757"
"186","6.2677546875602275","6.2677546875602275","6.2677546875602275"
"187","7.132665261005604","7.132665261005604","7.132665261005604"
"188","7.922635820287833","7.922635820287833","7.922635820287833"
"189","8.787978610190185","8.787978610190185","8.787978610190185"
"190","9.458355398862187","9.458355398862187","9.458355398862187"
"191","10.109500436718081","10.109500436718081","10.109500436718081"
"192","10.702354805100914","10.702354805100914","10.702354805100914"
"193","11.846944756828453","11.846944756828453","11.846944756828453"
"194","12.905958295468444","12.905958295468444","12.905958295468444"
"195","13.178773381746288","13.178773381746288","13.178773381746288"
"196","13.957589920981409","13.957589920981409","13.957589920981409"
"197","14.485673108853371","14.485673108853371","14.485673108853371"
"198","15.167805427437852","15.167805427437852","15.167805427437852"
"199","15.881131231101898","15.881131231101898","15.881131231101898"
"200","17.15288537262866","17.15288537262866","17.15288537262866"
"201","18.320386815976672","18.320386815976672","18.320386815976672"
"202","19.592213395447033","19.592213395447033","19.592213395447033"
"203","21.145285338542163","21.145285338542163","21.145285338542163"
"204","22.605115110936314","22.605115110936314","22.605115110936314"
"205","23.252874721136614","23.252874721136614","23.252874721136614"
"206","23.969505051836748","23.969505051836748","23.969505051836748"
"207","24.53508673752556","24.53508673752556","24.53508673752556"
"208","24.670376621393807","24.670376621393807","24.670376621393807"
"209","25.250893667057245","25.250893667057245","25.250893667057245"
"210","25.806779447087173","25.806779447087173","25.806779447087173"
"211","26.390398184057414","26.390398184057414","26.390398184057414"
"212","27.074652777412993","27.074652777412993","27.074652777412993"
"213","27.460156014517924","27.460156014517924","27.460156014517924"
"214","27.738790657104037","27.738790657104037","27.738790657104037"
"215","28.154949658243495","28.154949658243495","28.154949658243495"
"216","28.57770964881631","28.57770964881631","28.57770964881631"
"217","28.812907623318534","28.812907623318534","28.812907623318534"
"218","29.78552713436009","29.78552713436009","29.78552713436009"
"219","30.60900304938601","30.60900304938601","30.60900304938601"
"220","30.786832453216704","30.786832453216704","30.786832453216704"
"221","31.247690576007226","31.247690576007226","31.247690576007226"
"222","31.538519070171386","31.538519070171386","31.538519070171386"
"223","31.786735606438086","31.786735606438086","31.786735606438086"
"224","32.53618695697027","32.53618695697027","32.53618695697027"
"225","33.23436689238886","33.23436689238886","33.23436689238886"
"226","33.55930069057162","33.55930069057162","33.55930069057162"
"227","34.09748118058647","34.09748118058647","34.09748118058647"
"228","34.25385101623964","34.25385101623964","34.25385101623964"
"229","34.864819429497146","34.864819429497146","34.864819429497146"
"230","35.06857337934329","35.06857337934329","35.06857337934329"
"231","35.42325087480611","35.42325087480611","35.42325087480611"
"232","35.41812087704559","35.41812087704559","35.41812087704559"
"233","35.698117683836756","35.698117683836756","35.698117683836756"
"234","35.796671876383044","35.796671876383044","35.796671876383044"
"235","36.19064270301104","36.19064270301104","36.19064270301104"
"236","36.39866900779387","36.39866900779387","36.39866900779387"
"237","36.52841665370266","36.52841665370266","36.52841665370266"
"238","36.732568858022496","36.732568858022496","36.732568858022496"
"239","37.26654413838194","37.26654413838194","37.26654413838194"
"240","37.370718821469566","37.370718821469566","37.370718821469566"
"241","37.715518420372646","37.715518420372646","37.715518420372646"
"242","38.03957999200295","38.03957999200295","38.03957999200295"
"243","38.371077030860725","38.371077030860725","38.371077030860725"
"244","38.50894350618033","38.50894350618033","38.50894350618033"
"245","38.73437755903895","38.73437755903895","38.73437755903895"
"246","38.850738721966884","38.850738721966884","38.850738721966884"
"247","39.12005296674117","39.12005296674117","39.12005296674117"
"248","39.300968534476375","39.300968534476375","39.300968534476375"
"249","39.53704766876294","39.53704766876294","39.53704766876294"
"250","39.72997821344146","39.72997821344146","39.72997821344146"
"251","39.868829933602576","39.868829933602576","39.868829933602576"
"252","40.12867977006568","40.12867977006568","40.12867977006568"
"253","40.458437051998665","40.458437051998665","40.458437051998665"
"254","40.57403409923518","40.57403409923518","40.57403409923518"
"255","40.77592635474957","40.77592635474957","40.77592635474957"
"256","40.8227332382635","40.8227332382635","40.8227332382635"
"257","41.04875015227215","41.04875015227215","41.04875015227215"
"258","41.06662270057892","41.06662270057892","41.06662270057892"
"259","41.19742839315852","41.19742839315852","41.19742839315852"
"260","41.042261344287","41.042261344287","41.042261344287"
"261","41.066149468484255","41.066149468484255","41.066149468484255"
"262","41.07794977643621","41.07794977643621","41.07794977643621"
"263","41.21439364541416","41.21439364541416","41.21439364541416"
"264","41.19455013620063","41.19455013620063","41.19455013620063"
"265","41.10530785218209","41.10530785218209","41.10530785218209"
"266","41.01514918021254","41.01514918021254","41.01514918021254"
"267","41.045688179373755","41.045688179373755","41.045688179373755"
"268","41.03419448693843","41.03419448693843","41.03419448693843"
"269","41.00272031331064","41.00272031331064","41.00272031331064"
"270","40.84746684012098","40.84746684012098","40.84746684012098"
"271","40.705933798575785","40.705933798575785","40.705933798575785"
"272","40.42105899873066","40.42105899873066","40.42105899873066"
"273","40.39572834337007","40.39572834337007","40.39572834337007"
"274","40.1997797337194","40.1997797337194","40.1997797337194"
"275","40.19761316938347","40.19761316938347","40.19761316938347"
"276","40.1327967143806","40.1327967143806","40.1327967143806"
"277","40.18254274913015","40.18254274913015","40.18254274913015"
"278","39.85922091207904","39.85922091207904","39.85922091207904"
"279","39.74563766079082","39.74563766079082","39.74563766079082"
"280","39.51066499348642","39.51066499348642","39.51066499348642"
"281","39.55890462809737","39.55890462809737","39.55890462809737"
"282","39.51340320013027","39.51340320013027","39.51340320013027"
"283","39.32818717953865","39.32818717953865","39.32818717953865"
"284","39.45468325316789","39.45468325316789","39.45468325316789"
"285","39.52342362073832","39.52342362073832","39.52342362073832"
"286","39.254066037636946","39.254066037636946","39.254066037636946"
"287","39.02567687882285","39.02567687882285","39.02567687882285"
"288","38.79378971533093","38.79378971533093","38.79378971533093"
"289","38.727727184828254","38.727727184828254","38.727727184828254"
"290","38.59638017755846","38.59638017755846","38.59638017755846"
"291","38.559787404132656","38.559787404132656","38.559787404132656"
"292","38.541914246505186","38.541914246505186","38.541914246505186"
"293","38.50610292561003","38.50610292561003","38.50610292561003"
"294","38.488357519259445","38.488357519259445","38.488357519259445"
"295","38.584816667113046","38.584816667113046","38.584816667113046"
"296","38.36287646213721","38.36287646213721","38.36287646213721"
"297","38.03884177441942","38.03884177441942","38.03884177441942"
"298","37.96959247448453","37.96959247448453","37.96959247448453"
"299","37.87050709190982","37.87050709190982","37.87050709190982"
"300","37.74163451846311","37.74163451846311","37.74163451846311"
"301","37.61603596261964","37.61603596261964","37.61603596261964"
"302","37.488386094047456","37.488386094047456","37.488386094047456"
"303","37.235469660567176","37.235469660567176","37.235469660567176"
"304","37.090188776159486","37.090188776159486","37.090188776159486"
"305","37.08077595765033","37.08077595765033","37.08077595765033"
"306","37.09484733315912","37.09484733315912","37.09484733315912"
"307","36.868043693311336","36.868043693311336","36.868043693311336"
"308","36.91827950578125","36.91827950578125","36.91827950578125"
"309","36.69831290843955","36.69831290843955","36.69831290843955"
"310","36.51013335177966","36.51013335177966","36.51013335177966"
"311","36.30566819562519","36.30566819562519","36.30566819562519"
"312","36.39239030129625","36.39239030129625","36.39239030129625"
"313","36.3016707094005","36.3016707094005","36.3016707094005"
"314","36.43464008494422","36.43464008494422","36.43464008494422"
"315","36.35713409036773","36.35713409036773","36.35713409036773"
"316","36.371799763546115","36.371799763546115","36.371799763546115"
"317","36.137316010024186","36.137316010024186","36.137316010024186"
"318","36.29173874105469","36.29173874105469","36.29173874105469"
"319","36.10520108790453","36.10520108790453","36.10520108790453"
"320","36.01959693713197","36.01959693713197","36.01959693713197"
"321","36.01855396158931","36.01855396158931","36.01855396158931"
"322","36.028199910471486","36.028199910471486","36.028199910471486"
"323","35.98574866949424","35.98574866949424","35.98574866949424"
"324","36.04758026482992","36.04758026482992","36.04758026482992"
"325","36.08921033502953","36.08921033502953","36.08921033502953"
"326","36.01536685367686","36.01536685367686","36.01536685367686"
"327","36.0361762029085","36.0361762029085","36.0361762029085"
"328","36.00326969138328","36.00326969138328","36.00326969138328"
"329","35.91429386692227","35.91429386692227","35.91429386692227"
"330","35.860836679848035","35.860836679848035","35.860836679848035"
"331","35.856841896904115","35.856841896904115","35.856841896904115"
"332","36.059843516642175","36.059843516642175","36.059843516642175"
"333","35.84231525669882","35.84231525669882","35.84231525669882"
"334","35.972713020878906","35.972713020878906","35.972713020878906"
"335","35.83025169971119","35.83025169971119","35.83025169971119"
"336","35.71462886186968","35.71462886186968","35.71462886186968"
"337","35.805368568589145","35.805368568589145","35.805368568589145"
"338","35.7893877865739","35.7893877865739","35.7893877865739"
"339","36.10878218079113","36.10878218079113","36.10878218079113"
"340","36.21520313935424","36.21520313935424","36.21520313935424"
"341","36.22746224102106","36.22746224102106","36.22746224102106"
"342","36.26050211299626","36.26050211299626","36.26050211299626"
"343","36.18433111385508","36.18433111385508","36.18433111385508"
"344","36.221481483003664","36.221481483003664","36.221481483003664"
"345","36.11651175232728","36.11651175232728","36.11651175232728"
"346","36.287470808159924","36.287470808159924","36.287470808159924"
"347","36.39830454339601","36.39830454339601","36.39830454339601"
"348","36.34144164755337","36.34144164755337","36.34144164755337"
"349","36.15508599685163","36.15508599685163","36.15508599685163"
"350","36.18422258150567","36.18422258150567","36.18422258150567"
"351","36.10408191740891","36.10408191740891","36.10408191740891"
"352","35.94508986583678","35.94508986583678","35.94508986583678"
"353","35.80187402699841","35.80187402699841","35.80187402699841"
"354","35.779602839256405","35.779602839256405","35.779602839256405"
"355","35.79627229144214","35.79627229144214","35.79627229144214"
"356","35.80864096267498","35.80864096267498","35.80864096267498"
"357","35.7968201985443","35.7968201985443","35.7968201985443"
"358","35.92244174965337","35.92244174965337","35.92244174965337"
"359","35.86294553240441","35.86294553240441","35.86294553240441"
"360","36.18793043153972","36.18793043153972","36.18793043153972"
"361","36.1184154205388","36.1184154205388","36.1184154205388"
"362","36.07192231821358","36.07192231821358","36.07192231821358"
"363","36.00768967290813","36.00768967290813","36.00768967290813"
"364","35.97900664547862","35.97900664547862","35.97900664547862"
"365","36.06140410457036","36.06140410457036","36.06140410457036"
"366","36.246385244235825","36.246385244235825","36.246385244235825"
"367","36.22935987090543","36.22935987090543","36.22935987090543"
"368","36.24367945052069","36.24367945052069","36.24367945052069"
"369","36.30608435133789","36.30608435133789","36.30608435133789"
"370","36.40876872386052","36.40876872386052","36.40876872386052"
"371","36.62394750458854","36.62394750458854","36.62394750458854"
"372","36.75031441521973","36.75031441521973","36.75031441521973"
"373","36.78693137983002","36.78693137983002","36.78693137983002"
"374","36.86033790810728","36.86033790810728","36.86033790810728"
"375","36.673282991628476","36.673282991628476","36.673282991628476"
"376","36.65727934938095","36.65727934938095","36.65727934938095"
"377","36.60529019645121","36.60529019645121","36.60529019645121"
"378","36.82141884260189","36.82141884260189","36.82141884260189"
"379","36.99591401013302","36.99591401013302","36.99591401013302"
"380","37.0522480696264","37.0522480696264","37.0522480696264"
"381","36.955908920117544","36.955908920117544","36.955908920117544"
"382","37.00629469773256","37.00629469773256","37.00629469773256"
"383","37.2961318830516","37.2961318830516","37.2961318830516"
"384","37.208729313269615","37.208729313269615","37.208729313269615"
"385","37.13396177123639","37.13396177123639","37.13396177123639"
"386","37.23229540747696","37.23229540747696","37.23229540747696"
"387","37.36744864194177","37.36744864194177","37.36744864194177"
"388","37.447040069480316","37.447040069480316","37.447040069480316"
"389","37.603321268972834","37.603321268972834","37.603321268972834"
"390","37.7548750294901","37.7548750294901","37.7548750294901"
"391","37.79687713197829","37.79687713197829","37.79687713197829"
"392","37.88144851646579","37.88144851646579","37.88144851646579"
"393","37.87504073017266","37.87504073017266","37.87504073017266"
"394","37.89903211536457","37.89903211536457","37.89903211536457"
"395","37.87651276458393","37.87651276458393","37.87651276458393"
"396","37.92643452267501","37.92643452267501","37.92643452267501"
"397","38.04699725511822","38.04699725511822","38.04699725511822"
"398","37.989940674444846","37.989940674444846","37.989940674444846"
"399","38.11623386799842","38.11623386799842","38.11623386799842"
"400","38.256152021590566","38.256152021590566","38.256152021590566"
"401","38.35486681154365","38.35486681154365","38.35486681154365"
"402","38.35645737508854","38.35645737508854","38.35645737508854"
"403","38.47663612947177","38.47663612947177","38.47663612947177"
"404","38.522797757275","38.522797757275","38.522797757275"
"405","38.562888792152116","38.562888792152116","38.562888792152116"
"406","38.588078474807155","38.588078474807155","38.588078474807155"
"407","38.72489454526647","38.72489454526647","38.72489454526647"
"408","38.71581046818483","38.71581046818483","38.71581046818483"
"409","38.9229418267748","38.9229418267748","38.9229418267748"
"410","39.13371086551069","39.13371086551069","39.13371086551069"
"411","39.24539036660066","39.24539036660066","39.24539036660066"
"412","39.16425435170666","39.16425435170666","39.16425435170666"
"413","39.27511618857196","39.27511618857196","39.27511618857196"
"414","39.19211498776902","39.19211498776902","39.19211498776902"
"415","39.26336771612332","39.26336771612332","39.26336771612332"
"416","39.463538305556725","39.463538305556725","39.463538305556725"
"417","39.66822122896483","39.66822122896483","39.66822122896483"
"418","39.63877273171835","39.63877273171835","39.63877273171835"
"419","39.733147065122466","39.733147065122466","39.733147065122466"
"420","39.86838323335382","39.86838323335382","39.86838323335382"
"421","40.01431507019195","40.01431507019195","40.01431507019195"
"422","40.01075408044424","40.01075408044424","40.01075408044424"
"423","40.02091910117808","40.02091910117808","40.02091910117808"
"424","40.0059427149027","40.0059427149027","40.0059427149027"
"425","39.95012593062311","39.95012593062311","39.95012593062311"
"426","39.92230672331068","39.92230672331068","39.92230672331068"
"427","40.008551414241154","40.008551414241154","40.008551414241154"
"428","40.09238539438586","40.09238539438586","40.09238539438586"
"429","40.11082465747837","40.11082465747837","40.11082465747837"
"430","40.26114965230692","40.26114965230692","40.26114965230692"
"431","40.24899278211378","40.24899278211378","40.24899278211378"
"432","40.21708064657607","40.21708064657607","40.21708064657607"
"433","40.3361855940285","40.3361855940285","40.3361855940285"
"434","40.38275007481541","40.38275007481541","40.38275007481541"
"435","40.47728875442612","40.47728875442612","40.47728875442612"
"436","40.55263871605945","40.55263871605945","40.55263871605945"
"437","40.51781150090014","40.51781150090014","40.51781150090014"
"438","40.496208135462076","40.496208135462076","40.496208135462076"
"439","40.292477727512306","40.292477727512306","40.292477727512306"
"440","40.19207243719691","40.19207243719691","40.19207243719691"
"441","40.202922186043","40.202922186043","40.202922186043"
"442","40.1140902979119","40.1140902979119","40.1140902979119"
"443","40.239291394437316","40.239291394437316","40.239291394437316"
"444","40.23256260879396","40.23256260879396","40.23256260879396"
"445","40.38347040462657","40.38347040462657","40.38347040462657"
"446","40.25586445638415","40.25586445638415","40.25586445638415"
"447","40.11008016205247","40.11008016205247","40.11008016205247"
"448","40.11970252534229","40.11970252534229","40.11970252534229"
"449","40.19701824078191","40.19701824078191","40.19701824078191"
"450","40.103810686821525","40.103810686821525","40.103810686821525"
"451","40.162082286468646","40.162082286468646","40.162082286468646"
"452","40.299466966798065","40.299466966798065","40.299466966798065"
"453","40.24995809755987","40.24995809755987","40.24995809755987"
"454","40.1732519981428","40.1732519981428","40.1732519981428"
"455","40.03672612545546","40.03672612545546","40.03672612545546"
"456","40.20900051620323","40.20900051620323","40.20900051620323"
"457","40.025360924018315","40.025360924018315","40.025360924018315"
"458","39.9194533854106","39.9194533854106","39.9194533854106"
"459","39.8388328022731","39.8388328022731","39.8388328022731"
"460","39.61771161095589","39.61771161095589","39.61771161095589"
"461","39.550600534820695","39.550600534820695","39.550600534820695"
"462","39.58098918853677","39.58098918853677","39.58098918853677"
"463","39.48530314481293","39.48530314481293","39.48530314481293"
"464","39.51434601233515","39.51434601233515","39.51434601233515"
"465","39.53815656761057","39.53815656761057","39.53815656761057"
"466","39.427400343803455","39.427400343803455","39.427400343803455"
"467","39.34995167116897","39.34995167116897","39.34995167116897"
"468","39.36392785817181","39.36392785817181","39.36392785817181"
"469","39.33109717903455","39.33109717903455","39.33109717903455"
"470","39.166186984906965","39.166186984906965","39.166186984906965"
"471","39.268106881476996","39.268106881476996","39.268106881476996"
"472","39.232138394041975","39.232138394041975","39.232138394041975"
"473","39.197141054830574","39.197141054830574","39.197141054830574"
"474","39.038367740884134","39.038367740884134","39.038367740884134"
"475","38.99285349839338","38.99285349839338","38.99285349839338"
"476","38.93611285972147","38.93611285972147","38.93611285972147"
"477","38.89427866427897","38.89427866427897","38.89427866427897"
"478","38.74303037737234","38.74303037737234","38.74303037737234"
"479","38.467139657854275","38.467139657854275","38.467139657854275"
"480","38.31107591922133","38.31107591922133","38.31107591922133"
"481","38.15570016913785","38.15570016913785","38.15570016913785"
"482","37.969672452627854","37.969672452627854","37.969672452627854"
