Frame,Sub Frame,"Position - Limo_02",,,"Position - Limo_04",,,"Rotation (Helical) - Limo_02",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","TX","TY","TZ","RX","RY","RZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","°","°","°","°","°","°"
527,0,"-1216.09","-823.76","150.39","-203.847","60.5214","145.637","1.25784","-0.707298","173.493","2.12066","-2.00456","169.049"
528,0,"-1219.15","-823.33","150.232","-205.837","61.3456","145.656","1.37356","-0.284194","173.496","2.1043","-1.81159","168.996"
529,0,"-1221.78","-822.542","150.366","-207.829","61.5569","145.817","1.2719","-0.701895","173.358","2.06542","-1.95575","168.802"
530,0,"-1224.63","-821.963","150.477","-209.885","62.2282","145.814","1.32329","-0.626974","173.281","2.1873","-2.01955","168.684"
531,0,"-1227.4","-821.416","150.413","-211.89","62.4487","145.976","1.34141","-0.600161","173.167","2.03206","-1.88472","168.591"
532,0,"-1230.22","-820.81","150.505","-213.89","62.8849","145.976","1.36861","-0.612594","173.097","2.04316","-1.94735","168.453"
533,0,"-1232.94","-820.177","150.583","-216.024","63.569","145.927","1.29977","-0.707402","173.019","2.10108","-1.64745","168.458"
534,0,"-1235.85","-819.684","150.553","-217.803","63.9217","145.946","1.28752","-0.533235","172.985","2.11268","-2.11192","168.205"
535,0,"-1238.57","-819.025","150.641","-219.625","64.7007","146.053","1.26638","-0.653458","172.854","2.19111","-2.21073","168.07"
536,0,"-1241.34","-818.397","150.74","-221.653","64.9996","146.007","1.29683","-0.760891","172.772","2.1576","-2.17514","167.931"
537,0,"-1244.14","-817.882","150.754","-223.626","65.6249","145.939","1.27858","-0.625278","172.705","2.21346","-2.26179","167.906"
538,0,"-1246.91","-817.223","150.843","-225.522","66.2574","146.317","1.31036","-0.689363","172.62","2.03304","-2.37974","167.784"
539,0,"-1249.72","-816.578","150.707","-227.45","66.6538","146.108","1.36082","-0.551131","172.552","2.10934","-2.453","167.6"
540,0,"-1252.48","-815.943","150.896","-229.369","67.2554","146.109","1.25618","-0.672325","172.444","2.01549","-2.48578","167.495"
541,0,"-1255.26","-815.348","151.016","-231.251","67.7376","146.248","1.34648","-0.798651","172.359","2.05376","-2.57349","167.412"
542,0,"-1257.99","-814.684","150.957","-233.276","68.213","146.187","1.32976","-0.605587","172.261","2.10865","-2.44666","167.315"
543,0,"-1260.7","-814.05","150.904","-235.08","68.8487","146.265","1.27399","-0.456226","172.182","2.05796","-2.34832","167.227"
544,0,"-1263.63","-813.356","151.033","-237.006","69.3328","146.304","1.40052","-0.49037","172.073","2.04257","-2.41644","167.126"
545,0,"-1266.27","-812.676","151.012","-238.961","69.9431","146.323","1.33198","-0.534499","172.045","2.11315","-2.27693","167.092"
546,0,"-1269.12","-812.103","151.183","-240.756","70.4494","146.446","1.35175","-0.695005","171.898","2.1701","-2.25367","166.904"
547,0,"-1271.81","-811.418","151.202","-242.634","71.0385","146.538","1.32499","-0.763166","171.79","2.14784","-2.19518","166.851"
548,0,"-1274.94","-810.867","151.12","-244.591","71.5295","146.722","1.4317","-0.36271","171.761","1.9305","-1.8167","166.784"
549,0,"-1277.34","-809.991","151.244","-246.449","72.0086","146.729","1.33379","-0.65867","171.621","2.0328","-1.92655","166.668"
550,0,"-1280.19","-809.387","151.434","-248.373","72.5211","146.655","1.38664","-0.716637","171.56","2.05039","-2.05103","166.549"
551,0,"-1282.92","-808.648","151.375","-250.318","73.084","146.676","1.36391","-0.628715","171.467","2.05061","-2.02751","166.459"
552,0,"-1285.65","-807.942","151.349","-252.271","73.8001","146.702","1.35294","-0.650573","171.346","1.94883","-2.06895","166.369"
553,0,"-1288.52","-807.305","151.532","-254.127","74.4505","146.754","1.36271","-0.678917","171.245","2.00983","-2.14688","166.249"
554,0,"-1291.18","-806.585","151.515","-256.074","74.9484","146.755","1.27305","-0.658539","171.162","2.11742","-2.09847","166.112"
555,0,"-1294.13","-805.939","151.387","-257.986","75.5883","146.831","1.40029","-0.417407","171.103","2.13491","-2.11377","165.978"
556,0,"-1296.87","-805.148","151.669","-259.869","76.2885","147.078","1.39173","-0.595268","170.993","2.02901","-2.40961","165.821"
557,0,"-1299.44","-804.391","151.517","-262.375","77.1902","146.663","1.32012","-0.526592","170.937","2.21548","-2.92654","165.425"
558,0,"-1302.31","-803.651","151.679","-264.336","77.8196","146.654","1.41257","-0.548769","170.792","2.20668","-2.92903","165.355"
559,0,"-1304.93","-802.939","151.607","-266.244","78.5717","146.765","1.37617","-0.556023","170.68","2.16208","-3.13573","165.283"
560,0,"-1307.66","-802.167","151.745","-268.179","79.0907","146.771","1.36357","-0.508609","170.597","2.17108","-2.95739","165.195"
561,0,"-1310.5","-801.42","151.686","-270.129","79.7947","146.683","1.46046","-0.386527","170.528","2.17917","-3.19862","165.005"
562,0,"-1313.13","-800.688","151.75","-271.919","80.4305","146.771","1.36015","-0.499271","170.428","2.18518","-3.15491","164.907"
563,0,"-1315.96","-799.871","151.908","-273.959","81.2366","146.845","1.41305","-0.486883","170.355","2.20654","-2.94503","164.806"
564,0,"-1318.73","-799.278","151.887","-275.657","81.8433","146.739","1.38803","-0.512769","170.235","2.24684","-3.12547","164.681"
565,0,"-1321.48","-798.598","151.972","-277.728","82.4522","147.036","1.37551","-0.596783","170.147","2.28159","-2.94788","164.494"
566,0,"-1324.23","-797.964","152.013","-279.644","83.0787","147.011","1.33563","-0.642059","170.043","2.21024","-3.11612","164.418"
567,0,"-1327.01","-797.18","152.088","-281.499","83.7443","147.06","1.37774","-0.424053","169.927","2.23069","-3.08162","164.315"
568,0,"-1329.84","-796.503","152.051","-283.43","84.6153","146.978","1.36012","-0.365142","169.875","2.30573","-3.27216","164.201"
569,0,"-1332.48","-795.551","152.255","-285.368","85.0854","147.015","1.38722","-0.416298","169.741","2.26157","-3.29741","164.054"
570,0,"-1335.24","-794.801","152.275","-287.195","85.8372","147.049","1.37876","-0.497608","169.662","2.28303","-3.27724","164.007"
571,0,"-1337.94","-794.023","152.287","-289.223","86.5014","147.083","1.37557","-0.38847","169.526","2.21107","-3.40869","163.838"
572,0,"-1340.86","-793.295","152.31","-291.04","87.0476","147.045","1.5435","-0.247187","169.426","2.2499","-3.36765","163.716"
573,0,"-1343.31","-792.395","152.456","-293.51","88.2917","146.709","1.41386","-0.352734","169.299","2.54145","-3.08832","163.879"
574,0,"-1346.07","-791.578","152.496","-295.473","89.1926","147.01","1.46889","-0.328645","169.239","2.44471","-3.34405","163.784"
575,0,"-1348.75","-790.749","152.499","-297.448","89.8457","146.801","1.48295","-0.260899","169.154","2.51867","-3.24125","163.675"
576,0,"-1351.46","-789.845","152.524","-299.343","90.6064","146.855","1.53345","-0.303783","169.087","2.63434","-3.28826","163.5"
577,0,"-1354.09","-789.033","152.568","-301.14","91.5784","146.903","1.52924","-0.227333","168.987","2.55374","-3.17742","163.493"
578,0,"-1356.98","-788.364","152.626","-303.141","92.0201","146.936","1.62913","-0.147384","168.85","2.57216","-3.29781","163.3"
579,0,"-1359.65","-787.678","152.663","-304.885","92.8635","146.917","1.46542","-0.374714","168.824","2.64921","-3.33477","163.163"
580,0,"-1362.34","-786.746","152.674","-306.805","93.5724","147.007","1.52747","-0.426015","168.685","2.54733","-3.02844","163.114"
581,0,"-1365.1","-786.151","152.666","-308.583","94.3773","146.928","1.48197","-0.30065","168.692","2.55523","-3.2546","163.005"
582,0,"-1367.77","-785.103","152.78","-310.349","95.1248","146.956","1.61606","-0.190511","168.519","2.57985","-3.43129","162.851"
583,0,"-1370.5","-784.321","152.733","-312.491","95.6973","147.012","1.55445","-0.390243","168.474","2.5917","-3.438","162.709"
584,0,"-1373.27","-783.378","152.787","-314.44","96.4341","147.067","1.57835","-0.333687","168.344","2.61375","-3.41302","162.589"
585,0,"-1375.93","-782.607","152.881","-316.317","97.1809","147.132","1.55644","-0.347506","168.245","2.64437","-3.43297","162.456"
586,0,"-1378.65","-781.708","152.929","-318.168","98.0048","147.137","1.54385","-0.379792","168.144","2.67932","-3.52431","162.418"
587,0,"-1381.31","-780.846","153.025","-320.091","98.7078","147.235","1.59988","-0.345265","168.004","2.64183","-3.45826","162.232"
588,0,"-1384.23","-780.161","152.947","-322.003","99.4672","147.151","1.66401","-0.194969","167.962","2.67617","-3.67491","162.066"
589,0,"-1386.79","-779.221","153.12","-323.801","100.306","147.333","1.59983","-0.369144","167.82","2.58058","-3.76662","162.019"
590,0,"-1389.51","-778.355","153.15","-325.684","101.012","147.282","1.5567","-0.282389","167.778","2.61807","-3.50282","161.897"
591,0,"-1392.2","-777.54","153.224","-327.595","102.102","147.238","1.62095","-0.266853","167.723","2.66061","-3.64647","161.842"
592,0,"-1394.89","-776.684","153.241","-329.644","102.737","147.407","1.64515","-0.254706","167.591","2.40195","-3.37055","161.665"
593,0,"-1397.5","-775.895","153.365","-331.288","103.362","147.449","1.63277","-0.32392","167.477","2.68326","-3.67577","161.522"
594,0,"-1400.2","-775.004","153.438","-333.115","104.135","147.422","1.62216","-0.278924","167.383","2.65692","-3.75935","161.427"
595,0,"-1402.86","-774.124","153.435","-335.089","104.873","147.416","1.65594","-0.369607","167.312","2.66506","-3.79929","161.284"
596,0,"-1405.6","-773.323","153.463","-336.943","105.678","147.362","1.58343","-0.356624","167.215","2.6598","-3.83315","161.208"
597,0,"-1408.34","-772.455","153.558","-338.781","104.243","147.945","1.59336","-0.34403","167.123","2.09157","-2.21936","160.211"
598,0,"-1411.09","-771.523","153.554","-340.694","104.905","147.891","1.61891","-0.31465","167.071","2.20489","-2.39596","160.048"
599,0,"-1413.86","-770.788","153.673","-342.547","105.59","147.83","1.52592","-0.454336","166.904","2.14118","-2.44956","159.986"
600,0,"-1416.61","-769.942","153.722","-344.427","106.676","147.758","1.53122","-0.388816","166.826","2.0498","-2.58631","159.836"
601,0,"-1419.23","-769.112","153.758","-346.3","107.221","147.959","1.54378","-0.423972","166.752","2.22098","-2.51917","159.644"
602,0,"-1422.04","-768.241","153.745","-348.269","108.098","148.167","1.63426","-0.393871","166.641","2.14139","-2.08237","159.524"
603,0,"-1424.59","-767.269","153.835","-350.032","108.773","148.25","1.58862","-0.428012","166.546","2.05815","-2.23931","159.372"
604,0,"-1427.28","-766.273","153.85","-352.059","109.517","148.34","1.62248","-0.377976","166.473","2.11202","-2.10244","159.183"
605,0,"-1429.87","-765.398","153.909","-353.642","110.239","148.347","1.63491","-0.458399","166.347","2.0442","-2.32973","159.083"
606,0,"-1432.6","-764.49","153.912","-355.381","110.632","148.485","1.59551","-0.272231","166.298","1.91337","-2.11593","158.853"
607,0,"-1435.35","-763.516","153.953","-357.271","111.292","148.592","1.63653","-0.390967","166.196","1.90041","-2.11469","158.672"
608,0,"-1438.06","-762.722","154.061","-359.024","111.898","148.739","1.6117","-0.527304","166.041","1.97092","-2.16549","158.692"
609,0,"-1440.79","-761.842","154.121","-360.781","113.064","148.656","1.56688","-0.465916","165.979","1.91853","-2.40537","158.297"
610,0,"-1443.51","-760.876","154.132","-362.758","113.637","148.756","1.5588","-0.45114","165.91","1.89006","-2.26689","158.101"
611,0,"-1446.17","-760.034","154.133","-364.597","114.452","148.797","1.56725","-0.467499","165.802","1.98361","-2.44061","158.125"
612,0,"-1448.79","-759.088","154.163","-366.271","115.254","148.896","1.57852","-0.479228","165.699","1.83489","-2.28518","157.849"
613,0,"-1451.39","-758.069","154.267","-368.277","115.961","149.078","1.64624","-0.426151","165.633","1.76492","-2.22898","157.672"
614,0,"-1453.95","-757.133","154.293","-370.178","116.58","149.376","1.66972","-0.472649","165.516","1.63596","-1.75996","157.469"
615,0,"-1456.64","-756.162","154.326","-371.835","117.61","149.068","1.70738","-0.39194","165.416","1.70285","-2.43029","157.396"
616,0,"-1459.26","-755.213","154.415","-373.89","118.094","149.33","1.70162","-0.538487","165.326","1.58638","-1.92466","157.203"
617,0,"-1461.91","-754.311","154.46","-375.59","119.197","149.199","1.67868","-0.534319","165.207","1.70843","-2.37837","157.101"
618,0,"-1464.64","-753.31","154.502","-377.567","119.743","149.557","1.64316","-0.558006","165.114","1.79256","-1.93422","156.867"
619,0,"-1467.37","-752.357","154.542","-379.889","120.97","149.435","1.67868","-0.533395","165.058","2.07883","-2.08628","157.168"
620,0,"-1470.04","-751.481","154.621","-381.17","121.761","149.281","1.65709","-0.572617","164.947","1.78719","-2.29907","156.719"
621,0,"-1472.63","-750.618","154.64","-382.999","122.623","149.329","1.70492","-0.484738","164.847","1.78937","-2.31497","156.63"
622,0,"-1475.17","-749.569","154.705","-385.067","123.44","149.504","1.70198","-0.466833","164.806","1.74673","-2.16521","156.445"
623,0,"-1477.78","-748.662","154.815","-386.832","124.488","149.439","1.66581","-0.446268","164.639","1.7906","-2.42317","156.373"
624,0,"-1480.4","-747.653","154.785","-389.012","125.078","149.767","1.73427","-0.455534","164.566","1.73479","-1.86526","156.191"
625,0,"-1482.96","-746.677","154.866","-390.956","126.056","149.734","1.65716","-0.430625","164.472","1.75591","-1.97299","156.007"
626,0,"-1485.59","-745.753","154.943","-392.649","127.009","149.835","1.6883","-0.503301","164.372","1.91934","-2.09114","155.881"
627,0,"-1488.19","-744.831","155.036","-394.483","128.03","149.9","1.69355","-0.525826","164.29","1.72591","-2.31913","155.847"
628,0,"-1490.85","-743.735","155.064","-396.412","128.865","149.931","1.67947","-0.41785","164.223","1.74295","-2.12212","155.682"
629,0,"-1493.5","-742.768","155.109","-398.096","129.883","150.008","1.66616","-0.47078","164.119","1.95512","-2.15643","155.514"
630,0,"-1496.14","-741.736","155.224","-400.106","130.066","150.333","1.68481","-0.484183","164.037","1.65523","-1.70654","155.29"
631,0,"-1498.79","-740.745","155.174","-401.688","131.356","150.017","1.72598","-0.360932","163.946","1.76467","-2.07569","155.242"
632,0,"-1501.43","-739.681","155.258","-403.75","131.822","150.227","1.70699","-0.506609","163.842","1.78151","-1.71465","154.937"
633,0,"-1504.03","-738.707","155.37","-405.558","132.806","150.14","1.67475","-0.479675","163.74","1.83496","-1.87277","154.764"
634,0,"-1506.75","-737.684","155.395","-407.73","133.355","150.418","1.74158","-0.57135","163.644","1.71411","-1.39106","154.548"
635,0,"-1509.36","-736.642","155.501","-409.905","134.581","150.706","1.68828","-0.530314","163.539","1.90446","-1.76115","154.677"
636,0,"-1512.06","-735.629","155.516","-411.644","135.417","150.726","1.72048","-0.500522","163.471","1.70498","-1.37608","154.283"
637,0,"-1514.69","-734.529","155.54","-413.732","136.528","150.546","1.75256","-0.554987","163.376","1.83351","-1.32051","154.161"
638,0,"-1517.32","-733.44","155.636","-415.527","137.27","150.828","1.78271","-0.480596","163.274","1.69148","-1.36936","153.909"
639,0,"-1519.89","-732.371","155.647","-417.405","138.342","151.215","1.75502","-0.455159","163.184","1.48122","-1.52803","153.717"
640,0,"-1522.62","-731.271","155.702","-419.398","138.624","151.262","1.73959","-0.541739","163.098","1.57834","-0.775414","153.482"
641,0,"-1525.3","-730.254","155.758","-421.249","140.042","151.129","1.74441","-0.547611","163.01","1.71613","-1.2141","153.325"
642,0,"-1527.84","-729.292","155.849","-423.205","140.698","151.364","1.73904","-0.426422","162.961","1.53596","-0.928131","153.168"
643,0,"-1530.51","-728.089","155.856","-424.929","141.702","151.36","1.75829","-0.465508","162.853","1.60868","-0.863571","153.02"
644,0,"-1533.19","-727.075","155.939","-426.751","142.457","151.467","1.78468","-0.532305","162.734","1.54752","-0.751151","152.84"
645,0,"-1535.79","-725.969","155.954","-428.515","143.409","151.469","1.80055","-0.501269","162.626","1.58906","-0.626609","152.726"
646,0,"-1538.41","-724.898","156.064","-430.337","144.258","151.461","1.77784","-0.575403","162.542","1.62102","-0.519768","152.564"
647,0,"-1541","-723.887","156.093","-432.057","145.363","151.387","1.77644","-0.552129","162.469","1.64598","-0.695711","152.451"
648,0,"-1543.43","-722.922","156.194","-433.825","146.398","151.432","1.73494","-0.556528","162.402","1.63293","-0.660803","152.329"
649,0,"-1545.73","-721.946","156.18","-435.686","147.47","151.489","1.74213","-0.586585","162.334","1.71576","-0.776923","152.176"
650,0,"-1547.78","-721.149","156.306","-437.463","148.25","151.534","1.71286","-0.633284","162.289","1.66487","-0.523663","152.044"
651,0,"-1549.44","-720.47","156.323","-439.406","149.19","151.826","1.71154","-0.587294","162.255","1.71766","-0.48811","152.025"
652,0,"-1550.86","-719.814","156.329","-441.059","150.363","151.85","1.73678","-0.516973","162.221","1.66252","-0.411831","151.769"
653,0,"-1552.01","-719.235","156.333","-442.882","151.4","151.589","1.74841","-0.549013","162.232","1.66213","-0.456343","151.665"
654,0,"-1552.83","-718.85","156.384","-444.791","152.259","151.669","1.78996","-0.578977","162.16","1.72351","-0.152348","151.554"
655,0,"-1553.43","-718.553","156.411","-446.567","153.863","151.379","1.78003","-0.565074","162.075","1.95538","-0.638889","151.457"
656,0,"-1553.96","-718.325","156.413","-448.346","154.343","151.773","1.79326","-0.572703","162.039","1.81439","-0.347574","151.24"
657,0,"-1554.53","-718.071","156.394","-449.975","155.636","151.525","1.79458","-0.554424","162.048","1.81744","-0.68284","151.174"
658,0,"-1555.04","-717.894","156.367","-451.839","156.465","151.684","1.82462","-0.492148","162.029","1.80811","-0.442371","151.024"
659,0,"-1555.26","-717.766","156.401","-453.578","157.639","151.646","1.79733","-0.541458","162.031","1.77177","-0.641728","150.933"
660,0,"-1555.42","-717.713","156.461","-455.243","158.829","151.808","1.79435","-0.436451","161.998","1.6793","-0.837821","150.809"
661,0,"-1555.86","-717.38","156.522","-457.131","159.62","152.021","1.85613","-0.423889","161.969","1.72232","-0.230828","150.703"
662,0,"-1556.6","-717.041","156.577","-458.95","160.606","152.086","1.91371","-0.386205","161.92","1.71021","-0.248567","150.598"
663,0,"-1557.76","-716.365","156.626","-460.662","161.91","151.961","1.93671","-0.448551","161.894","1.75434","-0.485292","150.465"
664,0,"-1559.33","-715.615","156.627","-463.343","163.427","151.751","1.92838","-0.399432","161.894","1.58593","0.00682331","150.602"
665,0,"-1561.39","-714.829","156.628","-465.056","164.674","151.48","1.89828","-0.344168","161.862","1.70875","-0.230173","150.472"
666,0,"-1563.85","-713.974","156.656","-466.903","165.47","151.621","1.86435","-0.498766","161.789","1.71201","0.0617665","150.341"
667,0,"-1566.38","-713.048","156.669","-468.572","166.922","151.507","1.83239","-0.472947","161.734","1.63741","-0.407355","150.272"
668,0,"-1569.01","-712.163","156.736","-470.383","167.879","151.542","1.82107","-0.304302","161.741","1.74294","-0.0940694","150.145"
669,0,"-1571.99","-710.87","156.799","-472.164","168.787","151.75","1.78402","-0.459429","161.627","1.70858","0.169171","150.016"
670,0,"-1575.07","-709.602","156.839","-473.994","169.954","151.85","1.83106","-0.512603","161.584","1.68373","-0.0498821","149.959"
671,0,"-1578.05","-708.402","156.951","-475.536","170.953","151.938","1.79366","-0.448845","161.521","1.69358","0.176586","149.79"
672,0,"-1581.08","-707.107","156.974","-477.241","172.09","151.956","1.74661","-0.452287","161.471","1.69306","0.0496773","149.654"
673,0,"-1584.28","-705.798","157.046","-478.989","173.09","152.089","1.79824","-0.466173","161.416","1.66106","0.144083","149.562"
674,0,"-1587.43","-704.506","157.073","-480.696","174.214","152.021","1.77548","-0.507432","161.313","1.68283","-0.187984","149.368"
675,0,"-1590.35","-703.239","157.127","-482.291","175.16","152.068","1.77667","-0.375208","161.278","1.68798","-0.102233","149.284"
676,0,"-1593.23","-701.925","157.223","-484.002","176.389","152.06","1.74828","-0.420584","161.155","1.73957","-0.146155","149.142"
677,0,"-1596.13","-700.641","157.28","-485.591","177.304","152.358","1.76609","-0.450814","161.079","1.76481","-0.136172","148.932"
678,0,"-1599.05","-699.363","157.354","-487.212","178.411","152.382","1.77748","-0.500491","160.992","1.73985","-0.15652","148.81"
679,0,"-1601.8","-698.23","157.377","-488.884","179.264","152.596","1.77846","-0.536429","160.892","1.71935","-0.0218041","148.691"
680,0,"-1604.33","-697.162","157.475","-490.448","180.515","152.708","1.73307","-0.375861","160.802","1.6637","-0.203176","148.583"
681,0,"-1607.12","-695.918","157.519","-492.198","181.381","152.893","1.804","-0.418984","160.724","1.67426","-0.060123","148.401"
682,0,"-1609.68","-694.768","157.602","-493.859","182.634","152.783","1.7863","-0.458144","160.661","1.59563","-0.326945","148.26"
683,0,"-1612.29","-693.534","157.668","-495.789","183.723","152.825","1.77923","-0.46855","160.595","1.7221","-0.156777","148.212"
684,0,"-1614.79","-692.411","157.776","-497.257","185.023","152.747","1.77528","-0.446727","160.516","1.73861","-0.503675","147.993"
685,0,"-1617.23","-691.298","157.802","-498.945","186.151","152.815","1.76127","-0.484836","160.432","1.74472","-0.405393","147.859"
686,0,"-1619.85","-690.09","157.831","-500.559","187.223","152.932","1.77282","-0.465094","160.352","1.75025","-0.238261","147.725"
687,0,"-1622.46","-688.922","157.92","-502.329","188.131","153.096","1.77899","-0.503304","160.262","1.59678","-0.101076","147.669"
688,0,"-1624.92","-687.792","157.972","-504.001","189.577","152.944","1.74714","-0.349752","160.191","1.73695","-0.28569","147.544"
689,0,"-1627.5","-686.484","157.996","-505.693","190.496","153.214","1.76883","-0.454004","160.149","1.64012","-0.11782","147.394"
690,0,"-1630.1","-685.376","158.088","-507.54","191.759","153.319","1.76703","-0.455923","160.015","1.55324","-0.0547345","147.383"
691,0,"-1632.67","-684.078","158.1","-509.258","193.021","153.342","1.79186","-0.495551","159.97","1.74832","-0.139242","147.166"
692,0,"-1635.26","-682.899","158.101","-511.294","194.692","152.651","1.79596","-0.3381","159.88","2.05325","-0.0848173","147.22"
693,0,"-1637.86","-681.773","158.266","-512.984","195.927","152.932","1.78195","-0.486653","159.73","2.01192","0.15419","147.161"
694,0,"-1640.58","-680.492","158.243","-514.715","197.072","152.753","1.75852","-0.358877","159.656","2.01938","-0.0286916","147.008"
695,0,"-1643.25","-679.255","158.29","-516.302","197.99","152.898","1.80703","-0.310151","159.584","2.02098","0.166055","146.912"
696,0,"-1645.75","-678.21","158.393","-518.361","199.322","152.888","1.72811","-0.329059","159.457","1.68654","0.259506","146.886"
697,0,"-1648.39","-676.826","158.506","-520.109","200.635","152.934","1.71244","-0.307134","159.397","1.70642","0.143104","146.737"
698,0,"-1650.98","-675.574","158.477","-521.713","201.857","153.015","1.759","-0.362283","159.266","1.74555","0.222163","146.632"
699,0,"-1653.65","-674.416","158.594","-523.411","203.108","153.002","1.69554","-0.304656","159.199","1.70013","0.0101738","146.551"
700,0,"-1656.14","-673.049","158.675","-525.133","204.295","152.894","1.69642","-0.340912","159.094","1.7958","0.0465275","146.445"
701,0,"-1658.58","-671.953","158.701","-526.814","205.761","152.878","1.64844","-0.211382","159.025","1.89347","0.0810266","146.274"
702,0,"-1661.21","-670.672","158.772","-528.202","206.346","153.12","1.67213","-0.298834","158.889","1.69514","0.328959","146.118"
703,0,"-1663.81","-669.331","158.812","-530.275","207.986","152.901","1.65843","-0.341984","158.799","2.13249","0.430682","146.195"
704,0,"-1666.29","-668.375","158.815","-532.141","209.404","152.713","1.66041","-0.143208","158.699","2.37921","0.366566","146.067"
705,0,"-1668.94","-666.898","158.936","-533.728","210.453","152.718","1.6195","-0.238785","158.611","2.42516","0.397073","145.929"
706,0,"-1671.48","-665.685","158.977","-535.731","211.989","152.719","1.67135","-0.137241","158.538","2.78471","0.500948","145.97"
707,0,"-1674.13","-664.371","159.038","-537.593","213.804","152.469","1.65568","-0.238677","158.399","2.8832","0.0353685","145.848"
708,0,"-1676.68","-663.04","159.075","-539.268","214.854","152.593","1.63623","-0.268234","158.331","3.00865","0.272401","145.816"
709,0,"-1679.2","-661.786","159.15","-541.08","216.136","152.629","1.60833","-0.220772","158.275","3.12046","0.331056","145.709"
710,0,"-1681.87","-660.548","159.187","-542.734","217.531","152.693","1.68207","-0.361531","158.184","3.16385","0.391709","145.62"
711,0,"-1684.38","-659.346","159.28","-544.332","218.801","152.701","1.63308","-0.247135","158.062","3.22329","0.423491","145.548"
712,0,"-1686.93","-658.02","159.303","-545.967","219.89","152.84","1.64148","-0.230548","157.975","3.30501","0.555608","145.441"
713,0,"-1689.47","-656.783","159.368","-547.608","221.332","152.706","1.63211","-0.268896","157.84","3.31173","0.429316","145.342"
714,0,"-1692.06","-655.579","159.453","-549.282","222.829","152.744","1.60203","-0.243742","157.772","3.33726","0.343103","145.234"
715,0,"-1694.74","-654.137","159.474","-550.867","223.984","152.826","1.59459","-0.337737","157.681","3.24083","0.246423","145.134"
716,0,"-1697.27","-652.895","159.535","-552.507","225.185","152.858","1.60421","-0.290417","157.585","3.23554","0.274558","145.026"
717,0,"-1699.79","-651.664","159.64","-554.238","226.538","152.977","1.58171","-0.255626","157.494","3.33276","0.300034","144.866"
718,0,"-1702.34","-650.245","159.671","-555.762","227.738","153.005","1.58219","-0.356277","157.407","3.27399","0.305782","144.783"
719,0,"-1705.02","-648.964","159.76","-557.39","228.949","153.065","1.57336","-0.384893","157.317","3.31777","0.401422","144.649"
720,0,"-1707.49","-647.692","159.738","-558.943","230.647","152.881","1.56133","-0.157031","157.265","3.32083","0.0730953","144.5"
721,0,"-1710.05","-646.332","159.826","-558.695","229.623","154.144","1.55706","-0.412392","157.172","1.17021","0.304778","143.527"
722,0,"-1712.36","-645.372","159.886","-560.377","230.97","154.13","1.52069","-0.0354793","157.111","1.17695","0.288162","143.376"
723,0,"-1714.95","-643.99","159.915","-561.969","232.325","154.243","1.52583","-0.095836","157.007","1.23679","0.204833","143.175"
724,0,"-1717.5","-642.612","159.913","-563.509","233.636","154.491","1.48194","-0.0812813","156.927","1.0245","0.100024","143.13"
725,0,"-1720.01","-641.331","160.001","-565.157","234.742","154.34","1.48649","-0.0618949","156.834","1.15255","0.254412","142.946"
726,0,"-1722.57","-639.895","160.043","-566.654","236.046","154.372","1.47828","-0.0743073","156.743","1.13704","0.23508","142.818"
727,0,"-1725.14","-638.597","160.163","-568.164","237.497","154.262","1.493","-0.0873668","156.647","1.1381","-0.0702204","142.684"
728,0,"-1727.6","-637.236","160.153","-569.824","238.501","154.444","1.53397","0.00611332","156.564","1.18596","0.285486","142.583"
729,0,"-1730.12","-635.855","160.259","-571.334","239.875","154.389","1.47181","-0.170079","156.466","1.12763","0.198987","142.47"
730,0,"-1732.63","-634.567","160.245","-572.952","241.163","154.497","1.5244","-0.00165598","156.374","1.16373","0.306657","142.291"
731,0,"-1735.18","-633.028","160.179","-574.504","242.494","154.521","1.56278","0.169126","156.277","1.20088","0.298647","142.169"
732,0,"-1737.63","-631.65","160.35","-576.053","243.729","154.599","1.46936","0.0170628","156.192","1.16076","0.340649","142.094"
733,0,"-1739.99","-630.244","160.486","-577.697","245.123","154.559","1.4252","-0.0819045","156.029","1.14038","0.296724","141.91"
734,0,"-1742.5","-628.818","160.45","-579.247","246.428","154.536","1.54403","-0.0692652","156.036","1.15614","0.227686","141.743"
735,0,"-1744.94","-627.515","160.483","-580.701","247.757","154.687","1.44016","-0.102031","155.822","1.11009","0.256726","141.659"
736,0,"-1747.31","-626.02","160.753","-582.301","249.028","154.796","1.33773","-0.423492","155.827","1.08852","0.317942","141.515"
737,0,"-1750","-624.555","160.564","-583.822","250.342","154.717","1.52587","-0.0647897","155.682","1.14099","0.241177","141.397"
738,0,"-1752.23","-623.209","160.776","-585.457","251.668","154.768","1.45898","-0.337363","155.56","1.18189","0.320285","141.266"
739,0,"-1754.86","-621.704","160.737","-586.872","252.897","154.818","1.42455","-0.16053","155.496","1.14482","0.34938","141.187"
740,0,"-1757.39","-620.334","160.714","-588.364","254.416","154.971","1.53223","-0.0753744","155.369","1.00322","0.100597","141.049"
741,0,"-1760.04","-618.793","160.725","-589.996","255.687","154.75","1.45351","-0.183614","155.357","1.14361","0.169539","140.858"
