Frame,Sub Frame,"Position - Limo_02",,,"Position - Limo_04",,,"Rotation (Helical) - Limo_02",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","TX","TY","TZ","RX","RY","RZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","°","°","°","°","°","°"
1479,0,"-3475.55","590.881","202.806","-889.622","753.947","164.697","0.417997","-3.07666","157.79","-0.428224","-2.15807","113.031"
1480,0,"-3478.16","592.199","202.948","-889.631","753.861","164.792","0.569135","-2.7135","157.802","-0.417008","-2.04586","113.066"
1481,0,"-3480.97","593.492","203.082","-889.626","753.954","164.706","0.323978","-3.21327","157.739","-0.434737","-2.15999","113.036"
1482,0,"-3483.38","594.88","203.206","-889.641","753.936","164.713","0.11528","-2.67091","157.739","-0.448443","-2.154","113.046"
1483,0,"-3486.32","595.979","203.331","-889.632","753.871","164.794","0.537151","-2.69167","157.672","-0.411498","-2.04921","113.068"
1484,0,"-3488.96","597.283","203.122","-889.623","753.924","164.723","0.537183","-2.48384","157.59","-0.43328","-2.14375","113.04"
1485,0,"-3491.54","598.484","203.014","-889.609","753.939","164.692","0.276768","-3.41139","157.709","-0.442906","-2.15278","113.047"
1486,0,"-3494.3","599.696","203.4","-889.607","753.945","164.704","0.479289","-3.15458","157.571","-0.432561","-2.16546","113.035"
1487,0,"-3496.98","600.89","203.273","-889.602","753.934","164.707","0.255909","-3.25925","157.598","-0.423377","-2.1469","113.031"
1488,0,"-3499.56","602.042","203.105","-889.61","753.93","164.683","0.475541","-3.00014","157.559","-0.445833","-2.17259","113.041"
1489,0,"-3502.04","603.402","203.259","-889.614","753.93","164.706","0.243549","-3.32445","157.519","-0.435218","-2.16315","113.036"
1490,0,"-3504.51","604.496","203.469","-889.604","753.941","164.72","0.537494","-2.90167","157.448","-0.431779","-2.163","113.041"
1491,0,"-3506.98","606.151","203.644","-889.628","753.95","164.712","-0.307197","-4.17551","157.661","-0.440713","-2.15238","113.038"
1492,0,"-3509.7","607.34","204.312","-889.628","753.95","164.723","0.0568268","-4.92985","157.678","-0.441652","-2.17035","113.035"
1493,0,"-3512.33","608.483","204.043","-889.624","753.95","164.717","-0.160096","-4.37193","157.798","-0.435476","-2.15225","113.034"
1494,0,"-3514.85","609.576","204.188","-889.621","753.938","164.715","-0.338985","-4.56196","157.716","-0.442407","-2.15947","113.037"
1495,0,"-3517.36","610.507","204.328","-889.611","753.945","164.703","0.0683346","-3.85529","157.793","-0.433226","-2.16093","113.03"
1496,0,"-3519.82","611.818","204.379","-889.603","753.952","164.716","-0.474713","-5.09009","157.879","-0.436202","-2.15372","113.033"
1497,0,"-3522.67","612.589","204.315","-889.622","753.941","164.698","0.14766","-3.77957","157.96","-0.440984","-2.14876","113.043"
1498,0,"-3524.95","613.79","204.063","-889.616","753.932","164.718","-0.0754267","-4.06293","157.96","-0.430931","-2.15616","113.036"
1499,0,"-3527.67","614.626","204.452","-889.618","753.941","164.715","0.103115","-4.22305","158.028","-0.433892","-2.15134","113.036"
1500,0,"-3530.15","616.018","203.853","-889.628","753.949","164.712","-0.114779","-4.35296","158.076","-0.430458","-2.15252","113.036"
1501,0,"-3532.7","616.648","204.345","-889.625","753.94","164.709","0.0397779","-4.05192","158.129","-0.431803","-2.16178","113.03"
1502,0,"-3535.35","617.882","204.487","-889.595","753.94","164.72","-0.0599071","-4.3447","158.199","-0.43881","-2.16738","113.043"
1503,0,"-3537.76","618.775","204.676","-889.839","753.618","164.882","0.0904813","-4.1842","158.232","-0.063372","-2.43917","113.299"
1504,0,"-3540.58","619.801","204.801","-889.838","753.606","164.866","0.123183","-3.7092","158.365","-0.0589354","-2.45131","113.3"
1505,0,"-3543.34","620.831","205.145","-889.853","753.615","164.893","0.722613","-3.40397","158.388","-0.04899","-2.41158","113.298"
1506,0,"-3545.98","621.717","205.033","-889.845","753.623","164.88","0.540648","-3.76459","158.458","-0.0570834","-2.4408","113.302"
1507,0,"-3548.71","622.856","205.298","-889.86","753.631","164.88","0.665978","-4.11791","158.443","-0.064905","-2.44768","113.297"
1508,0,"-3551.39","623.704","204.91","-889.863","753.635","164.889","0.450029","-2.80893","158.591","-0.0582404","-2.41993","113.298"
1509,0,"-3554.11","624.709","204.93","-889.865","753.631","164.889","1.04926","-2.82195","158.452","-0.0655553","-2.43246","113.29"
1510,0,"-3556.87","625.65","204.866","-889.842","753.642","164.875","0.991576","-2.70004","158.522","-0.0755943","-2.42761","113.285"
1511,0,"-3559.78","626.66","205.505","-889.829","753.635","164.899","1.28537","-3.16306","158.755","-0.0883887","-2.36176","113.275"
1512,0,"-3562.53","627.566","205.078","-889.812","753.667","164.843","1.0081","-2.56207","158.732","-0.125995","-2.37669","113.259"
1513,0,"-3565.41","628.742","205.331","-889.793","753.689","164.824","1.54731","-2.54527","158.801","-0.171932","-2.36557","113.236"
1514,0,"-3568.19","629.944","205.556","-889.745","753.717","164.807","1.70167","-2.73816","158.858","-0.210159","-2.32563","113.195"
1515,0,"-3571.05","630.583","205.456","-889.73","753.769","164.783","1.40845","-3.00416","159.022","-0.247493","-2.28127","113.172"
1516,0,"-3573.81","631.509","205.497","-889.697","753.806","164.771","1.41376","-2.70338","159.109","-0.293115","-2.27033","113.137"
1517,0,"-3576.58","632.925","205.716","-889.686","753.855","164.756","1.7055","-3.73153","159.07","-0.313983","-2.21114","113.114"
1518,0,"-3579.33","633.426","205.613","-889.67","753.882","164.739","1.45776","-3.03088","159.244","-0.363178","-2.21057","113.093"
1519,0,"-3582.14","634.465","205.695","-889.651","753.893","164.752","1.35172","-2.98043","159.345","-0.377088","-2.19136","113.073"
1520,0,"-3584.89","635.616","205.8","-889.633","753.911","164.731","1.24666","-3.27277","159.37","-0.39092","-2.17822","113.063"
1521,0,"-3587.7","636.548","205.822","-889.634","753.93","164.708","1.34278","-2.84107","159.535","-0.412996","-2.17509","113.05"
1522,0,"-3590.44","637.473","205.946","-889.629","753.921","164.725","1.4777","-2.70251","159.601","-0.417421","-2.15847","113.051"
1523,0,"-3593.26","638.54","205.615","-889.623","753.933","164.725","1.43646","-2.96328","159.63","-0.423415","-2.12088","113.039"
1524,0,"-3595.96","639.65","205.997","-889.616","753.934","164.684","1.28129","-3.2278","159.678","-0.436987","-2.16033","113.04"
1525,0,"-3598.9","640.44","205.818","-889.619","753.933","164.7","1.6499","-2.97973","159.731","-0.43774","-2.1774","113.033"
1526,0,"-3601.56","641.343","205.691","-889.606","753.941","164.71","1.35077","-2.74706","159.838","-0.440461","-2.1636","113.033"
1527,0,"-3604.3","642.293","205.677","-889.622","753.943","164.709","1.45479","-2.84306","159.889","-0.434653","-2.14857","113.04"
1528,0,"-3607.03","643.667","206.334","-889.613","753.935","164.71","1.41598","-3.76178","159.825","-0.433293","-2.16032","113.037"
1529,0,"-3609.93","644.342","205.829","-889.612","753.937","164.704","1.12309","-2.52579","159.958","-0.438287","-2.15762","113.038"
1530,0,"-3612.62","645.16","206.03","-889.609","753.94","164.681","1.41245","-2.6735","160.124","-0.43568","-2.15224","113.035"
1531,0,"-3615.36","646.301","205.704","-889.618","753.94","164.697","1.25277","-2.46149","160.226","-0.438286","-2.16144","113.042"
1532,0,"-3618.04","647.139","206.183","-889.612","753.954","164.7","1.37821","-2.33101","160.237","-0.425314","-2.1568","113.031"
1533,0,"-3621.02","648.223","205.911","-889.627","753.934","164.705","1.73554","-3.02518","160.391","-0.435219","-2.14955","113.041"
1534,0,"-3624.04","649.05","206.136","-889.614","753.946","164.704","1.3091","-3.03138","160.391","-0.439868","-2.15165","113.044"
1535,0,"-3627","650.402","206.394","-889.629","753.871","164.795","1.69667","-3.2786","160.496","-0.40135","-2.02879","113.071"
1536,0,"-3629.7","651.088","206.646","-889.601","753.939","164.7","1.42794","-2.73377","160.497","-0.43704","-2.16021","113.039"
1537,0,"-3632.7","652.177","206.606","-889.61","753.932","164.711","1.0761","-2.59138","160.702","-0.441277","-2.15807","113.038"
1538,0,"-3635.18","653.141","206.735","-889.604","753.931","164.699","1.31173","-4.03007","160.67","-0.433892","-2.15146","113.038"
1539,0,"-3638.06","654.031","206.191","-889.607","753.937","164.721","1.37212","-3.15285","160.612","-0.428676","-2.14528","113.034"
1540,0,"-3640.91","654.801","206.484","-889.61","753.931","164.677","1.48593","-2.99182","160.7","-0.449347","-2.16928","113.042"
1541,0,"-3643.57","655.791","206.527","-889.609","753.95","164.724","1.36596","-3.04314","160.708","-0.428829","-2.15062","113.033"
1542,0,"-3646.19","656.858","206.64","-889.608","753.941","164.715","1.47333","-3.31361","160.677","-0.446812","-2.15846","113.039"
1543,0,"-3649.19","657.882","207.128","-889.615","753.941","164.711","1.74827","-2.67441","160.74","-0.43633","-2.16149","113.038"
1544,0,"-3652","658.992","206.377","-889.628","753.886","164.801","1.57683","-3.06234","160.844","-0.40267","-2.01856","113.061"
1545,0,"-3654.71","659.934","206.903","-889.629","753.946","164.681","1.38089","-3.1861","160.862","-0.431461","-2.16364","113.038"
1546,0,"-3657.66","660.831","207.044","-889.616","753.949","164.709","1.24803","-3.22153","160.917","-0.435467","-2.13612","113.04"
1547,0,"-3660.27","661.697","206.94","-889.616","753.96","164.72","1.45385","-3.23729","160.945","-0.433907","-2.14734","113.032"
1548,0,"-3663.1","662.68","206.884","-889.612","753.938","164.697","1.3795","-2.91797","161.012","-0.434716","-2.15072","113.034"
1549,0,"-3665.81","663.643","207.152","-889.597","753.941","164.677","1.46747","-3.73987","160.906","-0.435841","-2.17284","113.037"
1550,0,"-3668.33","664.524","206.943","-889.609","753.936","164.719","1.2566","-3.60508","161.028","-0.438205","-2.15223","113.037"
1551,0,"-3671.14","665.687","207.061","-889.62","753.935","164.725","1.16474","-3.26489","161.167","-0.422239","-2.13184","113.041"
1552,0,"-3673.91","666.472","207.162","-889.618","753.941","164.696","1.18044","-3.55119","161.159","-0.433626","-2.15555","113.038"
1553,0,"-3676.53","667.159","207.293","-889.614","753.936","164.711","1.54578","-3.40011","161.053","-0.430437","-2.16052","113.035"
1554,0,"-3679.32","668.025","207.607","-889.615","753.94","164.699","1.20705","-3.1528","161.151","-0.430564","-2.14923","113.036"
1555,0,"-3681.99","669.15","207.364","-889.606","753.937","164.724","1.66757","-3.2832","161.152","-0.446329","-2.1404","113.039"
1556,0,"-3684.77","669.921","207.392","-889.592","753.948","164.699","1.29843","-2.94994","161.14","-0.435686","-2.17259","113.031"
1557,0,"-3687.52","671.049","207.504","-889.598","753.946","164.681","1.68223","-3.75449","161.274","-0.43706","-2.16959","113.035"
1558,0,"-3690.46","672.213","206.824","-889.597","753.935","164.684","1.38568","-3.21808","161.32","-0.437699","-2.15118","113.045"
1559,0,"-3693.26","672.758","207.32","-889.599","753.957","164.685","1.35431","-3.09516","161.365","-0.439389","-2.17941","113.035"
1560,0,"-3695.99","673.725","207.504","-889.616","753.949","164.718","1.39849","-3.3779","161.366","-0.437644","-2.14517","113.038"
1561,0,"-3698.68","674.688","207.325","-889.62","753.956","164.703","1.33581","-3.24449","161.393","-0.43224","-2.16033","113.032"
1562,0,"-3701.34","675.805","207.879","-889.614","753.941","164.706","1.21285","-2.57954","161.425","-0.429807","-2.15436","113.032"
1563,0,"-3704.3","677.039","207.801","-889.606","753.944","164.714","1.06408","-3.8229","161.363","-0.433256","-2.1585","113.041"
1564,0,"-3706.98","677.978","207.448","-889.613","753.942","164.703","1.26939","-3.25707","161.213","-0.445459","-2.16876","113.045"
1565,0,"-3709.79","679.087","207.551","-889.603","753.949","164.692","1.30669","-3.15928","161.306","-0.430349","-2.16586","113.029"
1566,0,"-3712.71","680.417","208.101","-889.61","753.929","164.696","1.23014","-3.09717","161.19","-0.439768","-2.15066","113.039"
1567,0,"-3715.51","681.303","207.528","-889.603","753.941","164.705","1.45888","-3.34285","161.259","-0.429887","-2.14662","113.033"
1568,0,"-3718.13","682.318","207.666","-889.597","753.938","164.714","1.39601","-3.33756","161.15","-0.428389","-2.15539","113.037"
1569,0,"-3720.85","683.429","207.929","-889.614","753.939","164.707","1.42716","-3.13949","161.166","-0.436001","-2.14964","113.039"
1570,0,"-3723.53","684.515","208.224","-889.621","753.948","164.7","1.55155","-3.13602","161.063","-0.44528","-2.16171","113.04"
1571,0,"-3726.36","685.639","208.264","-889.618","753.948","164.715","1.07985","-2.98617","161.195","-0.441253","-2.16544","113.035"
1572,0,"-3728.91","686.808","208.919","-889.608","753.941","164.706","1.16273","-4.02198","161.141","-0.444017","-2.15285","113.046"
1573,0,"-3731.52","687.788","208.138","-889.61","753.946","164.7","0.744134","-2.07905","161.239","-0.434008","-2.16117","113.036"
1574,0,"-3734.2","688.499","208.392","-889.602","753.944","164.69","1.09106","-2.76317","161.228","-0.4375","-2.16497","113.034"
1575,0,"-3736.81","689.703","208.231","-889.605","753.937","164.693","1.00906","-2.79945","161.247","-0.443646","-2.14936","113.04"
1576,0,"-3739.31","690.464","208.663","-889.611","753.937","164.702","1.318","-3.01483","161.162","-0.431724","-2.13885","113.04"
1577,0,"-3741.94","691.766","208.894","-889.606","753.946","164.695","0.613837","-2.75584","161.447","-0.431208","-2.17598","113.033"
1578,0,"-3744.81","692.471","208.449","-889.63","753.956","164.712","1.07163","-2.45156","161.165","-0.417714","-2.13392","113.04"
1579,0,"-3747.41","693.244","208.522","-889.611","753.94","164.707","1.23829","-2.64017","161.218","-0.438964","-2.16468","113.037"
1580,0,"-3749.9","694.21","208.596","-889.612","753.931","164.718","1.30211","-2.9982","161.269","-0.433096","-2.16443","113.038"
1581,0,"-3752.57","695.257","208.881","-889.605","753.933","164.698","1.47293","-2.59432","161.32","-0.430892","-2.15154","113.035"
1582,0,"-3755.29","696.388","208.983","-889.605","753.94","164.688","1.45243","-2.59062","161.334","-0.443609","-2.1697","113.035"
1583,0,"-3758.16","697.153","208.553","-889.609","753.95","164.701","1.17877","-2.63822","161.435","-0.444769","-2.17253","113.039"
1584,0,"-3760.93","698.039","208.909","-889.609","753.94","164.697","1.21004","-3.05414","161.479","-0.43714","-2.15378","113.035"
1585,0,"-3763.81","698.79","208.75","-889.605","753.942","164.703","1.01563","-2.6601","161.602","-0.44721","-2.15344","113.039"
1586,0,"-3766.85","699.67","208.877","-889.619","753.946","164.712","1.09266","-2.49439","161.75","-0.434314","-2.1544","113.04"
1587,0,"-3769.54","700.541","209.007","-889.611","753.948","164.723","1.19677","-2.63246","161.731","-0.432676","-2.13818","113.034"
1588,0,"-3772.33","701.777","209.184","-889.631","753.942","164.688","0.767331","-1.97296","161.94","-0.438581","-2.17819","113.031"
1589,0,"-3775.16","702.464","209.074","-889.608","753.945","164.703","1.04249","-2.6095","162.013","-0.441525","-2.17183","113.029"
1590,0,"-3778.01","703.364","208.975","-889.62","753.933","164.705","1.33797","-2.78477","162.031","-0.44259","-2.15346","113.042"
1591,0,"-3780.71","704.117","209.238","-889.623","753.929","164.689","1.00789","-3.34589","162.068","-0.439088","-2.15539","113.049"
1592,0,"-3783.53","704.928","208.978","-889.601","753.94","164.714","1.23902","-2.89865","162.179","-0.435507","-2.14125","113.04"
1593,0,"-3786.17","705.738","209.307","-889.599","753.938","164.692","0.807626","-2.57785","162.007","-0.429406","-2.16299","113.033"
1594,0,"-3789.03","706.537","209.107","-889.614","753.942","164.695","1.20341","-2.44154","162.187","-0.443732","-2.15768","113.035"
1595,0,"-3791.67","707.414","209.264","-889.606","753.934","164.712","1.22892","-3.05257","162.271","-0.43978","-2.15256","113.041"
1596,0,"-3794.27","708.019","209.263","-889.608","753.936","164.709","1.08815","-2.73114","162.353","-0.437395","-2.14522","113.047"
1597,0,"-3796.98","708.824","209.249","-889.623","753.938","164.682","1.12334","-2.7417","162.447","-0.441695","-2.14705","113.043"
1598,0,"-3799.74","709.759","209.48","-889.614","753.937","164.687","1.25506","-2.49168","162.497","-0.436285","-2.16676","113.036"
1599,0,"-3802.5","710.641","209.521","-889.6","753.944","164.708","1.24287","-2.93445","162.555","-0.44079","-2.15337","113.037"
1600,0,"-3805.54","711.728","209.547","-889.602","753.953","164.686","1.1412","-2.06556","162.79","-0.443045","-2.17377","113.033"
1601,0,"-3808.34","712.532","209.394","-889.605","753.934","164.684","1.20459","-2.91772","162.633","-0.424167","-2.14385","113.037"
1602,0,"-3810.97","713.734","209.948","-889.603","753.936","164.689","1.08776","-4.3369","162.816","-0.437266","-2.16234","113.037"
1603,0,"-3814.04","714.064","209.632","-889.608","753.921","164.704","1.01182","-2.56448","162.783","-0.434333","-2.14199","113.042"
1604,0,"-3816.85","715.113","209.515","-889.616","753.945","164.701","1.05252","-2.58577","162.825","-0.435554","-2.1612","113.03"
1605,0,"-3819.6","716.182","209.477","-889.627","753.948","164.721","1.36182","-2.63267","162.814","-0.416863","-2.1296","113.032"
1606,0,"-3822.53","717.219","209.62","-889.632","753.935","164.691","1.15112","-2.46082","162.716","-0.435046","-2.14242","113.045"
1607,0,"-3825.37","718.14","209.668","-889.6","753.934","164.706","1.1075","-2.65256","162.789","-0.430426","-2.16507","113.034"
1608,0,"-3828.27","719.277","209.508","-889.59","753.944","164.7","1.13786","-2.39444","162.853","-0.442419","-2.16806","113.034"
1609,0,"-3831.17","720.326","210.175","-889.607","753.938","164.693","1.40107","-2.16515","162.746","-0.431392","-2.15274","113.043"
1610,0,"-3834.07","721.134","209.904","-889.607","753.939","164.695","1.05059","-2.88503","162.832","-0.443826","-2.15895","113.038"
1611,0,"-3836.73","722.399","209.948","-889.612","753.952","164.696","1.20463","-2.47295","162.95","-0.429479","-2.15382","113.038"
1612,0,"-3839.27","723.221","210.044","-889.616","753.953","164.678","1.30305","-2.60501","162.769","-0.444481","-2.16981","113.041"
1613,0,"-3841.75","724.563","210.176","-889.609","753.943","164.715","1.00626","-2.90147","162.712","-0.432677","-2.15097","113.035"
1614,0,"-3844.54","725.381","210.628","-889.62","753.946","164.689","1.28871","-3.22308","162.687","-0.444601","-2.16846","113.033"
1615,0,"-3847.61","726.147","210","-889.635","753.944","164.698","1.22354","-2.24952","162.709","-0.433994","-2.14533","113.038"
1616,0,"-3850.23","726.927","209.917","-889.609","753.938","164.699","1.24329","-2.32767","162.799","-0.43665","-2.16741","113.033"
1617,0,"-3852.81","727.685","210.313","-889.603","753.928","164.717","1.0985","-2.66988","162.92","-0.431148","-2.12325","113.044"
1618,0,"-3855.75","728.522","210.215","-889.602","753.934","164.665","1.28732","-2.44762","162.911","-0.455156","-2.16366","113.047"
1619,0,"-3858.46","729.2","210.504","-889.6","753.932","164.711","1.29718","-2.46421","162.969","-0.437447","-2.15118","113.038"
1620,0,"-3861.29","730.261","210.168","-889.601","753.935","164.694","1.10894","-2.42896","163.019","-0.437256","-2.16565","113.035"
1621,0,"-3863.89","730.967","210.508","-889.613","753.938","164.692","1.27974","-2.33225","163.115","-0.447885","-2.17138","113.033"
1622,0,"-3866.78","731.595","210.397","-889.626","753.944","164.679","1.03629","-2.63147","163.181","-0.438597","-2.16869","113.04"
1623,0,"-3869.94","732.672","210.36","-889.612","753.941","164.705","1.12461","-2.32932","163.4","-0.428059","-2.14927","113.039"
1624,0,"-3872.81","733.544","210.337","-889.615","753.963","164.703","0.358445","-3.1844","163.386","-0.445963","-2.15732","113.035"
1625,0,"-3875.57","733.969","210.545","-889.613","753.951","164.709","1.12186","-3.08021","163.388","-0.441446","-2.15464","113.046"
1626,0,"-3878.44","734.823","210.581","-889.609","753.948","164.686","0.87927","-2.83522","163.605","-0.43415","-2.15264","113.038"
1627,0,"-3881.47","735.396","210.817","-889.609","753.934","164.682","1.09967","-2.676","163.612","-0.450883","-2.15897","113.048"
1628,0,"-3884.25","736.289","210.554","-889.591","753.951","164.69","1.12893","-2.54877","163.675","-0.446772","-2.17793","113.031"
1629,0,"-3887.09","737.153","210.456","-889.6","753.928","164.711","1.09639","-2.67231","163.756","-0.430957","-2.14036","113.034"
1630,0,"-3889.86","737.713","210.767","-889.61","753.932","164.675","1.22704","-2.69982","163.903","-0.446455","-2.16419","113.04"
1631,0,"-3892.67","738.423","210.753","-889.622","753.931","164.714","0.915003","-2.76797","163.954","-0.430761","-2.14387","113.04"
1632,0,"-3895.69","739.501","210.521","-889.613","753.933","164.707","0.893095","-2.57248","164.106","-0.438958","-2.161","113.036"
1633,0,"-3898.63","740.288","210.945","-889.626","753.932","164.691","0.942257","-2.12452","164.172","-0.437156","-2.15322","113.045"
1634,0,"-3901.33","741.264","210.554","-889.615","753.947","164.684","0.618228","-1.80255","164.227","-0.447922","-2.17599","113.038"
1635,0,"-3904.09","741.947","210.835","-889.614","753.937","164.705","0.629176","-3.10383","164.392","-0.443432","-2.15644","113.038"
1636,0,"-3907.16","742.431","210.736","-889.607","753.934","164.7","1.10723","-2.48429","164.328","-0.440952","-2.14277","113.043"
1637,0,"-3909.94","743.431","210.591","-889.626","753.936","164.682","1.31545","-2.53406","164.445","-0.436125","-2.15502","113.039"
1638,0,"-3912.56","743.873","210.715","-889.61","753.935","164.706","1.02383","-2.63025","164.503","-0.431113","-2.12811","113.04"
1639,0,"-3915.48","744.428","210.841","-889.619","753.939","164.695","0.947574","-2.75664","164.579","-0.43797","-2.14347","113.038"
1640,0,"-3918.21","745.605","211.027","-889.615","753.943","164.676","1.05669","-3.70311","164.551","-0.449324","-2.16336","113.04"
1641,0,"-3921.15","745.935","210.929","-889.613","753.943","164.707","1.00195","-2.62452","164.751","-0.43486","-2.14541","113.036"
1642,0,"-3924.11","746.603","211.063","-889.632","753.943","164.697","1.02088","-2.47944","164.864","-0.430028","-2.11926","113.038"
1643,0,"-3926.88","747.458","210.746","-889.606","753.937","164.704","0.866774","-2.73231","164.952","-0.44076","-2.17052","113.039"
1644,0,"-3929.87","748.215","211.171","-889.599","753.937","164.704","0.878543","-2.21747","165.166","-0.439622","-2.15672","113.037"
1645,0,"-3922.22","734.562","210.218","-889.606","753.938","164.683","1.26034","-1.61764","165.313","-0.433533","-2.15998","113.036"
1646,0,"-3923.96","734.256","210.935","-889.617","753.938","164.701","1.13853","-1.27904","165.436","-0.432312","-2.14072","113.037"
1647,0,"-3927.28","735.303","210.549","-889.622","753.94","164.691","1.04901","-1.31086","165.395","-0.431032","-2.15485","113.038"
1648,0,"-3931.5","737.386","209.637","-889.611","753.95","164.701","1.19223","-1.39107","165.501","-0.430824","-2.14299","113.038"
1649,0,"-3935.54","739.531","209.212","-889.62","753.93","164.699","1.22043","-1.20514","165.723","-0.443005","-2.15327","113.046"
1650,0,"-3940.82","742.787","207.851","-889.63","753.885","164.77","1.07509","-1.18031","165.812","-0.404543","-2.03605","113.061"
1651,0,"-3946.41","746.25","206.217","-889.631","753.95","164.699","1.12523","-1.1273","165.959","-0.435787","-2.13997","113.037"
1652,0,"-3950.27","748.656","205.813","-889.621","753.953","164.717","1.27113","-1.52872","166.125","-0.43737","-2.12799","113.041"
1653,0,"-3954.7","751.123","205.949","-889.613","753.942","164.699","1.03393","-1.93479","165.82","-0.424233","-2.14178","113.041"
1654,0,"-3957.8","752.275","206.359","-889.622","753.937","164.679","1.01857","-1.87814","166.157","-0.43682","-2.14739","113.042"
1655,0,"-3960.75","753.827","207.109","-889.608","753.941","164.68","1.07447","-2.81654","165.965","-0.439668","-2.16259","113.04"
1656,0,"-3964.22","755.034","207.893","-889.601","753.935","164.712","1.01312","-2.07077","166.045","-0.435564","-2.15089","113.033"
1657,0,"-3966.92","755.952","208.896","-889.616","753.94","164.71","0.794483","-2.57881","166.065","-0.431144","-2.13426","113.038"
1658,0,"-3969.79","756.798","209.398","-889.621","753.932","164.671","0.911763","-2.51002","166.207","-0.441866","-2.16678","113.041"
1659,0,"-3972.75","757.702","210.183","-889.613","753.936","164.687","0.977104","-2.50777","166.256","-0.44295","-2.15941","113.044"
1660,0,"-3975.46","758.439","210.553","-889.617","753.958","164.713","0.820777","-2.92639","166.391","-0.435225","-2.13926","113.04"
1661,0,"-3978.47","759.406","210.97","-889.629","753.933","164.686","1.13282","-2.59497","166.414","-0.443972","-2.14866","113.042"
1662,0,"-3981.18","759.89","211.244","-889.61","753.951","164.689","0.797997","-2.30896","166.426","-0.441941","-2.157","113.038"
1663,0,"-3983.91","760.493","211.35","-889.625","753.945","164.702","0.88585","-2.69106","166.483","-0.442724","-2.15158","113.039"
1664,0,"-3986.58","761.695","212.646","-889.626","753.954","164.71","0.442105","-2.78014","166.813","-0.445703","-2.14283","113.045"
1665,0,"-3989.81","761.973","211.523","-889.608","753.954","164.703","0.741441","-2.48599","166.568","-0.433161","-2.1551","113.035"
1666,0,"-3992.54","762.481","211.67","-889.631","753.947","164.7","1.03006","-2.51808","166.79","-0.44626","-2.14718","113.038"
1667,0,"-3995.44","763.014","211.693","-889.629","753.938","164.701","0.739296","-2.43728","166.844","-0.432199","-2.14066","113.039"
1668,0,"-3998.41","763.799","211.466","-889.61","753.96","164.695","0.605211","-2.44849","166.887","-0.427381","-2.17022","113.033"
1669,0,"-4001.14","764.318","211.785","-889.614","753.934","164.686","0.722034","-2.41063","166.934","-0.446531","-2.14312","113.048"
1670,0,"-4004.19","764.979","211.642","-889.611","753.952","164.697","0.640355","-2.44119","167.132","-0.438168","-2.15868","113.036"
1671,0,"-4007.03","765.507","211.746","-889.606","753.928","164.687","0.679672","-2.82926","167.106","-0.441854","-2.14881","113.042"
1672,0,"-4009.85","766.353","211.968","-889.61","753.932","164.692","0.346573","-2.13067","167.255","-0.430515","-2.1389","113.04"
1673,0,"-4012.65","766.984","212.093","-889.633","753.95","164.704","0.72416","-2.63348","167.103","-0.450965","-2.15759","113.046"
1674,0,"-4015.72","767.654","211.683","-889.61","753.956","164.697","0.986696","-2.7055","167.308","-0.43804","-2.16764","113.037"
1675,0,"-4018.58","768.253","211.791","-889.626","753.945","164.705","0.83975","-2.77637","167.298","-0.43586","-2.13698","113.038"
1676,0,"-4021.47","769.227","211.646","-889.634","753.957","164.702","0.801941","-2.52658","167.355","-0.447824","-2.15596","113.044"
1677,0,"-4024.27","769.803","212.054","-889.613","753.952","164.702","0.938262","-2.67049","167.309","-0.425061","-2.15929","113.042"
1678,0,"-4027.11","770.318","212.145","-889.618","753.943","164.684","0.819184","-2.49332","167.326","-0.433514","-2.15864","113.037"
1679,0,"-4029.91","771.112","212.138","-889.612","753.946","164.688","0.61323","-2.402","167.404","-0.440904","-2.15594","113.04"
1680,0,"-4032.6","771.994","212.433","-889.605","753.948","164.707","0.449414","-1.62147","167.601","-0.432196","-2.13418","113.037"
1681,0,"-4035.34","772.609","212.068","-889.605","753.946","164.696","0.959919","-2.54888","167.425","-0.437791","-2.14289","113.041"
1682,0,"-4038.24","773.149","212.125","-889.616","753.943","164.674","0.704238","-2.51833","167.515","-0.44105","-2.16181","113.043"
1683,0,"-4041.15","773.99","212.475","-889.62","753.971","164.711","0.47622","-2.83367","167.689","-0.419912","-2.13834","113.031"
1684,0,"-4043.57","774.465","212.659","-889.617","753.936","164.724","0.433504","-2.45837","167.639","-0.437937","-2.13804","113.041"
1685,0,"-4046.35","775.39","212.585","-889.61","753.939","164.69","0.384963","-2.38387","167.699","-0.449253","-2.17548","113.038"
1686,0,"-4048.97","776.078","212.73","-889.617","753.946","164.715","0.530731","-2.39371","167.707","-0.435246","-2.16162","113.034"
1687,0,"-4051.69","776.715","212.45","-889.614","753.953","164.698","0.500864","-2.22246","167.754","-0.429607","-2.15476","113.034"
1688,0,"-4054.2","777.077","212.79","-889.623","753.944","164.697","0.594923","-2.06093","167.822","-0.442394","-2.16465","113.037"
1689,0,"-4056.84","775.262","211.899","-889.617","753.956","164.706","0.15797","-0.676058","169.067","-0.43001","-2.14402","113.037"
1690,0,"-4059.6","776.183","211.884","-889.624","753.955","164.714","0.448156","-1.38187","168.936","-0.436714","-2.12963","113.037"
