"Step","sac - train/reward_mean","sac - train/reward_mean__MIN","sac - train/reward_mean__MAX"
"471","32.367067532059735","32.367067532059735","32.367067532059735"
"472","32.29403136961628","32.29403136961628","32.29403136961628"
"473","32.02248822912108","32.02248822912108","32.02248822912108"
"474","31.563068490321747","31.563068490321747","31.563068490321747"
"475","30.693078582922464","30.693078582922464","30.693078582922464"
"476","30.274832658276427","30.274832658276427","30.274832658276427"
"477","30.388848796952516","30.388848796952516","30.388848796952516"
"478","29.783166655665262","29.783166655665262","29.783166655665262"
"479","29.68112002556445","29.68112002556445","29.68112002556445"
"480","29.481365749663674","29.481365749663674","29.481365749663674"
"481","29.500959685994314","29.500959685994314","29.500959685994314"
"482","28.768622140502558","28.768622140502558","28.768622140502558"
"483","28.707539949677884","28.707539949677884","28.707539949677884"
"484","28.65487441192381","28.65487441192381","28.65487441192381"
"485","28.311340534598568","28.311340534598568","28.311340534598568"
"486","27.815643743607215","27.815643743607215","27.815643743607215"
"487","27.242109927712008","27.242109927712008","27.242109927712008"
"488","27.633150067487733","27.633150067487733","27.633150067487733"
"489","28.762530387565494","28.762530387565494","28.762530387565494"
"490","28.15425489571877","28.15425489571877","28.15425489571877"
"491","28.013290572958066","28.013290572958066","28.013290572958066"
"492","27.90813864058815","27.90813864058815","27.90813864058815"
"493","27.414873073361814","27.414873073361814","27.414873073361814"
"494","27.266001061024145","27.266001061024145","27.266001061024145"
"495","26.736549478254165","26.736549478254165","26.736549478254165"
"496","26.03615347469342","26.03615347469342","26.03615347469342"
"497","25.93697673437302","25.93697673437302","25.93697673437302"
"498","25.86846556217526","25.86846556217526","25.86846556217526"
"499","25.901907138021198","25.901907138021198","25.901907138021198"
"500","26.13510655479506","26.13510655479506","26.13510655479506"
"501","26.049480287414045","26.049480287414045","26.049480287414045"
"502","26.025505285803227","26.025505285803227","26.025505285803227"
"503","25.903733129575848","25.903733129575848","25.903733129575848"
"504","25.86701119600795","25.86701119600795","25.86701119600795"
"505","25.826723047296984","25.826723047296984","25.826723047296984"
"506","25.680162569403183","25.680162569403183","25.680162569403183"
"507","25.64940344601637","25.64940344601637","25.64940344601637"
"508","25.500373514625245","25.500373514625245","25.500373514625245"
"509","25.439971102639102","25.439971102639102","25.439971102639102"
"510","25.382902318923733","25.382902318923733","25.382902318923733"
"511","25.099686741954645","25.099686741954645","25.099686741954645"
"512","24.992255033324472","24.992255033324472","24.992255033324472"
"513","24.962776447375653","24.962776447375653","24.962776447375653"
"514","24.92116915677616","24.92116915677616","24.92116915677616"
"515","24.888712682714104","24.888712682714104","24.888712682714104"
"516","24.837475881697028","24.837475881697028","24.837475881697028"
"517","24.81681064442673","24.81681064442673","24.81681064442673"
"518","24.54865185189934","24.54865185189934","24.54865185189934"
"519","24.503013605060406","24.503013605060406","24.503013605060406"
"520","24.439908407958573","24.439908407958573","24.439908407958573"
"521","24.349936344138698","24.349936344138698","24.349936344138698"
"522","24.26301803106384","24.26301803106384","24.26301803106384"
"523","24.181301446016295","24.181301446016295","24.181301446016295"
"524","23.78170488428266","23.78170488428266","23.78170488428266"
"525","23.517810868527157","23.517810868527157","23.517810868527157"
"526","23.3982631589839","23.3982631589839","23.3982631589839"
"527","22.88052291328029","22.88052291328029","22.88052291328029"
"528","22.146676134839073","22.146676134839073","22.146676134839073"
"529","21.649209373038612","21.649209373038612","21.649209373038612"
"530","20.895725901531407","20.895725901531407","20.895725901531407"
"531","20.06786856693623","20.06786856693623","20.06786856693623"
"532","19.261716325277813","19.261716325277813","19.261716325277813"
"533","19.379102483838214","19.379102483838214","19.379102483838214"
"534","18.444007478393033","18.444007478393033","18.444007478393033"
"535","17.660627220244496","17.660627220244496","17.660627220244496"
"536","17.005213701254107","17.005213701254107","17.005213701254107"
"537","16.073113182386734","16.073113182386734","16.073113182386734"
"538","15.14361847007589","15.14361847007589","15.14361847007589"
"539","14.176900779646239","14.176900779646239","14.176900779646239"
"540","13.339888461431837","13.339888461431837","13.339888461431837"
"541","12.421628358321614","12.421628358321614","12.421628358321614"
"542","11.685295681421994","11.685295681421994","11.685295681421994"
"543","11.367305372082047","11.367305372082047","11.367305372082047"
"544","11.19206028715671","11.19206028715671","11.19206028715671"
"545","10.237502066218221","10.237502066218221","10.237502066218221"
"546","9.32788915601086","9.32788915601086","9.32788915601086"
"547","8.73773516847279","8.73773516847279","8.73773516847279"
"548","7.912570566548893","7.912570566548893","7.912570566548893"
"549","7.562718805656695","7.562718805656695","7.562718805656695"
"550","7.300071807946006","7.300071807946006","7.300071807946006"
"551","7.181862888126561","7.181862888126561","7.181862888126561"
"552","7.15527180434663","7.15527180434663","7.15527180434663"
"553","7.124641657317916","7.124641657317916","7.124641657317916"
"554","7.036161784748474","7.036161784748474","7.036161784748474"
"555","7.0048707533952985","7.0048707533952985","7.0048707533952985"
"556","6.969100193590784","6.969100193590784","6.969100193590784"
"557","6.933411971910318","6.933411971910318","6.933411971910318"
"558","6.955331636567061","6.955331636567061","6.955331636567061"
"559","7.232431692893078","7.232431692893078","7.232431692893078"
"560","7.217717288732456","7.217717288732456","7.217717288732456"
"561","7.319053596747035","7.319053596747035","7.319053596747035"
"562","7.551565473754818","7.551565473754818","7.551565473754818"
"563","7.467591688535103","7.467591688535103","7.467591688535103"
"564","7.4901499987573334","7.4901499987573334","7.4901499987573334"
"565","7.35096812989963","7.35096812989963","7.35096812989963"
"566","7.411631025284805","7.411631025284805","7.411631025284805"
"567","7.431645045666301","7.431645045666301","7.431645045666301"
"568","7.581553346136861","7.581553346136861","7.581553346136861"
"569","7.463491791062333","7.463491791062333","7.463491791062333"
"570","7.411969260982514","7.411969260982514","7.411969260982514"
"571","7.455708560179264","7.455708560179264","7.455708560179264"
"572","7.387474176547767","7.387474176547767","7.387474176547767"
"573","7.368633626559094","7.368633626559094","7.368633626559094"
"574","6.959063076155071","6.959063076155071","6.959063076155071"
"575","7.190689079628137","7.190689079628137","7.190689079628137"
"576","7.39494911365844","7.39494911365844","7.39494911365844"
"577","7.264681011486609","7.264681011486609","7.264681011486609"
"578","7.467319758331214","7.467319758331214","7.467319758331214"
"579","7.3464088863290815","7.3464088863290815","7.3464088863290815"
"580","7.43535103227412","7.43535103227412","7.43535103227412"
"581","7.27716772477077","7.27716772477077","7.27716772477077"
"582","7.954123321687148","7.954123321687148","7.954123321687148"
"583","7.993939848811642","7.993939848811642","7.993939848811642"
"584","8.051578958758546","8.051578958758546","8.051578958758546"
"585","8.302019602358268","8.302019602358268","8.302019602358268"
"586","8.607134032538088","8.607134032538088","8.607134032538088"
"587","8.939302480495462","8.939302480495462","8.939302480495462"
"588","8.837909024269248","8.837909024269248","8.837909024269248"
"589","8.336318291425632","8.336318291425632","8.336318291425632"
"590","8.785517669850888","8.785517669850888","8.785517669850888"
"591","8.751036453097987","8.751036453097987","8.751036453097987"
"592","9.164974964763896","9.164974964763896","9.164974964763896"
"593","9.633578460039498","9.633578460039498","9.633578460039498"
"594","9.743434174805806","9.743434174805806","9.743434174805806"
"595","10.177924964900521","10.177924964900521","10.177924964900521"
"596","10.950567357900946","10.950567357900946","10.950567357900946"
"597","10.910766871317684","10.910766871317684","10.910766871317684"
"598","10.937134109518883","10.937134109518883","10.937134109518883"
"599","11.078047353011716","11.078047353011716","11.078047353011716"
"600","11.03228602196432","11.03228602196432","11.03228602196432"
"601","11.162991012124039","11.162991012124039","11.162991012124039"
"602","11.06963906222365","11.06963906222365","11.06963906222365"
"603","11.158562599591605","11.158562599591605","11.158562599591605"
"604","11.154748768148638","11.154748768148638","11.154748768148638"
"605","11.133809191429682","11.133809191429682","11.133809191429682"
"606","11.284892236286469","11.284892236286469","11.284892236286469"
"607","11.672867984998666","11.672867984998666","11.672867984998666"
"608","11.778156843407706","11.778156843407706","11.778156843407706"
"609","12.074010507936292","12.074010507936292","12.074010507936292"
"610","12.16585288771119","12.16585288771119","12.16585288771119"
"611","12.588388150107749","12.588388150107749","12.588388150107749"
"612","12.881710661953948","12.881710661953948","12.881710661953948"
"613","12.932091297718397","12.932091297718397","12.932091297718397"
"614","13.124495332917832","13.124495332917832","13.124495332917832"
"615","13.58027844619628","13.58027844619628","13.58027844619628"
"616","13.773694213397503","13.773694213397503","13.773694213397503"
"617","13.928192449148446","13.928192449148446","13.928192449148446"
"618","14.4154941743139","14.4154941743139","14.4154941743139"
"619","14.705712598123755","14.705712598123755","14.705712598123755"
"620","14.865692531490167","14.865692531490167","14.865692531490167"
"621","15.076807315890147","15.076807315890147","15.076807315890147"
"622","15.206596330553694","15.206596330553694","15.206596330553694"
"623","15.300213833910348","15.300213833910348","15.300213833910348"
"624","15.658565293880347","15.658565293880347","15.658565293880347"
"625","16.02905643818358","16.02905643818358","16.02905643818358"
"626","16.110193697581234","16.110193697581234","16.110193697581234"
"627","16.64926958966458","16.64926958966458","16.64926958966458"
"628","17.462438764454966","17.462438764454966","17.462438764454966"
"629","17.899620443907732","17.899620443907732","17.899620443907732"
"630","18.647781217656267","18.647781217656267","18.647781217656267"
"631","19.467856372035275","19.467856372035275","19.467856372035275"
"632","20.24215107867418","20.24215107867418","20.24215107867418"
"633","20.951408125701526","20.951408125701526","20.951408125701526"
"634","21.7276927342817","21.7276927342817","21.7276927342817"
"635","22.447686354433355","22.447686354433355","22.447686354433355"
"636","23.19765830545144","23.19765830545144","23.19765830545144"
"637","24.273926173270848","24.273926173270848","24.273926173270848"
"638","25.226016187951135","25.226016187951135","25.226016187951135"
"639","26.228208147407678","26.228208147407678","26.228208147407678"
"640","26.994985072081146","26.994985072081146","26.994985072081146"
"641","27.906780375520867","27.906780375520867","27.906780375520867"
"642","28.564138459269124","28.564138459269124","28.564138459269124"
"643","28.72846611087134","28.72846611087134","28.72846611087134"
"644","28.924398095592807","28.924398095592807","28.924398095592807"
"645","29.880409693092698","29.880409693092698","29.880409693092698"
"646","30.872280701481394","30.872280701481394","30.872280701481394"
"647","31.530219179846934","31.530219179846934","31.530219179846934"
"648","32.330433252061376","32.330433252061376","32.330433252061376"
"649","32.63624556063547","32.63624556063547","32.63624556063547"
"650","33.011362441027195","33.011362441027195","33.011362441027195"
"651","33.10873527801934","33.10873527801934","33.10873527801934"
"652","33.10713982979174","33.10713982979174","33.10713982979174"
"653","32.98418001313614","32.98418001313614","32.98418001313614"
"654","33.01365950050684","33.01365950050684","33.01365950050684"
"655","32.99373833494181","32.99373833494181","32.99373833494181"
"656","33.01628439466389","33.01628439466389","33.01628439466389"
"657","32.96054187987822","32.96054187987822","32.96054187987822"
"658","32.890621123256935","32.890621123256935","32.890621123256935"
"659","32.625572124942046","32.625572124942046","32.625572124942046"
"660","32.632580367465344","32.632580367465344","32.632580367465344"
"661","32.57931742228924","32.57931742228924","32.57931742228924"
"662","32.342948047578176","32.342948047578176","32.342948047578176"
"663","32.338438541287395","32.338438541287395","32.338438541287395"
"664","32.42422533069395","32.42422533069395","32.42422533069395"
"665","32.50316585801666","32.50316585801666","32.50316585801666"
"666","32.50267251234625","32.50267251234625","32.50267251234625"
"667","32.44989538588685","32.44989538588685","32.44989538588685"
"668","32.46987487211016","32.46987487211016","32.46987487211016"
"669","32.57087740779047","32.57087740779047","32.57087740779047"
"670","32.60400553623338","32.60400553623338","32.60400553623338"
"671","32.657625184563294","32.657625184563294","32.657625184563294"
"672","32.792942777817444","32.792942777817444","32.792942777817444"
"673","32.92935075767462","32.92935075767462","32.92935075767462"
"674","33.009702392519756","33.009702392519756","33.009702392519756"
"675","33.14221984963988","33.14221984963988","33.14221984963988"
"676","32.94649977920701","32.94649977920701","32.94649977920701"
"677","32.97271404944484","32.97271404944484","32.97271404944484"
"678","32.87661608062808","32.87661608062808","32.87661608062808"
"679","33.11542596862309","33.11542596862309","33.11542596862309"
"680","33.214184841538156","33.214184841538156","33.214184841538156"
"681","33.27759443653405","33.27759443653405","33.27759443653405"
"682","33.35866391915486","33.35866391915486","33.35866391915486"
"683","33.63629578533241","33.63629578533241","33.63629578533241"
"684","33.696028731454355","33.696028731454355","33.696028731454355"
"685","33.80223956787093","33.80223956787093","33.80223956787093"
"686","33.97729800346373","33.97729800346373","33.97729800346373"
"687","34.2072511348228","34.2072511348228","34.2072511348228"
"688","34.155788774658646","34.155788774658646","34.155788774658646"
"689","34.42036713612797","34.42036713612797","34.42036713612797"
"690","34.54842206572714","34.54842206572714","34.54842206572714"
"691","34.735803800957","34.735803800957","34.735803800957"
"692","34.43003486793088","34.43003486793088","34.43003486793088"
"693","34.43615457228916","34.43615457228916","34.43615457228916"
"694","34.520923033613435","34.520923033613435","34.520923033613435"
"695","34.61076925696638","34.61076925696638","34.61076925696638"
"696","34.618400465900265","34.618400465900265","34.618400465900265"
"697","34.77783279299569","34.77783279299569","34.77783279299569"
"698","34.892469148671445","34.892469148671445","34.892469148671445"
"699","34.8001639289951","34.8001639289951","34.8001639289951"
"700","34.87624537295029","34.87624537295029","34.87624537295029"
"701","34.88251790965274","34.88251790965274","34.88251790965274"
"702","35.04844027405903","35.04844027405903","35.04844027405903"
"703","34.96532122149431","34.96532122149431","34.96532122149431"
"704","34.93767108265609","34.93767108265609","34.93767108265609"
"705","34.99339989093896","34.99339989093896","34.99339989093896"
"706","34.88912914758846","34.88912914758846","34.88912914758846"
"707","34.54314995803237","34.54314995803237","34.54314995803237"
"708","34.61096055825074","34.61096055825074","34.61096055825074"
"709","34.23052777217719","34.23052777217719","34.23052777217719"
"710","34.175345009509655","34.175345009509655","34.175345009509655"
"711","33.769146889532166","33.769146889532166","33.769146889532166"
"712","33.52716445239279","33.52716445239279","33.52716445239279"
"713","33.484264999013575","33.484264999013575","33.484264999013575"
"714","33.28703070973996","33.28703070973996","33.28703070973996"
"715","32.90935105681437","32.90935105681437","32.90935105681437"
"716","32.732154169450695","32.732154169450695","32.732154169450695"
"717","32.63924563092664","32.63924563092664","32.63924563092664"
"718","32.37145199819253","32.37145199819253","32.37145199819253"
"719","32.13497057200195","32.13497057200195","32.13497057200195"
"720","31.943456545911214","31.943456545911214","31.943456545911214"
"721","31.761278170823534","31.761278170823534","31.761278170823534"
"722","31.668351903102774","31.668351903102774","31.668351903102774"
"723","31.647642708233505","31.647642708233505","31.647642708233505"
"724","31.627004633152573","31.627004633152573","31.627004633152573"
"725","31.432423714471696","31.432423714471696","31.432423714471696"
"726","31.352119969965607","31.352119969965607","31.352119969965607"
"727","30.983997608011304","30.983997608011304","30.983997608011304"
"728","30.83989964458877","30.83989964458877","30.83989964458877"
"729","30.821031312865852","30.821031312865852","30.821031312865852"
"730","29.89808328844858","29.89808328844858","29.89808328844858"
"731","29.81011247931299","29.81011247931299","29.81011247931299"
"732","29.00852479766374","29.00852479766374","29.00852479766374"
"733","28.826711101115396","28.826711101115396","28.826711101115396"
"734","28.626872284629098","28.626872284629098","28.626872284629098"
"735","28.59198795843189","28.59198795843189","28.59198795843189"
"736","28.36076191346412","28.36076191346412","28.36076191346412"
"737","28.07258536065714","28.07258536065714","28.07258536065714"
"738","27.968083695348067","27.968083695348067","27.968083695348067"
"739","27.870947480776994","27.870947480776994","27.870947480776994"
"740","27.774391572724745","27.774391572724745","27.774391572724745"
"741","27.646185126451492","27.646185126451492","27.646185126451492"
"742","27.594085826853007","27.594085826853007","27.594085826853007"
"743","27.542760207259743","27.542760207259743","27.542760207259743"
"744","27.439155571253686","27.439155571253686","27.439155571253686"
"745","27.325178866756797","27.325178866756797","27.325178866756797"
"746","27.169654923116504","27.169654923116504","27.169654923116504"
"747","27.00627315072128","27.00627315072128","27.00627315072128"
"748","26.993566419750167","26.993566419750167","26.993566419750167"
"749","26.888313996538237","26.888313996538237","26.888313996538237"
"750","26.697907925283253","26.697907925283253","26.697907925283253"
"751","26.65645437753079","26.65645437753079","26.65645437753079"
"752","26.640670839420235","26.640670839420235","26.640670839420235"
"753","26.73296230349428","26.73296230349428","26.73296230349428"
"754","26.767576368616137","26.767576368616137","26.767576368616137"
"755","26.743397705878305","26.743397705878305","26.743397705878305"
"756","26.720046817760156","26.720046817760156","26.720046817760156"
"757","26.825399202061817","26.825399202061817","26.825399202061817"
"758","26.84095749876462","26.84095749876462","26.84095749876462"
"759","26.882041816534475","26.882041816534475","26.882041816534475"
"760","26.872984697325155","26.872984697325155","26.872984697325155"
"761","26.827300259312615","26.827300259312615","26.827300259312615"
"762","26.830939689548686","26.830939689548686","26.830939689548686"
"763","26.816645458051934","26.816645458051934","26.816645458051934"
"764","26.772456156508998","26.772456156508998","26.772456156508998"
"765","26.77001257722266","26.77001257722266","26.77001257722266"
"766","26.721543234428392","26.721543234428392","26.721543234428392"
"767","26.693690932998432","26.693690932998432","26.693690932998432"
"768","26.663018170902504","26.663018170902504","26.663018170902504"
"769","26.616256546210497","26.616256546210497","26.616256546210497"
"770","26.524576760660857","26.524576760660857","26.524576760660857"
"771","26.47334528297186","26.47334528297186","26.47334528297186"
"772","26.43393506342545","26.43393506342545","26.43393506342545"
"773","26.444832115229218","26.444832115229218","26.444832115229218"
"774","26.412605409203678","26.412605409203678","26.412605409203678"
"775","26.448503846219392","26.448503846219392","26.448503846219392"
"776","26.440536727700966","26.440536727700966","26.440536727700966"
"777","26.437256832924323","26.437256832924323","26.437256832924323"
"778","26.445252631921903","26.445252631921903","26.445252631921903"
"779","26.400557480641293","26.400557480641293","26.400557480641293"
"780","26.381264212076204","26.381264212076204","26.381264212076204"
"781","26.38849525956495","26.38849525956495","26.38849525956495"
"782","26.32312457844673","26.32312457844673","26.32312457844673"
"783","26.07798403102963","26.07798403102963","26.07798403102963"
"784","26.0110628136812","26.0110628136812","26.0110628136812"
"785","25.95011180728732","25.95011180728732","25.95011180728732"
"786","25.71133076246886","25.71133076246886","25.71133076246886"
"787","25.606194068473414","25.606194068473414","25.606194068473414"
"788","25.551989676580416","25.551989676580416","25.551989676580416"
"789","25.53606322674139","25.53606322674139","25.53606322674139"
"790","25.455680884719477","25.455680884719477","25.455680884719477"
"791","25.405574971270397","25.405574971270397","25.405574971270397"
"792","25.390775914500118","25.390775914500118","25.390775914500118"
"793","25.350496954015107","25.350496954015107","25.350496954015107"
"794","25.227549509804813","25.227549509804813","25.227549509804813"
"795","25.22234163855028","25.22234163855028","25.22234163855028"
"796","25.073122843467864","25.073122843467864","25.073122843467864"
"797","25.039927374460966","25.039927374460966","25.039927374460966"
"798","25.000091464259896","25.000091464259896","25.000091464259896"
"799","24.950835309104296","24.950835309104296","24.950835309104296"
"800","24.9306096336816","24.9306096336816","24.9306096336816"
"801","24.908505180237118","24.908505180237118","24.908505180237118"
"802","24.90766184263048","24.90766184263048","24.90766184263048"
"803","24.996868257225724","24.996868257225724","24.996868257225724"
"804","25.017175421855644","25.017175421855644","25.017175421855644"
"805","25.03860166461789","25.03860166461789","25.03860166461789"
"806","25.066765315673546","25.066765315673546","25.066765315673546"
"807","25.076141868616688","25.076141868616688","25.076141868616688"
"808","25.032711195192533","25.032711195192533","25.032711195192533"
"809","25.1987007942528","25.1987007942528","25.1987007942528"
"810","25.234745564135956","25.234745564135956","25.234745564135956"
"811","25.44753222408821","25.44753222408821","25.44753222408821"
"812","25.509299416422145","25.509299416422145","25.509299416422145"
"813","25.537854366648244","25.537854366648244","25.537854366648244"
"814","25.540030232399005","25.540030232399005","25.540030232399005"
"815","25.489069231442407","25.489069231442407","25.489069231442407"
"816","25.535728632799582","25.535728632799582","25.535728632799582"
"817","25.55912035462563","25.55912035462563","25.55912035462563"
"818","25.654874853315995","25.654874853315995","25.654874853315995"
"819","25.652501282758312","25.652501282758312","25.652501282758312"
"820","25.764050333044725","25.764050333044725","25.764050333044725"
"821","25.81586003267323","25.81586003267323","25.81586003267323"
"822","25.80803241158952","25.80803241158952","25.80803241158952"
"823","25.76647484489833","25.76647484489833","25.76647484489833"
"824","25.793883907004492","25.793883907004492","25.793883907004492"
"825","25.872005320481257","25.872005320481257","25.872005320481257"
"826","25.94013742848416","25.94013742848416","25.94013742848416"
"827","26.139221905424492","26.139221905424492","26.139221905424492"
"828","26.193924379880773","26.193924379880773","26.193924379880773"
"829","26.219756468042032","26.219756468042032","26.219756468042032"
"830","27.092679209714987","27.092679209714987","27.092679209714987"
"831","27.096159613585332","27.096159613585332","27.096159613585332"
"832","27.881762973848964","27.881762973848964","27.881762973848964"
"833","27.965673236135626","27.965673236135626","27.965673236135626"
"834","28.127822353333467","28.127822353333467","28.127822353333467"
"835","28.124737193674083","28.124737193674083","28.124737193674083"
"836","28.171242724281036","28.171242724281036","28.171242724281036"
"837","28.11293917807401","28.11293917807401","28.11293917807401"
"838","28.092603349356214","28.092603349356214","28.092603349356214"
"839","28.112008498819776","28.112008498819776","28.112008498819776"
"840","28.14542472838075","28.14542472838075","28.14542472838075"
"841","28.15864768408821","28.15864768408821","28.15864768408821"
"842","28.205282115923474","28.205282115923474","28.205282115923474"
"843","28.246054705349962","28.246054705349962","28.246054705349962"
"844","28.253056163979927","28.253056163979927","28.253056163979927"
"845","28.346373349266358","28.346373349266358","28.346373349266358"
"846","28.37263068445609","28.37263068445609","28.37263068445609"
"847","28.414314096519956","28.414314096519956","28.414314096519956"
"848","28.390788009423996","28.390788009423996","28.390788009423996"
"849","28.49797530635842","28.49797530635842","28.49797530635842"
"850","28.59427763497108","28.59427763497108","28.59427763497108"
"851","28.614201797443673","28.614201797443673","28.614201797443673"
"852","28.652506547375815","28.652506547375815","28.652506547375815"
"853","28.6602813837782","28.6602813837782","28.6602813837782"
"854","28.66933495906298","28.66933495906298","28.66933495906298"
"855","28.716632549102652","28.716632549102652","28.716632549102652"
"856","28.740881782817887","28.740881782817887","28.740881782817887"
"857","28.740805817163782","28.740805817163782","28.740805817163782"
"858","28.752772433470238","28.752772433470238","28.752772433470238"
"859","28.7403878319182","28.7403878319182","28.7403878319182"
"860","28.75378187867929","28.75378187867929","28.75378187867929"
"861","28.749048988941357","28.749048988941357","28.749048988941357"
"862","28.69695278947358","28.69695278947358","28.69695278947358"
"863","28.672405461325543","28.672405461325543","28.672405461325543"
"864","28.698404182597297","28.698404182597297","28.698404182597297"
"865","28.713145052856998","28.713145052856998","28.713145052856998"
"866","28.691072963076877","28.691072963076877","28.691072963076877"
"867","28.66948126911302","28.66948126911302","28.66948126911302"
"868","28.59360638766666","28.59360638766666","28.59360638766666"
"869","28.608486208060057","28.608486208060057","28.608486208060057"
"870","28.66648138586548","28.66648138586548","28.66648138586548"
"871","28.67956115700421","28.67956115700421","28.67956115700421"
"872","28.66776438672212","28.66776438672212","28.66776438672212"
"873","28.62593258414534","28.62593258414534","28.62593258414534"
"874","28.5796680676291","28.5796680676291","28.5796680676291"
"875","28.496173701575607","28.496173701575607","28.496173701575607"
"876","28.45426523935108","28.45426523935108","28.45426523935108"
"877","28.39215822797327","28.39215822797327","28.39215822797327"
"878","28.378598395698354","28.378598395698354","28.378598395698354"
"879","28.424202460554078","28.424202460554078","28.424202460554078"
"880","28.476789278090582","28.476789278090582","28.476789278090582"
"881","28.371957255323068","28.371957255323068","28.371957255323068"
"882","28.330217565708445","28.330217565708445","28.330217565708445"
"883","28.34225927429332","28.34225927429332","28.34225927429332"
"884","28.385436769929367","28.385436769929367","28.385436769929367"
"885","28.369652589616017","28.369652589616017","28.369652589616017"
"886","28.573007840663777","28.573007840663777","28.573007840663777"
"887","28.622731718049035","28.622731718049035","28.622731718049035"
"888","28.653158177510488","28.653158177510488","28.653158177510488"
"889","28.659048992340104","28.659048992340104","28.659048992340104"
"890","28.663066170644598","28.663066170644598","28.663066170644598"
"891","28.633140564915376","28.633140564915376","28.633140564915376"
"892","28.44518920818402","28.44518920818402","28.44518920818402"
"893","28.36908005235775","28.36908005235775","28.36908005235775"
"894","28.362898692133022","28.362898692133022","28.362898692133022"
"895","28.33075637355272","28.33075637355272","28.33075637355272"
"896","28.475596502437256","28.475596502437256","28.475596502437256"
"897","28.39575412049424","28.39575412049424","28.39575412049424"
"898","28.28852206452284","28.28852206452284","28.28852206452284"
"899","28.35221807143651","28.35221807143651","28.35221807143651"
"900","28.397134179575367","28.397134179575367","28.397134179575367"
"901","28.44356767657213","28.44356767657213","28.44356767657213"
"902","28.49220830399543","28.49220830399543","28.49220830399543"
"903","28.546485851090402","28.546485851090402","28.546485851090402"
"904","28.549848105888813","28.549848105888813","28.549848105888813"
"905","28.50211663177237","28.50211663177237","28.50211663177237"
"906","28.545025340374558","28.545025340374558","28.545025340374558"
"907","28.55103034613654","28.55103034613654","28.55103034613654"
"908","28.6217634161748","28.6217634161748","28.6217634161748"
"909","28.69539070352912","28.69539070352912","28.69539070352912"
"910","28.629498732680005","28.629498732680005","28.629498732680005"
"911","28.573385107567084","28.573385107567084","28.573385107567084"
"912","28.580448175997955","28.580448175997955","28.580448175997955"
"913","28.589577235061224","28.589577235061224","28.589577235061224"
"914","28.616772322341347","28.616772322341347","28.616772322341347"
"915","28.44647584172526","28.44647584172526","28.44647584172526"
"916","28.467648052504302","28.467648052504302","28.467648052504302"
"917","28.379841971314526","28.379841971314526","28.379841971314526"
"918","28.280398590500482","28.280398590500482","28.280398590500482"
"919","28.244133241745658","28.244133241745658","28.244133241745658"
"920","28.201045606724","28.201045606724","28.201045606724"
"921","28.18788885307593","28.18788885307593","28.18788885307593"
"922","28.164385925765163","28.164385925765163","28.164385925765163"
"923","28.10900026527794","28.10900026527794","28.10900026527794"
"924","28.0777853297603","28.0777853297603","28.0777853297603"
"925","28.11334403011693","28.11334403011693","28.11334403011693"
"926","28.148884086885737","28.148884086885737","28.148884086885737"
"927","28.135398182652207","28.135398182652207","28.135398182652207"
"928","28.017822483747512","28.017822483747512","28.017822483747512"
"929","27.867468673370094","27.867468673370094","27.867468673370094"
"930","27.682782794737506","27.682782794737506","27.682782794737506"
"931","27.659220980561585","27.659220980561585","27.659220980561585"
"932","27.64553226171738","27.64553226171738","27.64553226171738"
"933","27.755990496675732","27.755990496675732","27.755990496675732"
"934","27.72857246235224","27.72857246235224","27.72857246235224"
"935","27.612049352723826","27.612049352723826","27.612049352723826"
"936","27.52670827584034","27.52670827584034","27.52670827584034"
"937","27.631790033790004","27.631790033790004","27.631790033790004"
"938","27.58704251017929","27.58704251017929","27.58704251017929"
"939","27.440476052803405","27.440476052803405","27.440476052803405"
"940","27.31414804535494","27.31414804535494","27.31414804535494"
"941","27.242978005153546","27.242978005153546","27.242978005153546"
"942","27.244919386445964","27.244919386445964","27.244919386445964"
"943","27.296332052457565","27.296332052457565","27.296332052457565"
"944","27.387280838401477","27.387280838401477","27.387280838401477"
"945","27.436053704829373","27.436053704829373","27.436053704829373"
"946","27.33692491035019","27.33692491035019","27.33692491035019"
"947","27.349634129098103","27.349634129098103","27.349634129098103"
"948","27.427220446160483","27.427220446160483","27.427220446160483"
"949","27.410579274138854","27.410579274138854","27.410579274138854"
"950","27.242492931755677","27.242492931755677","27.242492931755677"
"951","27.166965772659005","27.166965772659005","27.166965772659005"
"952","27.0880307199717","27.0880307199717","27.0880307199717"
"953","27.013035727693186","27.013035727693186","27.013035727693186"
"954","27.17808300710325","27.17808300710325","27.17808300710325"
"955","27.15626175115858","27.15626175115858","27.15626175115858"
"956","27.50254201928661","27.50254201928661","27.50254201928661"
"957","27.55283682888881","27.55283682888881","27.55283682888881"
"958","27.61960507368245","27.61960507368245","27.61960507368245"
"959","27.669592544767493","27.669592544767493","27.669592544767493"
"960","27.67926819189959","27.67926819189959","27.67926819189959"
"961","27.716257993500168","27.716257993500168","27.716257993500168"
"962","27.806272750050248","27.806272750050248","27.806272750050248"
"963","28.00997586197218","28.00997586197218","28.00997586197218"
"964","28.07054181806392","28.07054181806392","28.07054181806392"
"965","28.115446917172502","28.115446917172502","28.115446917172502"
"966","28.18190201216783","28.18190201216783","28.18190201216783"
"967","28.544264544153684","28.544264544153684","28.544264544153684"
"968","28.568984697552494","28.568984697552494","28.568984697552494"
