"Step","skilled-sweep-15 - train/reward_mean","skilled-sweep-15 - train/reward_mean__MIN","skilled-sweep-15 - train/reward_mean__MAX"
"61","26.32714232589122","26.32714232589122","26.32714232589122"
"62","26.277873400122775","26.277873400122775","26.277873400122775"
"63","26.25669499886285","26.25669499886285","26.25669499886285"
"64","26.221562617433847","26.221562617433847","26.221562617433847"
"65","26.235924440139655","26.235924440139655","26.235924440139655"
"66","26.18059286230092","26.18059286230092","26.18059286230092"
"67","26.10193999442915","26.10193999442915","26.10193999442915"
"68","25.44718286489318","25.44718286489318","25.44718286489318"
"69","25.052301759309636","25.052301759309636","25.052301759309636"
"70","24.829717130085296","24.829717130085296","24.829717130085296"
"71","24.243684772773634","24.243684772773634","24.243684772773634"
"72","23.453043291582315","23.453043291582315","23.453043291582315"
"73","22.758419604236238","22.758419604236238","22.758419604236238"
"74","22.28809804407462","22.28809804407462","22.28809804407462"
"75","21.79369783621068","21.79369783621068","21.79369783621068"
"76","21.833738829288976","21.833738829288976","21.833738829288976"
"77","20.593328410672825","20.593328410672825","20.593328410672825"
"78","20.36126594700144","20.36126594700144","20.36126594700144"
"79","19.90569327131324","19.90569327131324","19.90569327131324"
"80","19.581598974191913","19.581598974191913","19.581598974191913"
"81","19.31931224546807","19.31931224546807","19.31931224546807"
"82","19.201703644713433","19.201703644713433","19.201703644713433"
"83","19.245786924715503","19.245786924715503","19.245786924715503"
"84","19.18975471730508","19.18975471730508","19.18975471730508"
"85","19.125081372889177","19.125081372889177","19.125081372889177"
"86","19.170524518171543","19.170524518171543","19.170524518171543"
"87","19.23742306015495","19.23742306015495","19.23742306015495"
"88","19.293565666020765","19.293565666020765","19.293565666020765"
"89","19.381806351886205","19.381806351886205","19.381806351886205"
"90","19.443781640352974","19.443781640352974","19.443781640352974"
"91","19.56388606030093","19.56388606030093","19.56388606030093"
"92","19.70843512503479","19.70843512503479","19.70843512503479"
"93","19.770580502059993","19.770580502059993","19.770580502059993"
"94","19.868503321867042","19.868503321867042","19.868503321867042"
"95","20.02939573262993","20.02939573262993","20.02939573262993"
"96","20.18942632125815","20.18942632125815","20.18942632125815"
"97","20.35385445621871","20.35385445621871","20.35385445621871"
"98","20.489721479230088","20.489721479230088","20.489721479230088"
"99","20.637511958201877","20.637511958201877","20.637511958201877"
"100","20.807934335091414","20.807934335091414","20.807934335091414"
"101","20.740384129116865","20.740384129116865","20.740384129116865"
"102","20.80107925511533","20.80107925511533","20.80107925511533"
"103","20.73501108691198","20.73501108691198","20.73501108691198"
"104","20.846006812281995","20.846006812281995","20.846006812281995"
"105","20.873728734507313","20.873728734507313","20.873728734507313"
"106","20.806323854654185","20.806323854654185","20.806323854654185"
"107","20.772889282499527","20.772889282499527","20.772889282499527"
"108","20.790493367250164","20.790493367250164","20.790493367250164"
"109","20.61063880576854","20.61063880576854","20.61063880576854"
"110","20.216695784210316","20.216695784210316","20.216695784210316"
"111","19.83922433750573","19.83922433750573","19.83922433750573"
"112","19.42738226982634","19.42738226982634","19.42738226982634"
"113","18.975276373209635","18.975276373209635","18.975276373209635"
"114","18.18577786721682","18.18577786721682","18.18577786721682"
"115","18.208686589081044","18.208686589081044","18.208686589081044"
"116","18.14853904887641","18.14853904887641","18.14853904887641"
"117","18.062044437570293","18.062044437570293","18.062044437570293"
"118","17.955266845199077","17.955266845199077","17.955266845199077"
"119","17.926563347168994","17.926563347168994","17.926563347168994"
"120","17.440346083014884","17.440346083014884","17.440346083014884"
"121","17.00978827721221","17.00978827721221","17.00978827721221"
"122","16.207588414314813","16.207588414314813","16.207588414314813"
"123","16.26056247267654","16.26056247267654","16.26056247267654"
"124","16.366024452315322","16.366024452315322","16.366024452315322"
"125","16.505843737998656","16.505843737998656","16.505843737998656"
"126","16.645663490367735","16.645663490367735","16.645663490367735"
"127","16.796610439082286","16.796610439082286","16.796610439082286"
"128","18.01311762098936","18.01311762098936","18.01311762098936"
"129","17.528159802432782","17.528159802432782","17.528159802432782"
"130","17.589315697222627","17.589315697222627","17.589315697222627"
"131","18.615907916918076","18.615907916918076","18.615907916918076"
"132","19.691628833173453","19.691628833173453","19.691628833173453"
"133","20.90294097416816","20.90294097416816","20.90294097416816"
"134","21.037581919965014","21.037581919965014","21.037581919965014"
"135","20.61009928283063","20.61009928283063","20.61009928283063"
"136","20.654663536593","20.654663536593","20.654663536593"
"137","21.304779062874296","21.304779062874296","21.304779062874296"
"138","22.60141573052635","22.60141573052635","22.60141573052635"
"139","23.00496379539152","23.00496379539152","23.00496379539152"
"140","23.54463647847777","23.54463647847777","23.54463647847777"
"141","23.238560820387356","23.238560820387356","23.238560820387356"
"142","23.469647601486795","23.469647601486795","23.469647601486795"
"143","23.629466891714983","23.629466891714983","23.629466891714983"
"144","23.33153339804863","23.33153339804863","23.33153339804863"
"145","23.776936672057637","23.776936672057637","23.776936672057637"
"146","23.548322850901314","23.548322850901314","23.548322850901314"
"147","23.042234928279797","23.042234928279797","23.042234928279797"
"148","23.123591289899924","23.123591289899924","23.123591289899924"
"149","23.216741615075296","23.216741615075296","23.216741615075296"
"150","23.283704981848278","23.283704981848278","23.283704981848278"
"151","23.365026125728765","23.365026125728765","23.365026125728765"
"152","23.69752892602948","23.69752892602948","23.69752892602948"
"153","23.82210695859758","23.82210695859758","23.82210695859758"
"154","24.792000732857414","24.792000732857414","24.792000732857414"
"155","25.021539675172097","25.021539675172097","25.021539675172097"
"156","25.35404266839396","25.35404266839396","25.35404266839396"
"157","25.574066113918235","25.574066113918235","25.574066113918235"
"158","25.7500054184116","25.7500054184116","25.7500054184116"
"159","26.201481801192422","26.201481801192422","26.201481801192422"
"160","26.825051855049242","26.825051855049242","26.825051855049242"
"161","27.12015361446436","27.12015361446436","27.12015361446436"
"162","27.38032969490174","27.38032969490174","27.38032969490174"
"163","28.103826848832103","28.103826848832103","28.103826848832103"
"164","29.0974438641734","29.0974438641734","29.0974438641734"
"165","29.35445413706373","29.35445413706373","29.35445413706373"
"166","29.819211489367444","29.819211489367444","29.819211489367444"
"167","30.425815675403136","30.425815675403136","30.425815675403136"
"168","31.80182783785291","31.80182783785291","31.80182783785291"
"169","33.23568473873194","33.23568473873194","33.23568473873194"
"170","33.3092416649824","33.3092416649824","33.3092416649824"
"171","34.21195350307506","34.21195350307506","34.21195350307506"
"172","35.047373065180146","35.047373065180146","35.047373065180146"
"173","36.15774001050275","36.15774001050275","36.15774001050275"
"174","36.45554936545901","36.45554936545901","36.45554936545901"
"175","37.104241864131765","37.104241864131765","37.104241864131765"
"176","37.19704553880729","37.19704553880729","37.19704553880729"
"177","38.84662588273175","38.84662588273175","38.84662588273175"
"178","39.70895649834536","39.70895649834536","39.70895649834536"
"179","40.67150757589378","40.67150757589378","40.67150757589378"
"180","41.299553519925105","41.299553519925105","41.299553519925105"
"181","41.65247965107672","41.65247965107672","41.65247965107672"
"182","41.907108370964416","41.907108370964416","41.907108370964416"
"183","42.05383372903336","42.05383372903336","42.05383372903336"
"184","42.843419502573084","42.843419502573084","42.843419502573084"
"185","43.00046612315346","43.00046612315346","43.00046612315346"
"186","43.67017155986745","43.67017155986745","43.67017155986745"
"187","43.72336768700276","43.72336768700276","43.72336768700276"
"188","43.76013684317935","43.76013684317935","43.76013684317935"
"189","43.983273579371165","43.983273579371165","43.983273579371165"
"190","44.35066135574598","44.35066135574598","44.35066135574598"
"191","44.730977065642364","44.730977065642364","44.730977065642364"
"192","45.31089504950214","45.31089504950214","45.31089504950214"
"193","46.31289165681694","46.31289165681694","46.31289165681694"
"194","47.98337527059484","47.98337527059484","47.98337527059484"
"195","49.63954544850159","49.63954544850159","49.63954544850159"
"196","50.45439986546058","50.45439986546058","50.45439986546058"
"197","51.089626414165835","51.089626414165835","51.089626414165835"
"198","51.07307897693012","51.07307897693012","51.07307897693012"
"199","51.79837858690414","51.79837858690414","51.79837858690414"
"200","51.937246462875045","51.937246462875045","51.937246462875045"
"201","52.871203414557385","52.871203414557385","52.871203414557385"
"202","54.343318137649334","54.343318137649334","54.343318137649334"
"203","55.94041311813693","55.94041311813693","55.94041311813693"
"204","56.88332132526848","56.88332132526848","56.88332132526848"
"205","57.783356727484495","57.783356727484495","57.783356727484495"
"206","58.18986113521736","58.18986113521736","58.18986113521736"
"207","59.67952115658205","59.67952115658205","59.67952115658205"
"208","59.95315123559441","59.95315123559441","59.95315123559441"
"209","59.91037586051505","59.91037586051505","59.91037586051505"
"210","60.44124533967581","60.44124533967581","60.44124533967581"
"211","61.84421366098104","61.84421366098104","61.84421366098104"
"212","62.69348062674282","62.69348062674282","62.69348062674282"
"213","64.24589276193815","64.24589276193815","64.24589276193815"
"214","64.1789517331234","64.1789517331234","64.1789517331234"
"215","64.46260517367801","64.46260517367801","64.46260517367801"
"216","65.08787991472927","65.08787991472927","65.08787991472927"
"217","65.73481645465304","65.73481645465304","65.73481645465304"
"218","66.26825186365225","66.26825186365225","66.26825186365225"
"219","66.84915920291037","66.84915920291037","66.84915920291037"
"220","67.23930764821591","67.23930764821591","67.23930764821591"
"221","67.77283909653546","67.77283909653546","67.77283909653546"
"222","68.16775027304189","68.16775027304189","68.16775027304189"
"223","68.74756039211759","68.74756039211759","68.74756039211759"
"224","69.23863788102055","69.23863788102055","69.23863788102055"
"225","70.77595342707122","70.77595342707122","70.77595342707122"
"226","72.31788695888827","72.31788695888827","72.31788695888827"
"227","72.90624277988681","72.90624277988681","72.90624277988681"
"228","73.47159571320051","73.47159571320051","73.47159571320051"
"229","75.358255826768","75.358255826768","75.358255826768"
"230","77.08885957197519","77.08885957197519","77.08885957197519"
"231","79.12876604759367","79.12876604759367","79.12876604759367"
"232","80.90778611264425","80.90778611264425","80.90778611264425"
"233","82.70508985408814","82.70508985408814","82.70508985408814"
"234","84.25127761312993","84.25127761312993","84.25127761312993"
"235","84.99665326153627","84.99665326153627","84.99665326153627"
"236","86.83134553858777","86.83134553858777","86.83134553858777"
"237","88.3556790298759","88.3556790298759","88.3556790298759"
"238","88.52256434941431","88.52256434941431","88.52256434941431"
"239","89.36010805925122","89.36010805925122","89.36010805925122"
"240","90.7839669958665","90.7839669958665","90.7839669958665"
"241","91.03076930599055","91.03076930599055","91.03076930599055"
"242","91.65143253737828","91.65143253737828","91.65143253737828"
"243","92.28760585693409","92.28760585693409","92.28760585693409"
"244","92.91994304621359","92.91994304621359","92.91994304621359"
"245","93.75849665987538","93.75849665987538","93.75849665987538"
"246","94.37400173967471","94.37400173967471","94.37400173967471"
"247","95.37267187978665","95.37267187978665","95.37267187978665"
"248","96.30515971725399","96.30515971725399","96.30515971725399"
"249","96.87256325913185","96.87256325913185","96.87256325913185"
"250","98.15937061415578","98.15937061415578","98.15937061415578"
"251","99.87679984872753","99.87679984872753","99.87679984872753"
"252","100.75323849320004","100.75323849320004","100.75323849320004"
"253","102.03332316131855","102.03332316131855","102.03332316131855"
"254","102.71235117571021","102.71235117571021","102.71235117571021"
"255","103.38855824203755","103.38855824203755","103.38855824203755"
"256","104.57394590883341","104.57394590883341","104.57394590883341"
"257","106.05903034758579","106.05903034758579","106.05903034758579"
"258","107.62871463038783","107.62871463038783","107.62871463038783"
"259","109.53851777833712","109.53851777833712","109.53851777833712"
"260","111.00139985092974","111.00139985092974","111.00139985092974"
"261","112.44082522030047","112.44082522030047","112.44082522030047"
"262","113.77944250743894","113.77944250743894","113.77944250743894"
"263","114.55962522771267","114.55962522771267","114.55962522771267"
"264","115.39661673273018","115.39661673273018","115.39661673273018"
"265","116.71478404910361","116.71478404910361","116.71478404910361"
"266","118.37258738792559","118.37258738792559","118.37258738792559"
"267","119.70798394085665","119.70798394085665","119.70798394085665"
"268","120.79670586683613","120.79670586683613","120.79670586683613"
"269","121.76765422091644","121.76765422091644","121.76765422091644"
"270","124.02952394972381","124.02952394972381","124.02952394972381"
"271","125.58554848504077","125.58554848504077","125.58554848504077"
"272","126.99798469393339","126.99798469393339","126.99798469393339"
"273","127.81624724478286","127.81624724478286","127.81624724478286"
"274","128.13541065529745","128.13541065529745","128.13541065529745"
"275","127.9249959139229","127.9249959139229","127.9249959139229"
"276","127.89966183981683","127.89966183981683","127.89966183981683"
"277","127.17296288840298","127.17296288840298","127.17296288840298"
"278","126.5592077289318","126.5592077289318","126.5592077289318"
"279","125.9606317246874","125.9606317246874","125.9606317246874"
"280","126.2360428467748","126.2360428467748","126.2360428467748"
"281","127.52479847965587","127.52479847965587","127.52479847965587"
"282","128.8960456622002","128.8960456622002","128.8960456622002"
"283","130.0495080321451","130.0495080321451","130.0495080321451"
"284","131.07755471331825","131.07755471331825","131.07755471331825"
"285","133.55279578534712","133.55279578534712","133.55279578534712"
"286","134.928290797582","134.928290797582","134.928290797582"
"287","136.9382794101053","136.9382794101053","136.9382794101053"
"288","139.05783268987025","139.05783268987025","139.05783268987025"
"289","141.13227658746123","141.13227658746123","141.13227658746123"
"290","142.8164733739785","142.8164733739785","142.8164733739785"
"291","143.08559218057724","143.08559218057724","143.08559218057724"
"292","144.49915878205852","144.49915878205852","144.49915878205852"
"293","145.6221972495533","145.6221972495533","145.6221972495533"
"294","146.0330232840992","146.0330232840992","146.0330232840992"
"295","146.01945094666735","146.01945094666735","146.01945094666735"
"296","147.33750094945833","147.33750094945833","147.33750094945833"
"297","148.6514114821452","148.6514114821452","148.6514114821452"
"298","150.4635844354221","150.4635844354221","150.4635844354221"
"299","151.33449920966115","151.33449920966115","151.33449920966115"
"300","152.91316898039366","152.91316898039366","152.91316898039366"
"301","154.21337239771557","154.21337239771557","154.21337239771557"
"302","154.31953166788853","154.31953166788853","154.31953166788853"
"303","154.32245213445682","154.32245213445682","154.32245213445682"
"304","155.1941789834894","155.1941789834894","155.1941789834894"
"305","156.23724255669805","156.23724255669805","156.23724255669805"
"306","157.65880060413795","157.65880060413795","157.65880060413795"
"307","157.92857139822038","157.92857139822038","157.92857139822038"
"308","159.576993128694","159.576993128694","159.576993128694"
"309","161.2253309555439","161.2253309555439","161.2253309555439"
"310","162.48172928603307","162.48172928603307","162.48172928603307"
"311","162.88031004596442","162.88031004596442","162.88031004596442"
"312","163.73180526625308","163.73180526625308","163.73180526625308"
"313","163.81474670227558","163.81474670227558","163.81474670227558"
"314","163.8834701715311","163.8834701715311","163.8834701715311"
"315","165.4246734987985","165.4246734987985","165.4246734987985"
"316","166.6917640703771","166.6917640703771","166.6917640703771"
"317","167.82883104492387","167.82883104492387","167.82883104492387"
"318","169.0533396092098","169.0533396092098","169.0533396092098"
"319","170.3670841047395","170.3670841047395","170.3670841047395"
"320","171.59961773047633","171.59961773047633","171.59961773047633"
"321","172.7897066235024","172.7897066235024","172.7897066235024"
"322","174.1622211607825","174.1622211607825","174.1622211607825"
"323","175.15835721998477","175.15835721998477","175.15835721998477"
"324","176.45976969768293","176.45976969768293","176.45976969768293"
"325","176.7170894375164","176.7170894375164","176.7170894375164"
"326","176.81018867959267","176.81018867959267","176.81018867959267"
"327","178.35055774643087","178.35055774643087","178.35055774643087"
"328","179.84671930654906","179.84671930654906","179.84671930654906"
"329","180.31535654063163","180.31535654063163","180.31535654063163"
"330","180.72813633021724","180.72813633021724","180.72813633021724"
"331","180.8761757639126","180.8761757639126","180.8761757639126"
"332","181.38570548489514","181.38570548489514","181.38570548489514"
"333","180.29416193239217","180.29416193239217","180.29416193239217"
"334","181.2820802551304","181.2820802551304","181.2820802551304"
"335","183.31765968918626","183.31765968918626","183.31765968918626"
"336","183.62977011478375","183.62977011478375","183.62977011478375"
"337","184.44667098684104","184.44667098684104","184.44667098684104"
"338","186.8328988461882","186.8328988461882","186.8328988461882"
"339","188.30095291485412","188.30095291485412","188.30095291485412"
"340","189.18961396124084","189.18961396124084","189.18961396124084"
"341","191.24035443651417","191.24035443651417","191.24035443651417"
"342","192.55515109113344","192.55515109113344","192.55515109113344"
"343","194.04064734538014","194.04064734538014","194.04064734538014"
"344","195.56670881931598","195.56670881931598","195.56670881931598"
"345","196.69910308717678","196.69910308717678","196.69910308717678"
"346","198.05842099098882","198.05842099098882","198.05842099098882"
"347","199.0268330808972","199.0268330808972","199.0268330808972"
"348","199.76828608613098","199.76828608613098","199.76828608613098"
"349","200.80627646440277","200.80627646440277","200.80627646440277"
"350","200.99721047063926","200.99721047063926","200.99721047063926"
"351","201.45574140740194","201.45574140740194","201.45574140740194"
"352","202.1233322770834","202.1233322770834","202.1233322770834"
"353","202.759347120592","202.759347120592","202.759347120592"
"354","203.2409842173323","203.2409842173323","203.2409842173323"
"355","204.13208342177197","204.13208342177197","204.13208342177197"
"356","204.52994620572179","204.52994620572179","204.52994620572179"
"357","204.4794662881024","204.4794662881024","204.4794662881024"
"358","204.48746071995572","204.48746071995572","204.48746071995572"
"359","204.41013838040976","204.41013838040976","204.41013838040976"
"360","204.2764342925801","204.2764342925801","204.2764342925801"
"361","204.71575777362202","204.71575777362202","204.71575777362202"
"362","205.27096938043005","205.27096938043005","205.27096938043005"
"363","205.70216910460135","205.70216910460135","205.70216910460135"
"364","205.96330770979736","205.96330770979736","205.96330770979736"
"365","206.4747443180821","206.4747443180821","206.4747443180821"
"366","206.53187316600335","206.53187316600335","206.53187316600335"
"367","206.91851383044718","206.91851383044718","206.91851383044718"
"368","207.28308192696758","207.28308192696758","207.28308192696758"
"369","207.26147374866866","207.26147374866866","207.26147374866866"
"370","207.49290754474103","207.49290754474103","207.49290754474103"
"371","207.58431604340075","207.58431604340075","207.58431604340075"
"372","208.3128106605202","208.3128106605202","208.3128106605202"
"373","209.16909980141892","209.16909980141892","209.16909980141892"
"374","211.20532943210435","211.20532943210435","211.20532943210435"
"375","213.33400266552212","213.33400266552212","213.33400266552212"
"376","215.61541062183548","215.61541062183548","215.61541062183548"
"377","218.14358455073656","218.14358455073656","218.14358455073656"
"378","220.57634384347693","220.57634384347693","220.57634384347693"
"379","222.99320803866357","222.99320803866357","222.99320803866357"
"380","224.8312422686313","224.8312422686313","224.8312422686313"
"381","225.82761962567093","225.82761962567093","225.82761962567093"
"382","226.5244534216319","226.5244534216319","226.5244534216319"
"383","227.50925730465548","227.50925730465548","227.50925730465548"
"384","227.89672039725454","227.89672039725454","227.89672039725454"
"385","227.65875365308122","227.65875365308122","227.65875365308122"
"386","227.99760628387668","227.99760628387668","227.99760628387668"
"387","228.3074321028158","228.3074321028158","228.3074321028158"
"388","227.80626063711344","227.80626063711344","227.80626063711344"
"389","227.56244115424212","227.56244115424212","227.56244115424212"
"390","227.62190308272707","227.62190308272707","227.62190308272707"
"391","228.76591400562654","228.76591400562654","228.76591400562654"
"392","228.7852311253069","228.7852311253069","228.7852311253069"
"393","228.79715930145102","228.79715930145102","228.79715930145102"
"394","229.01279365056996","229.01279365056996","229.01279365056996"
"395","229.38440487454514","229.38440487454514","229.38440487454514"
"396","229.3376810789002","229.3376810789002","229.3376810789002"
"397","229.7105430743551","229.7105430743551","229.7105430743551"
"398","230.03079185550436","230.03079185550436","230.03079185550436"
"399","230.75165199541357","230.75165199541357","230.75165199541357"
"400","231.39500608279238","231.39500608279238","231.39500608279238"
"401","231.45408920850824","231.45408920850824","231.45408920850824"
"402","232.18492604486863","232.18492604486863","232.18492604486863"
"403","232.8117695000679","232.8117695000679","232.8117695000679"
"404","233.27599309285216","233.27599309285216","233.27599309285216"
"405","233.63996448739942","233.63996448739942","233.63996448739942"
"406","234.12576531848913","234.12576531848913","234.12576531848913"
"407","234.4667963290545","234.4667963290545","234.4667963290545"
"408","234.78296575507892","234.78296575507892","234.78296575507892"
"409","235.430636642741","235.430636642741","235.430636642741"
"410","235.86232784858714","235.86232784858714","235.86232784858714"
"411","236.17252858673032","236.17252858673032","236.17252858673032"
"412","236.7113245011661","236.7113245011661","236.7113245011661"
"413","237.2042793638799","237.2042793638799","237.2042793638799"
"414","239.349738693431","239.349738693431","239.349738693431"
"415","239.6098438180312","239.6098438180312","239.6098438180312"
"416","239.7784482619613","239.7784482619613","239.7784482619613"
"417","240.2278592838328","240.2278592838328","240.2278592838328"
"418","240.7012980648251","240.7012980648251","240.7012980648251"
"419","241.05633084266955","241.05633084266955","241.05633084266955"
"420","241.5732262308667","241.5732262308667","241.5732262308667"
"421","242.142815063694","242.142815063694","242.142815063694"
"422","242.4577062961737","242.4577062961737","242.4577062961737"
"423","242.90532520721652","242.90532520721652","242.90532520721652"
"424","243.31995959526844","243.31995959526844","243.31995959526844"
"425","243.6802637076097","243.6802637076097","243.6802637076097"
"426","244.13246337662437","244.13246337662437","244.13246337662437"
"427","244.0064956487248","244.0064956487248","244.0064956487248"
"428","243.8038826466257","243.8038826466257","243.8038826466257"
"429","243.4068109110852","243.4068109110852","243.4068109110852"
"430","243.4540292010938","243.4540292010938","243.4540292010938"
"431","243.30120135809454","243.30120135809454","243.30120135809454"
"432","243.31179255710143","243.31179255710143","243.31179255710143"
"433","244.75191341669458","244.75191341669458","244.75191341669458"
"434","244.33923502807664","244.33923502807664","244.33923502807664"
"435","244.4417790645284","244.4417790645284","244.4417790645284"
"436","244.65420112187158","244.65420112187158","244.65420112187158"
"437","244.5434878857259","244.5434878857259","244.5434878857259"
"438","244.44546321705565","244.44546321705565","244.44546321705565"
"439","244.6367005095596","244.6367005095596","244.6367005095596"
"440","244.56184944785318","244.56184944785318","244.56184944785318"
"441","244.58524654215958","244.58524654215958","244.58524654215958"
"442","245.0083308323269","245.0083308323269","245.0083308323269"
"443","245.2073891385441","245.2073891385441","245.2073891385441"
"444","245.39078778670518","245.39078778670518","245.39078778670518"
"445","245.73077830671681","245.73077830671681","245.73077830671681"
"446","245.86441945136875","245.86441945136875","245.86441945136875"
"447","246.24769050238072","246.24769050238072","246.24769050238072"
"448","246.9901916903106","246.9901916903106","246.9901916903106"
"449","247.76850328819012","247.76850328819012","247.76850328819012"
"450","248.46136365851038","248.46136365851038","248.46136365851038"
"451","248.56559297195287","248.56559297195287","248.56559297195287"
"452","248.83268585054088","248.83268585054088","248.83268585054088"
"453","249.02414407326722","249.02414407326722","249.02414407326722"
"454","249.14386963910306","249.14386963910306","249.14386963910306"
"455","249.5856552957825","249.5856552957825","249.5856552957825"
"456","249.75018491732772","249.75018491732772","249.75018491732772"
"457","250.46310882178486","250.46310882178486","250.46310882178486"
"458","250.78403250231756","250.78403250231756","250.78403250231756"
"459","250.83328940953479","250.83328940953479","250.83328940953479"
"460","250.97147004726693","250.97147004726693","250.97147004726693"
"461","250.76985193818226","250.76985193818226","250.76985193818226"
"462","251.06491491607738","251.06491491607738","251.06491491607738"
"463","251.37064518071128","251.37064518071128","251.37064518071128"
"464","251.60054582779645","251.60054582779645","251.60054582779645"
"465","251.77494927713064","251.77494927713064","251.77494927713064"
"466","252.0148997959716","252.0148997959716","252.0148997959716"
"467","251.98971254282048","251.98971254282048","251.98971254282048"
"468","251.98579959183348","251.98579959183348","251.98579959183348"
"469","252.0487403376715","252.0487403376715","252.0487403376715"
"470","252.0652097932261","252.0652097932261","252.0652097932261"
"471","252.38506449213833","252.38506449213833","252.38506449213833"
"472","252.45140240960404","252.45140240960404","252.45140240960404"
"473","252.62251075021106","252.62251075021106","252.62251075021106"
"474","252.68952557545563","252.68952557545563","252.68952557545563"
"475","252.98133358880352","252.98133358880352","252.98133358880352"
"476","253.11549205257964","253.11549205257964","253.11549205257964"
"477","252.74139477377466","252.74139477377466","252.74139477377466"
"478","252.7212245222059","252.7212245222059","252.7212245222059"
"479","252.81444466961256","252.81444466961256","252.81444466961256"
"480","252.79042350204602","252.79042350204602","252.79042350204602"
"481","252.69271748308034","252.69271748308034","252.69271748308034"
"482","252.92511210981","252.92511210981","252.92511210981"
"483","253.1396713728382","253.1396713728382","253.1396713728382"
"484","253.41235297496604","253.41235297496604","253.41235297496604"
"485","253.59252133527946","253.59252133527946","253.59252133527946"
"486","253.704103459217","253.704103459217","253.704103459217"
"487","253.82263132652676","253.82263132652676","253.82263132652676"
"488","254.50266385069526","254.50266385069526","254.50266385069526"
"489","254.91957752716203","254.91957752716203","254.91957752716203"
"490","255.19937209316006","255.19937209316006","255.19937209316006"
"491","255.85446822544966","255.85446822544966","255.85446822544966"
"492","256.2406319765252","256.2406319765252","256.2406319765252"
"493","256.4884748245607","256.4884748245607","256.4884748245607"
"494","256.60402719333945","256.60402719333945","256.60402719333945"
"495","256.92989672034224","256.92989672034224","256.92989672034224"
"496","257.18285095713276","257.18285095713276","257.18285095713276"
