s_m,x_m,y_m,heading_rad,curvature_inv_m,width_m,left_width_m,right_width_m
1.200019581,2.102764051,0.333139639,-0.275268153,0.248925788,1.000000000,0.500000000,0.500000000
1.250021182,2.150966856,0.319848678,-0.262953289,0.243649900,1.000000000,0.500000000,0.500000000
1.300022938,2.199328154,0.307145903,-0.250800978,0.242422739,1.000000000,0.500000000,0.500000000
1.350024793,2.247839970,0.295030242,-0.238736465,0.240137541,1.000000000,0.500000000,0.500000000
1.400026625,2.296493739,0.283497946,-0.227020258,0.228491252,1.000000000,0.500000000,0.500000000
1.450028356,2.345275990,0.272522283,-0.215700500,0.224280847,1.000000000,0.500000000,0.500000000
1.500030009,2.394178180,0.262094383,-0.204585649,0.220296119,1.000000000,0.500000000,0.500000000
1.550031601,2.443192207,0.252205785,-0.193664572,0.216530822,1.000000000,0.500000000,0.500000000
1.600033147,2.492310377,0.242848437,-0.182926442,0.212978984,1.000000000,0.500000000,0.500000000
1.650034658,2.541525375,0.234014691,-0.172360725,0.209634928,1.000000000,0.500000000,0.500000000
1.700036144,2.590830239,0.225697301,-0.161957162,0.206493289,1.000000000,0.500000000,0.500000000
1.750037614,2.640218335,0.217889423,-0.151705757,0.203549026,1.000000000,0.500000000,0.500000000
