x,y,theta,velocity
-21.860171,69.083692,-1.578443,
-21.876039,68.884480,-1.728051,
-21.901611,68.686195,-1.651155,
-21.916721,68.486770,-1.640219,
-21.933013,68.287443,-1.658862,
-21.948830,68.088076,-1.629877,
-21.952603,67.888182,-1.577266,
-21.967469,67.688892,-1.685278,
-21.993195,67.490635,-1.624974,
-22.002873,67.290872,-1.614603,
-22.016046,67.091317,-1.659063,
-22.033302,66.892064,-1.651164,
-22.044900,66.692476,-1.570796,
-22.045724,66.492482,-1.585266,
-22.062606,66.293331,-1.693564,
-22.087234,66.094940,-1.610178,
-22.091150,65.895017,-1.570796,
-22.094719,65.695084,-1.608751,
-22.106353,65.495434,-1.634279,
-22.123037,65.296132,-1.647917,
-22.136866,65.096620,-1.628187,
-22.137400,64.896635,-1.570796,
-22.145952,64.696934,-1.660676,
-22.171977,64.498674,-1.700862,
-22.183269,64.299120,-1.589544,
-22.183650,64.099123,-1.570796,
-22.186366,63.899176,-1.609625,
-22.197857,63.699522,-1.636758,
-22.215114,63.500272,-1.651605,
-22.229540,63.300804,-1.630206,
-22.229900,63.100815,-1.570796,
-22.234707,62.900939,-1.644880,
-22.258103,62.702395,-1.714770,
-22.274788,62.503258,-1.601424,
-22.276150,62.303279,-1.570796,
-22.276150,62.103279,-1.570796,
-22.276150,61.903279,-1.570796,
-22.277244,61.703297,-1.604092,
-22.286263,61.503515,-1.628311,
-22.300494,61.304031,-1.648704,
-22.315710,61.104612,-1.633876,
-22.322400,60.904794,-1.570796,
-22.322400,60.704794,-1.570796,
-22.322400,60.504794,-1.570796,
-22.322400,60.304794,-1.570796,
-22.322400,60.104794,-1.570796,
-22.322400,59.904794,-1.570796,
-22.322400,59.704794,-1.570796,
-22.322400,59.504794,-1.570796,
-22.322400,59.304794,-1.570796,
-22.322400,59.104794,-1.570796,
-22.322400,58.904794,-1.570796,
-22.322400,58.704794,-1.570796,
-22.322400,58.504794,-1.570796,
-22.322400,58.304794,-1.570796,
-22.322400,58.104794,-1.570796,
-22.322400,57.904794,-1.570796,
-22.319856,57.704817,-1.547145,
-22.306994,57.505242,-1.498307,
-22.291818,57.305819,-1.493982,
-22.280248,57.106163,-1.536388,
-22.276150,56.906233,-1.570796,
-22.275535,56.706236,-1.562526,
-22.261143,56.506889,-1.455716,
-22.235355,56.308619,-1.466156,
-22.229900,56.108773,-1.570796,
-22.226364,55.908875,-1.513275,
-22.211176,55.709459,-1.486146,
-22.195013,55.510117,-1.499349,
-22.179141,55.310754,-1.482700,
-22.153298,55.112497,-1.410784,
-22.137400,54.913328,-1.570796,
-22.133344,54.713439,-1.508221,
-22.117907,54.514040,-1.488547,
-22.102137,54.314667,-1.502722,
-22.087101,54.115239,-1.486486,
-22.060817,53.917074,-1.399854,
-22.044528,53.718016,-1.569676,
-22.035879,53.518306,-1.490996,
-22.019025,53.319018,-1.483137,
-22.004102,53.119583,-1.501435,
-21.986451,52.920383,-1.460947,
-21.959901,52.722201,-1.455900,
-21.952400,52.522476,-1.570796,
