episode,mean,min,max,n_runs
75,18.528397205425744,-8.303422237085881,45.92032812726808,20
76,18.828763578051557,-8.421769779050608,46.30405641067589,20
77,18.894793422606643,-8.059255909656146,46.33873045591867,20
78,19.03964594063552,-7.671002012412501,46.89260435083296,20
79,19.31200853628269,-7.310587057063458,47.27505523780231,20
80,19.347998454816555,-6.961692906494795,47.67523449345433,20
81,19.43156761565306,-6.627900945342418,48.187508121159865,20
82,19.52608055316818,-6.255864660048978,48.74862673824551,20
83,19.55001950613013,-5.843545936045861,49.2509256922062,20
84,19.688299117893,-5.490555689623653,49.9893575196548,20
85,19.89237051486764,-5.187069445912087,50.92436589975951,20
86,19.98478998284866,-4.791414960437028,52.53844854426624,20
87,20.224579259604834,-4.495209260659641,53.41172487967776,20
88,20.679106592504176,-4.092380485516535,54.84211708211964,20
89,21.139472067005297,-3.7470215785851497,56.36634227158763,20
90,21.316239471629316,-3.4503010546975523,56.89154383867513,20
91,21.62068576559215,-3.1570469680539714,56.50159802327065,20
92,21.85262753387291,-2.79377489121759,56.220747079845495,20
93,22.04917042858158,-2.4388865773817088,56.159351568211925,20
94,22.13415474567322,-2.1777505580752634,56.29940191236612,20
95,22.360463659089845,-1.939698835029087,55.99153027777952,20
96,22.586297864287673,-1.6367475280209005,56.09837871846539,20
97,22.834587901178033,-1.3737141320405724,56.40330135745822,20
98,23.03686816293048,-1.3499840044455131,56.72443992781728,20
99,23.259850167016253,-1.111435651720912,56.76011623619359,20
100,23.51245876494428,-0.8850460268911593,57.315868181533645,20
101,23.878837918245548,-0.9254154576063774,57.92596955353734,20
102,24.09943567593071,-1.09451019766444,59.71901320518058,20
103,24.379063259467124,-1.234836035454009,61.09889645542082,20
104,24.53805398264769,-1.4767018289077714,62.03622309775155,20
105,24.76909751839289,-1.4527149779773936,63.63926412945677,20
106,24.92562874961182,-1.4433370652794293,64.30168431937759,20
107,25.141656615490557,-1.5511519117903665,65.1254835454055,20
108,25.255920297074187,-2.0292469147028167,66.23958065707068,20
109,25.447429573909584,-2.2291755559196464,66.51433473866264,20
110,25.461722064535802,-2.676517063499777,67.44070524767804,20
111,25.63581544251978,-2.8451198474591366,67.46600992507045,20
112,26.00209850340546,-2.99697940376529,68.42781340171327,20
113,26.19900829987273,-3.079113332954585,69.28828203750052,20
114,26.397711223012244,-3.3483451523346592,70.38303413300518,20
115,26.82997113605731,-3.246234299511998,71.14688357752456,20
116,27.00716529086577,-2.497824681987404,71.5897654305835,20
117,27.349580493548142,-2.5251639394921948,72.87756836791232,20
118,27.684353223967797,-2.3067048677563435,73.83884781920526,20
119,27.90431504664445,-2.2685219687916107,74.17907453543681,20
120,28.17157456720537,-2.171616760636098,75.27170867013919,20
121,28.366439426035793,-2.109788361298269,75.0813611942454,20
122,28.702496275918737,-0.8608935664591263,76.53515866046946,20
123,29.077348257234444,0.0232234719212283,77.05740339879121,20
124,29.187268366082737,0.0470862895066966,76.89130439576867,20
125,29.50020465502011,0.1932326668829773,77.59160516436387,20
126,30.063296782421258,0.2496311195523594,79.61156408938521,20
127,30.62077416442664,1.2056745782450888,80.41812078380026,20
128,31.308282154355247,2.200866766418621,81.54929194841534,20
129,31.801243530974467,2.480949732098088,83.90967486727284,20
130,32.394928393678235,2.978502794946835,85.23279104952934,20
131,33.05202131294136,3.351587929893576,87.22403262148845,20
132,33.83834270940167,3.472880610954308,89.3430661257454,20
133,34.491009653805214,3.895676477067464,90.94975462461863,20
134,35.13615153889948,4.624151587994129,92.62326474670132,20
135,35.759307920992455,4.705204030564055,94.94431305977793,20
136,36.397074895000564,5.3469135928619655,95.56642226283992,20
137,36.94742186821498,5.7337644295673815,97.43349244479876,20
138,37.72409488580871,6.113031142698601,99.92446499795508,20
139,38.41546500979083,6.700882734130136,99.79105971029814,20
140,39.20380882654437,7.3562794457003475,101.38828286043922,20
141,39.743445144430744,7.659073214731179,100.56151636970782,20
142,40.33178560835974,7.08436670109164,102.03393333792307,20
143,40.96514890259009,6.460703341937624,101.81198512673932,20
144,41.63528933987155,6.001710041025653,101.7015082686636,20
145,42.365370161340174,5.433113371413201,103.3183937731068,20
146,42.697980952858956,5.0111871198005975,103.20789647147612,20
147,43.487887300795734,4.7182804386504,104.7239881297908,20
148,43.94660656886956,4.271085494179278,104.1335729439798,20
149,44.79240446377609,4.662904182188213,105.66069356524008,20
150,45.464315573169024,4.319830277599395,107.85412018803969,20
151,46.07182413420759,4.083182320278138,107.72398666341876,20
152,46.50612610834969,3.757497298326344,109.3297221052376,20
153,47.10623055608802,3.5798179021663965,111.72816475891888,20
154,47.80071723295277,3.703630227027461,114.0598415923436,20
155,48.42797317784653,3.344372804388404,116.0004762154646,20
156,48.92300268122637,2.940269585736096,117.79101462070044,20
157,49.27233897485995,2.668216729145497,118.12890929903514,20
158,49.59895786934947,3.140709298588336,119.7181326342738,20
159,49.99730785175006,2.986531626060605,122.02636258058396,20
160,50.48165167649999,3.608394600567408,123.15401295965682,20
161,50.795337242194236,3.228796111685224,123.83137778339166,20
162,51.37640174680263,3.770022539203055,125.30775122705104,20
163,51.930244459058464,4.231541846734472,126.07005002252016,20
164,52.342803095873116,4.897190106515772,127.2366787715671,20
165,52.90902706554691,5.512644413807429,128.76731690241445,20
166,53.489164237045074,6.207162844985724,130.16852218931962,20
167,54.132780425173884,6.70380053629633,130.76016333682475,20
168,55.03722345425187,7.46398587915115,132.49483186466227,20
169,55.9217043321863,7.856286336733028,134.53427465135886,20
170,56.680683782354016,8.451367803565226,136.3927408990143,20
171,57.33274267654419,8.879563921461813,137.96917800620852,20
172,57.9501272511518,9.342256549107844,139.47987890991106,20
173,58.64191713161218,9.838454049541616,141.70196623407728,20
174,59.29954475763418,9.92648237851914,143.62082394005037,20
175,60.0336406173592,9.945987832280808,145.53160321838692,20
176,60.444524090638176,10.462310939426532,147.65335663202222,20
177,61.1803218058609,10.576494737579488,149.59381786405112,20
178,61.728765510719676,10.621219171858392,152.03708419347186,20
179,62.261391066015236,10.721781215067022,152.4277446283773,20
180,62.934290204511626,9.980692089642398,154.46108631467916,20
181,63.58966997389267,10.08332031150814,156.6535281029232,20
182,64.18221207199863,10.07778494001468,158.7422084316325,20
183,64.91578468475105,9.462081866288646,160.83060884888215,20
184,65.58435122698415,8.377669634563937,162.58575388279675,20
185,66.13796417844063,7.152776417113928,164.64087401417015,20
186,66.76106690156034,7.153662332087842,165.9770022545655,20
187,67.36605453314442,6.48743278345195,166.1792457730037,20
188,67.77620652317474,4.120726985732181,166.90403852594017,20
189,68.14442664476235,1.40738829536931,167.69574396681904,20
190,68.75719450836009,1.942586865784688,169.0722186009672,20
191,69.27117793051502,-0.409991514430294,170.4926550602813,20
192,69.84116511713876,-1.1806690245670324,170.94817552761106,20
193,70.43753001571135,-4.0599490812317525,172.3232218118105,20
194,71.08137168540279,-4.235008574231906,174.2440342607256,20
195,71.67369872594551,-6.891432189281477,176.69281023032033,20
196,72.15545574026063,-7.49018229465597,178.72097481585106,20
197,72.62693895373005,-9.900622966458322,180.89036854751407,20
198,73.09015752216166,-10.908657973353984,182.6374296562746,20
199,73.45275716465301,-10.8238739338296,184.13332613594363,20
200,73.80039307467416,-13.447541189660551,185.85318100088972,20
201,74.03853090405593,-15.504216306750896,186.40158607221903,20
202,74.43884163167118,-16.256297751289093,186.96524933585664,20
203,74.78295951028124,-18.668814282041275,187.5661067904695,20
204,75.12749279620081,-19.19065109314048,187.89075116069756,20
205,75.61225367584669,-21.13637840417796,188.4844352080277,20
206,76.13649809801605,-22.950220190003748,188.61230838656192,20
207,76.52736042397535,-26.115832499429818,188.8547643887787,20
208,76.82075729600606,-27.714745812710607,189.4715094007156,20
209,77.43716764128737,-27.705089676711943,190.0922683444782,20
210,78.1069440664738,-28.76451842171257,191.44934374199948,20
211,78.76756445850036,-27.90596963933785,192.78116168655225,20
212,79.12592941966906,-29.70680911935051,193.2313894963241,20
213,79.73707112098698,-31.28368013944128,194.36679736701535,20
214,80.31037059581652,-30.62730569567226,194.8186329347617,20
215,80.69441578173044,-31.955987649072632,195.207227214647,20
216,81.42973150907997,-31.452452575240024,196.44544473029907,20
217,81.83293746689912,-31.04453732279464,196.8455810645246,20
218,82.40418283235488,-30.148265861034016,197.349742405985,20
219,82.89176124063692,-29.07338663324117,197.70870017719687,20
220,83.46689674413862,-28.751889859916265,198.3415671735746,20
221,84.26870766797582,-27.93132756616789,198.70303520307175,20
222,84.92342081653074,-27.285991749149836,200.3058347260044,20
223,85.51305711374242,-25.935634119781756,201.47254718072944,20
224,86.30565821153043,-24.396650340551133,202.93863475688036,20
225,86.9825176958852,-23.039359397013172,204.23209767638937,20
226,87.3711489596754,-21.65799280323132,204.19611549274296,20
227,87.72568352697638,-21.282450314983,204.42851009493927,20
228,88.0988255197129,-19.84758249761464,204.75982041137524,20
229,88.66670001691837,-18.48105632539766,205.7226056937152,20
230,89.12422263143426,-17.15133194351496,206.1596138422773,20
231,89.5123594115837,-16.37089336441757,206.39307827737412,20
232,90.01171328811458,-15.029280282455584,206.6843632766069,20
233,90.54711352183438,-13.779155951383146,206.56126901353164,20
234,90.98621950373345,-12.416626020661642,207.2284246924302,20
235,91.402893795242,-10.912318859564694,207.3067324449696,20
236,91.96076451227836,-9.541244763965803,208.9998696678213,20
237,92.5079527735319,-8.250224022093317,209.41511179428423,20
238,92.89216951821317,-6.766603015156433,209.91546151729176,20
239,93.43751988462455,-5.273699385764048,211.99133744034796,20
240,94.0993176901676,-4.716626492457436,212.39174440809637,20
241,94.55227642974708,-5.444149513359153,215.2074520385928,20
242,95.16910543960668,-5.212541220276616,215.90795878092868,20
243,95.72561519471692,-3.797990828766488,218.06678005538055,20
244,96.30424489895063,-3.222346588256769,220.41097825484687,20
245,96.7317976667615,-2.816426321645267,220.89362361716096,20
246,97.59495033148038,-1.7037835171213374,223.30181838825337,20
247,98.10370200226149,-1.2660312312818132,223.7152444314956,20
248,98.83274675317718,0.19227059163386,226.56006886857148,20
249,99.23819720755786,1.7851164846983738,227.1376095699943,20
250,99.76571589162242,3.158723466533702,227.10536801639063,20
251,100.428861643197,4.592564254680183,229.47971292013352,20
252,101.11851931981725,5.822557679184246,229.94540197100545,20
253,101.63115642570334,7.102194389491342,230.09070035041069,20
254,101.93530677348537,8.524583943956532,229.8612818639236,20
255,102.38795706741608,10.014413374685684,229.79740125963457,20
256,102.87550537379052,11.58750393729657,230.02699429504565,20
257,103.55500640726011,13.04260965115449,231.9708752025896,20
258,104.03077600902691,14.529103732817456,232.3485666336258,20
259,104.67200335549005,15.980485779017908,232.55172074642036,20
260,105.24725275889223,17.357493485399317,233.1701453691721,20
261,106.00602797695367,17.563997434341147,234.2185872400483,20
262,106.38856332302866,17.414701589961332,234.38232149738127,20
263,106.76622194050057,17.93858412273301,234.4241737370124,20
264,107.27947554573193,18.222172654420863,234.73243848940365,20
265,107.74282625755347,18.126032886654865,235.26752031885096,20
266,108.15842721315293,18.05826237287445,235.3863012668491,20
267,108.54800799227674,18.754841119573246,235.70552687878205,20
268,108.76804917535071,19.223533099437045,235.77796975191572,20
269,109.1024665625401,19.477102364594028,235.75201341502145,20
270,109.52239459443024,19.58815758129145,235.73330674309057,20
271,109.90256399263947,19.68649039502052,235.8184111699323,20
272,110.25333106097048,19.73102809526754,235.7901422900847,20
273,110.59804966847636,19.6464015060736,235.6477403395973,20
274,111.0782023667686,19.62086208431778,236.06743641545023,20
275,111.51395865996369,19.688509742978784,236.51963076312757,20
276,111.91117080407965,19.646487706199117,236.55593287888172,20
277,112.21289812599028,19.703665074769237,236.6179058273156,20
278,112.65597256622678,19.704865076660937,236.5949778601081,20
279,112.91501360638624,19.721188710581337,236.9801827174724,20
280,113.24118049826438,20.598863692812447,237.37920317676577,20
281,113.58776037900682,20.91912288787571,237.32981873875863,20
282,114.05370408473114,20.85080166951549,237.73893639499587,20
283,114.39516887576679,20.980976225629277,237.9987036295448,20
284,114.68672115720491,21.08317870524508,237.9197846377295,20
285,115.12769822955681,21.12053718431649,238.0341534150977,20
286,115.5633744359915,21.192829289872023,238.02826018937665,20
287,115.74630951415675,21.15888025180233,238.23552788019916,20
288,116.15131465615627,21.16289675135893,238.3600042195505,20
289,116.65915338286786,21.09672686901671,238.35161597908277,20
290,117.0996410994725,21.137322131346732,238.44532423053667,20
291,117.35224648240364,21.11919328789023,238.60972783439595,20
292,117.63559497548984,21.10974694057164,238.83858778369407,20
293,118.04410014135127,21.05727860522253,239.0165293546193,20
294,118.38990340152725,21.03167215472815,239.91996368326105,20
295,118.69445367513906,20.99701695843396,240.20452940258983,20
296,119.11021215263034,20.933805341616097,240.47947839844363,20
297,119.59335563944384,20.477809948686332,240.88460607094083,20
298,120.06331218500029,20.287310992263084,240.8732432053956,20
299,120.6831194194414,20.319856985516672,242.9479018343645,20
300,121.29384310001873,20.218307297944847,245.0846849086872,20
301,121.6580094768859,20.04221717373264,245.44746779124168,20
302,122.09850608928586,19.96483806217817,245.57909660481764,20
303,122.53420440108634,20.435080260967663,245.91180967696667,20
304,123.11257681426248,20.5398402468281,248.13097875702115,20
305,123.5188085507569,19.797311183864075,248.3095508290167,20
306,123.83806045072996,19.882115404939103,248.5809346485781,20
307,124.31518707699334,20.89320973964204,248.7689363827641,20
308,124.98560499579465,21.0195529911833,250.84432860980655,20
309,125.47595829739544,21.83160271661618,251.2950249014228,20
310,125.87713138289715,22.370420242420224,251.78826684361707,20
311,126.3385103024206,23.24028643329424,252.1400866629594,20
312,126.76203997212144,23.64582773084549,252.6073164630347,20
313,127.04103277908978,24.152639103166585,252.75262431903192,20
314,127.3344294003526,24.50924888522161,253.02161140192683,20
315,127.76232929453495,24.606252760466013,253.38302793529328,20
316,128.072824971904,24.694206512763923,253.45510108730264,20
317,128.6334756187098,25.509556836344128,253.3353162669993,20
318,128.94006624933718,26.103850069910116,253.5115308633584,20
319,129.4262437214792,26.81320137879171,253.64029486132745,20
320,129.70626122748993,26.91993494722352,253.60865623298056,20
321,129.95060695207738,26.88433187299699,253.670998636202,20
322,130.1799701464997,26.895044934063336,254.1470199363232,20
323,130.5079519372619,26.923526069645888,254.3931836940833,20
324,130.84201416378883,26.98731841185421,254.33656041294293,20
325,131.03426259583497,27.00989026424766,254.6630419381983,20
326,131.3709666188908,26.955501564567093,254.9398464177265,20
327,131.7665344545123,27.005980963979965,255.0673808009662,20
328,132.20121813674592,27.061353190907397,255.23125968751685,20
329,132.47462214023412,27.00987299057015,255.29422646201405,20
330,132.88188825290703,26.907495845261145,255.2856022895421,20
331,133.21832467618745,26.886654152109404,255.54274838206229,20
332,133.45877316672014,27.004596866558423,255.655606202036,20
333,133.65872667553427,26.956999031159214,255.9233873045443,20
334,133.95445741788575,27.27591999804892,256.4940987568999,20
335,134.38545837060752,27.31279604854353,256.96672815528683,20
336,134.57854439302432,27.315929520784994,257.63609134505487,20
337,134.95283030500306,27.383226984053035,257.9580874667036,20
338,135.3960830236694,27.290710115631228,258.10433167154883,20
339,135.79515783102858,27.315922324390268,258.5704012246894,20
340,135.94348498342933,26.346944315129075,258.70183780960025,20
341,136.33033055244678,26.305187607103143,258.7446188713073,20
342,136.77826811135944,26.08501557263837,258.7883483875565,20
343,137.2581284982195,25.97460249114141,258.8096571524277,20
344,137.6453186342872,26.06156613215164,259.01788750068505,20
345,137.9880452807678,26.054148514394765,258.9061876263957,20
346,138.3594834640987,26.094369079408352,259.03960732034915,20
347,138.6663089354038,26.07986763240129,259.16736076169224,20
348,138.92110465018374,26.14164065488905,259.4258314969069,20
349,139.24126528499497,26.175908833400463,259.4375359371355,20
350,139.61822944538898,26.251749223520164,259.55212536866355,20
351,139.93964893657704,26.30378089498088,259.85923691539136,20
352,140.25536637348654,25.6788289671886,259.8933385331002,20
353,140.60814309171778,25.752560081103,259.94654045975113,20
354,141.0278940074195,25.84517341547937,260.2261354450769,20
355,141.54534770391436,25.920035547570443,260.3092429977683,20
356,141.90527524802928,25.99375899578736,260.63278499334103,20
357,142.16624759903146,26.038638561417464,260.90484637110944,20
358,142.787287609399,26.12782029650465,261.02946422931313,20
359,143.1997838916039,26.19834541495249,261.18284246036825,20
360,143.60620239853316,26.116130723648823,261.37158303753694,20
361,144.00139579302703,25.97828171951056,261.63415177394853,20
362,144.46507574005219,25.85252803392068,261.55068493310887,20
363,144.95488283043048,25.811103973913124,261.8079031316057,20
364,145.51233315703922,25.82833356220566,262.1023086124711,20
365,145.9513326954986,25.719729474706693,262.24195212411286,20
366,146.31094003185152,25.554862353967614,262.47850967537204,20
367,146.78245037433086,25.509249061083537,262.73529079090395,20
368,147.29960798297822,25.345749362614004,262.9560411765572,20
369,147.58035290239587,25.293174612000584,263.08259910098803,20
370,147.84425057678627,25.20944239640609,263.264499386893,20
371,148.33004565278515,25.1134147984162,263.4135378880048,20
372,148.81666666912602,25.103938872125,263.56283725798073,20
373,149.25945980649286,25.129636573176832,263.7177560244681,20
374,149.55785588755188,25.10058838741854,263.7236164312804,20
375,149.94976287729563,25.214737106133253,263.7148893127771,20
376,150.5344242880895,25.438208797462284,263.5066969457077,20
377,150.93639387223848,25.623993369042875,263.5187310227746,20
378,151.3437440918648,25.66063988618553,263.38198936471366,20
379,151.87912064405023,25.92126012338325,263.25603758884245,20
380,152.49663451003966,26.264349951129407,263.24201020087696,20
381,152.93142614820704,26.299203060697764,263.25346306744615,20
382,153.25830907427454,26.34832935221959,263.21116475218327,20
383,153.64830703566926,26.4297404739866,263.0191964289488,20
384,154.13973608145963,26.56946628168691,262.9263297330041,20
385,154.43205696761976,26.67274922606069,262.83135867640493,20
386,154.69127371163248,26.70078926822636,262.7375928747945,20
387,155.06890113145684,26.80451378223021,262.5656593632803,20
388,155.37862956808468,26.900612524175084,262.2903249386616,20
389,155.5960689452233,26.88940250754822,261.8101630264485,20
390,155.927868189688,26.85222328950185,261.4648785567458,20
391,156.43730073210912,26.95570640117396,261.05167745076005,20
392,157.0133905328002,27.171952505824155,260.7202744482446,20
393,157.3773688958271,27.114586815335787,260.4344443989906,20
394,157.77084164535194,27.228924041860736,259.95530816258747,20
395,158.20431353487763,27.245718857464382,259.59429464942895,20
396,158.58304557802782,27.372035637875086,258.9254565693211,20
397,158.85872872399986,27.55693691010121,259.0696962673744,20
398,159.13896102915078,27.627198240482247,259.6309651152479,20
399,159.37863200786387,27.735038431960277,259.93284718677086,20
400,159.76584880146333,28.022154717709054,260.2633533647951,20
401,160.10239839234504,28.108495453710784,260.5494598483356,20
402,160.4845988370647,28.24053736217611,261.0576108373734,20
403,160.84769239177885,28.378852913005392,261.3733153531966,20
404,161.14674385125005,28.977779773639632,261.6852519856565,20
405,161.38853984495367,29.133878219628823,261.9462223454364,20
406,161.77512458288916,29.51373511096288,262.23005222227283,20
407,162.04686862272337,29.794492575394106,262.352939233548,20
408,162.5146034994574,30.126333444489283,262.76579296208075,20
409,162.87299281118075,30.190155610123767,262.99197490525523,20
410,163.2271838085946,30.392758435214056,263.6915930313882,20
411,163.55912621502608,30.558317325895768,264.03088317334044,20
412,164.00914604861265,30.631465133538587,264.2333068877025,20
413,164.45104945548633,30.71169108908449,264.6286819046931,20
414,165.05171067976164,30.82950857739721,264.9531205972014,20
415,165.4567731492817,30.92030985521909,265.2920688427323,20
416,165.95395371639887,30.99333089361724,265.75749251379534,20
417,166.38371656545806,31.362172048304345,265.9325276545984,20
418,166.84915726070295,31.589745054960368,266.4758825974063,20
419,167.22500514871234,31.596066565800573,266.68434750564995,20
420,167.58540588910495,31.86985400501464,266.91571459575226,20
421,167.9087756604791,31.788545671234026,266.99713961888705,20
422,168.19694715351108,31.81876185286616,267.5013651229688,20
423,168.6819769588954,32.098290600774924,267.7954910733425,20
424,169.0430826069889,32.265426500959435,267.89490892667925,20
425,169.46183294166852,32.36348708194506,268.0615133556085,20
426,169.86671032092082,33.07715853276488,268.12430441287484,20
427,170.2509858996706,33.26934277158987,268.1301387814539,20
428,170.4473010210382,33.370736839220044,268.0194708246798,20
429,170.7271366598085,33.49006389285263,268.1782249645227,20
430,171.02954279525218,33.60612613540899,267.8027930324049,20
431,171.38200603909928,34.3336507943162,267.86041373119593,20
432,171.75411067163967,34.95576452071604,268.10355399135403,20
433,172.23660195193935,35.03850433216255,268.2010917183188,20
434,172.6975938073404,35.091476948157066,268.2406861336799,20
435,173.19270967033273,35.23652812902641,268.4895390591784,20
436,173.6559379077376,35.18082951352757,268.592670839868,20
437,173.95921154219235,35.26336402452376,268.5483109397664,20
438,174.33615141524967,35.6342981688754,268.61785615470626,20
439,174.73099441368635,35.69950870082539,268.755557944478,20
440,175.22154334319777,37.33552254748356,268.9711987804821,20
441,175.71602985280538,37.44318222655741,269.15256739048186,20
442,176.17905141132366,37.66031265350816,269.2022076530093,20
443,176.55249349370152,37.92113773041231,269.31347920965305,20
444,176.87135044385468,38.23230211716902,269.2210501691503,20
445,177.36209053342108,38.72202221877232,269.31500295256166,20
446,177.80364696920356,38.787745379463885,269.2295241950163,20
447,178.29933596781956,38.97604241055728,269.4825982406144,20
448,178.8797046439883,39.54929420334578,269.7954693123805,20
449,179.4235448461368,39.83924830693111,269.9898805302628,20
450,179.83381823229348,39.92064012953372,270.0698108692713,20
451,180.29537836703372,40.16405009921,270.2257329102666,20
452,180.58911223712374,41.26995659495151,270.2989782125982,20
453,181.00659279081066,41.38196191937109,270.4627997940792,20
454,181.4333623970296,41.577170650330665,270.4719572475426,20
455,181.73954440220857,41.80611035373557,270.4755247187046,20
456,182.08360868049226,42.02987055529404,270.7273017814699,20
457,182.4957557016419,42.470539224618406,270.9925867004776,20
458,182.7340965221918,42.71317993409495,271.0341146298022,20
459,182.96200982587288,42.72639294191758,271.1809702592287,20
460,183.08440786591018,42.65932616076927,271.2032815397754,20
461,183.33647267538004,42.77592478518869,271.46287131397423,20
462,183.62798141925953,42.895486873309416,271.63621694662976,20
463,183.9455947179133,43.23634908021923,271.72470198321525,20
464,184.30517667609666,43.52531687700685,271.7534068595906,20
465,184.63493378423797,43.99385410089075,271.75504241535526,20
466,185.03679482806947,44.10132852777868,271.84930308537645,20
467,185.4539888554766,44.4809470662105,271.9944797821352,20
468,185.74981006895945,44.49364648163348,272.1456264477418,20
469,186.25139046049304,44.547465932891065,272.2067166159311,20
470,186.69081131349316,44.59558184018155,272.38517532100525,20
471,187.01319868234242,44.61708747794648,272.42802743637554,20
472,187.35275148173338,44.91016078397428,272.4359269362254,20
473,187.71312680405458,45.17966378656944,272.4279220851688,20
474,188.12198317573103,45.31253907117789,272.64587362694465,20
475,188.6177950872086,45.58319731326803,273.05973939003337,20
476,188.9440009779403,45.61286419397249,273.1285843288704,20
477,189.3821999896864,45.92802695978462,273.1562923004097,20
478,189.71559575536304,46.33719502133812,273.2555168860304,20
479,190.11696507205903,46.50722151705792,273.266605706568,20
480,190.38329468407034,46.29554252607544,273.2248248945824,20
481,190.7636137175703,46.37912183908542,273.1866706745415,20
482,191.27803398363966,46.71923162827763,273.22305131874936,20
483,191.78521102742766,46.71797660757351,273.3686056806236,20
484,192.13759701393104,46.852783383191856,273.3542189209997,20
485,192.5859960649032,46.87678403087455,273.36364567744965,20
486,193.07736085882007,47.14346400250244,273.5715733878799,20
487,193.54533707273052,47.09311040429893,273.574651540617,20
488,193.92587406240915,47.35596900955338,273.7511360400278,20
489,194.389504175349,47.41318484766904,273.64244700417066,20
490,194.72145260455875,47.7752904615787,273.7361843320556,20
491,195.1789625076861,47.7854174444321,273.8384294034555,20
492,195.417321735367,47.58947099092038,273.8442439334202,20
