wall_id,vertex_id,x,y
0,230,42.177918,116.473848
0,231,42.080762,116.437638
0,232,41.997617,116.405180
0,233,41.924470,116.376751
0,234,41.866072,116.353960
0,235,41.786419,116.325253
0,236,41.714657,116.296765
0,237,41.638228,116.269620
0,238,41.543673,116.232225
0,239,41.463054,116.200626
0,240,41.402365,116.175563
0,241,41.328779,116.148573
0,242,41.241198,116.113128
0,243,41.173745,116.086732
0,244,41.090338,116.053854
0,245,41.031481,116.029602
0,246,40.947644,115.998686
0,247,40.856019,115.960158
0,248,40.790783,115.934195
0,249,40.716737,115.904008
0,250,40.650848,115.877713
0,251,40.575886,115.848316
0,252,40.484337,115.811623
0,253,40.411073,115.780528
0,254,40.335753,115.750433
0,255,40.249119,115.713592
0,256,40.181731,115.685006
0,257,40.112182,115.656188
0,258,40.022022,115.618581
0,259,39.957200,115.589541
0,260,39.890115,115.562818
0,261,39.806513,115.526827
0,262,39.745508,115.501238
0,263,39.658916,115.465774
0,264,39.561900,115.422913
0,265,39.485977,115.388477
0,266,39.433692,115.364808
0,267,39.364149,115.336091
0,268,39.290845,115.303759
0,269,39.214363,115.272046
0,270,39.132670,115.235705
0,271,39.056577,115.202915
0,272,38.990008,115.172783
0,273,38.897226,115.133469
0,274,38.808299,115.090446
0,275,38.767899,115.072281
0,276,38.680936,115.035052
0,277,38.604038,114.998414
0,278,38.543971,114.972534
0,279,38.453919,114.931867
0,280,38.390649,114.902152
0,281,38.324039,114.873344
0,282,38.219416,114.825629
0,283,38.155621,114.793728
0,284,38.100168,114.769728
0,285,38.009144,114.727769
0,286,37.921320,114.686007
0,287,37.868343,114.659560
0,288,37.795786,114.627787
0,289,37.700052,114.581089
0,290,37.636533,114.550215
0,291,37.569546,114.518453
0,292,37.484949,114.478183
0,293,37.428550,114.449711
0,294,37.361896,114.420204
0,295,37.266708,114.374094
0,296,37.193486,114.338104
0,297,37.116041,114.300164
0,298,37.036125,114.259977
0,299,36.965515,114.224166
0,300,36.898519,114.190564
0,301,36.827724,114.155326
0,302,36.755113,114.119030
0,303,36.682563,114.082757
0,304,36.613402,114.048035
0,305,36.545942,114.014638
0,306,36.469630,113.976981
0,307,36.392898,113.938277
0,308,36.321965,113.902507
0,309,36.253468,113.868010
0,310,36.184990,113.833902
0,311,36.111932,113.797583
0,312,36.037201,113.760137
0,313,35.967416,113.724977
0,314,35.872182,113.677218
0,315,35.792086,113.633069
0,316,35.740716,113.606527
0,317,35.666764,113.568649
0,318,35.589425,113.528059
0,319,35.502704,113.482329
0,320,35.436633,113.445279
0,321,35.391204,113.421932
0,322,35.313908,113.382860
0,323,35.223110,113.334747
0,324,35.131598,113.284554
0,325,35.083536,113.256230
0,326,35.025701,113.227596
0,327,34.926056,113.173247
0,328,34.870353,113.141489
0,329,34.790797,113.100091
0,330,34.711141,113.053790
0,331,34.671037,113.032280
0,332,34.579354,112.984292
0,333,34.493891,112.934598
0,334,34.444317,112.907203
0,335,34.362461,112.862787
0,336,34.301589,112.827266
0,337,34.237948,112.794180
0,338,34.147872,112.743572
0,339,34.072803,112.700962
0,340,34.003032,112.660746
0,341,33.940776,112.625336
0,342,33.869176,112.585217
0,343,33.782556,112.535541
0,344,33.721784,112.498968
0,345,33.651044,112.459679
0,346,33.584121,112.419396
0,347,33.526524,112.387850
0,348,33.433637,112.334580
0,349,33.368894,112.295334
0,350,33.306887,112.260451
0,351,33.221903,112.210572
0,352,33.150557,112.167684
0,353,33.081202,112.126485
0,354,33.023953,112.091857
0,355,32.959737,112.055454
0,356,32.870489,112.002749
0,357,32.802921,111.961159
0,358,32.740462,111.924422
0,359,32.653227,111.871967
0,360,32.585846,111.829277
0,361,32.528544,111.795025
0,362,32.465624,111.756837
0,363,32.401808,111.719415
0,364,32.324649,111.673553
0,365,32.238516,111.621223
0,366,32.165669,111.574899
0,367,32.098138,111.533064
0,368,32.021363,111.484278
0,369,31.964953,111.447937
0,370,31.898356,111.407390
0,371,31.835357,111.367112
0,372,31.767238,111.326341
0,373,31.687329,111.275589
0,374,31.618975,111.232620
0,375,31.544494,111.185063
0,376,31.472867,111.138792
0,377,31.414653,111.100909
0,378,31.349544,111.060302
0,379,31.271899,111.010418
0,380,31.202922,110.965604
0,381,31.149403,110.930844
0,382,31.074968,110.884856
0,383,30.987080,110.826761
0,384,30.921571,110.782915
0,385,30.856185,110.739693
0,386,30.786306,110.693170
0,387,30.719927,110.648727
0,388,30.656577,110.606565
0,389,30.605679,110.572787
0,390,30.524162,110.521412
0,391,30.438020,110.461865
0,392,30.382697,110.424377
0,393,30.318481,110.381480
0,394,30.252351,110.337036
0,395,30.188322,110.294302
0,396,30.121056,110.249529
0,397,30.054461,110.204967
0,398,29.987182,110.160166
0,399,29.899114,110.100827
0,400,29.832486,110.052674
0,401,29.780816,110.017957
0,402,29.713471,109.971891
0,403,29.636594,109.919571
0,404,29.566507,109.869685
0,405,29.508131,109.829298
0,406,29.447378,109.787192
0,407,29.371518,109.735537
0,408,29.295800,109.681238
0,409,29.232923,109.636715
0,410,29.176113,109.596184
0,411,29.099286,109.543273
0,412,29.029588,109.491664
0,413,28.980257,109.457260
0,414,28.908980,109.407495
0,415,28.832134,109.352487
0,416,28.759013,109.299092
0,417,28.703201,109.257705
0,418,28.630737,109.206334
0,419,28.562170,109.154310
0,420,28.507210,109.114844
0,421,28.447855,109.071350
0,422,28.377903,109.021885
0,423,28.297222,108.961906
0,424,28.227496,108.909420
0,425,28.163942,108.860993
0,426,28.104506,108.816273
0,427,28.044722,108.771493
0,428,27.980214,108.723736
0,429,27.907563,108.669263
0,430,27.844518,108.621004
0,431,27.786112,108.577329
0,432,27.724097,108.530878
0,433,27.660359,108.483557
0,434,27.588413,108.429746
0,435,27.525662,108.381713
0,436,27.456794,108.330318
0,437,27.383931,108.273622
0,438,27.326300,108.228976
0,439,27.265647,108.182727
0,440,27.194030,108.127851
0,441,27.132791,108.079641
0,442,27.080522,108.039902
0,443,27.003609,107.981796
0,444,26.923779,107.918090
0,445,26.857692,107.864813
0,446,26.804668,107.821640
0,447,26.750776,107.779793
0,448,26.690377,107.732430
0,449,26.626058,107.682864
0,450,26.557515,107.628952
0,451,26.479550,107.567351
0,452,26.417075,107.515225
0,453,26.353738,107.465091
0,454,26.292408,107.413776
0,455,26.232092,107.366098
0,456,26.158626,107.305304
0,457,26.110738,107.265446
0,458,26.045545,107.214156
0,459,25.971122,107.152094
0,460,25.923102,107.112284
0,461,25.847574,107.052000
0,462,25.779606,106.993137
0,463,25.723304,106.947210
0,464,25.671259,106.902718
0,465,25.616988,106.860043
0,466,25.542056,106.798443
0,467,25.474639,106.742366
0,468,25.405922,106.684445
0,469,25.330584,106.619788
0,470,25.285745,106.579288
0,471,25.226315,106.531372
0,472,25.164535,106.476847
0,473,25.098686,106.423103
0,474,25.044004,106.373811
0,475,24.978861,106.321667
0,476,24.909506,106.259254
0,477,24.854292,106.213558
0,478,24.775445,106.144001
0,479,24.733624,106.106131
0,480,24.663496,106.047962
0,481,24.598827,105.988299
0,482,24.549256,105.946789
0,483,24.478197,105.883980
0,484,24.438656,105.848721
0,485,24.352969,105.777488
0,486,24.294672,105.721023
0,487,24.251741,105.686892
0,488,24.154195,105.599389
0,489,24.115494,105.561575
0,490,24.074433,105.528218
0,491,23.980002,105.444841
0,492,23.933267,105.399658
0,493,23.874428,105.350228
0,494,23.791327,105.272299
0,495,23.733451,105.218362
0,496,23.701945,105.187772
0,497,23.635385,105.131780
0,498,23.550862,105.051334
0,499,23.499289,105.003240
0,500,23.469120,104.974139
0,501,23.393332,104.910069
0,502,23.303713,104.822729
0,503,23.258601,104.779804
0,504,23.202316,104.726739
0,505,23.171754,104.697066
0,506,23.102560,104.638253
0,507,23.003824,104.542982
0,508,22.943901,104.483084
0,509,22.901055,104.440474
0,510,22.861445,104.403195
0,511,22.816236,104.361654
0,512,22.757711,104.309414
0,513,22.670737,104.229451
0,514,22.592646,104.151834
0,515,22.536078,104.095266
0,516,22.479509,104.038697
0,517,22.422940,103.982128
0,518,22.366372,103.925560
0,519,22.309804,103.868992
0,520,22.265820,103.824845
0,521,22.237891,103.798215
0,522,22.165498,103.733652
0,523,22.079164,103.648352
0,524,22.022136,103.591324
0,525,21.965567,103.534755
0,526,21.908998,103.478186
0,527,21.852430,103.421618
0,528,21.795862,103.365050
0,529,21.739293,103.308481
0,530,21.682724,103.251912
0,531,21.626156,103.195344
0,532,21.568891,103.138079
0,533,21.482009,103.049985
0,534,21.419725,102.979617
0,535,21.394518,102.953589
0,536,21.348486,102.907674
0,537,21.291918,102.851106
0,538,21.235350,102.794538
0,539,21.178781,102.737969
0,540,21.122212,102.681400
0,541,21.065644,102.624832
0,542,20.988168,102.546888
0,543,20.905434,102.456877
0,544,20.859180,102.404222
0,545,20.821995,102.365012
0,546,20.773394,102.313975
0,547,20.729179,102.268308
0,548,20.680069,102.219257
0,549,20.581611,102.118875
0,550,20.518972,102.044857
0,551,20.491696,102.017175
0,552,20.436197,101.958377
0,553,20.391687,101.911329
0,554,20.307200,101.824272
0,555,20.249075,101.755494
0,556,20.217802,101.723876
0,557,20.158783,101.660585
0,558,20.081547,101.577676
0,559,20.032943,101.519869
0,560,20.000389,101.486501
0,561,19.942774,101.424710
0,562,19.862966,101.338858
0,563,19.820913,101.287694
0,564,19.782089,101.249060
0,565,19.687849,101.144117
0,566,19.647868,101.094256
0,567,19.621133,101.067196
0,568,19.547128,100.986830
0,569,19.491436,100.922541
0,570,19.428970,100.853527
0,571,19.369260,100.782034
0,572,19.341866,100.750608
0,573,19.273500,100.676518
0,574,19.210953,100.601057
0,575,19.169462,100.554377
0,576,19.118762,100.495790
0,577,19.075639,100.447315
0,578,19.008720,100.373070
0,579,18.942295,100.294152
0,580,18.895777,100.239097
0,581,18.857241,100.194047
0,582,18.789210,100.117658
0,583,18.727087,100.040812
0,584,18.695738,100.004007
0,585,18.637761,99.938124
0,586,18.590067,99.880484
0,587,18.537565,99.821879
0,588,18.464109,99.733936
0,589,18.422191,99.681704
0,590,18.374053,99.626255
0,591,18.313046,99.552253
0,592,18.252922,99.479237
0,593,18.215079,99.430601
0,594,18.164759,99.373013
0,595,18.114001,99.309240
0,596,18.059721,99.246600
0,597,17.993683,99.163401
0,598,17.957148,99.117720
0,599,17.905191,99.055913
0,600,17.836979,98.970726
0,601,17.804289,98.927444
0,602,17.759660,98.876278
0,603,17.693397,98.793704
0,604,17.650309,98.739769
0,605,17.599547,98.678273
0,606,17.533257,98.595323
0,607,17.484698,98.531597
0,608,17.443378,98.480074
0,609,17.384842,98.406370
0,610,17.340095,98.347827
0,611,17.299917,98.298454
0,612,17.239257,98.222973
0,613,17.182802,98.149758
0,614,17.139393,98.093718
0,615,17.084137,98.023775
0,616,17.026741,97.947741
0,617,16.984547,97.891820
0,618,16.946344,97.842634
0,619,16.888930,97.770405
0,620,16.828170,97.689403
0,621,16.780095,97.625040
0,622,16.731528,97.560004
0,623,16.688291,97.501860
0,624,16.641468,97.440622
0,625,16.590235,97.372415
0,626,16.539770,97.305286
0,627,16.487796,97.235215
0,628,16.443183,97.174504
0,629,16.400066,97.117232
0,630,16.350920,97.052074
0,631,16.300951,96.985331
0,632,16.252247,96.920084
0,633,16.197362,96.846363
0,634,16.147975,96.777756
0,635,16.105893,96.720512
0,636,16.062340,96.661614
0,637,16.006741,96.587338
0,638,15.961169,96.523182
0,639,15.911502,96.457182
0,640,15.850140,96.370391
0,641,15.815790,96.320517
0,642,15.767167,96.255544
0,643,15.716536,96.182550
0,644,15.670593,96.119525
0,645,15.625447,96.054610
0,646,15.582918,95.996518
0,647,15.527146,95.918330
0,648,15.476702,95.845768
0,649,15.428196,95.775935
0,650,15.380112,95.705622
0,651,15.343981,95.652589
0,652,15.296295,95.586197
0,653,15.244025,95.509473
0,654,15.201215,95.447464
0,655,15.163864,95.393174
0,656,15.110111,95.318359
0,657,15.051575,95.230593
0,658,15.009013,95.166640
0,659,14.964148,95.099697
0,660,14.917905,95.030090
0,661,14.874903,94.965183
0,662,14.842209,94.916092
0,663,14.797869,94.853567
0,664,14.743917,94.773901
0,665,14.697750,94.705288
0,666,14.637496,94.614886
0,667,14.594258,94.544435
0,668,14.564968,94.500754
0,669,14.520707,94.434714
0,670,14.474228,94.364869
0,671,14.431005,94.299559
0,672,14.388274,94.235698
0,673,14.341214,94.165301
0,674,14.285127,94.080006
0,675,14.240311,94.008086
0,676,14.202181,93.949434
0,677,14.159595,93.883208
0,678,14.110755,93.808136
0,679,14.066229,93.736760
0,680,14.028091,93.677490
0,681,13.978420,93.600141
0,682,13.939239,93.536642
0,683,13.889395,93.460100
0,684,13.846386,93.387982
0,685,13.803737,93.321993
0,686,13.759781,93.248644
0,687,13.725495,93.194808
0,688,13.676053,93.116362
0,689,13.636433,93.051147
0,690,13.590882,92.979696
0,691,13.539907,92.894812
0,692,13.502609,92.832561
0,693,13.466329,92.773459
0,694,13.421609,92.701415
0,695,13.374673,92.623731
0,696,13.334742,92.557072
0,697,13.293087,92.488610
0,698,13.251411,92.419024
0,699,13.205072,92.342456
0,700,13.168116,92.278576
0,701,13.121679,92.203237
0,702,13.077762,92.125575
0,703,13.048011,92.076215
0,704,13.003439,92.002799
0,705,12.962337,91.932917
0,706,12.917564,91.858841
0,707,12.868383,91.773468
0,708,12.829170,91.704480
0,709,12.787820,91.632691
0,710,12.750824,91.566899
0,711,12.714445,91.504805
0,712,12.670106,91.428155
0,713,12.626538,91.351480
0,714,12.590855,91.287964
0,715,12.555308,91.226973
0,716,12.505064,91.140185
0,717,12.468353,91.072409
0,718,12.422864,90.994447
0,719,12.379447,90.911964
0,720,12.355357,90.869186
0,721,12.310589,90.792135
0,722,12.272938,90.722749
0,723,12.225131,90.640333
0,724,12.186388,90.565186
0,725,12.157542,90.515772
0,726,12.100079,90.412072
0,727,12.062012,90.336431
0,728,12.039754,90.296221
0,729,11.995773,90.218411
0,730,11.955770,90.143106
0,731,11.920910,90.080570
0,732,11.875783,89.997888
0,733,11.830478,89.912277
0,734,11.791406,89.836313
0,735,11.763669,89.782632
0,736,11.725407,89.713228
0,737,11.680330,89.626777
0,738,11.642830,89.554358
0,739,11.602627,89.476589
0,740,11.574550,89.420401
0,741,11.543509,89.364361
0,742,11.492391,89.268299
0,743,11.447800,89.178652
0,744,11.413416,89.109302
0,745,11.379810,89.042130
0,746,11.344387,88.971974
0,747,11.307115,88.897859
0,748,11.270002,88.823545
0,749,11.235326,88.753796
0,750,11.199406,88.682427
0,751,11.162655,88.608549
0,752,11.126806,88.536649
0,753,11.091410,88.465387
0,754,11.057295,88.397069
0,755,11.022770,88.328497
0,756,10.985973,88.255678
0,757,10.947098,88.177997
0,758,10.911994,88.106738
0,759,10.878830,88.040631
0,760,10.842291,87.968102
0,761,10.789910,87.862129
0,762,10.755999,87.784413
0,763,10.734750,87.741886
0,764,10.696562,87.664386
0,765,10.658675,87.585290
0,766,10.626215,87.517499
0,767,10.588336,87.439714
0,768,10.548823,87.355232
0,769,10.519742,87.292328
0,770,10.480615,87.211600
0,771,10.435907,87.111750
0,772,10.410845,87.053486
0,773,10.387084,87.004009
0,774,10.352515,86.931763
0,775,10.306327,86.834028
0,776,10.274347,86.759417
0,777,10.239762,86.686288
0,778,10.205346,86.605931
0,779,10.181604,86.554586
0,780,10.141196,86.467954
0,781,10.107381,86.389846
0,782,10.074027,86.317177
0,783,10.037968,86.233918
0,784,10.012230,86.175295
0,785,9.978846,86.102793
0,786,9.937784,86.009489
0,787,9.905241,85.932352
0,788,9.886324,85.888159
0,789,9.850594,85.813343
0,790,9.804552,85.706504
0,791,9.776620,85.638834
0,792,9.743865,85.564380
0,793,9.713876,85.491429
0,794,9.680898,85.416790
0,795,9.643407,85.325365
0,796,9.620357,85.268709
0,797,9.586636,85.192161
0,798,9.555706,85.115497
0,799,9.526440,85.048671
0,800,9.488304,84.956867
0,801,9.463661,84.895306
0,802,9.430589,84.819850
0,803,9.391329,84.721881
0,804,9.363691,84.651765
0,805,9.337344,84.586997
0,806,9.307063,84.513461
0,807,9.277769,84.441527
0,808,9.251395,84.378081
0,809,9.208899,84.277379
0,810,9.174552,84.184513
0,811,9.148810,84.119407
0,812,9.121625,84.048265
0,813,9.097429,83.987945
0,814,9.065926,83.910719
0,815,9.032797,83.826836
0,816,9.001181,83.745884
0,817,8.971536,83.668474
0,818,8.944287,83.597802
0,819,8.911157,83.512667
0,820,8.880420,83.428958
0,821,8.858915,83.371351
0,822,8.827451,83.292086
0,823,8.799295,83.215133
0,824,8.768148,83.135959
0,825,8.739570,83.056122
0,826,8.710919,82.981948
0,827,8.682490,82.902623
0,828,8.651918,82.821729
0,829,8.624881,82.743878
0,830,8.601639,82.682164
0,831,8.571756,82.601471
0,832,8.542097,82.520138
0,833,8.515890,82.447179
0,834,8.491137,82.380086
0,835,8.460362,82.297563
0,836,8.428006,82.206565
0,837,8.397542,82.118417
0,838,8.371010,82.038844
0,839,8.351396,81.980788
0,840,8.332716,81.929643
0,841,8.299487,81.842181
0,842,8.265059,81.742096
0,843,8.237506,81.660749
0,844,8.211684,81.582993
0,845,8.186702,81.508557
0,846,8.160610,81.430545
0,847,8.134254,81.351124
0,848,8.111019,81.280314
0,849,8.092650,81.226226
0,850,8.064981,81.150695
0,851,8.032822,81.056425
0,852,8.001056,80.960946
0,853,7.974705,80.875238
0,854,7.956225,80.817005
0,855,7.933079,80.748527
0,856,7.906187,80.667193
0,857,7.880968,80.590308
0,858,7.855995,80.514418
0,859,7.827728,80.428159
0,860,7.798112,80.333096
0,861,7.775384,80.256402
0,862,7.757956,80.200381
0,863,7.731972,80.121803
0,864,7.700977,80.020967
0,865,7.679573,79.946969
0,866,7.663665,79.895978
0,867,7.633373,79.804133
0,868,7.606478,79.710685
0,869,7.589665,79.655566
0,870,7.560782,79.564949
0,871,7.537444,79.482077
0,872,7.515674,79.412349
0,873,7.493636,79.336708
0,874,7.470228,79.261952
0,875,7.442983,79.169482
0,876,7.422880,79.099135
0,877,7.398820,79.020220
0,878,7.372086,78.925791
0,879,7.353782,78.859177
0,880,7.330450,78.781324
0,881,7.306169,78.693020
0,882,7.287530,78.626723
0,883,7.265536,78.551330
0,884,7.243407,78.473318
0,885,7.217685,78.384221
0,886,7.196104,78.302459
0,887,7.175706,78.230386
0,888,7.151726,78.142046
0,889,7.133562,78.073057
0,890,7.112727,78.000113
0,891,7.088125,77.909288
0,892,7.069375,77.837767
0,893,7.046609,77.756379
0,894,7.022931,77.664051
0,895,7.004119,77.590532
0,896,6.983474,77.511702
0,897,6.965243,77.439673
0,898,6.946755,77.371613
0,899,6.922681,77.281770
0,900,6.899758,77.190392
0,901,6.880727,77.113045
0,902,6.861775,77.037516
0,903,6.842509,76.960261
0,904,6.822348,76.880062
0,905,6.802860,76.800588
0,906,6.784824,76.728020
0,907,6.765915,76.653402
0,908,6.745533,76.572927
0,909,6.721039,76.473857
0,910,6.702793,76.390764
0,911,6.688019,76.329627
0,912,6.668504,76.250109
0,913,6.649157,76.168701
0,914,6.627522,76.078121
0,915,6.610875,76.001359
0,916,6.594473,75.933896
0,917,6.572771,75.840846
0,918,6.557150,75.768773
0,919,6.539494,75.696394
0,920,6.517087,75.597309
0,921,6.501453,75.522527
0,922,6.482468,75.440335
0,923,6.463093,75.345426
0,924,6.450200,75.282316
0,925,6.437277,75.225569
0,926,6.415715,75.134849
0,927,6.397575,75.047492
0,928,6.379663,74.967769
0,929,6.361113,74.876981
0,930,6.343786,74.792413
0,931,6.327769,74.709843
0,932,6.316534,74.652683
0,933,6.302048,74.589529
0,934,6.281414,74.496464
0,935,6.263850,74.410444
0,936,6.246768,74.329062
0,937,6.228472,74.236962
0,938,6.213877,74.159548
0,939,6.196967,74.074869
0,940,6.183271,73.998137
0,941,6.166401,73.914887
0,942,6.153595,73.839726
0,943,6.139176,73.771543
0,944,6.122905,73.684843
0,945,6.106184,73.599457
0,946,6.091865,73.518272
0,947,6.077348,73.442958
0,948,6.060582,73.350394
0,949,6.047718,73.275001
0,950,6.036060,73.212485
0,951,6.019144,73.125804
0,952,6.002712,73.031514
0,953,5.988794,72.950523
0,954,5.977296,72.882522
0,955,5.959702,72.787853
0,956,5.946034,72.695202
0,957,5.937328,72.643376
0,958,5.920144,72.550182
0,959,5.906844,72.459792
0,960,5.897581,72.405490
0,961,5.880753,72.312506
0,962,5.867866,72.225771
0,963,5.857669,72.166661
0,964,5.839363,72.061588
0,965,5.827859,71.974694
0,966,5.819709,71.926659
0,967,5.801641,71.822779
0,968,5.791801,71.745115
0,969,5.780065,71.681812
0,970,5.763394,71.571748
0,971,5.752012,71.486149
0,972,5.741899,71.414432
0,973,5.729837,71.330435
0,974,5.721645,71.267655
0,975,5.706566,71.176807
0,976,5.697718,71.099495
0,977,5.683915,71.018988
0,978,5.674109,70.933426
0,979,5.662766,70.865092
0,980,5.648563,70.755940
0,981,5.641486,70.693808
0,982,5.630007,70.620046
0,983,5.618061,70.525566
0,984,5.606638,70.438212
0,985,5.600079,70.377273
0,986,5.587932,70.301647
0,987,5.576498,70.206454
0,988,5.564580,70.117371
0,989,5.555177,70.027014
0,990,5.550107,69.982841
0,991,5.536848,69.896577
0,992,5.522952,69.770458
0,993,5.517603,69.704738
0,994,5.512138,69.664687
0,995,5.498706,69.569763
